PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,RelSpeed,SpinRate,SpinAxis,RelHeight,RelSide,Extension,InducedVertBreak,HorzBreak,VertApprAngle,HorzApprAngle,PlateLocHeight,PlateLocSide,ExitSpeed,Angle,Direction,Distance,Level,GameID,PitchUID,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence
453,9/13/2025,29:29.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,89.44111,2524.759019,189.81475,6.1837,1.25692,6.9273,20.80596,3.39496,-6.032741,-1.624345,1.94619,-0.5052,63.76428,31.255392,154.078485,,TeamExclusive,20250913-UofSanDiego-Private-2,59920060-90e0-11f0-b482-5d1185df5079,High,High,High
454,9/13/2025,29:54.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,77.22908,2612.958919,62.564953,6.11933,1.32137,6.07517,-5.68429,-15.00485,-9.533402,-3.835406,2.09339,-0.97304,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,68f6e390-90e0-11f0-b482-5d1185df5079,High,High,High
455,9/13/2025,30:19.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,91.71961,2517.788181,203.605615,6.23283,1.19907,6.45786,20.13607,8.20563,-6.091426,-0.011507,1.94187,0.50483,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,77cb94b0-90e0-11f0-b482-5d1185df5079,High,High,High
456,9/13/2025,30:56.3,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,77.86112,2653.943228,81.204082,5.99414,1.45355,6.18298,0.25358,-10.85859,-10.51455,-3.451337,0.40304,-0.82445,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,8d8e4270-90e0-11f0-b482-5d1185df5079,High,High,High
457,9/13/2025,31:17.3,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,89.8797,2565.882691,195.628842,6.15593,1.22072,6.87516,23.11576,6.07803,-4.476095,-2.119388,3.22174,-1.21752,92.95161,33.834371,13.422257,336.726,TeamExclusive,20250913-UofSanDiego-Private-2,9a12e910-90e0-11f0-b482-5d1185df5079,High,High,High
458,9/13/2025,32:23.0,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,77.80598,1456.975805,192.490944,6.87536,-0.07429,5.53135,6.83823,1.16201,-8.372452,0.064656,2.60691,-0.11102,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,c14f2930-90e0-11f0-b482-5d1185df5079,High,High,High
459,9/13/2025,32:33.0,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Slider,Undefined,Undefined,Undefined,Undefined,80.57806,1737.911967,161.915793,6.90022,0.26955,5.52195,5.72496,-1.34693,-7.658605,-0.859081,3.1728,-0.42117,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,c71595c0-90e0-11f0-b482-5d1185df5079,High,High,High
460,9/13/2025,32:43.9,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,70.2157,2030.296473,42.826093,6.75786,0.28521,4.97567,-3.91662,-5.65174,-9.017454,0.10098,3.84977,0.85239,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,cdaac400-90e0-11f0-b482-5d1185df5079,High,High,High
461,9/13/2025,32:54.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,66.98405,1987.947011,55.674708,6.74263,0.04668,5.01666,-5.53949,-11.77209,-11.687089,-1.098693,1.94469,-0.00251,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,d40fe190-90e0-11f0-b482-5d1185df5079,High,High,High
462,9/13/2025,33:09.2,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,76.81255,1727.258587,228.767667,6.65538,0.27743,5.59106,14.87056,14.68658,-9.068941,1.318171,1.29645,0.28032,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,dcc99d80-90e0-11f0-b482-5d1185df5079,High,High,High
463,9/13/2025,33:20.3,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Slider,Undefined,Undefined,Undefined,Undefined,80.1835,2017.816706,172.355505,6.81442,-0.03915,5.56364,13.88745,-1.6741,-5.798518,-0.349952,4.11785,-0.22651,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,e360a080-90e0-11f0-b482-5d1185df5079,High,High,High
1,9/19/2025,52:45.9,1.0,1.0,"DeSchryver, Nate",695536.0,Right,SAN_TOR,"DeSchryver, Nate",695536,Right,SAN_TOR,1,Top,0,0,0,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,87.61934,2206.493161,179.072881,5.75172,1.3371,6.98701,16.70741,-0.25165,-4.100391,-1.040884,3.73145,0.41136,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,7350a470-9581-11f0-8e06-cb61934ceb74,High,High,High
2,9/19/2025,53:07.0,1.0,2.0,"DeSchryver, Nate",695536.0,Right,SAN_TOR,"DeSchryver, Nate",695536,Right,SAN_TOR,1,Top,0,1,0,FourSeamFastBall,Cutter,BallCalled,Undefined,Undefined,Undefined,86.02926,2239.587231,179.438411,5.75166,1.11458,7.15237,14.64359,-0.13319,-7.344547,-0.934999,0.97645,0.27801,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,7fe550a0-9581-11f0-8e06-cb61934ceb74,High,High,High
3,9/19/2025,53:27.3,1.0,3.0,"DeSchryver, Nate",695536.0,Right,SAN_TOR,"DeSchryver, Nate",695536,Right,SAN_TOR,1,Top,0,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,87.95964,2248.406158,188.309679,5.74331,1.24162,7.07723,14.82367,2.01823,-3.772157,-0.774499,4.09645,0.37031,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,8bf822a0-9581-11f0-8e06-cb61934ceb74,High,High,High
4,9/19/2025,53:51.8,1.0,4.0,"DeSchryver, Nate",695536.0,Right,SAN_TOR,"DeSchryver, Nate",695536,Right,SAN_TOR,1,Top,0,3,0,FourSeamFastBall,Cutter,BallCalled,Walk,Undefined,Undefined,86.51161,2148.755765,190.114048,5.75804,1.20912,7.03398,13.30005,2.18925,-5.361327,0.446948,2.87871,1.43265,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,9a923bc0-9581-11f0-8e06-cb61934ceb74,High,High,High
5,9/19/2025,54:12.2,2.0,1.0,"DeSchryver, Nate",695536.0,Right,SAN_TOR,"DeSchryver, Nate",695536,Right,SAN_TOR,1,Top,0,0,0,FourSeamFastBall,Cutter,InPlay,Undefined,FlyBall,HomeRun,85.77959,2095.631077,184.466336,5.71705,1.1428,7.00414,13.34233,0.96016,-5.77968,-0.196233,2.50492,0.88431,103.75183,23.062561,-13.908833,356.63565,TeamExclusive,20250919-UofSanDiego-Private-1,a6be3b10-9581-11f0-8e06-cb61934ceb74,High,High,High
6,9/19/2025,54:53.8,3.0,1.0,"DeSchryver, Nate",695536.0,Right,SAN_TOR,"DeSchryver, Nate",695536,Right,SAN_TOR,1,Top,0,0,0,FourSeamFastBall,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,88.68541,2282.534993,195.992962,5.67408,0.94519,7.31109,21.51891,5.86122,-5.603309,-1.456784,1.76903,-0.85968,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,bf896de0-9581-11f0-8e06-cb61934ceb74,High,High,High
7,9/19/2025,55:14.7,3.0,2.0,"DeSchryver, Nate",695536.0,Right,SAN_TOR,"DeSchryver, Nate",695536,Right,SAN_TOR,1,Top,0,0,1,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,88.45339,2289.848283,177.399595,5.77433,0.85627,7.23577,22.44757,-0.97071,-4.189967,-2.259539,3.09905,-1.10899,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,cc02c9e0-9581-11f0-8e06-cb61934ceb74,High,High,High
8,9/19/2025,55:34.3,3.0,3.0,"DeSchryver, Nate",695536.0,Right,SAN_TOR,"DeSchryver, Nate",695536,Right,SAN_TOR,1,Top,0,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,86.84053,2291.758372,194.819469,5.72852,0.87107,6.9514,23.23856,5.85221,-3.576988,-0.76187,3.67263,-0.30951,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,d7af38f0-9581-11f0-8e06-cb61934ceb74,High,High,High
9,9/19/2025,55:56.6,3.0,4.0,"DeSchryver, Nate",695536.0,Right,SAN_TOR,"DeSchryver, Nate",695536,Right,SAN_TOR,1,Top,0,2,1,FourSeamFastBall,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,86.39981,2276.260294,189.054313,5.71682,1.06552,7.1328,18.38218,2.75921,-6.433926,-0.83553,1.44662,0.07771,75.08053,49.920581,63.429902,231.29878,TeamExclusive,20250919-UofSanDiego-Private-1,e4fd9830-9581-11f0-8e06-cb61934ceb74,High,High,High
10,9/19/2025,56:20.8,3.0,5.0,"DeSchryver, Nate",695536.0,Right,SAN_TOR,"DeSchryver, Nate",695536,Right,SAN_TOR,1,Top,0,2,2,FourSeamFastBall,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,87.80242,2101.352863,199.053767,5.68574,0.87688,7.42588,21.74363,7.10721,-3.718393,-0.767521,3.56996,-0.40693,77.98462,54.412255,47.490678,211.42316,TeamExclusive,20250919-UofSanDiego-Private-1,f362bea0-9581-11f0-8e06-cb61934ceb74,High,High,High
11,9/19/2025,56:53.6,3.0,6.0,"DeSchryver, Nate",695536.0,Right,SAN_TOR,"DeSchryver, Nate",695536,Right,SAN_TOR,1,Top,0,2,2,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,86.1083,2228.080236,204.149196,5.7383,0.84646,6.95275,17.22123,7.16709,-3.564869,0.976456,4.29505,1.13806,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,06f67e70-9582-11f0-8e06-cb61934ceb74,High,High,High
12,9/19/2025,57:14.7,3.0,7.0,"DeSchryver, Nate",695536.0,Right,SAN_TOR,"DeSchryver, Nate",695536,Right,SAN_TOR,1,Top,0,3,2,FourSeamFastBall,Four-Seam,InPlay,Undefined,LineDrive,Double,85.61966,2143.871313,205.923852,5.68577,1.00106,7.14263,20.12214,9.15048,-5.026315,-0.115099,2.70686,0.13456,98.44227,16.288289,-14.919792,342.69184,TeamExclusive,20250919-UofSanDiego-Private-1,13881d60-9582-11f0-8e06-cb61934ceb74,High,High,High
13,9/19/2025,58:04.2,4.0,1.0,"DeSchryver, Nate",695536.0,Right,SAN_TOR,"DeSchryver, Nate",695536,Right,SAN_TOR,1,Top,0,0,0,FourSeamFastBall,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,88.88548,2149.314937,180.90612,5.6817,0.9681,7.11375,20.31316,0.30378,-5.710946,-1.750244,1.78277,-0.64554,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,310a2180-9582-11f0-8e06-cb61934ceb74,High,High,High
14,9/19/2025,58:37.4,4.0,2.0,"DeSchryver, Nate",695536.0,Right,SAN_TOR,"DeSchryver, Nate",695536,Right,SAN_TOR,1,Top,0,0,1,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,87.36773,2186.266496,197.947879,5.76864,0.8556,7.12821,20.42615,6.23784,-3.373053,-0.838257,4.11793,-0.42405,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,44cf5190-9582-11f0-8e06-cb61934ceb74,High,High,High
15,9/19/2025,59:02.4,4.0,3.0,"DeSchryver, Nate",695536.0,Right,SAN_TOR,"DeSchryver, Nate",695536,Right,SAN_TOR,1,Top,0,1,1,FourSeamFastBall,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,87.64086,2114.234153,202.358109,5.71576,0.89122,7.20866,17.10788,6.58662,-4.531321,0.219931,3.23344,0.54156,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,53b40840-9582-11f0-8e06-cb61934ceb74,High,High,High
16,9/19/2025,59:24.7,4.0,4.0,"DeSchryver, Nate",695536.0,Right,SAN_TOR,"DeSchryver, Nate",695536,Right,SAN_TOR,1,Top,0,1,2,FourSeamFastBall,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,88.09831,2235.966728,198.015706,5.73513,0.83357,7.14647,17.07158,5.21146,-5.385653,-0.948939,2.42781,-0.46111,69.76458,35.470269,141.374703,,TeamExclusive,20250919-UofSanDiego-Private-1,60fee510-9582-11f0-8e06-cb61934ceb74,High,High,High
17,9/19/2025,59:55.6,4.0,5.0,"DeSchryver, Nate",695536.0,Right,SAN_TOR,"DeSchryver, Nate",695536,Right,SAN_TOR,1,Top,0,1,2,FourSeamFastBall,Four-Seam,InPlay,Undefined,GroundBall,Single,87.16136,2171.238863,194.966043,5.7515,0.83292,7.21469,15.70572,3.93071,-6.087812,0.013789,1.95129,0.5176,104.15004,-1.652646,-37.427146,66.31683,TeamExclusive,20250919-UofSanDiego-Private-1,736e2210-9582-11f0-8e06-cb61934ceb74,High,High,High
18,9/19/2025,00:33.7,5.0,1.0,"DeSchryver, Nate",695536.0,Right,SAN_TOR,"DeSchryver, Nate",695536,Right,SAN_TOR,1,Top,0,0,0,FourSeamFastBall,Cutter,BallCalled,Undefined,Undefined,Undefined,84.71016,2203.594592,186.929624,5.68727,1.32057,7.00349,20.35434,2.32102,-4.577134,0.116974,3.14628,1.23354,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,8a2ac030-9582-11f0-8e06-cb61934ceb74,High,High,High
19,9/19/2025,00:53.6,5.0,2.0,"DeSchryver, Nate",695536.0,Right,SAN_TOR,"DeSchryver, Nate",695536,Right,SAN_TOR,1,Top,0,1,0,FourSeamFastBall,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,86.94308,2359.484584,188.445816,5.75057,1.10347,7.03546,21.96509,3.07929,-5.438179,-0.178212,2.12718,0.68502,78.91895,48.064078,-71.350159,,TeamExclusive,20250919-UofSanDiego-Private-1,95fdf120-9582-11f0-8e06-cb61934ceb74,High,High,High
20,9/19/2025,01:19.6,5.0,3.0,"DeSchryver, Nate",695536.0,Right,SAN_TOR,"DeSchryver, Nate",695536,Right,SAN_TOR,1,Top,0,1,1,FourSeamFastBall,Four-Seam,InPlay,Undefined,Popup,Undefined,86.83717,2207.752353,216.573675,5.71996,1.07995,6.98364,15.12997,10.32186,-5.456891,0.741191,2.6585,0.89347,88.73599,55.333941,-10.347131,229.71905,TeamExclusive,20250919-UofSanDiego-Private-1,a57f5d00-9582-11f0-8e06-cb61934ceb74,High,High,High
21,9/19/2025,06:16.1,6.0,1.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,90.25201,2000.202336,244.344144,5.71512,1.51082,5.32923,9.07941,16.46615,-4.495455,0.86012,3.85903,0.94618,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,56238c30-9583-11f0-8e06-cb61934ceb74,High,High,High
22,9/19/2025,06:37.6,6.0,2.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,1,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,90.21581,2024.465989,228.36254,5.65032,1.53962,5.50417,13.28835,13.64371,-6.197293,-2.366527,1.82486,-1.81047,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,630c24c0-9583-11f0-8e06-cb61934ceb74,High,High,High
23,9/19/2025,07:00.6,6.0,3.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,2,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,90.44471,1987.337664,233.141729,5.69596,1.77819,5.33345,14.21249,17.22379,-5.011556,1.003883,2.961,1.28483,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,709fca60-9583-11f0-8e06-cb61934ceb74,High,High,High
24,9/19/2025,07:23.0,6.0,4.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,3,0,Sinker,Sinker,StrikeCalled,Undefined,Undefined,Undefined,90.4658,2044.984968,233.108799,5.61404,1.6273,5.53278,14.49607,17.63288,-5.775209,-0.348237,2.11473,-0.16633,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,7e1c6590-9583-11f0-8e06-cb61934ceb74,High,High,High
25,9/19/2025,07:46.4,6.0,5.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,3,1,Sinker,Sinker,InPlay,Undefined,GroundBall,Undefined,90.40108,1984.422249,234.132535,5.61452,1.75773,5.40213,12.20095,15.22363,-5.341528,-0.28044,2.69447,0.22701,94.85181,-11.124069,0.190877,14.5423,TeamExclusive,20250919-UofSanDiego-Private-1,8c0e09b0-9583-11f0-8e06-cb61934ceb74,High,High,High
26,9/19/2025,08:38.2,7.0,1.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,91.64294,2067.003467,253.750768,5.59762,1.65218,5.32869,6.82992,19.57316,-4.389121,1.73923,3.93285,1.65322,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,aad14060-9583-11f0-8e06-cb61934ceb74,High,High,High
27,9/19/2025,09:02.7,7.0,2.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,1,0,Sinker,Sinker,InPlay,Undefined,GroundBall,Undefined,90.96189,2039.177447,251.762368,5.61851,1.7469,5.39819,7.32398,18.87434,-6.087615,-0.390356,2.33214,-0.19127,73.9159,-53.700231,-40.980662,2.92341,TeamExclusive,20250919-UofSanDiego-Private-1,b98bb2c0-9583-11f0-8e06-cb61934ceb74,High,High,High
28,9/19/2025,09:46.0,8.0,1.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,90.33085,2103.647831,243.176599,5.64031,1.659,5.30963,10.51764,18.39095,-3.542081,1.548595,4.58302,1.58136,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,d332edb0-9583-11f0-8e06-cb61934ceb74,High,High,High
29,9/19/2025,10:08.4,8.0,2.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,1,0,Sinker,Sinker,InPlay,Undefined,GroundBall,Undefined,90.80837,2083.390194,236.881883,5.60477,1.81687,5.20233,12.05536,16.44229,-5.108624,1.108978,2.95163,1.48936,84.35959,-3.005206,7.940649,30.96919,TeamExclusive,20250919-UofSanDiego-Private-1,e0af13b0-9583-11f0-8e06-cb61934ceb74,High,High,High
30,9/19/2025,10:50.4,9.0,1.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,0,0,Sinker,Sinker,InPlay,Undefined,GroundBall,Undefined,90.20545,1900.596486,236.384309,5.63921,1.63137,5.50942,11.37666,15.45706,-5.604296,-0.741777,2.51219,-0.34961,94.07898,-18.545148,2.434172,9.04129,TeamExclusive,20250919-UofSanDiego-Private-1,f9ae4ed0-9583-11f0-8e06-cb61934ceb74,High,High,High
31,9/19/2025,11:30.7,10.0,1.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,0,0,Sinker,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,89.82941,1985.925453,236.492634,5.60442,1.53464,5.57957,13.52465,18.53725,-5.776156,0.028066,2.21878,0.01699,81.28892,65.061326,66.454503,160.26648,TeamExclusive,20250919-UofSanDiego-Private-1,11b8c9b0-9584-11f0-8e06-cb61934ceb74,High,High,High
32,9/19/2025,12:05.4,10.0,2.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,0,1,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,91.25737,2071.229302,241.97662,5.61872,1.68416,5.20195,10.2215,17.12639,-4.330058,0.751383,3.74084,0.9644,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,266dff10-9584-11f0-8e06-cb61934ceb74,High,High,High
33,9/19/2025,12:33.8,10.0,3.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,1,1,Sinker,Sinker,InPlay,Undefined,LineDrive,Undefined,90.9437,2084.8722,242.315657,5.58066,1.80397,5.39172,10.36548,17.52808,-4.518431,0.025941,3.55287,0.36919,96.04003,20.049398,-7.676902,351.90178,TeamExclusive,20250919-UofSanDiego-Private-1,37598240-9584-11f0-8e06-cb61934ceb74,High,High,High
34,9/19/2025,13:21.3,11.0,1.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,0,0,Sinker,Sinker,InPlay,Undefined,Popup,Undefined,90.85571,1956.165952,240.357207,5.58173,1.00201,5.28335,10.18871,15.85914,-4.852474,0.608128,3.25653,0.25174,85.04964,74.90503,-17.467352,,TeamExclusive,20250919-UofSanDiego-Private-1,53acf170-9584-11f0-8e06-cb61934ceb74,High,High,High
35,9/19/2025,13:59.7,12.0,1.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,0,0,Sinker,Sinker,InPlay,Undefined,GroundBall,Undefined,90.2065,1971.218781,247.001395,5.63652,1.64197,5.50404,8.95063,18.21745,-6.601485,-0.283752,1.81832,-0.14175,98.02163,-5.992846,-19.839041,17.32565,TeamExclusive,20250919-UofSanDiego-Private-1,6a9d22b0-9584-11f0-8e06-cb61934ceb74,High,High,High
36,9/19/2025,14:40.6,13.0,1.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,89.17849,1964.305567,238.838733,5.58998,1.53138,5.456,10.7789,16.03702,-4.141018,0.876302,3.95006,1.01609,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,82d4a100-9584-11f0-8e06-cb61934ceb74,High,High,High
37,9/19/2025,15:03.4,13.0,2.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,1,0,Sinker,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,89.62217,2054.005852,261.600554,5.70524,1.63759,5.49212,3.87929,18.38395,-6.918469,-0.189338,2.02522,-0.07302,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,907c1cc0-9584-11f0-8e06-cb61934ceb74,High,High,High
38,9/19/2025,15:47.2,13.0,3.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,1,1,Sinker,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,90.70718,2099.458746,237.866652,5.55732,1.72532,5.54431,10.70406,15.15867,-5.791032,-0.775971,2.3156,-0.26257,76.7497,54.287581,108.724679,,TeamExclusive,20250919-UofSanDiego-Private-1,aa968be0-9584-11f0-8e06-cb61934ceb74,High,High,High
39,9/19/2025,16:13.6,13.0,4.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,1,2,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,90.56898,2181.949813,226.36653,5.72924,1.41776,5.52829,16.08076,15.6595,-2.618794,0.081318,5.02463,0.19114,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,ba3b8550-9584-11f0-8e06-cb61934ceb74,High,High,High
40,9/19/2025,16:41.1,13.0,5.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,2,2,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,91.15275,2079.125081,249.059348,5.55092,1.58829,5.31745,8.02367,18.20336,-4.456918,0.48963,3.72131,0.5322,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,caa5ca90-9584-11f0-8e06-cb61934ceb74,High,High,High
41,9/19/2025,17:07.1,13.0,6.0,"Cody, Hayden",822563.0,Right,SAN_TOR,"Cody, Hayden",822563,Right,SAN_TOR,1,Top,0,3,2,Sinker,Sinker,HitByPitch,Walk,Undefined,Undefined,91.25292,2065.860494,250.581124,5.56906,1.50086,5.26949,7.47221,18.15265,-4.083563,2.649951,4.14224,2.47787,,,,,TeamExclusive,20250919-UofSanDiego-Private-1,da32a820-9584-11f0-8e06-cb61934ceb74,High,High,High
116,9/26/2025,46:04.7,1.0,1.0,"Piper, Logan",822622.0,Right,SAN_TOR,"Martinez, Cade",832119,Right,SAN_TOR,3,Top,0,0,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,82.31851,1292.425038,86.852773,5.63954,-1.55397,5.11837,0.35657,-16.57288,-9.41015,0.286997,0.40081,0.10354,,,,,TeamExclusive,20250926-UofSanDiego-Private-2,f7abd8f0-9b32-11f0-a805-71ab9b6d3f26,High,High,High
122,9/26/2025,49:03.8,2.0,5.0,"Piper, Logan",822622.0,Right,SAN_TOR,"Piper, Logan",822029,Left,SAN_TOR,3,Top,0,0,2,Slider,Curveball,StrikeCalled,Strikeout,Undefined,Undefined,79.30525,2580.388406,343.944418,5.63375,-1.47718,5.01616,-12.2228,3.95685,-7.750542,1.352843,3.41546,-0.53045,,,,,TeamExclusive,20250926-UofSanDiego-Private-2,6255c170-9b33-11f0-a805-71ab9b6d3f26,High,High,High
118,9/26/2025,47:07.2,2.0,1.0,"Piper, Logan",822622.0,Right,SAN_TOR,"Piper, Logan",822029,Left,SAN_TOR,3,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,88.30021,2429.69472,137.171425,5.7375,-1.44632,5.44944,19.95143,-17.20698,-4.546568,0.580835,3.1253,0.52845,,,,,TeamExclusive,20250926-UofSanDiego-Private-2,1cd6c540-9b33-11f0-a805-71ab9b6d3f26,High,High,High
