PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,RelSpeed,SpinRate,SpinAxis,RelHeight,RelSide,Extension,InducedVertBreak,HorzBreak,VertApprAngle,HorzApprAngle,PlateLocHeight,PlateLocSide,ExitSpeed,Angle,Direction,Distance,Level,GameID,PitchUID,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence
125,9/13/2025,37:51.4,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,89.65784,2309.272163,193.070847,6.32737,1.25366,5.51875,20.16848,4.385,-5.012149,-1.130217,3.12667,-0.16856,76.42703,6.705291,176.594259,57.13651,TeamExclusive,20250913-UofSanDiego-Private-2,5f8f6f60-90c8-11f0-b482-5d1185df5079,High,High,High
126,9/13/2025,38:15.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,79.87953,2570.275079,46.466089,6.00502,1.60349,5.48404,-5.08335,-6.90217,-9.384499,-3.342702,1.551,-0.9484,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,6e42dce0-90c8-11f0-b482-5d1185df5079,High,High,High
127,9/13/2025,38:48.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,78.81525,2654.355342,56.645788,6.00004,1.56559,5.36866,-2.46134,-6.1117,-9.387956,-2.760902,1.44356,-0.51266,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,8182fe70-90c8-11f0-b482-5d1185df5079,High,High,High
128,9/13/2025,39:03.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,78.32189,2507.669545,36.864821,5.90681,1.65265,5.19293,-2.13465,-2.83421,-9.765466,-1.454898,1.03191,0.52141,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,8a6e51b0-90c8-11f0-b482-5d1185df5079,High,High,High
129,9/13/2025,39:18.7,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,89.75512,2404.793479,196.384067,6.24104,1.27095,5.4165,18.65899,5.08189,-5.474739,-2.903115,2.76404,-1.87434,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,93bbe930-90c8-11f0-b482-5d1185df5079,High,High,High
130,9/13/2025,39:35.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,88.8024,2353.239858,200.124025,6.18014,1.3423,5.45548,20.58997,7.01615,-5.530525,-1.254096,2.57286,-0.41628,62.16361,-40.547224,-86.262656,3.70133,TeamExclusive,20250913-UofSanDiego-Private-2,9dce5750-90c8-11f0-b482-5d1185df5079,High,High,High
131,9/13/2025,40:00.2,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,89.58895,2164.542734,195.121984,6.28415,1.30081,5.49605,22.096,5.60744,-3.516481,-1.402106,4.36678,-0.47784,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,ac4a1300-90c8-11f0-b482-5d1185df5079,High,High,High
132,9/13/2025,40:24.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,87.39001,2225.222607,211.479492,6.26875,1.34182,5.48187,20.07395,11.38284,-5.03895,0.290715,3.27493,0.66563,59.97775,25.762627,168.569019,126.94653,TeamExclusive,20250913-UofSanDiego-Private-2,bb1ca140-90c8-11f0-b482-5d1185df5079,High,High,High
133,9/13/2025,40:44.5,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,87.66873,2359.800006,210.291578,6.2811,1.02592,5.29602,19.33123,10.47028,-5.889312,-2.362653,2.49626,-2.065,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,c6c45560-90c8-11f0-b482-5d1185df5079,High,High,High
134,9/13/2025,41:07.4,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,87.36678,2237.45066,200.217773,6.21668,1.11321,5.40297,23.21545,8.05701,-3.621344,0.230376,4.24294,0.65817,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,d46ae6c0-90c8-11f0-b482-5d1185df5079,High,High,High
135,9/13/2025,41:34.7,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,86.14534,2312.245405,215.804612,6.15995,1.24321,5.42103,20.68592,13.84056,-5.387061,-1.582874,2.87514,-1.39104,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,e4cb6800-90c8-11f0-b482-5d1185df5079,High,High,High
136,9/13/2025,41:59.3,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,76.95726,2586.692504,92.856365,5.88986,1.71104,4.96966,1.91032,-10.23032,-8.698918,-2.672691,1.71659,0.04128,59.36841,18.577926,21.542227,139.3714,TeamExclusive,20250913-UofSanDiego-Private-2,f3781ec0-90c8-11f0-b482-5d1185df5079,High,High,High
137,9/13/2025,42:41.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,87.66282,2207.48123,208.738824,6.23935,1.33425,5.22519,20.96375,10.73827,-3.704207,0.174082,4.38349,0.60384,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,0c41f200-90c9-11f0-b482-5d1185df5079,High,High,High
138,9/13/2025,43:03.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,87.16634,2290.166444,202.112275,6.15264,1.3207,5.4205,23.69698,9.06,-5.084205,-2.195278,2.7929,-1.49045,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,1959b0e0-90c9-11f0-b482-5d1185df5079,High,High,High
139,9/13/2025,43:25.0,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,87.50699,2327.027967,206.017246,6.25255,1.19218,5.43688,23.70505,10.87638,-6.164204,-1.117078,1.85464,-0.75918,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,268e1f80-90c9-11f0-b482-5d1185df5079,High,High,High
140,9/13/2025,43:56.0,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,88.06583,2268.876852,198.86767,6.17295,1.25684,5.50014,23.45942,7.52028,-4.294422,0.011384,3.54248,0.64126,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,38e17010-90c9-11f0-b482-5d1185df5079,High,High,High
141,9/13/2025,44:12.3,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,81.60942,2228.695598,256.626771,5.80624,1.67115,5.30992,7.22016,23.37363,-5.250957,3.045032,4.19215,2.58251,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,42a54900-90c9-11f0-b482-5d1185df5079,High,High,High
142,9/13/2025,44:28.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,88.72065,2366.983985,210.024436,6.21011,1.43325,5.3269,21.19367,11.44501,-3.631541,0.735097,4.3365,1.16991,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,4c71fb90-90c9-11f0-b482-5d1185df5079,High,High,High
143,9/13/2025,44:56.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,86.56047,2343.214978,206.381036,6.28971,1.01313,5.30191,24.52623,11.42879,-4.078882,-1.786402,3.89253,-1.61478,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,5cb81700-90c9-11f0-b482-5d1185df5079,High,High,High
144,9/13/2025,45:13.0,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,86.46876,2090.126852,207.519162,6.22854,1.15838,5.31343,23.38171,11.39099,-5.008114,-1.006761,3.06358,-0.73453,67.77711,17.671002,168.681814,134.54252,TeamExclusive,20250913-UofSanDiego-Private-2,66ef7240-90c9-11f0-b482-5d1185df5079,High,High,High
145,9/13/2025,45:34.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,86.27028,2279.147438,200.725495,6.21404,1.35443,5.35693,22.24781,7.77756,-7.599348,-2.436609,0.76216,-1.57992,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,735d0e70-90c9-11f0-b482-5d1185df5079,High,High,High
146,9/13/2025,45:57.5,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,86.46048,2304.044043,190.905638,6.15933,1.24607,5.34933,25.85112,4.66599,-4.630218,-2.238643,3.19375,-1.24322,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,8153e2b0-90c9-11f0-b482-5d1185df5079,High,High,High
147,9/13/2025,46:24.3,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,86.96357,2271.91715,195.851304,6.21362,1.35813,5.42459,21.16222,5.58918,-6.424582,-1.54389,1.83876,-0.55402,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,915d6a50-90c9-11f0-b482-5d1185df5079,High,High,High
148,9/13/2025,47:02.2,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,82.82393,1924.943847,220.331849,5.65135,2.08518,6.46821,15.10725,11.52969,-6.382126,-0.614448,2.13405,0.5599,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,a801c580-90c9-11f0-b482-5d1185df5079,High,High,High
149,9/13/2025,47:12.5,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,70.24629,1871.161104,55.603968,5.71251,1.50734,5.92113,-6.25445,-12.00131,-10.037425,-2.561705,1.93249,0.13404,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,ae2e1fd0-90c9-11f0-b482-5d1185df5079,High,High,High
150,9/13/2025,47:23.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,82.22706,1941.384904,204.46682,5.76022,2.00543,6.50389,15.09119,6.24622,-4.576041,-1.222291,3.90161,0.36326,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,b4e38040-90c9-11f0-b482-5d1185df5079,High,High,High
151,9/13/2025,47:36.4,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,75.98475,1478.155931,231.691897,5.39025,1.92982,7.21246,10.72001,11.57056,-9.012581,-0.215163,0.38133,0.76782,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,bc5f6500-90c9-11f0-b482-5d1185df5079,High,High,High
152,9/13/2025,47:50.3,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,82.53867,1906.213625,181.432443,5.75235,2.04217,6.6033,21.99757,0.51118,-3.606015,-1.811136,4.26365,0.33983,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,c4a72540-90c9-11f0-b482-5d1185df5079,High,High,High
153,9/13/2025,48:20.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Cutter,Undefined,Undefined,Undefined,Undefined,84.29399,2083.153644,175.724935,5.55166,1.84989,7.0414,21.62844,-1.51114,-5.349148,-3.180865,2.28575,-0.91687,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,d6b2e580-90c9-11f0-b482-5d1185df5079,High,High,High
154,9/13/2025,48:42.9,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,84.49006,2057.035091,205.838361,5.42945,1.88533,7.0338,16.86595,7.51268,-6.878317,-2.33999,1.11749,-0.86798,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,e3f3fe50-90c9-11f0-b482-5d1185df5079,High,High,High
155,9/13/2025,48:57.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,83.88586,1939.895998,201.27007,5.7215,1.80997,6.80615,16.57363,5.89614,-5.586475,-0.862318,2.69996,0.53161,63.74423,29.901765,-166.218209,,TeamExclusive,20250913-UofSanDiego-Private-2,ec72d420-90c9-11f0-b482-5d1185df5079,High,High,High
156,9/13/2025,49:20.9,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,72.71123,1840.252635,74.141206,5.59077,1.37663,6.14287,-3.18744,-19.1008,-7.824577,-3.860461,3.48486,-0.60077,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,fa97e450-90c9-11f0-b482-5d1185df5079,High,High,High
157,9/13/2025,49:37.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,83.80545,1874.375999,201.098761,5.7247,1.68549,6.95648,14.59233,5.08,-5.687176,-1.057684,2.78089,0.29948,82.25371,57.066108,-14.777574,201.24615,TeamExclusive,20250913-UofSanDiego-Private-2,045a36a0-90ca-11f0-b482-5d1185df5079,High,High,High
158,9/13/2025,50:11.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,83.29497,2039.684373,193.367135,5.62869,1.33349,7.16934,17.16792,3.7411,-6.397474,-2.682899,1.84593,-1.41148,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,18dcea50-90ca-11f0-b482-5d1185df5079,High,High,High
159,9/13/2025,50:26.0,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,84.01905,1980.381696,191.368545,5.49156,1.36499,7.02901,17.15678,3.15264,-7.057471,-2.74998,1.07221,-1.39868,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,216f2110-90ca-11f0-b482-5d1185df5079,High,High,High
160,9/13/2025,50:44.4,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,71.10749,1693.903192,51.10192,5.43815,1.28537,6.56681,-7.8367,-12.1965,-10.861487,-4.813894,0.93912,-2.11201,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,2c767680-90ca-11f0-b482-5d1185df5079,High,High,High
161,9/13/2025,51:00.2,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Cutter,Undefined,Undefined,Undefined,Undefined,83.20307,1945.760922,174.895253,5.72367,1.21112,7.19556,17.34273,-1.4237,-5.70865,-3.466858,2.55852,-1.8142,64.03353,4.490738,11.742991,69.23257,TeamExclusive,20250913-UofSanDiego-Private-2,35d57320-90ca-11f0-b482-5d1185df5079,High,High,High
162,9/13/2025,51:30.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,69.72419,1667.747796,42.653826,5.49402,1.21469,6.42019,-8.36016,-9.44693,-11.18491,-3.425907,0.84728,-1.14421,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,48236c80-90ca-11f0-b482-5d1185df5079,High,High,High
163,9/13/2025,51:54.4,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,84.76197,2097.051877,195.078701,5.7101,1.16913,7.16249,20.32454,5.12111,-6.359036,-2.646904,1.55362,-1.65817,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,56200d20-90ca-11f0-b482-5d1185df5079,High,High,High
164,9/13/2025,52:12.2,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,82.86973,1917.848357,182.049424,5.57312,1.18737,7.37458,18.98332,0.63075,-7.030041,-2.492959,1.05781,-1.11696,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,60cb38d0-90ca-11f0-b482-5d1185df5079,High,High,High
165,9/13/2025,52:28.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,82.06522,1950.212208,195.319876,5.77765,0.94375,6.93775,21.38619,5.4539,-5.055749,-1.045769,2.98777,-0.46252,63.43691,21.671142,161.463793,136.22118,TeamExclusive,20250913-UofSanDiego-Private-2,6a3001d0-90ca-11f0-b482-5d1185df5079,High,High,High
166,9/13/2025,52:49.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,83.02378,2034.997322,190.880575,5.70396,0.91724,7.27627,20.11092,3.57536,-7.570815,-1.522749,0.64793,-0.75836,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,772f0890-90ca-11f0-b482-5d1185df5079,High,High,High
167,9/13/2025,53:24.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,68.96103,1772.678005,47.469374,5.37912,1.75226,6.07493,-10.19402,-13.42186,-9.018096,0.124059,3.13398,2.98511,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,8c114160-90ca-11f0-b482-5d1185df5079,High,High,High
168,9/13/2025,53:49.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,81.35452,1895.959863,184.968007,5.68617,0.75675,7.23912,16.56757,1.32083,-6.738766,-1.929412,1.75703,-1.10026,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,9aea8660-90ca-11f0-b482-5d1185df5079,High,High,High
169,9/13/2025,54:07.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,83.73078,2103.842975,199.012967,5.60686,0.99678,7.25715,19.58989,6.32107,-6.26515,-1.932882,1.63788,-1.27913,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,a5873320-90ca-11f0-b482-5d1185df5079,High,High,High
170,9/13/2025,54:30.2,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,68.33381,1768.104931,34.466074,5.58363,0.94348,6.08452,-10.90268,-8.90556,-10.83058,-3.421726,1.73851,-1.47893,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,b2ffd6b0-90ca-11f0-b482-5d1185df5079,High,High,High
171,9/13/2025,55:23.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Four-Seam,Undefined,Undefined,Undefined,Undefined,84.81799,2125.546883,199.303856,5.55539,1.75238,7.23158,19.87749,6.51473,-5.633911,-0.240992,2.08197,0.99142,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,d2894390-90ca-11f0-b482-5d1185df5079,High,High,High
172,9/13/2025,55:39.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,82.1914,2015.612895,198.127207,5.47968,1.57401,7.17494,14.95087,4.44634,-5.413257,-1.341578,2.84459,-0.01242,81.34707,49.482841,9.439045,234.11965,TeamExclusive,20250913-UofSanDiego-Private-2,dc5be990-90ca-11f0-b482-5d1185df5079,High,High,High
173,9/13/2025,56:28.5,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,81.85805,1515.749676,193.962383,6.2441,1.58081,6.22053,16.72993,3.77173,-5.493093,-1.76757,3.50848,-0.3651,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,f9880580-90ca-11f0-b482-5d1185df5079,High,High,High
174,9/13/2025,56:37.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,83.11915,1657.091866,197.420185,6.114,1.58762,6.10226,18.27686,5.26461,-2.990139,-3.553153,5.48293,-2.1405,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,fe85a3d0-90ca-11f0-b482-5d1185df5079,High,High,High
175,9/13/2025,56:47.4,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,82.9812,1635.29629,197.264117,6.10993,1.29441,5.87511,17.92954,5.12748,-4.073195,-2.036029,4.47987,-1.02428,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,04b2e880-90cb-11f0-b482-5d1185df5079,High,High,High
176,9/13/2025,56:56.8,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,69.5789,2026.275361,32.535041,5.96095,1.37363,5.45078,-8.5902,-6.78937,-13.239165,-4.257659,-0.61931,-2.04595,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,0a6b2440-90cb-11f0-b482-5d1185df5079,High,High,High
177,9/13/2025,57:10.6,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Curveball,Undefined,Undefined,Undefined,Undefined,69.43832,2017.064731,54.503177,5.95011,1.61385,5.67543,-4.23209,-9.12752,-12.375327,-4.787376,-0.04076,-2.08991,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,12a68870-90cb-11f0-b482-5d1185df5079,High,High,High
178,9/13/2025,57:20.4,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,82.89794,1713.678229,202.976057,6.02226,1.31717,6.03778,16.69674,6.37737,-5.799255,-2.905838,2.96922,-1.90707,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,18758080-90cb-11f0-b482-5d1185df5079,High,High,High
179,9/13/2025,57:29.9,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,83.25864,1857.969926,200.088081,6.15976,1.89973,5.71931,19.84635,6.6717,-5.526075,-0.410195,3.05284,0.96169,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,1e249480-90cb-11f0-b482-5d1185df5079,High,High,High
180,9/13/2025,57:57.3,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,85.25656,1782.970514,203.826307,6.0322,1.31338,6.19128,17.02717,6.88351,-5.623103,-2.805465,2.85845,-1.85219,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,2e77a840-90cb-11f0-b482-5d1185df5079,High,High,High
181,9/13/2025,58:10.1,,,"Bunnell, Jack",813673.0,Right,SAN_DIE8,"Bunnell, Jack",813673,Right,SAN_DIE8,1,Top,0,0,0,Undefined,Changeup,Undefined,Undefined,Undefined,Undefined,86.85749,1885.707819,205.194558,6.05709,1.45333,6.13697,18.60509,8.07945,-5.571282,-2.046482,2.69143,-1.1117,,,,,TeamExclusive,20250913-UofSanDiego-Private-2,3600fa80-90cb-11f0-b482-5d1185df5079,High,High,High
