game_date,location,attendance,inning,inning_top_bot,outs,score,batting,fielding,batting_team_norm,pitching_team_norm,inning_leadoff,is_pa,reached_base,runs_scored_half,event_category,total_bases,any_adv,is_walk,is_hbp,is_k,defensive_error,description,game_pbp_url,game_pbp_id
04/25/2026,,760,1,top,1,0-0,Saint Mary's (CA) Gaels,San Diego Toreros,Saint Mary's (CA) Gaels,USD,0,1,0,2,other,0,0,0,0,1,0,"Griffith,Tanner struck out swinging (0-2 KFS).",https://stats.ncaa.org/contests/6507273/play_by_play,6507273
04/25/2026,,760,1,top,1,0-0,Saint Mary's (CA) Gaels,San Diego Toreros,Saint Mary's (CA) Gaels,USD,0,1,1,2,walk,0,0,1,0,0,0,"Castellanos,Diego walked (3-0 BBBB).",https://stats.ncaa.org/contests/6507273/play_by_play,6507273
04/25/2026,,760,1,top,1,0-0,Saint Mary's (CA) Gaels,San Diego Toreros,Saint Mary's (CA) Gaels,USD,0,1,1,2,single,1,0,0,0,0,0,"Sniffen,Makoa singled to left field (2-0 BB); Castellanos,Diego advanced to second base.",https://stats.ncaa.org/contests/6507273/play_by_play,6507273
04/25/2026,,760,1,top,1,0-0,Saint Mary's (CA) Gaels,San Diego Toreros,Saint Mary's (CA) Gaels,USD,0,1,1,2,walk,0,0,1,0,0,0,"Armstrong,Ian walked (3-1 KBBBB); Castellanos,Diego advanced to third base; Sniffen,Makoa advanced to second base.",https://stats.ncaa.org/contests/6507273/play_by_play,6507273
04/25/2026,,760,1,top,1,1-0,Saint Mary's (CA) Gaels,San Diego Toreros,Saint Mary's (CA) Gaels,USD,0,1,1,2,single,1,0,0,0,0,0,"Josephson,Ian singled in the infield, RBI (0-1 K); Castellanos,Diego scored; Sniffen,Makoa advanced to third base; Armstrong,Ian advanced to second base.",https://stats.ncaa.org/contests/6507273/play_by_play,6507273
04/25/2026,,760,1,top,2,2-0,Saint Mary's (CA) Gaels,San Diego Toreros,Saint Mary's (CA) Gaels,USD,0,1,0,2,other,0,1,0,0,0,0,"Johnson,Jacob sacrifice fly to rf, RBI (1-2 FKB); Sniffen,Makoa scored; Armstrong,Ian advanced to third base.",https://stats.ncaa.org/contests/6507273/play_by_play,6507273
04/25/2026,,760,1,top,3,2-0,Saint Mary's (CA) Gaels,San Diego Toreros,Saint Mary's (CA) Gaels,USD,0,1,0,2,other,0,0,0,0,0,0,"Williams,Brett grounded out to third base, 3b to 2b (0-1 K).",https://stats.ncaa.org/contests/6507273/play_by_play,6507273
04/25/2026,,760,1,bot,1,2-0,San Diego Toreros,Saint Mary's (CA) Gaels,USD,Saint Mary's (CA) Gaels,0,1,0,0,other,0,0,0,0,1,0,"Moran,CJ struck out swinging (3-2 BKBBFS).",https://stats.ncaa.org/contests/6507273/play_by_play,6507273
04/25/2026,,760,1,bot,2,2-0,San Diego Toreros,Saint Mary's (CA) Gaels,USD,Saint Mary's (CA) Gaels,0,1,0,0,other,0,0,0,0,0,0,"Mestas,Gage grounded out to second base, 2b to 1b (1-2 SBFFF).",https://stats.ncaa.org/contests/6507273/play_by_play,6507273
04/25/2026,,760,1,bot,3,2-0,San Diego Toreros,Saint Mary's (CA) Gaels,USD,Saint Mary's (CA) Gaels,0,1,0,0,other,0,0,0,0,1,0,"Gauna,Andrew struck out swinging (1-2 KKBS).",https://stats.ncaa.org/contests/6507273/play_by_play,6507273
04/25/2026,,760,2,top,0,2-0,Saint Mary's (CA) Gaels,San Diego Toreros,Saint Mary's (CA) Gaels,USD,1,1,1,6,other,0,0,0,0,0,1,"Mettam,Jared reached on a fielding error fielding by ss by Martinez,Cade (E6) (0-0).",https://stats.ncaa.org/contests/6507273/play_by_play,6507273
04/25/2026,,760,2,top,1,2-0,Saint Mary's (CA) Gaels,San Diego Toreros,Saint Mary's (CA) Gaels,USD,0,1,0,6,other,0,1,0,0,0,0,"Kashimoto,Cody sacrifice bunt to the infield, p to 1b (1-0 B); Mettam,Jared advanced to second base.",https://stats.ncaa.org/contests/6507273/play_by_play,6507273
04/25/2026,,760,2,top,1,3-0,Saint Mary's (CA) Gaels,San Diego Toreros,Saint Mary's (CA) Gaels,USD,0,1,1,6,double,2,0,0,0,0,0,"Griffith,Tanner doubled to right center, RBI (0-1 S); Mettam,Jared scored from second base, unearned.",https://stats.ncaa.org/contests/6507273/play_by_play,6507273
04/25/2026,,760,2,top,1,4-0,Saint Mary's (CA) Gaels,San Diego Toreros,Saint Mary's (CA) Gaels,USD,0,1,1,6,single,1,0,0,0,0,0,"Castellanos,Diego singled to center field, RBI (2-0 BB); Griffith,Tanner scored from second base.",https://stats.ncaa.org/contests/6507273/play_by_play,6507273
