game_date,location,attendance,inning,inning_top_bot,outs,score,batting,fielding,batting_team_norm,pitching_team_norm,inning_leadoff,is_pa,reached_base,runs_scored_half,event_category,total_bases,any_adv,is_walk,is_hbp,is_k,defensive_error,description,game_pbp_url,game_pbp_id
05/01/2026,"Joe Etzel Field (Portland, OR)",409,1,top,0,0-0,San Diego Toreros,Portland Pilots,USD,Portland Pilots,1,1,1,0,single,1,0,0,0,0,0,Moran singled through the right side.,https://stats.ncaa.org/contests/6535300/play_by_play,6535300
05/01/2026,"Joe Etzel Field (Portland, OR)",409,1,top,0,0-0,San Diego Toreros,Portland Pilots,USD,Portland Pilots,0,0,0,0,other,0,1,0,0,0,0,Moran stole second.,https://stats.ncaa.org/contests/6535300/play_by_play,6535300
05/01/2026,"Joe Etzel Field (Portland, OR)",409,1,top,1,0-0,San Diego Toreros,Portland Pilots,USD,Portland Pilots,0,1,0,0,other,0,0,0,0,0,0,Mestas grounded out to ss3a Moran advanced to third.,https://stats.ncaa.org/contests/6535300/play_by_play,6535300
05/01/2026,"Joe Etzel Field (Portland, OR)",409,1,top,1,0-0,San Diego Toreros,Portland Pilots,USD,Portland Pilots,0,1,1,0,other,0,0,0,0,0,0,Gauna walked.,https://stats.ncaa.org/contests/6535300/play_by_play,6535300
05/01/2026,"Joe Etzel Field (Portland, OR)",409,1,top,1,0-0,San Diego Toreros,Portland Pilots,USD,Portland Pilots,0,0,0,0,other,0,1,0,0,0,0,Gauna stole second.,https://stats.ncaa.org/contests/6535300/play_by_play,6535300
05/01/2026,"Joe Etzel Field (Portland, OR)",409,1,top,2,0-0,San Diego Toreros,Portland Pilots,USD,Portland Pilots,0,1,0,0,other,0,0,0,0,0,0,GonzalezD popped up to ss.,https://stats.ncaa.org/contests/6535300/play_by_play,6535300
05/01/2026,"Joe Etzel Field (Portland, OR)",409,1,top,3,0-0,San Diego Toreros,Portland Pilots,USD,Portland Pilots,0,1,0,0,other,0,0,0,0,0,0,Martinez grounded out to ss.,https://stats.ncaa.org/contests/6535300/play_by_play,6535300
05/01/2026,"Joe Etzel Field (Portland, OR)",409,1,bot,1,0-0,Portland Pilots,San Diego Toreros,Portland Pilots,USD,0,1,0,1,other,0,0,0,0,0,0,"NITOWITZ, C flied out to rf.",https://stats.ncaa.org/contests/6535300/play_by_play,6535300
05/01/2026,"Joe Etzel Field (Portland, OR)",409,1,bot,1,0-0,Portland Pilots,San Diego Toreros,Portland Pilots,USD,0,1,1,1,single,1,0,0,0,0,0,"MILLER, N singled up the middle.",https://stats.ncaa.org/contests/6535300/play_by_play,6535300
05/01/2026,"Joe Etzel Field (Portland, OR)",409,1,bot,2,0-0,Portland Pilots,San Diego Toreros,Portland Pilots,USD,0,1,0,1,other,0,0,0,0,1,0,"SWYGART, T struck out swinging.",https://stats.ncaa.org/contests/6535300/play_by_play,6535300
05/01/2026,"Joe Etzel Field (Portland, OR)",409,1,bot,2,0-0,Portland Pilots,San Diego Toreros,Portland Pilots,USD,0,0,0,1,other,0,1,0,0,0,0,"MILLER, N advanced to second on a wild pitch.",https://stats.ncaa.org/contests/6535300/play_by_play,6535300
05/01/2026,"Joe Etzel Field (Portland, OR)",409,1,bot,2,0-0,Portland Pilots,San Diego Toreros,Portland Pilots,USD,0,1,1,1,other,0,0,0,0,0,0,"KATAYAMA, C walked.",https://stats.ncaa.org/contests/6535300/play_by_play,6535300
05/01/2026,"Joe Etzel Field (Portland, OR)",409,1,bot,2,0-1,Portland Pilots,San Diego Toreros,Portland Pilots,USD,0,1,1,1,single,1,0,0,0,0,0,"BEAN, B singled up the middle, RBI3a KATAYAMA, C advanced to second3a MILLER, N scored.",https://stats.ncaa.org/contests/6535300/play_by_play,6535300
05/01/2026,"Joe Etzel Field (Portland, OR)",409,1,bot,3,0-1,Portland Pilots,San Diego Toreros,Portland Pilots,USD,0,1,0,1,other,0,0,0,0,1,0,"SALK, J struck out swinging.",https://stats.ncaa.org/contests/6535300/play_by_play,6535300
05/01/2026,"Joe Etzel Field (Portland, OR)",409,2,top,1,0-1,San Diego Toreros,Portland Pilots,USD,Portland Pilots,0,1,0,0,other,0,0,0,0,0,0,Brant grounded out to 2b.,https://stats.ncaa.org/contests/6535300/play_by_play,6535300
05/01/2026,"Joe Etzel Field (Portland, OR)",409,2,top,2,0-1,San Diego Toreros,Portland Pilots,USD,Portland Pilots,0,1,0,0,other,0,0,0,0,0,0,Lobliner flied out to cf.,https://stats.ncaa.org/contests/6535300/play_by_play,6535300
05/01/2026,"Joe Etzel Field (Portland, OR)",409,2,top,3,0-1,San Diego Toreros,Portland Pilots,USD,Portland Pilots,0,1,0,0,other,0,0,0,0,1,0,Kern struck out looking.,https://stats.ncaa.org/contests/6535300/play_by_play,6535300
05/01/2026,"Joe Etzel Field (Portland, OR)",409,2,bot,0,0-1,Portland Pilots,San Diego Toreros,Portland Pilots,USD,1,1,1,0,single,1,0,0,0,0,0,"STEWART, C singled through the left side.",https://stats.ncaa.org/contests/6535300/play_by_play,6535300
05/01/2026,"Joe Etzel Field (Portland, OR)",409,2,bot,2,0-1,Portland Pilots,San Diego Toreros,Portland Pilots,USD,0,1,0,0,other,0,0,0,0,0,0,"FAGAN, J grounded into double play 3b to 2b to 1b3a STEWART, C out on the play.",https://stats.ncaa.org/contests/6535300/play_by_play,6535300
05/01/2026,"Joe Etzel Field (Portland, OR)",409,2,bot,3,0-1,Portland Pilots,San Diego Toreros,Portland Pilots,USD,0,1,0,0,other,0,0,0,0,1,0,"COTE, L struck out swinging.",https://stats.ncaa.org/contests/6535300/play_by_play,6535300
05/01/2026,"Joe Etzel Field (Portland, OR)",409,3,top,0,0-1,San Diego Toreros,Portland Pilots,USD,Portland Pilots,1,1,1,0,single,1,0,0,0,0,0,Meidroth singled to third base.,https://stats.ncaa.org/contests/6535300/play_by_play,6535300
