game_date,location,attendance,inning,inning_top_bot,outs,score,batting,fielding,batting_team_norm,pitching_team_norm,inning_leadoff,is_pa,reached_base,runs_scored_half,event_category,total_bases,any_adv,is_walk,is_hbp,is_k,defensive_error,description,game_pbp_url,game_pbp_id
04/17/2026,,772,1,top,0,0-0,Seattle U Redhawks,San Diego Toreros,Seattle U Redhawks,USD,1,1,1,2,walk,0,0,1,0,0,0,"Knowles,Payton walked (3-2 KBBBFFFB).",https://stats.ncaa.org/contests/6540017/play_by_play,6540017
04/17/2026,,772,1,top,1,0-0,Seattle U Redhawks,San Diego Toreros,Seattle U Redhawks,USD,0,1,0,2,other,0,0,0,0,0,0,"Rhein,Kenny popped up to shallow right field putout by 2b (2-2 BKBK).",https://stats.ncaa.org/contests/6540017/play_by_play,6540017
04/17/2026,,772,1,top,1,2-0,Seattle U Redhawks,San Diego Toreros,Seattle U Redhawks,USD,0,1,1,2,home_run,4,0,0,0,0,0,"Horner,Tyler homered to deep center field, 3rd of season, 2RBI (2-2 KBFB); Knowles,Payton scored from first base.",https://stats.ncaa.org/contests/6540017/play_by_play,6540017
04/17/2026,,772,1,top,2,2-0,Seattle U Redhawks,San Diego Toreros,Seattle U Redhawks,USD,0,1,0,2,other,0,0,0,0,0,0,"Hale,Royce flied out down the left field line putout by lf (0-0).",https://stats.ncaa.org/contests/6540017/play_by_play,6540017
04/17/2026,,772,1,top,2,2-0,Seattle U Redhawks,San Diego Toreros,Seattle U Redhawks,USD,0,1,1,2,walk,0,0,1,0,0,0,"Beauchaine,Jake walked (3-2 KBBSBFB).",https://stats.ncaa.org/contests/6540017/play_by_play,6540017
04/17/2026,,772,1,top,3,2-0,Seattle U Redhawks,San Diego Toreros,Seattle U Redhawks,USD,0,1,0,2,other,0,0,0,0,0,0,"Manale,Ryder lined out up the middle putout by ss (0-2 KF).",https://stats.ncaa.org/contests/6540017/play_by_play,6540017
04/17/2026,,772,1,bot,0,2-0,San Diego Toreros,Seattle U Redhawks,USD,Seattle U Redhawks,1,1,1,1,walk,0,0,1,0,0,0,"Moran,CJ walked (3-2 BBKBKB).",https://stats.ncaa.org/contests/6540017/play_by_play,6540017
04/17/2026,,772,1,bot,0,2-0,San Diego Toreros,Seattle U Redhawks,USD,Seattle U Redhawks,0,1,1,1,single,1,0,0,0,0,0,"Gauna,Andrew singled through the left side of the infield (1-1 FB); Moran,CJ advanced to second base.",https://stats.ncaa.org/contests/6540017/play_by_play,6540017
04/17/2026,,772,1,bot,1,2-0,San Diego Toreros,Seattle U Redhawks,USD,Seattle U Redhawks,0,1,0,1,other,0,0,0,0,1,0,"Lobliner,Jayden struck out swinging (1-2 KFBS).",https://stats.ncaa.org/contests/6540017/play_by_play,6540017
04/17/2026,,772,1,bot,2,2-0,San Diego Toreros,Seattle U Redhawks,USD,Seattle U Redhawks,0,1,0,1,other,0,0,0,0,0,0,"Brant,Phoenix flied out to rf (0-0); Moran,CJ advanced to third base.",https://stats.ncaa.org/contests/6540017/play_by_play,6540017
