game_date,location,attendance,inning,inning_top_bot,outs,score,batting,fielding,batting_team_norm,pitching_team_norm,inning_leadoff,is_pa,reached_base,runs_scored_half,event_category,total_bases,any_adv,is_walk,is_hbp,is_k,defensive_error,description,game_pbp_url,game_pbp_id
04/21/2026,,467,1,top,0,0-0,UC San Diego Tritons,San Diego Toreros,UC San Diego Tritons,USD,1,1,1,0,single,1,0,0,0,0,0,"Camacho,Gabe singled through the right side of the infield (0-0).",https://stats.ncaa.org/contests/6548826/play_by_play,6548826
04/21/2026,,467,1,top,1,0-0,UC San Diego Tritons,San Diego Toreros,UC San Diego Tritons,USD,0,1,0,0,other,0,0,0,0,1,0,"Dunne,Raphael struck out swinging (1-2 BFKFFS).",https://stats.ncaa.org/contests/6548826/play_by_play,6548826
04/21/2026,,467,1,top,3,0-0,UC San Diego Tritons,San Diego Toreros,UC San Diego Tritons,USD,0,1,0,0,other,0,0,0,0,0,0,"Widelski,Nathaniel grounded into double play to third base, 3b to 2b to 1b (0-2 SK); Camacho,Gabe out at 2B on the play, 3b to 2b.",https://stats.ncaa.org/contests/6548826/play_by_play,6548826
04/21/2026,,467,1,bot,1,0-0,San Diego Toreros,UC San Diego Tritons,USD,UC San Diego Tritons,0,1,0,0,other,0,0,0,0,0,0,"Moran,CJ grounded out up the middle, ss to 1b (1-2 BKF).",https://stats.ncaa.org/contests/6548826/play_by_play,6548826
04/21/2026,,467,1,bot,1,0-0,San Diego Toreros,UC San Diego Tritons,USD,UC San Diego Tritons,0,1,1,0,single,1,0,0,0,0,0,"Mestas,Gage singled up the middle (0-0).",https://stats.ncaa.org/contests/6548826/play_by_play,6548826
04/21/2026,,467,1,bot,3,0-0,San Diego Toreros,UC San Diego Tritons,USD,UC San Diego Tritons,0,1,0,0,other,0,0,0,0,0,0,"Gauna,Andrew flew into double play, lf to 1b to 2b (3-2 BKBKB); Mestas,Gage out at 2B on the play, lf to 1b to ss.",https://stats.ncaa.org/contests/6548826/play_by_play,6548826
04/21/2026,,467,2,top,1,0-0,UC San Diego Tritons,San Diego Toreros,UC San Diego Tritons,USD,0,1,0,0,other,0,0,0,0,0,0,"Bicknell,Drake flied out to right center putout by cf (2-1 BKB).",https://stats.ncaa.org/contests/6548826/play_by_play,6548826
04/21/2026,,467,2,top,2,0-0,UC San Diego Tritons,San Diego Toreros,UC San Diego Tritons,USD,0,1,0,0,other,0,0,0,0,0,0,"Bradshaw,Bryan flied out to lf (0-0).",https://stats.ncaa.org/contests/6548826/play_by_play,6548826
04/21/2026,,467,2,top,2,0-0,UC San Diego Tritons,San Diego Toreros,UC San Diego Tritons,USD,0,1,1,0,other,0,0,0,0,0,1,"Klepsch,Addison reached on a fielding error fielding by 2b by Gonzalez,Diego (E4) (2-2 BKBK).",https://stats.ncaa.org/contests/6548826/play_by_play,6548826
04/21/2026,,467,2,top,2,0-0,UC San Diego Tritons,San Diego Toreros,UC San Diego Tritons,USD,0,1,1,0,single,1,0,0,0,0,0,"Ujimori,Ryson singled to left field (0-0); Klepsch,Addison advanced to second base.",https://stats.ncaa.org/contests/6548826/play_by_play,6548826
