game_date,location,attendance,inning,inning_top_bot,outs,score,batting,fielding,batting_team_norm,pitching_team_norm,inning_leadoff,is_pa,reached_base,runs_scored_half,event_category,total_bases,any_adv,is_walk,is_hbp,is_k,defensive_error,description,game_pbp_url,game_pbp_id
05/16/2026,,739,1,top,1,0-0,LMU (CA) Lions,San Diego Toreros,LMU (CA) Lions,USD,0,1,0,1,other,0,0,0,0,0,0,"Ghiorso,DJ flied out down the left field line putout by lf (0-0).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,1,top,2,0-0,LMU (CA) Lions,San Diego Toreros,LMU (CA) Lions,USD,0,1,0,1,other,0,0,0,0,0,0,"Wadas,Zach fouled out in third base side foul territory putout by 3b (0-0).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,1,top,2,1-0,LMU (CA) Lions,San Diego Toreros,LMU (CA) Lions,USD,0,1,1,1,home_run,4,0,0,0,0,0,"Williams,Zion homered to deep center field, 5th of season, RBI (2-1 FBB).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,1,top,3,1-0,LMU (CA) Lions,San Diego Toreros,LMU (CA) Lions,USD,0,1,0,1,other,0,0,0,0,0,0,"Malone,Noah grounded out to the pitcher, p to 1b (1-1 FB).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,1,bot,1,1-0,San Diego Toreros,LMU (CA) Lions,USD,LMU (CA) Lions,0,1,0,0,other,0,0,0,0,0,0,"Moran,CJ grounded out to the infield, p to 1b (0-2 FS).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,1,bot,2,1-0,San Diego Toreros,LMU (CA) Lions,USD,LMU (CA) Lions,0,1,0,0,other,0,0,0,0,0,0,"Mestas,Gage grounded out up the middle, 2b to 1b (1-1 BK).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,1,bot,3,1-0,San Diego Toreros,LMU (CA) Lions,USD,LMU (CA) Lions,0,1,0,0,other,0,0,0,0,0,0,"Gauna,Andrew grounded out to third base, 3b to 1b (0-0).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,2,top,1,1-0,LMU (CA) Lions,San Diego Toreros,LMU (CA) Lions,USD,0,1,0,0,other,0,0,0,0,0,0,"Wall,Jaxson flied out down the left field line putout by lf (0-1 F).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,2,top,2,1-0,LMU (CA) Lions,San Diego Toreros,LMU (CA) Lions,USD,0,1,0,0,other,0,0,0,0,0,0,"Mhoon,Andrew grounded out to first base, unassisted (1-1 BF).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,2,top,3,1-0,LMU (CA) Lions,San Diego Toreros,LMU (CA) Lions,USD,0,1,0,0,other,0,0,0,0,0,0,"Friend,Travis flied out to cf (1-2 KBS).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,2,bot,1,1-0,San Diego Toreros,LMU (CA) Lions,USD,LMU (CA) Lions,0,1,0,0,other,0,0,0,0,0,0,"Lobliner,Jayden grounded out to third base, 3b to 1b (3-2 BFSBB).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,2,bot,1,1-0,San Diego Toreros,LMU (CA) Lions,USD,LMU (CA) Lions,0,1,1,0,other,0,0,0,0,0,1,"Greer,Jayton reached on a fielding error fielding by 1b by Wadas,Zach (E3) (1-1 FB).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,2,bot,1,1-0,San Diego Toreros,LMU (CA) Lions,USD,LMU (CA) Lions,0,1,1,0,walk,0,0,1,0,0,0,"Gonzalez,Diego walked (3-2 BBFSBB); Greer,Jayton advanced to second base.",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,2,bot,2,1-0,San Diego Toreros,LMU (CA) Lions,USD,LMU (CA) Lions,0,1,0,0,other,0,0,0,0,0,0,"Brant,Phoenix flied out to lf (1-1 SB).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,2,bot,2,1-0,San Diego Toreros,LMU (CA) Lions,USD,LMU (CA) Lions,0,0,0,0,other,0,0,0,0,0,0,"Gonzalez,Diego advanced to second base on a wild pitch; Greer,Jayton advanced to third base on a wild pitch.",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,2,bot,3,1-0,San Diego Toreros,LMU (CA) Lions,USD,LMU (CA) Lions,0,1,0,0,other,0,0,0,0,0,0,"Meidroth,Connor grounded out up the middle, ss to 1b (2-2 KBFB).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,3,top,0,1-0,LMU (CA) Lions,San Diego Toreros,LMU (CA) Lions,USD,1,1,1,0,walk,0,0,1,0,0,0,"Whitton,Cooper walked (3-2 KBBKFFBB).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,3,top,1,1-0,LMU (CA) Lions,San Diego Toreros,LMU (CA) Lions,USD,0,1,0,0,other,0,0,0,0,0,0,"Lyall,Jake flied out to cf (0-2 KS).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,3,top,2,1-0,LMU (CA) Lions,San Diego Toreros,LMU (CA) Lions,USD,0,1,0,0,other,0,0,0,0,0,0,"Whitton,Cooper out caught stealing at second base, c to 2b.",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,3,top,3,1-0,LMU (CA) Lions,San Diego Toreros,LMU (CA) Lions,USD,0,1,0,0,other,0,0,0,0,0,0,"Ghiorso,DJ popped up to shallow center field putout by ss (1-1 KB).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,3,bot,1,1-0,San Diego Toreros,LMU (CA) Lions,USD,LMU (CA) Lions,0,1,0,2,other,0,0,0,0,0,0,"Martinez,Cade grounded out to the infield, p to 1b, bunt (0-0).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,3,bot,1,1-0,San Diego Toreros,LMU (CA) Lions,USD,LMU (CA) Lions,0,1,1,2,walk,0,0,1,0,0,0,"Moran,CJ walked (3-2 KBSBBB).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,3,bot,1,1-0,San Diego Toreros,LMU (CA) Lions,USD,LMU (CA) Lions,0,1,1,2,single,1,0,0,0,0,0,"Mestas,Gage singled to center field (1-1 KB); Moran,CJ advanced to second base.",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,3,bot,1,1-2,San Diego Toreros,LMU (CA) Lions,USD,LMU (CA) Lions,0,1,1,2,double,2,0,0,0,0,0,"Gauna,Andrew doubled down the left field line, 2RBI (1-1 BS); Moran,CJ scored from second base; Mestas,Gage scored from first base.",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,3,bot,2,1-2,San Diego Toreros,LMU (CA) Lions,USD,LMU (CA) Lions,0,1,0,2,other,0,0,0,0,0,0,"Lobliner,Jayden popped up to shallow center field putout by ss (1-1 BF).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,3,bot,2,1-2,San Diego Toreros,LMU (CA) Lions,USD,LMU (CA) Lions,0,1,1,2,walk,0,0,1,0,0,0,"Greer,Jayton walked (3-0 BBBB).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,3,bot,3,1-2,San Diego Toreros,LMU (CA) Lions,USD,LMU (CA) Lions,0,1,0,2,other,0,0,0,0,0,0,"Gonzalez,Diego grounded out to first base, unassisted (0-0).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,4,top,0,1-2,LMU (CA) Lions,San Diego Toreros,LMU (CA) Lions,USD,1,1,1,2,double,2,0,0,0,0,0,"Wadas,Zach doubled to right center (2-2 BKFB).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,4,top,0,1-2,LMU (CA) Lions,San Diego Toreros,LMU (CA) Lions,USD,0,0,0,2,other,0,0,0,0,0,0,"Wadas,Zach advanced to third base on a wild pitch.",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,4,top,0,1-2,LMU (CA) Lions,San Diego Toreros,LMU (CA) Lions,USD,0,1,1,2,walk,0,0,1,0,0,0,"Williams,Zion walked (3-2 BBBKFFB).",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,4,top,1,2-2,LMU (CA) Lions,San Diego Toreros,LMU (CA) Lions,USD,0,1,0,2,other,0,1,0,0,0,0,"Malone,Noah sacrifice fly to lf, RBI (1-1 KB); Wadas,Zach scored; Williams,Zion advanced to second base.",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,4,top,1,2-2,LMU (CA) Lions,San Diego Toreros,LMU (CA) Lions,USD,0,1,1,2,single,1,0,0,0,0,0,"Wall,Jaxson singled through the right side of the infield (0-0); Williams,Zion advanced to third base.",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,4,top,1,2-2,LMU (CA) Lions,San Diego Toreros,LMU (CA) Lions,USD,0,0,0,2,other,0,0,0,0,0,0,"USD pitching change: Palencia,Fernando replaces DeSchryver,Nate.",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,4,top,2,3-2,LMU (CA) Lions,San Diego Toreros,LMU (CA) Lions,USD,0,1,0,2,other,0,1,0,0,0,0,"Mhoon,Andrew sacrifice fly to rf, RBI (0-1 K); Williams,Zion scored.",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
05/16/2026,,739,4,top,2,3-2,LMU (CA) Lions,San Diego Toreros,LMU (CA) Lions,USD,0,1,1,2,single,1,0,0,0,0,0,"Friend,Travis singled through the left side of the infield (1-0 B); Wall,Jaxson advanced to second base.",https://stats.ncaa.org/contests/6496438/play_by_play,6496438
