player_id,full_name,from_school,position,class_year,division,hometown_city,hometown_state,high_school,height_in,weight_lb,ca_tie,socal_tie,sd_tie,ca_tie_reasons,has_evaluation,has_hitting,has_pitching,has_arsenal,bio_evidence_rows,bio_evidence_files,latest_event_source,latest_event_date,latest_event_url,gaps
34694,Ty Householder,Marshall,CF,FR,I,Wintersville,OH,Indian Creek,72,185,0,0,0,,0,0,0,0,2,2,d1baseball,2026-05-28,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34554,Ty Kennedy,Oklahoma State,P,FR,I,Orlando,FL,East River HS,70,186,0,0,0,,0,0,0,0,2,2,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34738,Tyler Bolyard,UC Riverside,DH,FR,I,Folsom,CA,Vista del Lago HS,73,205,1,0,0,hometown=CA;prev_school=CA,0,0,0,0,2,2,d1baseball,2026-05-26,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34752,Tyler Boyesen,Stetson,OF,FR,I,Port Orange,FL,Spruce Creek High School,73,190,0,0,0,,0,0,0,0,2,2,d1baseball,2026-05-21,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34718,Tyler Lejeune,USC Upstate,OF,SR,I,Iota,LA,Iota HS,71,180,1,0,0,prev_school=CA,0,0,0,0,2,2,d1baseball,2026-05-26,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34699,Walker Robey,Murray State,C,FR,I,Madison,MS,Madison Central,72,205,0,0,0,,0,0,0,0,2,2,d1baseball,2026-05-27,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34813,Will Russotti,Holy Cross,P,JR,I,Rochester,NY,McQuaid Jesuit,71,181,0,0,0,,0,0,0,0,2,2,d1baseball,2025-12-17,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34614,Will Shaheen,Duke,INF,FR,I,Portsmouth,NH,St. John's Preparatory,75,210,0,0,0,,0,0,0,0,2,2,d1baseball,2026-05-31,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34577,Wyatt Shaw,Valparaiso,C,FR,I,Cincinnati,OH,Princeton,75,195,0,0,0,,0,0,0,0,2,2,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34740,Joey DiMotta,Fairleigh Dickinson,DH,JR,I,Commack,NY,Commack,70,185,0,0,0,,0,0,0,0,3,3,d1baseball,2026-05-25,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34781,Andre Roux,Nicholls,P,JR,I,Mandeville,LA,,73,200,0,0,0,,0,0,0,0,4,3,d1baseball,2026-05-19,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34838,Andrew Ruggeri,Penn,OF,SR,I,McLean,VA,Potomac School,70,175,0,0,0,,0,0,0,0,4,3,d1baseball,2025-10-02,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
935,BRYCE BRANNON,Duke,P,SO,I,Mason,OH,William Mason,75,205,0,0,0,,0,0,0,0,4,3,d1baseball,2026-05-30,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34525,Blake Moore,William & Mary,LF,GR,I,California City,CA,California City,78,190,1,0,0,hometown=CA,0,0,0,0,4,3,d1baseball,2026-06-02,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34546,Cade Gehlen,Portland,P/OF,SO,I,Camas,WA,Central Catholic HS,71,180,0,0,0,,0,0,0,0,4,3,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34720,Canon Chester,Houston Christian,INF,SR,I,Sinton,TX,Sinton,75,220,0,0,0,,0,0,0,0,4,3,d1baseball,2026-05-26,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34688,Coen Evrard,Louisville,P,SO,I,Georgetown,IN,Floyd Central,74,195,0,0,0,,0,0,0,0,4,3,d1baseball,2026-05-28,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34519,Dawson Neal,East Carolina,P,SR,I,Leland,,West Stokes,74,200,0,0,0,,0,0,0,0,4,3,d1baseball,2026-06-02,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34713,Ethan Guerra,Arizona,INF,SR,I,Olathe,KS,Olathe South HS,70,,0,0,0,,0,0,0,0,4,3,d1baseball,2026-05-27,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;missing_weight;
34547,Frankie Rutigliano,Portland,SS,SO,I,Medford,OR,North Medford HS,72,160,0,0,0,,0,0,0,0,4,3,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34536,Hunter Wallerstein,College of Charleston,P,FR,I,Clearwater,FL,Eastlake,79,195,1,1,1,HS in SD County,0,0,0,0,4,2,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
2411,IAN HUANG,Saint Peter's,DH,SO,I,Surrey,Canada,Pacific Academy,70,175,0,0,0,,0,0,0,0,4,3,d1baseball,2026-05-18,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34631,Jaxon Diamond,Murray State,1B,JR,I,Johnson City,TN,Columbia State CC,72,195,0,0,0,,0,0,0,0,4,3,d1baseball,2026-05-29,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34655,Jean Carlos Chicano,Bethune-Cookman,2B,FR,I,Miami,FL,St. Brendan HS,73,175,0,0,0,,0,0,0,0,4,3,d1baseball,2026-05-29,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34650,Jesus Vanegas,Bethune-Cookman,INF,SR,I,Weston,FL,Cypress Bay HS,70,200,0,0,0,,0,0,0,0,4,3,d1baseball,2026-05-29,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34764,Kevin Schnupp,UMass,DH,SO,I,Port Jefferson Station,NY,Comsewogue,68,185,0,0,0,,0,0,0,0,4,3,d1baseball,2026-05-20,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34739,Lucas Greer,Central Arkansas,P,SO,I,Little Rock,AR,,74,185,0,0,0,,0,0,0,0,4,3,d1baseball,2026-05-26,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34592,Mac Tufts,Longwood,SS,SO,I,Mendham,NJ,Pope John,70,175,0,0,0,,0,0,0,0,4,3,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34634,Matt Boffalo,Canisius,P,FR,I,Pine Bush,NY,Pine Bush,73,170,0,0,0,,0,0,0,0,4,3,d1baseball,2026-05-29,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34532,Quin Dufort,Portland,P,SO,I,Portland,OR,Ida B. Wells HS,75,195,0,0,0,,0,0,0,0,4,3,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34593,Riley Leatherman,North Carolina,P,FR,I,Maple Grove,MN,Wayzata,74,180,0,0,0,,0,0,0,0,4,3,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34653,Rivers Johnson,Marshall,P,FR,I,Aynor,SC,Aynor,77,200,0,0,0,,0,0,0,0,4,3,d1baseball,2026-05-29,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34686,Tanner Short,Nevada,P/OF,JR,I,Des Moines,IA,Roosevelt HS,75,205,0,0,0,,0,0,0,0,4,3,d1baseball,2026-05-28,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34548,Trey Craft,Florida A&M,C,SO,I,Umatilla,FL,,75,210,0,0,0,,0,0,0,0,4,3,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34790,Trey LaMay,College of Charleston,P,FR,I,Washington,CT,Frederick Gunn,74,200,0,0,0,,0,0,0,0,4,2,d1baseball,2026-05-18,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
2066,WILLIAM LAFFERTY,Winthrop,LF,SO,I,Louisa,KY,Lawrence County,72,190,0,0,0,,0,0,0,0,4,3,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34717,Wilmer Cuevas,Alabama A&M,C,JR,I,Ocala,FL,Fayetteville Tech CC,69,188,0,0,0,,0,0,0,0,4,3,d1baseball,2026-05-26,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
34702,Ethan Moore,Tennessee,INF,FR,I,River Forest,IL,Oak Park & River Forest HS,72,203,0,0,0,,0,0,0,0,8,3,d1baseball,2026-05-27,https://d1baseball.com/stories/2026-transfer-tracker/,missing_eval;missing_stats;
13468,Adison Mattix,Akron,P,JR,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
14634,Aidan Lenzen,Florida International,P,SR,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-05-18,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
20477,Alex Dilley,Western Illinois,P,SO,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-05-29,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
18339,Alex Perez,Central Michigan,P/INF,FR,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-05-20,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
10634,Andrew Banda,Saint Louis,P,JR,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-05-29,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
10844,Ben Price,Maine,INF,FR,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-05-28,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
9910,Blane Zeplin,Stephen F. Austin,P,JR,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2025-12-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
20307,Cade Turner,Oklahoma State,P,FR,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-05-26,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
23109,Caiden Rodgers,Southern Miss,P,FR,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-05-26,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
9247,Carter Daniel,Longwood,LF,JR,I,,,,,,0,0,0,,1,0,1,1,0,0,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
13680,Cowan Alfonso,Louisiana,P,JR,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
17498,Hayden Schooler,Maine,INF,FR,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-05-29,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
22245,JR Reed,Nicholls,OF,FR,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
13951,Jacob Imoto,Arkansas,P,SO,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
12859,James Torpey,Wofford,P,FR,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-05-30,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
6246,Jaxon Pridgen,Tennessee Tech,P,SO,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-05-19,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
17615,Jonny Gilligan,Saint Peter's,P,JR,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-05-26,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
8163,Josh Cone,Kent State,LF,JR,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
14931,Landen Parker,NJIT,C,SO,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-05-19,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
22528,Lucas Hale,Kentucky,P,FR,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-05-05,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
21420,Lucas Williams,Tennessee,OF/C,FR,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-06-02,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
11223,Mason Phillips,West Georgia,P,SR,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-05-16,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
21948,Michael Carter,William & Mary,P/INF,FR,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-05-27,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
22554,Nick Berryman,VCU,P,FR,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
9209,Nolan McKinstry,Kennesaw State,P,SO,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-05-26,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
660,SAMUEL FORMUS,Cedarville,P,SO,II,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
14128,Sebastion Edwards,Central Arkansas,P,JR,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2026-05-26,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
20626,Trey Bryant,California,INF,FR,I,,,,,,1,0,0,prev_school=CA,1,0,1,0,0,0,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
11706,Zach Zimmer,Mercyhurst,1B,SO,I,,,,,,0,0,0,,1,0,1,0,0,0,d1baseball,2025-11-20,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;missing_bio_evidence;
28329,Ashton Horchem,Bradley,LF,JR,I,Bartonville,IL,,70,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-05-18,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
31181,Boston Doeschot,Florida International,DH,JR,I,Kingsley,IA,Kingsley-pierson Community Sch,75,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-05-26,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
33376,Brady Appel,Bradley,P,JR,I,Orlando,FL,Montverde Academy,,,0,0,0,,1,0,1,1,1,1,d1baseball,2026-05-31,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
17594,Brendan Comerford,Gonzaga,INF,JR,I,Pleasanton,CA,Foothill HS,70,190,1,0,0,hometown=CA,1,0,1,0,1,1,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,
34243,Brian Cadieux,Albany,P,FR,I,Merrick,NY,Kellenberg,72,,0,0,0,,1,0,1,1,1,1,d1baseball,2026-05-18,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
30848,Cade Fuller,Tennessee Tech,3B,JR,I,Spring Hill,TN,Grace Christian Academy,76,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-06-02,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
29735,Caden Sammler,Florida International,C,JR,I,Urbandale,IA,Northwest High School,72,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-05-26,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
30309,Cal Leighton,Bradley,C,FR,I,,,,72,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-05-31,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;
28694,Caleb Stewart,Maine,P,SR,I,Millwood,GA,,69,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-05-26,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
32425,Carson Brown,La Salle,UTL,JR,I,,,,,,0,0,0,,1,0,1,1,1,1,d1baseball,2026-05-26,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;
23253,Chris Amparo,La Salle,UTL,SR,I,Belleville,NJ,Bergen,72,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-06-02,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
11032,Chris Foster,Wagner,P,SR,I,Kingwood,TX,Kingwood  HS,74,,0,0,0,,1,0,1,1,1,1,d1baseball,2026-05-29,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
30364,Cian Copeland,Miami,DH,SO,I,Port Saint Lucie,FL,Jensen Beach High School,75,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-05-27,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
6558,Dalton Smith,Kansas,P,JR,I,Raymore,MO,Raymore-Peculiar HS,72,,0,0,0,,1,0,1,1,1,1,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
33706,Davis Webb,Bradley,P,JR,I,Tipton,IA,Tipton Community High School,,,0,0,0,,1,0,1,1,1,1,d1baseball,2026-05-31,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
15077,Diego Menjivar,Bradley,P,SR,I,Benicia,CA,Benicia High School,,,1,0,0,hometown=CA,1,0,1,1,1,1,d1baseball,2026-05-31,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
6198,Douglas Crystal,Fresno State,P,JR,I,Huntington Beach,CA,Ocean View High School,73,,1,1,0,hometown=CA;hometown=Huntington Beach (SoCal);prev_school=CA,1,0,1,1,1,1,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
33390,Dylan Reid,Brown,P,SR,I,Sandy Springs,GA,North Springs,72,,0,0,0,,1,0,1,1,1,1,d1baseball,2025-10-10,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
31036,Ean Czech,Charleston Southern,3B,JR,I,Downers Grove,IL,Downers Grove North High School,76,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
33477,Enrique Sierra,Florida International,P,JR,I,Plantation,FL,Homeschool,73,,0,0,0,,1,0,1,1,1,1,d1baseball,2026-05-22,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
9674,Felix Schelde,Sam Houston State,P,JR,I,Seattle,WA,West Seattle HS / Central Arizona College,78,,0,0,0,,1,0,1,1,1,1,d1baseball,2026-04-22,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
33858,Gavin Bowen,UNLV,P,JR,I,Waukesha,WI,The South Carolina Preparatory Academy,74,,0,0,0,,1,0,1,1,1,1,d1baseball,2026-05-27,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
31097,Hogan Nelson,Dallas Baptist,LF,FR,I,Fort Worth,TX,Liberty Christian School,70,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
8476,Ian Moore,West Georgia,P,JR,I,,,,,,0,0,0,,1,0,1,1,1,1,d1baseball,2025-11-24,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;
30889,Isaiah Ketter,SIUE,LF,FR,I,Pella,IA,Pella Community High School,73,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
3138,JADEN OVALLES,Saint Joseph's,P,FR,I,Monrovia,MD,Georgetown Prep,69,,0,0,0,,1,0,1,1,1,1,d1baseball,2025-12-10,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
31167,Jack Holubowski,Bradley,DH,JR,I,Chesterfield,MO,Marquette HS,74,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-05-31,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
16443,Jaden Rose,FGCU,INF/OF,SO,I,Overland Park,KS,Blue Valley West,75,,0,0,0,,1,0,1,0,1,1,d1baseball,2026-05-31,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
30708,Jameson Mullin,Sacramento State,1B,SO,I,Concord,CA,De La Salle HS,76,,1,0,0,hometown=CA;prev_school=CA,1,1,0,0,1,1,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
30883,Jaxon Schumacher,Bradley,C,JR,I,Treynor,IA,Treynor Community High School,,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-05-31,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
30517,Jayce Lacava,Louisiana,RF,JR,I,Marrero,LA,Archbishop Shaw,73,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
7590,Joey Hylinski,Winthrop,P,SO,I,Rock Hill,SC,Legion Collegiate Academy,72,,0,0,0,,1,0,1,1,1,1,d1baseball,2025-12-05,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
34492,Joey Lorenzini,Arkansas,P,FR,I,Rocklin,CA,Rocklin HS,77,,1,0,0,hometown=CA,1,0,1,1,1,1,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
8862,Jordan Marot,West Georgia,INF,SR,I,Johnston,RI,Bishop Hendricken,76,,0,0,0,,1,0,1,1,1,1,d1baseball,2026-05-23,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
33879,Kale Hopke,Charleston Southern,P,JR,I,Amery,WI,Amery,74,,0,0,0,,1,0,1,1,1,1,d1baseball,2026-05-19,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
30439,Luca Reyes,Florida International,LF,SO,I,Teaneck,NJ,Bergen Catholic,74,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-05-29,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
30115,Marcelino Alonso,Indiana State,LF,JR,I,Reedsburg,WI,Reedsburg Area HS,74,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-05-19,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
33924,Mason Lee,Bradley,P,FR,I,Saint Ann,MO,Pattonville High School,,,0,0,0,,1,0,1,1,1,1,d1baseball,2026-05-31,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
29954,Matthew Farner,North Florida,SS,JR,I,Winter Park,CO,Winter Park High School,73,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-05-29,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
23622,Michael Eze,Georgia Tech,2B,SR,I,Downingtown,PA,The Hill School,74,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-06-02,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
9036,Michael Madigan,George Mason,P,FR,I,Syracuse,NY,Westhill,72,,0,0,0,,1,0,1,1,1,1,d1baseball,2026-05-29,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
6330,Mikey Rodriques,Youngstown State,P,JR,I,Sharon,PA,Sharon,73,200,0,0,0,,1,0,1,0,1,1,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,
30029,Patrick DeSarno,Albany,2B,FR,I,Mineola,NY,Archbishop Molloy High School,71,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-05-26,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
31088,River Lindsey,Bradley,DH,JR,I,Loves Park,IL,Eisenhower High School,,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-05-31,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
33531,Ryan Schaffnit,Bradley,P,FR,I,Morton,IL,Morton High School,,,0,0,0,,1,0,1,1,1,1,d1baseball,2026-05-31,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
9651,Seth Edgerton,New Mexico,P,JR,I,Greer,SC,,76,230,0,0,0,,1,0,1,0,1,1,d1baseball,2026-05-29,https://d1baseball.com/stories/2026-transfer-tracker/,
30561,Sohrab Rezaei,Bradley,SS,JR,I,Chicago,IL,Univ OF Chicago Laboratory HS,,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-05-31,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
33886,Tanner Nolan,Appalachian State,P,JR,I,Deptford,NJ,Gloucester Catholic HS,71,,0,0,0,,1,0,1,1,1,1,d1baseball,2026-06-02,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
30899,Trey Freeman,Florida International,RF,JR,I,Tampa,FL,H B Plant High School,72,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-05-27,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
34406,Tristan Duke,Bradley,P,SR,I,Flower Mound,TX,Flower Mound High School,,,0,0,0,,1,0,1,1,1,1,d1baseball,2026-05-31,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
29554,Tucker Genovesi,St. Bonaventure,LF,JR,I,East Hampton,NY,,72,,0,0,0,,1,1,0,0,1,1,d1baseball,2025-10-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
31019,Vincent Cowdrey,George Mason,C,JR,I,White Lake,MI,Saint Marys Preparatory,71,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
30150,Willfred Gonzalez,FGCU,SS,SR,I,Miramar,FL,Mater Academy Lakes Charter HS,70,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-05-31,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
34475,Zachary Nalawadi,Albany,P,FR,I,West Seneca,NY,Orchard Park High School,,,0,0,0,,1,0,1,1,1,1,d1baseball,2026-05-21,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
28835,Zachary Pacziewski,Radford,2B,FR,I,,,,,,0,0,0,,1,1,0,0,1,1,d1baseball,2026-06-01,https://d1baseball.com/stories/2026-transfer-tracker/,missing_hometown;missing_weight;
11186,AC Cabrera,San Francisco,P,SR,I,Morgan Hill,CA,Archbishop Mitty HS,70,,1,0,0,hometown=CA,1,0,1,0,2,2,d1baseball,2026-05-26,https://d1baseball.com/stories/2026-transfer-tracker/,missing_weight;
