Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Taylor,Nate Simpson,All,80,12,85.0,100.6,101.2,25.0%,-5.2°,11.2°,33.3,0.0%,0,0.333,.304,0.472,.426,66.7%,16.7%,16.7%,30.0%,64.5%,85.0%,8.2%,16.7%,165.0
Cal Poly,Ryan Tayman,All,650,123,89.2,105.9,108.4,41.5%,18.8°,18.6°,34.1,11.4%,14,0.358,.281,0.472,.409,32.5%,40.7%,23.6%,46.9%,72.8%,91.2%,29.1%,23.3%,106.0
Columbus State,Cayden Evans,All,52,9,76.1,98.6,99.0,22.2%,-9.5°,20.1°,33.3,0.0%,0,0.3,.321,0.472,.444,66.7%,0.0%,33.3%,38.5%,78.3%,83.3%,6.9%,20.0%,130.0
Marshall,Evan Bottone,All,597,112,85.7,104.1,109.0,33.0%,3.7°,10.7°,33.9,3.6%,4,0.4,.328,0.471,.439,53.6%,16.1%,26.8%,40.5%,58.1%,94.8%,26.4%,11.6%,105.0
Florida State,Brayden Dowd,All,656,95,92.9,106.7,110.0,49.5%,11.2°,14.2°,47.4,11.6%,11,0.325,.343,0.471,.519,37.9%,26.3%,31.6%,36.0%,64.1%,87.3%,16.3%,19.5%,131.0
Illinois,Cole Crafton,All,131,11,88.1,100.2,104.8,27.3%,5.6°,21.0°,45.5,0.0%,0,0.364,.246,0.471,.359,36.4%,9.1%,54.5%,38.9%,63.6%,68.6%,21.1%,45.1%,77.0
Cumberlands (KY),Caden Petrey,All,274,48,85.2,100.7,109.7,27.1%,20.2°,19.6°,35.4,6.2%,3,0.31,.224,0.471,.360,31.2%,33.3%,25.0%,45.3%,81.9%,88.4%,22.5%,23.4%,93.0
Northern Illinois,Wyatt Wawro,All,535,83,87.7,100.9,103.7,33.7%,8.2°,12.9°,38.6,2.4%,2,0.4,.285,0.471,.404,39.8%,21.7%,33.7%,35.5%,60.4%,93.1%,18.6%,10.5%,122.0
Youngstown State,Alex Jang,All,247,50,83.8,96.9,99.5,26.0%,11.4°,11.7°,46.0,0.0%,0,0.397,.323,0.471,.370,36.0%,22.0%,36.0%,46.2%,67.2%,89.7%,27.5%,26.3%,73.0
Stonehill,Michael Rickert,All,74,11,86.1,100.9,101.1,27.3%,17.2°,15.6°,63.6,0.0%,0,0.385,.316,0.471,.461,18.2%,36.4%,45.5%,41.9%,78.6%,90.9%,19.6%,29.0%,113.0
Mississippi State,Noah Sullivan,All,643,94,94.2,106.3,114.7,58.5%,16.5°,17.2°,41.5,6.4%,6,0.373,.322,0.471,.445,31.9%,33.0%,31.9%,39.8%,61.8%,84.7%,22.3%,21.5%,81.0
Utah Valley,Kaden Carpenter,All,632,80,96.2,110.1,119.4,61.3%,20.0°,15.4°,42.5,18.8%,15,0.297,.292,0.471,.452,21.2%,25.0%,40.0%,41.1%,66.8%,84.8%,23.7%,27.7%,105.0
Columbia,Cole Fellows,All,459,100,89.4,105.3,109.2,44.0%,13.4°,7.6°,30.0,6.0%,6,0.353,.308,0.471,.408,48.0%,28.0%,20.0%,48.1%,74.2%,89.7%,26.4%,17.2%,119.0
Marist,Brady Steinert,All,69,11,87.1,92.1,94.6,0.0%,12.2°,-,36.4,0.0%,0,0.385,.258,0.471,.362,36.4%,36.4%,27.3%,39.1%,75.9%,86.4%,12.5%,11.1%,141.0
Dayton,Ryan MacDougall,All,554,92,90.6,102.6,106.4,50.0%,22.4°,20.8°,40.2,5.4%,5,0.336,.289,0.471,.412,29.3%,39.1%,28.3%,43.7%,67.0%,90.1%,27.5%,19.0%,107.0
Georgia Tech,Ryan Zuckerman,All,683,92,94.9,113.5,117.6,55.4%,8.5°,14.5°,34.8,20.7%,19,0.315,.302,0.47,.454,46.7%,23.9%,25.0%,40.6%,63.6%,75.4%,21.1%,34.7%,106.0
FGCU,Javier Gorostola,All,509,129,89.1,103.5,106.2,48.1%,10.7°,11.7°,43.4,3.1%,4,0.391,.379,0.47,.457,41.9%,22.5%,31.8%,51.3%,79.9%,92.0%,29.7%,16.1%,99.0
UMass,Gavin OBrien,All,195,32,94.8,107.4,110.7,59.4%,11.7°,17.6°,34.4,18.8%,6,0.295,.353,0.47,.504,37.5%,21.9%,31.2%,39.5%,62.9%,85.2%,16.3%,20.8%,73.0
BYU,Ezra McNaughton,All,677,140,93.3,107.5,111.7,51.4%,17.6°,13.9°,30.0,10.0%,14,0.356,.330,0.47,.454,35.7%,33.6%,22.1%,46.2%,72.6%,87.1%,24.0%,17.9%,123.0
Mount St. Mary's,Ty Fredo,All,335,51,85.8,102.2,105.7,33.3%,12.5°,16.0°,47.1,7.8%,4,0.333,.275,0.47,.395,29.4%,27.5%,37.3%,35.5%,63.1%,80.9%,15.5%,22.7%,129.0
Mount Olive,Garrett Moffett,All,54,9,96.3,104.3,104.7,44.4%,4.0°,2.2°,33.3,0.0%,0,0.4,.412,0.47,.561,55.6%,11.1%,22.2%,37.0%,68.2%,100.0%,15.6%,15.0%,138.0
Miami,Alex Sosa,All,749,108,91.4,103.8,107.1,43.5%,15.7°,20.7°,39.8,13.9%,15,0.3,.302,0.47,.476,36.1%,37.0%,24.1%,39.4%,66.8%,87.1%,18.4%,21.7%,112.0
Clemson,Jarren Purify,All,474,76,88.8,103.6,108.4,43.4%,11.8°,15.7°,40.8,13.2%,10,0.355,.311,0.47,.462,40.8%,25.0%,28.9%,42.4%,64.0%,86.6%,23.4%,20.9%,104.0
Toledo,Charlie Scholvin,All,466,94,87.1,101.5,105.0,33.0%,11.0°,13.3°,40.4,4.3%,4,0.393,.329,0.47,.427,42.6%,27.7%,26.6%,39.1%,64.3%,93.3%,22.4%,16.5%,109.0
Washington State,Max Hartman,All,315,60,87.0,109.7,113.1,41.7%,1.2°,10.4°,36.7,11.7%,7,0.372,.314,0.469,.434,58.3%,15.0%,23.3%,47.3%,76.7%,82.8%,26.9%,26.8%,122.0
Vanderbilt,Braden Holcomb,All,696,116,92.9,108.9,112.8,52.6%,6.7°,16.9°,30.2,15.5%,18,0.349,.307,0.469,.455,45.7%,27.6%,20.7%,48.4%,76.0%,79.7%,28.5%,30.9%,80.0
Washington,Colton Bower,All,387,68,92.9,105.9,110.2,47.1%,19.8°,14.1°,35.3,14.7%,10,0.337,.285,0.469,.394,27.9%,33.8%,29.4%,50.4%,68.5%,78.2%,34.5%,32.3%,54.0
Indiana,Jake Hanley,All,667,110,92.8,107.3,109.5,54.5%,8.8°,11.3°,35.5,10.9%,12,0.336,.314,0.469,.444,43.6%,26.4%,26.4%,45.0%,71.4%,82.4%,21.9%,25.3%,106.0
New Mexico State,Noah Massey,All,30,6,87.5,99.8,100.0,50.0%,0.8°,11.0°,50.0,0.0%,0,0.5,.385,0.469,.388,66.7%,0.0%,33.3%,56.7%,75.0%,75.0%,35.7%,41.2%,70.0
Coastal Carolina,Cruz Harlan,All,99,5,88.7,95.2,95.6,40.0%,1.1°,24.0°,0.0,0.0%,0,0.2,.103,0.469,.430,60.0%,40.0%,0.0%,16.2%,34.3%,100.0%,6.2%,25.0%,121.0
Miami (OH),Tommy Harrison,All,534,109,91.6,108.2,111.7,55.0%,7.0°,10.3°,33.0,9.2%,10,0.347,.358,0.469,.490,50.5%,23.9%,21.1%,36.1%,59.1%,94.6%,20.1%,18.1%,117.0
Bradley,Landon Lowe,All,426,75,89.0,102.9,105.6,45.3%,3.5°,7.5°,37.3,4.0%,3,0.404,.323,0.469,.400,48.0%,14.7%,33.3%,41.1%,59.4%,90.6%,25.3%,20.0%,81.0
Mary Hardin-Baylor,Cameron Talburt,All,27,10,79.7,98.9,99.2,20.0%,7.7°,5.5°,30.0,0.0%,0,0.5,.402,0.469,.396,60.0%,10.0%,30.0%,59.3%,100.0%,92.9%,15.4%,6.2%,183.0
Southeastern (FL),Charlie Collins,All,369,61,88.4,100.6,104.6,42.6%,10.8°,10.2°,36.1,0.0%,0,0.392,.291,0.469,.382,42.6%,29.5%,24.6%,43.9%,78.4%,81.0%,20.8%,22.8%,112.0
Dayton,Danny MacDougall,All,691,107,87.6,102.0,104.8,37.4%,18.5°,18.9°,41.1,5.6%,6,0.37,.283,0.469,.397,32.7%,29.0%,30.8%,41.5%,64.6%,86.6%,25.1%,25.4%,76.0
Houston,Cade Climie,All,474,80,94.3,109.6,113.8,58.8%,11.9°,12.4°,46.2,21.2%,17,0.327,.346,0.468,.493,36.2%,28.7%,32.5%,38.6%,64.9%,84.7%,19.1%,27.9%,105.0
LSU,Cade Arrambide,All,690,99,91.4,106.0,109.9,50.5%,13.1°,18.2°,39.4,16.2%,16,0.32,.266,0.468,.411,36.4%,33.3%,21.2%,43.0%,68.2%,82.2%,24.9%,30.3%,97.0
McNeese,Isaiah Keller,All,84,14,97.4,107.4,108.0,71.4%,13.8°,11.1°,57.1,21.4%,3,0.286,.320,0.468,.481,28.6%,28.6%,42.9%,54.8%,85.3%,55.2%,34.0%,47.8%,111.0
Tusculum,Jake Absher,All,100,14,85.5,96.8,99.6,14.3%,1.8°,6.2°,28.6,0.0%,0,0.312,.286,0.468,.423,50.0%,14.3%,28.6%,32.0%,63.3%,78.9%,18.6%,25.0%,152.0
Virginia,AJ Gracia,All,695,108,91.1,104.5,110.5,52.8%,21.2°,18.0°,36.1,10.2%,11,0.328,.312,0.468,.459,28.7%,38.9%,25.9%,37.4%,57.4%,89.9%,21.3%,18.1%,81.0
Western Oregon,Benny Nazario,All,67,10,94.1,102.5,102.8,70.0%,23.2°,18.1°,50.0,10.0%,1,0.357,.317,0.468,.459,30.0%,40.0%,30.0%,44.8%,80.0%,85.0%,23.8%,33.3%,103.0
Southern Illinois,Kyle Mager,All,110,17,87.4,108.6,111.9,41.2%,8.8°,8.1°,17.6,17.6%,3,0.36,.246,0.467,.331,58.8%,23.5%,11.8%,38.2%,61.7%,82.8%,20.6%,23.8%,79.0
Louisiana Tech,Trey Hawsey,All,699,130,91.9,109.5,113.5,53.1%,10.2°,15.9°,40.0,12.3%,16,0.342,.375,0.467,.532,40.0%,27.7%,29.2%,46.9%,73.9%,89.3%,27.7%,19.2%,103.0
East Carolina,Jack Herring,All,844,114,93.2,106.6,111.1,54.4%,5.2°,11.7°,37.7,9.6%,11,0.319,.343,0.467,.495,49.1%,15.8%,28.9%,32.2%,57.5%,88.4%,14.7%,20.2%,124.0
TCU,Sawyer Strosnider,All,681,113,93.6,109.8,115.5,52.2%,9.6°,11.9°,30.1,11.5%,13,0.301,.324,0.467,.485,40.7%,31.9%,23.0%,44.9%,70.4%,88.4%,28.2%,20.6%,64.0
West Georgia,Blake Bradford,All,185,31,89.6,106.4,107.7,45.2%,13.1°,16.8°,38.7,6.5%,2,0.419,.294,0.467,.375,38.7%,22.6%,32.3%,46.5%,65.1%,72.2%,31.4%,30.2%,86.0
Lenoir-Rhyne,Mackenzie Wainwright,All,154,21,95.2,109.1,110.0,57.1%,7.9°,8.9°,47.6,14.3%,3,0.346,.359,0.466,.506,33.3%,19.0%,42.9%,42.2%,78.0%,89.1%,20.0%,21.5%,141.0
Stanford,Eric Jeon,All,465,91,89.4,105.1,108.7,39.6%,16.6°,11.1°,33.0,8.8%,8,0.358,.303,0.466,.421,37.4%,30.8%,25.3%,43.9%,71.3%,88.3%,20.1%,20.1%,99.0
North Florida,Matthew Farner,All,619,88,89.5,106.7,115.6,52.3%,11.8°,21.0°,37.5,12.5%,11,0.322,.295,0.466,.455,38.6%,33.0%,22.7%,40.1%,64.5%,84.2%,22.9%,27.8%,98.0
Merrimack,Joseph Frammartino,All,250,29,91.0,103.3,104.4,51.7%,7.1°,19.1°,51.7,10.3%,3,0.324,.322,0.466,.509,34.5%,27.6%,34.5%,32.8%,58.1%,91.8%,14.5%,17.1%,128.0
Mercer,Drew Johnson,All,222,23,84.8,105.7,106.4,39.1%,15.7°,13.0°,43.5,4.3%,1,0.342,.230,0.465,.416,34.8%,26.1%,30.4%,36.5%,54.5%,85.4%,24.6%,32.1%,123.0
Georgia,Rylan Lujo,All,450,106,89.0,103.8,107.5,38.7%,12.4°,14.2°,45.3,4.7%,5,0.376,.357,0.465,.440,37.7%,26.4%,34.0%,48.9%,71.4%,93.2%,29.9%,17.3%,68.0
Long Beach State,Jacob Evans,All,323,55,86.6,102.9,104.8,36.4%,5.4°,8.5°,38.2,1.8%,1,0.391,.292,0.465,.387,43.6%,21.8%,34.5%,43.7%,68.9%,86.0%,25.5%,23.4%,120.0
UTSA,Andrew Detlefsen,All,561,134,93.7,107.2,112.8,60.4%,7.5°,10.3°,33.6,12.7%,17,0.404,.352,0.465,.450,46.3%,23.9%,28.4%,51.9%,79.2%,87.3%,28.5%,22.7%,95.0
Delaware State,Caleb King,All,46,9,77.8,90.3,95.0,11.1%,-1.4°,33.7°,22.2,0.0%,0,0.364,.222,0.465,.272,55.6%,11.1%,22.2%,39.1%,68.4%,69.2%,18.5%,33.3%,129.0
Georgia,Ryan Black Jr.,All,511,69,89.0,103.2,107.2,47.8%,11.2°,10.2°,40.6,7.2%,5,0.298,.282,0.464,.418,37.7%,31.9%,26.1%,34.4%,58.1%,83.1%,14.4%,25.6%,105.0
Texas A&M,Gavin Grahovac,All,689,139,94.7,108.5,114.6,62.6%,15.3°,13.5°,35.3,15.8%,22,0.341,.343,0.464,.486,37.4%,33.1%,23.7%,47.6%,68.6%,82.1%,29.6%,26.2%,62.0
Missouri,Tyler Macon,All,325,52,88.0,101.2,106.1,32.7%,2.7°,11.9°,34.6,1.9%,1,0.403,.282,0.464,.377,51.9%,13.5%,32.7%,37.2%,61.6%,89.4%,19.3%,24.0%,89.0
Iowa,Brett White,All,215,19,85.9,105.0,107.2,36.8%,17.8°,20.0°,47.4,15.8%,3,0.333,.238,0.464,.379,31.6%,36.8%,31.6%,34.9%,54.4%,66.1%,17.0%,36.0%,118.0
Gonzaga,Mikey Bell,All,614,120,92.4,106.1,110.5,52.5%,8.6°,9.3°,37.5,7.5%,9,0.39,.348,0.464,.434,48.3%,19.2%,30.0%,49.8%,73.0%,81.8%,33.2%,24.5%,101.0
Illinois-Chicago,Kale Jensen,All,68,6,87.4,98.8,104.7,16.7%,19.5°,4.6°,33.3,0.0%,0,0.3,.238,0.464,.404,33.3%,50.0%,16.7%,30.9%,48.1%,92.3%,19.5%,9.5%,74.0
Miami (OH),Evan Appelwick,All,699,91,88.5,106.2,112.0,44.0%,13.7°,21.7°,30.8,9.9%,9,0.302,.280,0.463,.470,38.5%,35.2%,17.6%,31.6%,57.9%,78.4%,11.4%,29.0%,135.0
Grand Canyon,Dom Chacon,All,240,39,90.1,104.4,109.0,43.6%,17.6°,8.9°,41.0,2.6%,1,0.353,.265,0.463,.356,25.6%,33.3%,38.5%,42.1%,68.4%,77.5%,17.1%,22.8%,100.0
Miami,Derek Williams,All,666,121,89.6,104.3,106.5,43.8%,8.6°,11.2°,32.2,4.1%,5,0.363,.300,0.463,.409,44.6%,21.5%,27.3%,42.9%,66.5%,85.2%,21.7%,21.7%,69.0
Creighton,Ben North,All,728,97,91.4,105.8,110.8,50.5%,11.0°,13.6°,40.2,9.3%,9,0.348,.308,0.463,.433,37.1%,26.8%,30.9%,41.2%,65.7%,82.8%,23.2%,25.7%,98.0
Mississippi State,Reed Stallman,All,506,74,93.2,105.8,110.2,60.8%,15.2°,22.8°,43.2,17.6%,13,0.32,.323,0.463,.489,33.8%,35.1%,31.1%,45.5%,73.4%,85.1%,20.8%,24.8%,104.0
Miami (OH),Diego Cruz,All,478,100,79.7,98.8,103.0,15.0%,8.7°,18.6°,35.0,3.0%,3,0.4,.271,0.463,.323,45.0%,23.0%,26.0%,45.8%,61.5%,86.3%,31.7%,18.7%,50.0
UT Martin,Cullen Box,All,30,5,77.0,98.3,98.4,40.0%,6.0°,15.5°,20.0,0.0%,0,0.286,.196,0.463,.305,60.0%,40.0%,0.0%,46.7%,88.9%,87.5%,28.6%,42.9%,126.0
Kansas,Augusto Mungarrieta,All,481,80,90.8,104.9,107.7,48.8%,12.7°,18.8°,36.2,11.2%,9,0.324,.289,0.463,.426,40.0%,41.2%,17.5%,50.3%,77.1%,78.2%,28.8%,30.6%,97.0
Iowa Central,Ben Jones,All,36,5,93.1,107.1,111.2,40.0%,13.1°,28.7°,60.0,20.0%,1,0.286,.477,0.463,.670,20.0%,40.0%,40.0%,41.7%,80.0%,75.0%,26.9%,40.0%,117.0
Pacific,Braeden Schnabel,All,358,75,92.3,106.0,107.7,53.3%,13.0°,14.4°,44.0,8.0%,6,0.383,.344,0.462,.449,36.0%,26.7%,37.3%,45.8%,69.4%,78.4%,26.8%,28.0%,109.0
Vanderbilt,Brodie Johnston,All,740,133,91.7,107.3,113.3,50.4%,15.4°,14.7°,41.4,13.5%,18,0.346,.344,0.462,.470,33.8%,34.6%,28.6%,46.6%,70.6%,81.7%,27.8%,26.4%,68.0
USF,Nate Earley,All,390,88,94.7,108.8,112.0,50.0%,18.9°,13.0°,31.8,8.0%,7,0.369,.322,0.462,.420,33.0%,23.9%,28.4%,51.0%,74.7%,81.5%,31.9%,28.1%,102.0
New Orleans,Kruise Newman,All,513,73,92.8,106.6,109.9,57.5%,13.9°,17.3°,35.6,11.0%,8,0.333,.291,0.462,.419,38.4%,30.1%,27.4%,39.4%,61.9%,78.5%,22.7%,34.7%,90.0
Binghamton,Matthew Bolton,All,479,90,89.4,102.6,106.7,37.8%,14.5°,12.5°,34.4,6.7%,6,0.333,.299,0.462,.422,41.1%,28.9%,18.9%,41.1%,70.0%,86.2%,19.1%,17.3%,134.0
Cedarville,Kaden Wilde,All,51,9,83.3,94.5,96.2,22.2%,12.5°,6.1°,55.6,0.0%,0,0.417,.390,0.462,.461,33.3%,33.3%,33.3%,35.3%,54.2%,92.3%,18.5%,11.1%,157.0
Murray State,Kainen Jorge,All,317,38,95.3,110.3,112.4,50.0%,15.3°,20.8°,39.5,23.7%,9,0.281,.281,0.462,.476,34.2%,39.5%,23.7%,38.8%,62.8%,75.6%,20.6%,35.0%,133.0
Rice,Paul Smith,All,607,104,88.2,104.0,107.9,40.4%,8.4°,12.4°,29.8,6.7%,7,0.328,.288,0.462,.421,45.2%,25.0%,23.1%,38.1%,62.1%,86.2%,18.9%,16.9%,118.0
Nebraska,Case Sanderson,All,754,116,92.6,105.8,110.7,48.3%,14.1°,15.7°,53.4,12.1%,14,0.374,.360,0.461,.480,30.2%,19.0%,49.1%,41.8%,64.9%,85.1%,22.6%,22.2%,110.0
Missouri,Kam Durnin,All,439,71,90.5,105.0,109.7,43.7%,11.4°,11.2°,35.2,5.6%,4,0.352,.295,0.461,.436,43.7%,29.6%,25.4%,42.8%,70.9%,89.0%,18.0%,19.1%,116.0
West Florida,Trent Kelly,All,41,9,86.6,99.5,100.8,22.2%,12.0°,15.6°,44.4,0.0%,0,0.444,.417,0.461,.433,33.3%,11.1%,44.4%,43.9%,58.8%,90.0%,33.3%,5.6%,86.0
Austin Peay,Zion Taylor,All,548,100,89.2,103.8,107.2,41.0%,14.6°,22.8°,30.0,7.0%,7,0.352,.262,0.461,.383,40.0%,32.0%,20.0%,45.8%,73.6%,85.6%,26.2%,25.1%,114.0
Stephen F. Austin,Mark Henning,All,387,87,89.0,101.9,104.5,37.9%,7.4°,1.9°,36.8,4.6%,4,0.358,.405,0.461,.487,49.4%,10.3%,26.4%,45.0%,74.4%,92.2%,25.1%,10.3%,126.0
Utah Tech,Ryan Kroepel,All,703,110,87.8,101.9,106.8,32.7%,4.0°,11.8°,33.6,6.4%,7,0.341,.305,0.46,.451,50.0%,23.6%,22.7%,32.7%,57.8%,90.3%,17.2%,14.8%,126.0
Erskine,Mason McManus,All,103,22,89.8,100.6,102.8,27.3%,17.2°,9.4°,40.9,0.0%,0,0.458,.338,0.46,.380,31.8%,22.7%,40.9%,41.7%,72.9%,94.3%,14.5%,7.0%,174.0
Virginia Tech,Sam Grube,All,675,115,91.7,103.6,107.3,58.3%,10.9°,15.1°,48.7,7.8%,9,0.36,.376,0.46,.493,33.0%,27.0%,39.1%,42.2%,67.0%,87.6%,19.4%,17.9%,111.0
Texas State,Clayton Namken,All,587,95,90.3,105.2,109.3,43.2%,19.2°,19.2°,41.1,14.7%,14,0.331,.302,0.46,.440,29.5%,31.6%,30.5%,44.3%,71.0%,81.2%,23.8%,24.6%,122.0
Mississippi State,Andrew Raymond,All,142,26,91.0,104.8,110.2,38.5%,6.0°,9.7°,34.6,15.4%,4,0.353,.290,0.46,.404,38.5%,23.1%,30.8%,42.3%,65.8%,81.2%,17.4%,23.3%,114.0
Southern Indiana,Hunter Miller,All,425,66,85.8,99.7,103.8,25.8%,9.7°,8.5°,34.8,3.0%,2,0.357,.263,0.46,.359,47.0%,19.7%,25.8%,38.4%,58.3%,90.8%,22.7%,17.2%,106.0
Saint Mary's (CA),Ian Josephson,All,365,64,87.3,101.2,103.8,23.4%,11.4°,17.9°,50.0,4.7%,3,0.38,.318,0.46,.401,32.8%,26.6%,39.1%,40.0%,67.1%,93.0%,21.3%,13.0%,104.0
UCLA,Roch Cholowsky,All,836,157,92.5,108.8,112.1,47.8%,18.5°,11.7°,35.7,12.1%,19,0.33,.334,0.46,.467,34.4%,29.3%,24.8%,42.7%,72.4%,89.9%,20.8%,16.5%,117.0
Sacramento State,Ryan Ellis,All,445,66,90.1,103.9,108.6,42.4%,15.8°,12.9°,28.8,4.5%,3,0.333,.263,0.459,.400,39.4%,27.3%,22.7%,37.1%,63.0%,87.9%,18.8%,17.6%,142.0
Louisville,Drew Freeman,All,56,6,84.9,102.3,104.1,33.3%,7.5°,21.6°,50.0,0.0%,0,0.3,.237,0.458,.329,33.3%,33.3%,33.3%,44.6%,69.7%,87.0%,8.7%,20.0%,92.0
William & Mary,Jamie Laskofski,All,595,117,88.8,102.8,105.8,40.2%,14.3°,16.4°,41.0,12.8%,15,0.318,.327,0.458,.466,39.3%,26.5%,27.4%,42.2%,69.0%,87.7%,23.1%,20.7%,108.0
West Virginia,Gavin Kelly,All,748,128,94.1,105.2,110.1,58.6%,15.1°,17.1°,44.5,13.3%,17,0.355,.375,0.458,.522,35.9%,29.7%,32.0%,39.7%,61.8%,88.5%,20.2%,19.2%,107.0
UNC Asheville,Jake Minarik,All,203,38,82.2,100.9,102.4,28.9%,13.2°,10.2°,34.2,0.0%,0,0.356,.282,0.458,.367,44.7%,23.7%,28.9%,41.4%,66.0%,83.3%,17.5%,21.4%,90.0
Charlotte,Alec DeMartino,All,758,119,92.4,109.0,113.1,47.9%,16.1°,14.2°,32.8,13.4%,16,0.329,.303,0.458,.435,33.6%,28.6%,26.1%,45.3%,71.1%,81.7%,26.1%,28.3%,102.0
FGCU,Evan Dempsey,All,623,122,90.4,104.8,109.2,48.4%,15.2°,13.4°,37.7,8.2%,10,0.369,.341,0.458,.449,35.2%,32.0%,24.6%,43.3%,63.7%,90.5%,26.6%,18.1%,84.0
Abilene Christian,Zandt Payne,All,721,99,87.1,98.2,100.2,20.2%,15.4°,19.2°,33.3,2.0%,2,0.315,.275,0.458,.396,40.4%,33.3%,25.3%,35.8%,61.1%,88.8%,15.5%,17.8%,134.0
Pittsburgh,Anthony LaSala,All,44,8,89.0,101.0,103.4,37.5%,1.5°,-6.4°,25.0,12.5%,1,0.333,.239,0.458,.297,62.5%,12.5%,25.0%,38.6%,65.0%,92.3%,16.7%,5.9%,45.0
Concordia (NE),Jaeden Jordahl,All,51,8,91.3,97.5,97.6,25.0%,26.6°,21.8°,62.5,0.0%,0,0.3,.273,0.458,.373,25.0%,50.0%,25.0%,31.4%,47.4%,88.9%,21.9%,18.8%,79.0
Holy Cross,Cayden Van Dolah,All,42,5,79.9,82.9,83.0,0.0%,-20.8°,-,40.0,0.0%,0,0.333,.355,0.458,.482,60.0%,0.0%,40.0%,40.5%,62.5%,90.0%,26.9%,11.8%,51.0
Dayton,Michael Smith,All,640,94,91.2,106.2,113.8,45.7%,16.8°,17.7°,31.9,10.6%,10,0.303,.271,0.458,.446,34.0%,34.0%,24.5%,35.9%,66.7%,79.0%,12.2%,29.1%,143.0
Mississippi State,Ace Reese,All,669,104,95.4,108.5,111.0,60.6%,16.0°,18.2°,47.1,16.3%,17,0.316,.346,0.457,.489,28.8%,32.7%,36.5%,49.8%,78.5%,80.9%,27.4%,24.9%,81.0
Middle Tennessee,Owen Nowak,All,191,44,83.6,99.4,105.8,22.7%,18.9°,8.6°,34.1,0.0%,0,0.413,.340,0.457,.401,36.4%,29.5%,22.7%,35.6%,57.0%,98.0%,18.1%,2.9%,97.0
USF,Jackson Mirza,All,196,34,85.5,97.6,99.7,26.5%,17.8°,18.1°,38.2,0.0%,0,0.391,.259,0.457,.344,35.3%,20.6%,32.4%,54.6%,82.3%,74.7%,28.0%,26.2%,119.0
Albany,Cooper Loyal,All,259,49,87.0,100.7,101.6,26.5%,8.7°,11.2°,42.9,2.0%,1,0.362,.259,0.457,.337,42.9%,22.4%,30.6%,41.3%,70.7%,81.7%,17.5%,27.1%,110.0
Utah Tech,Petey Soto,All,559,114,87.9,102.7,107.9,36.0%,10.4°,12.6°,39.5,5.3%,6,0.387,.338,0.457,.412,38.6%,22.8%,32.5%,43.8%,69.3%,86.8%,24.5%,18.8%,107.0
Richmond,RJ Johnson,All,516,91,91.4,105.4,108.0,52.7%,5.4°,9.5°,37.4,7.7%,7,0.345,.322,0.457,.427,46.2%,19.8%,30.8%,40.7%,60.8%,80.4%,24.9%,22.4%,93.0
Northern Kentucky,Jake Paulick,All,302,36,90.2,106.7,111.6,47.2%,16.3°,19.2°,38.9,13.9%,5,0.283,.293,0.457,.477,44.4%,33.3%,16.7%,32.5%,53.7%,78.5%,18.2%,26.5%,99.0
Minnesota,Charlie Sutherland,All,434,87,89.2,106.6,110.5,48.3%,16.2°,17.0°,32.2,9.2%,8,0.354,.323,0.456,.443,33.3%,33.3%,24.1%,49.1%,74.2%,88.4%,30.2%,19.2%,83.0
Trevecca Nazarene,Caleb Webster,All,121,27,85.2,104.1,107.9,22.2%,12.3°,13.7°,37.0,3.7%,1,0.375,.275,0.456,.359,40.7%,29.6%,22.2%,51.2%,78.8%,86.5%,18.2%,17.7%,89.0
Sacramento State,Erick Dessens,All,677,150,91.1,105.6,110.1,49.3%,6.4°,10.1°,41.3,4.7%,7,0.386,.403,0.456,.477,43.3%,16.7%,37.3%,46.8%,72.1%,89.4%,24.9%,17.0%,82.0
Western Michigan,Drew Howard,All,257,59,86.4,100.4,103.8,32.2%,8.5°,8.6°,40.7,0.0%,0,0.418,.356,0.456,.411,44.1%,23.7%,30.5%,40.9%,61.4%,92.9%,24.5%,16.2%,95.0
Clemson,Luke Gaffney,All,550,115,91.9,106.6,111.9,48.7%,6.3°,4.1°,31.3,7.0%,8,0.357,.358,0.455,.457,47.0%,20.9%,27.8%,44.7%,65.1%,91.7%,28.8%,17.9%,72.0
Georgia Southern,Brady Christman,All,504,77,93.4,108.7,111.2,55.8%,9.1°,10.9°,36.4,15.6%,12,0.342,.313,0.455,.437,48.1%,23.4%,26.0%,35.3%,53.4%,77.2%,19.2%,27.5%,82.0
New Mexico State,Jonatan Clough De Los Santos,All,451,75,89.4,106.9,109.9,48.0%,2.8°,9.4°,38.7,5.3%,4,0.337,.290,0.455,.384,44.0%,17.3%,33.3%,43.9%,67.9%,80.2%,26.0%,35.4%,71.0
Incarnate Word,Preston Newberry,All,517,93,91.7,103.9,110.4,52.7%,11.7°,9.3°,38.7,5.4%,5,0.361,.277,0.455,.369,43.0%,24.7%,26.9%,43.7%,70.9%,84.8%,24.7%,22.6%,116.0
