Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Pomona-Pitzer,Kai Gonzaga,All,117,17,92.0,103.2,103.7,41.2%,8.5°,6.4°,47.1,5.9%,1,0.526,.319,0.758,.571,41.2%,11.8%,29.4%,26.5%,52.5%,95.2%,13.0%,12.9%,176.0
Manhattan,Hunter Sute,All,37,9,81.6,90.7,92.5,0.0%,5.8°,-,33.3,0.0%,0,0.6,.360,0.754,.358,55.6%,22.2%,22.2%,35.1%,52.4%,90.9%,12.5%,7.7%,94.0
New Haven,Bobby Herzman,All,38,5,97.1,102.6,103.3,60.0%,2.6°,10.1°,40.0,20.0%,1,0.5,.383,0.723,.573,60.0%,20.0%,20.0%,34.2%,50.0%,100.0%,16.7%,7.7%,103.0
UMES,Julian Jimenez,All,36,10,89.8,96.3,96.7,40.0%,19.7°,20.2°,10.0,0.0%,0,0.455,.309,0.723,.563,40.0%,30.0%,10.0%,44.4%,73.7%,92.9%,11.8%,6.2%,129.0
Texas A&M,Ben Royo,All,76,18,87.8,101.7,108.6,27.8%,24.7°,26.9°,38.9,11.1%,2,0.588,.353,0.693,.490,33.3%,27.8%,22.2%,44.7%,63.2%,91.7%,26.3%,17.6%,79.0
Pomona-Pitzer,Jack Gold,All,97,19,86.9,98.1,100.1,31.6%,4.5°,11.1°,36.8,0.0%,0,0.571,.346,0.692,.523,52.6%,10.5%,26.3%,38.1%,67.4%,86.2%,14.8%,21.6%,159.0
Georgia,Cole Koniarsky,All,34,8,89.4,103.0,103.4,37.5%,4.5°,18.3°,62.5,12.5%,1,0.556,.344,0.691,.474,37.5%,25.0%,37.5%,38.2%,53.3%,100.0%,26.3%,7.7%,76.0
Bryan,Brodie Genter,All,30,6,87.1,100.5,102.0,33.3%,13.8°,10.6°,16.7,0.0%,0,0.5,.324,0.688,.452,50.0%,16.7%,33.3%,40.0%,70.0%,100.0%,25.0%,8.3%,137.0
High Point,Caleb Hammond,All,78,17,87.7,100.0,101.3,29.4%,23.6°,12.3°,41.2,0.0%,0,0.65,.329,0.676,.386,23.5%,41.2%,35.3%,38.5%,65.7%,82.6%,16.3%,16.7%,132.0
Mississippi College,Alex Johnson,All,78,21,89.1,100.8,102.6,42.9%,17.8°,15.1°,33.3,0.0%,0,0.52,.326,0.676,.379,28.6%,28.6%,33.3%,62.8%,78.8%,92.3%,51.1%,24.5%,33.0
Vanderbilt,Aukai Kea,All,32,6,94.8,105.6,106.0,83.3%,17.2°,25.0°,66.7,50.0%,3,0.333,.393,0.672,.702,16.7%,50.0%,33.3%,53.1%,78.6%,63.6%,33.3%,47.1%,105.0
Manhattan,Ryan Lordier,All,49,12,87.3,98.4,101.0,33.3%,8.3°,7.0°,58.3,0.0%,0,0.769,.431,0.669,.429,33.3%,16.7%,50.0%,44.9%,73.1%,100.0%,13.0%,4.5%,132.0
Pikeville,Noah Brooks,All,67,11,89.1,100.5,104.3,54.5%,20.5°,20.5°,45.5,9.1%,1,0.417,.328,0.667,.506,27.3%,45.5%,27.3%,34.3%,72.7%,93.8%,15.6%,4.3%,165.0
Lamar,Cade Pregeant,All,39,8,81.1,95.3,95.5,25.0%,29.8°,23.3°,50.0,0.0%,0,0.444,.249,0.666,.315,12.5%,25.0%,50.0%,48.7%,76.5%,100.0%,27.3%,10.5%,126.0
Coker,Luke Peterson,All,28,6,86.2,94.5,95.0,0.0%,-2.6°,-,33.3,0.0%,0,0.571,.398,0.662,.432,66.7%,0.0%,33.3%,35.7%,53.3%,87.5%,15.4%,20.0%,115.0
Duke,Cider Canon,All,183,31,92.2,108.0,109.8,45.2%,22.4°,17.9°,51.6,16.1%,5,0.485,.382,0.656,.585,16.1%,22.6%,35.5%,41.0%,77.8%,92.9%,17.1%,10.7%,123.0
Youngstown State,Jack Messmore,All,39,7,80.9,104.6,106.6,42.9%,1.2°,17.6°,42.9,14.3%,1,0.5,.419,0.653,.551,57.1%,28.6%,14.3%,41.0%,76.5%,84.6%,13.6%,12.5%,93.0
Emory & Henry,Jadden Rodriguez,All,90,14,80.7,96.2,96.6,21.4%,-2.6°,9.4°,21.4,0.0%,0,0.5,.267,0.648,.439,71.4%,21.4%,7.1%,28.9%,62.1%,88.9%,13.1%,15.4%,159.0
Missouri Baptist,Max Shabestari,All,63,5,88.7,100.4,100.6,60.0%,10.3°,15.3°,80.0,0.0%,0,0.429,.294,0.646,.516,20.0%,0.0%,80.0%,36.5%,62.1%,88.9%,14.7%,17.4%,128.0
Taylor,Brayden Manning,All,104,24,90.5,104.3,105.1,37.5%,16.5°,7.0°,37.5,0.0%,0,0.607,.359,0.64,.386,41.7%,20.8%,33.3%,42.3%,62.7%,96.9%,22.6%,11.4%,89.0
CSU Bakersfield,Taison Miller,All,65,6,86.0,78.9,80.0,16.7%,1.4°,-4.2°,33.3,0.0%,0,0.6,.202,0.636,.400,50.0%,0.0%,33.3%,32.3%,61.9%,84.6%,18.2%,19.0%,110.0
Southeastern Louisiana,Connor Cuff,All,185,33,87.7,102.9,103.6,45.5%,-3.4°,16.0°,27.3,9.1%,3,0.463,.258,0.634,.436,54.5%,21.2%,12.1%,50.3%,72.0%,79.7%,33.0%,25.8%,69.0
Young Harris,Drew Bray,All,36,8,92.0,104.6,104.7,50.0%,15.3°,7.2°,37.5,0.0%,0,0.556,.385,0.634,.473,50.0%,25.0%,25.0%,30.6%,64.3%,100.0%,9.1%,9.1%,121.0
Pomona-Pitzer,Cooper Berry,All,108,20,87.2,99.9,102.7,25.0%,14.5°,13.3°,50.0,5.0%,1,0.478,.354,0.632,.508,30.0%,20.0%,35.0%,30.6%,55.3%,92.3%,11.5%,12.1%,112.0
Mount Olive,Lane McLean,All,90,16,90.4,100.3,102.8,37.5%,17.5°,12.9°,50.0,6.2%,1,0.45,.319,0.629,.415,37.5%,37.5%,18.8%,36.7%,57.5%,95.7%,20.0%,12.1%,91.0
Arizona State,Landon Hairston,All,610,132,95.5,108.4,111.5,57.6%,8.1°,12.9°,34.8,19.7%,26,0.434,.407,0.628,.582,47.0%,28.0%,21.2%,44.9%,70.5%,90.8%,25.8%,13.5%,100.0
UVa Wise,Tanner Jones,All,67,12,70.5,92.2,98.2,8.3%,4.6°,14.5°,25.0,0.0%,0,0.5,.280,0.626,.365,66.7%,8.3%,16.7%,37.3%,63.6%,76.2%,11.8%,24.0%,134.0
Rider,Peter Crespo,All,190,24,85.4,105.4,107.8,50.0%,8.1°,21.9°,50.0,12.5%,3,0.419,.356,0.626,.544,37.5%,20.8%,41.7%,33.7%,62.0%,77.3%,16.8%,32.8%,126.0
Angelo State,Austin Beck,All,40,6,92.3,104.2,105.5,66.7%,20.5°,-,66.7,16.7%,1,0.429,-,0.625,-,16.7%,33.3%,50.0%,35.0%,76.5%,84.6%,4.3%,14.3%,
Mount Olive,Malachi Gales,All,98,15,91.1,105.3,108.4,60.0%,19.7°,19.5°,40.0,40.0%,6,0.381,.322,0.619,.582,33.3%,53.3%,6.7%,46.9%,69.0%,72.4%,30.4%,34.8%,37.0
Fairfield,Dominic Camera,All,27,5,78.3,94.1,95.6,20.0%,28.3°,28.7°,60.0,0.0%,0,0.4,.301,0.617,.430,20.0%,40.0%,20.0%,40.7%,64.3%,88.9%,15.4%,9.1%,148.0
Texas Southern,Zachari Pace,All,44,8,92.0,107.1,107.7,37.5%,20.2°,24.7°,50.0,25.0%,2,0.5,.429,0.613,.570,12.5%,50.0%,37.5%,47.7%,82.4%,78.6%,25.9%,28.6%,123.0
Southeastern Louisiana,Rhett Centanni,All,56,12,94.2,104.2,104.3,50.0%,11.2°,8.2°,41.7,8.3%,1,0.4,.378,0.612,.459,41.7%,16.7%,41.7%,39.3%,51.7%,93.3%,25.9%,18.2%,101.0
Jessup,Tony Otis,All,125,17,93.1,107.8,108.5,52.9%,12.5°,15.4°,52.9,17.6%,3,0.423,.308,0.609,.518,29.4%,11.8%,35.3%,45.6%,75.4%,79.1%,20.6%,33.3%,118.0
Taylor,Brennan Frickel,All,60,11,86.5,99.0,105.0,36.4%,17.1°,28.5°,36.4,9.1%,1,0.385,.310,0.609,.452,36.4%,36.4%,27.3%,45.0%,75.0%,87.5%,10.7%,14.8%,117.0
Toledo,Ty O'Brien,All,43,7,81.2,102.3,107.3,28.6%,14.1°,20.5°,42.9,0.0%,0,0.545,.272,0.609,.313,14.3%,57.1%,28.6%,55.8%,78.9%,73.3%,37.5%,41.7%,53.0
Gardner-Webb,Joe Stanzione,All,39,5,87.4,102.5,103.2,40.0%,21.6°,21.0°,40.0,20.0%,1,0.333,.238,0.606,.458,20.0%,60.0%,20.0%,35.9%,64.3%,88.9%,20.0%,21.4%,102.0
Trevecca Nazarene,Jacob Lester,All,55,10,85.9,106.5,106.7,40.0%,10.0°,17.0°,40.0,20.0%,2,0.429,.306,0.605,.444,30.0%,30.0%,30.0%,40.0%,73.1%,84.2%,10.3%,22.7%,141.0
Georgia,Daniel Jackson,All,679,115,92.7,108.1,111.2,54.8%,14.1°,12.0°,40.9,17.4%,20,0.451,.375,0.602,.526,35.7%,32.2%,26.1%,38.3%,64.4%,84.2%,15.7%,23.1%,120.0
Mount St. Mary's,Cameron Biller,All,173,28,91.4,101.3,103.9,35.7%,13.2°,9.8°,32.1,3.6%,1,0.516,.341,0.601,.439,39.3%,21.4%,28.6%,38.7%,72.9%,86.3%,15.5%,14.9%,128.0
Whitworth,Dom Giusti,All,48,7,85.5,92.9,93.3,0.0%,21.5°,-,57.1,0.0%,0,0.556,.332,0.598,.425,14.3%,42.9%,42.9%,37.5%,68.4%,84.6%,17.2%,11.1%,94.0
Manhattan,Josiah Brown,All,44,5,94.5,104.0,105.6,40.0%,16.2°,17.4°,80.0,20.0%,1,0.333,.530,0.595,.715,0.0%,40.0%,60.0%,25.0%,50.0%,100.0%,10.7%,9.1%,156.0
Emory & Henry,Rhett Barker,All,72,17,80.6,92.0,100.3,11.8%,21.8°,7.4°,29.4,0.0%,0,0.5,.288,0.594,.369,29.4%,52.9%,17.6%,55.6%,80.6%,89.7%,30.6%,20.0%,98.0
Taylor,Luke Sutter,All,124,20,86.7,97.6,99.4,40.0%,24.3°,12.1°,40.0,0.0%,0,0.455,.375,0.594,.494,25.0%,40.0%,30.0%,33.9%,61.9%,100.0%,19.5%,4.8%,143.0
Winthrop,Noah Berge,All,52,5,89.2,100.7,102.5,40.0%,-25.5°,-31.3°,20.0,0.0%,0,0.5,.178,0.592,.245,80.0%,0.0%,20.0%,30.8%,51.9%,71.4%,8.0%,31.2%,119.0
Columbus State,Warrick Wilmot,All,56,12,84.6,100.6,100.9,25.0%,6.4°,25.8°,41.7,8.3%,1,0.462,.387,0.589,.477,41.7%,33.3%,25.0%,44.6%,67.9%,94.7%,21.4%,12.0%,126.0
San Diego State,Gage Adams,All,92,12,90.0,99.7,104.5,50.0%,16.3°,7.4°,41.7,0.0%,0,0.526,.323,0.587,.380,41.7%,25.0%,33.3%,35.9%,51.1%,87.0%,21.3%,24.2%,78.0
Biola,Jonny Tewinkle,All,101,18,92.9,105.9,110.1,44.4%,-2.1°,6.5°,38.9,5.6%,1,0.474,.417,0.586,.535,50.0%,11.1%,38.9%,39.6%,70.5%,93.5%,15.8%,10.0%,124.0
Erskine,Jacob Platt,All,32,7,89.4,98.9,99.6,42.9%,19.0°,12.7°,57.1,0.0%,0,0.545,.261,0.583,.281,28.6%,28.6%,42.9%,50.0%,82.4%,78.6%,13.3%,18.8%,133.0
Prairie View,Ryland Duson,All,97,21,89.8,100.6,104.1,33.3%,11.5°,14.0°,52.4,4.8%,1,0.462,.386,0.582,.467,28.6%,19.0%,42.9%,39.2%,60.9%,92.9%,19.6%,15.8%,86.0
California Baptist,Eric Ruiz,All,79,10,97.3,115.9,117.0,70.0%,16.3°,18.0°,50.0,30.0%,3,0.375,.317,0.582,.523,30.0%,40.0%,30.0%,45.6%,76.5%,69.2%,22.2%,44.4%,87.0
Memphis,Seth Giamportone,All,30,5,90.6,101.0,104.8,40.0%,20.7°,20.2°,40.0,0.0%,0,0.429,.260,0.58,.350,40.0%,40.0%,20.0%,43.3%,73.3%,72.7%,13.3%,30.8%,159.0
Lenoir-Rhyne,Drew Beard,All,96,15,90.0,99.2,104.3,40.0%,12.3°,13.4°,46.7,0.0%,0,0.55,.293,0.579,.395,40.0%,13.3%,40.0%,43.8%,70.3%,88.5%,27.1%,19.0%,59.0
Fairleigh Dickinson,Jeremy Delamota,All,47,8,87.7,99.2,99.8,25.0%,12.5°,19.4°,62.5,0.0%,0,0.4,.371,0.579,.455,25.0%,25.0%,50.0%,36.2%,63.6%,92.9%,12.0%,11.8%,107.0
UMBC,Zachary Hampton,All,74,5,93.5,100.9,102.6,40.0%,15.2°,22.5°,80.0,20.0%,1,0.364,.232,0.578,.382,20.0%,20.0%,60.0%,36.5%,54.3%,63.2%,20.5%,33.3%,85.0
Pikeville,Francis Subero,All,50,10,90.7,101.6,103.4,40.0%,23.6°,12.6°,20.0,10.0%,1,0.417,.266,0.576,.393,40.0%,20.0%,0.0%,28.0%,58.8%,90.0%,12.1%,7.1%,81.0
Millersville,Matthew Williams,All,50,6,86.7,105.6,106.6,50.0%,0.4°,12.9°,33.3,33.3%,2,0.375,.401,0.574,.603,50.0%,0.0%,50.0%,24.0%,40.0%,100.0%,13.3%,16.7%,91.0
Cumberlands (KY),Ronald Almanzar,All,254,54,90.4,108.9,114.5,50.0%,11.0°,12.2°,31.5,13.0%,7,0.393,.384,0.573,.528,38.9%,27.8%,25.9%,49.6%,79.3%,84.9%,32.7%,19.0%,85.0
Florida State,Myles Bailey,All,317,36,97.6,115.6,116.7,61.1%,20.0°,25.7°,36.1,27.8%,10,0.327,.350,0.571,.590,25.0%,41.7%,22.2%,35.0%,63.1%,78.0%,15.5%,37.8%,124.0
Arkansas-Pine Bluff,Jose Vasquez,All,96,15,80.5,93.3,95.6,13.3%,11.8°,8.2°,40.0,0.0%,0,0.471,.272,0.569,.368,46.7%,20.0%,33.3%,39.6%,53.7%,90.9%,29.1%,10.5%,95.0
Southern Wesleyan,Luke Taylor,All,42,12,83.6,99.9,102.6,33.3%,8.3°,5.2°,33.3,0.0%,0,0.5,.336,0.569,.365,41.7%,16.7%,33.3%,42.9%,76.5%,92.3%,20.0%,11.1%,101.0
Lenoir-Rhyne,Seth Christmas,All,160,21,89.3,102.1,105.9,38.1%,22.7°,15.8°,33.3,9.5%,2,0.375,.251,0.568,.446,33.3%,38.1%,19.0%,35.6%,66.2%,79.1%,14.7%,31.6%,119.0
Alabama State,Jorge Bello,All,42,7,92.3,97.5,98.2,28.6%,20.9°,8.5°,57.1,0.0%,0,0.5,.235,0.566,.409,0.0%,28.6%,57.1%,47.6%,87.5%,85.7%,23.1%,25.0%,71.0
East Tennessee State,Griffin Sorrow,All,44,6,91.8,101.9,102.2,50.0%,23.1°,-0.1°,16.7,0.0%,0,0.429,.276,0.564,.448,33.3%,16.7%,16.7%,29.5%,60.0%,83.3%,4.2%,23.1%,161.0
Lindsey Wilson,Amir Pineiro,All,42,6,86.4,98.7,99.2,33.3%,11.9°,2.9°,0.0,0.0%,0,0.429,.264,0.564,.454,66.7%,16.7%,0.0%,38.1%,80.0%,75.0%,14.8%,18.8%,160.0
Pomona-Pitzer,Sammy Lee,All,65,14,88.1,96.7,97.5,14.3%,15.4°,16.6°,35.7,0.0%,0,0.471,.359,0.562,.394,42.9%,21.4%,35.7%,38.5%,57.6%,89.5%,18.8%,20.0%,128.0
Saint Mary's (CA),Brayden Gutierrez,All,62,9,94.6,101.1,102.7,55.6%,23.4°,16.3°,66.7,11.1%,1,0.3,.280,0.562,.526,11.1%,44.4%,33.3%,40.3%,72.7%,56.2%,22.5%,40.0%,155.0
Baylor,Tyce Armstrong,All,716,120,91.3,108.4,114.8,52.5%,18.2°,18.4°,44.2,21.7%,26,0.374,.367,0.561,.543,29.2%,35.0%,29.2%,41.1%,63.5%,84.6%,24.2%,25.2%,96.0
UVa Wise,Carter Babb,All,68,8,77.2,99.8,104.7,12.5%,5.9°,23.0°,37.5,12.5%,1,0.444,.263,0.561,.460,25.0%,37.5%,25.0%,41.2%,73.1%,94.7%,21.4%,14.3%,122.0
UAB,Mason Steele,All,47,5,91.6,104.2,104.6,60.0%,3.4°,9.3°,40.0,0.0%,0,0.444,.370,0.56,.466,60.0%,0.0%,40.0%,25.5%,50.0%,88.9%,10.3%,33.3%,106.0
UVa Wise,Luke Johnson,All,120,12,88.9,99.5,104.4,8.3%,-1.7°,26.6°,50.0,8.3%,1,0.4,.385,0.56,.541,41.7%,8.3%,41.7%,25.0%,54.8%,78.3%,9.0%,20.0%,175.0
Hendrix,Shaun Pope,All,105,12,89.5,101.6,102.0,33.3%,9.5°,20.0°,58.3,8.3%,1,0.429,.310,0.56,.521,33.3%,16.7%,41.7%,26.7%,48.7%,73.7%,13.6%,32.1%,116.0
Cumberland (TN),Caleb Royer,All,57,5,89.5,98.0,99.7,20.0%,14.0°,23.8°,20.0,0.0%,0,0.286,.183,0.558,.540,40.0%,40.0%,0.0%,35.1%,72.7%,68.8%,11.4%,40.0%,131.0
Alabama,JoJo Williamson,All,54,7,84.3,97.6,98.3,28.6%,9.2°,20.5°,42.9,14.3%,1,0.444,.300,0.558,.378,42.9%,28.6%,28.6%,46.3%,71.0%,81.8%,13.0%,24.0%,162.0
Abilene Christian,Diego Cardenas,All,634,89,96.6,107.8,113.0,62.9%,18.8°,20.1°,50.6,23.6%,21,0.372,.350,0.556,.541,27.0%,33.7%,29.2%,48.3%,73.6%,80.4%,27.7%,31.4%,95.0
Central Michigan,Spencer Verburg,All,190,38,90.7,106.7,108.9,50.0%,7.1°,12.6°,34.2,7.9%,3,0.5,.355,0.553,.477,52.6%,15.8%,23.7%,44.7%,73.9%,84.6%,19.6%,18.8%,95.0
Oklahoma State,Kollin Ritchie,All,757,109,92.6,108.2,110.8,59.6%,26.3°,22.4°,43.1,21.1%,23,0.347,.293,0.552,.485,21.1%,45.9%,24.8%,44.1%,68.6%,82.3%,22.6%,28.1%,118.0
William Carey,Weston Wales,All,60,9,83.5,96.5,97.5,11.1%,0.5°,16.0°,55.6,0.0%,0,0.5,.244,0.551,.259,44.4%,22.2%,33.3%,45.0%,73.3%,95.5%,16.7%,7.4%,138.0
Johnson (TN),Travis Hobbensiefken,All,75,17,88.7,99.5,101.4,35.3%,13.8°,1.0°,35.3,5.9%,1,0.529,.385,0.551,.461,47.1%,23.5%,23.5%,42.7%,59.3%,93.8%,33.3%,12.5%,86.0
Newberry,Keillor Osbon,All,60,10,86.1,94.8,96.9,20.0%,-12.6°,4.1°,10.0,0.0%,0,0.545,.216,0.551,.327,80.0%,10.0%,10.0%,30.0%,66.7%,90.0%,17.8%,16.7%,126.0
Lee,Isaiah French,All,124,17,92.1,105.5,107.9,47.1%,-1.0°,13.5°,35.3,11.8%,2,0.35,.360,0.55,.502,58.8%,5.9%,29.4%,25.0%,46.7%,100.0%,12.7%,12.9%,88.0
Penn State,Michael Anderson,All,538,112,95.1,110.2,113.3,52.7%,18.7°,15.6°,33.9,17.9%,20,0.389,.370,0.55,.527,34.8%,37.5%,20.5%,47.2%,73.5%,82.6%,27.0%,22.4%,82.0
Mississippi Valley,Tom Early,All,64,9,84.7,94.6,95.1,11.1%,0.4°,2.2°,22.2,0.0%,0,0.444,.386,0.55,.526,66.7%,0.0%,22.2%,31.2%,77.8%,100.0%,13.0%,5.0%,187.0
Toledo,Troy Sudbrook,All,487,88,89.9,102.2,105.5,46.6%,11.3°,11.6°,43.2,6.8%,6,0.413,.353,0.549,.440,38.6%,25.0%,33.0%,41.3%,64.6%,88.7%,26.1%,18.9%,94.0
UMass,Vance Bonior,All,101,19,86.0,98.9,102.1,15.8%,-3.5°,12.0°,26.3,0.0%,0,0.524,.386,0.548,.484,57.9%,10.5%,31.6%,36.6%,64.3%,96.3%,16.9%,2.7%,134.0
Maryland,Franklin Pichardo,All,72,10,94.7,105.8,107.7,50.0%,20.8°,11.3°,40.0,20.0%,2,0.412,.330,0.548,.432,40.0%,40.0%,20.0%,33.3%,48.3%,78.6%,23.3%,37.5%,4.0
Fairleigh Dickinson,Travis Stroh,All,52,11,89.7,98.6,105.7,36.4%,24.5°,20.1°,54.5,0.0%,0,0.462,.356,0.547,.461,27.3%,18.2%,45.5%,40.4%,77.3%,82.4%,13.3%,14.3%,149.0
Illinois Springfield,Corey Boyette,All,53,11,94.4,99.4,100.2,45.5%,19.5°,18.3°,18.2,0.0%,0,0.417,.314,0.547,.423,45.5%,18.2%,18.2%,41.5%,65.0%,76.9%,27.3%,31.8%,37.0
Manhattan,Guriyandel Salva,All,48,10,83.0,92.6,97.3,10.0%,22.1°,24.2°,20.0,0.0%,0,0.417,.185,0.547,.361,30.0%,60.0%,10.0%,50.0%,78.3%,88.9%,24.0%,16.7%,72.0
Towson,Nigel Sebastianelli,All,43,5,84.9,94.7,95.9,20.0%,19.2°,12.6°,60.0,0.0%,0,0.429,.443,0.546,.538,20.0%,20.0%,60.0%,34.9%,68.4%,100.0%,8.3%,6.7%,121.0
Alabama A&M,Tervell Johnson,All,101,18,87.7,103.2,108.9,38.9%,12.3°,14.7°,44.4,11.1%,2,0.409,.337,0.546,.468,38.9%,22.2%,33.3%,40.6%,65.0%,80.8%,24.6%,24.4%,128.0
Georgia Southwestern,Evan Wainman,All,166,26,89.9,102.9,105.6,46.2%,12.9°,16.7°,34.6,7.7%,2,0.438,.375,0.546,.450,38.5%,26.9%,34.6%,43.4%,67.2%,86.7%,27.3%,22.2%,110.0
Maryland,Bud Coombs,All,311,49,91.3,106.1,108.5,49.0%,12.4°,16.1°,42.9,18.4%,9,0.371,.326,0.546,.500,38.8%,24.5%,30.6%,37.6%,61.3%,82.1%,19.0%,26.5%,126.0
UVa Wise,Jaden Ruehling,All,65,14,77.9,95.2,96.3,7.1%,9.5°,17.2°,50.0,0.0%,0,0.467,.348,0.545,.447,35.7%,14.3%,42.9%,38.5%,75.0%,86.7%,22.2%,20.0%,136.0
Santa Clara,Bryant Viskovich,All,33,6,87.0,100.7,101.6,33.3%,-13.0°,4.0°,33.3,0.0%,0,0.5,.290,0.544,.342,66.7%,0.0%,33.3%,39.4%,78.6%,81.8%,10.5%,30.8%,118.0
Louisiana,Jayce Lacava,All,34,7,85.7,101.6,104.8,42.9%,9.7°,2.0°,42.9,0.0%,0,0.5,.514,0.544,.540,42.9%,14.3%,42.9%,52.9%,77.8%,71.4%,25.0%,27.8%,118.0
Oklahoma,Cayden Brumbaugh,All,30,5,81.6,89.4,89.7,0.0%,11.5°,-,40.0,0.0%,0,0.429,.206,0.544,.280,40.0%,20.0%,40.0%,36.7%,50.0%,100.0%,21.4%,18.2%,85.0
Louisville,Tague Davis,All,661,113,93.5,110.7,115.1,52.2%,15.6°,15.3°,34.5,22.1%,25,0.359,.325,0.543,.488,36.3%,31.0%,20.4%,58.2%,85.9%,73.7%,39.1%,35.3%,64.0
Carson-Newman,Tanner Kilgore,All,81,12,88.4,97.5,97.8,33.3%,13.0°,7.5°,33.3,0.0%,0,0.5,.278,0.543,.396,41.7%,25.0%,25.0%,38.3%,71.4%,95.0%,20.8%,16.1%,135.0
Georgia Tech,Vahn Lackey,All,687,121,93.5,109.6,111.9,59.5%,6.7°,12.9°,37.2,14.0%,17,0.4,.361,0.543,.489,49.6%,22.3%,26.4%,37.0%,55.5%,89.6%,19.9%,17.7%,94.0
Arizona State,Nu'u Contrades,All,462,113,93.1,109.2,112.5,54.9%,13.2°,17.6°,35.4,15.9%,18,0.386,.384,0.543,.531,38.9%,33.6%,25.7%,56.1%,85.0%,88.4%,31.3%,16.6%,72.0
Alabama A&M,Keilon Parnell,All,41,5,88.8,102.3,102.5,40.0%,-6.6°,16.1°,60.0,0.0%,0,0.375,.239,0.543,.376,40.0%,0.0%,60.0%,36.6%,61.1%,72.7%,17.4%,33.3%,130.0
UTSA,Broc Parmer,All,49,5,94.3,104.3,105.0,60.0%,23.6°,26.4°,40.0,20.0%,1,0.333,.242,0.543,.413,20.0%,40.0%,40.0%,42.9%,75.0%,80.0%,20.7%,28.6%,99.0
Tennessee Tech,Jorsixt Jimenez,All,594,113,88.9,104.4,109.7,42.5%,14.4°,17.3°,41.6,15.0%,17,0.399,.341,0.543,.456,39.8%,30.1%,27.4%,55.7%,86.2%,83.6%,32.9%,23.0%,95.0
Fairleigh Dickinson,Johnathan Gomez,All,69,9,91.0,102.7,106.4,44.4%,13.0°,18.2°,55.6,11.1%,1,0.462,.331,0.542,.496,22.2%,44.4%,33.3%,39.1%,82.1%,73.9%,9.8%,25.9%,138.0
Anderson (SC),Braeden Harrison,All,205,30,90.5,103.4,105.6,40.0%,20.3°,18.1°,23.3,16.7%,5,0.378,.261,0.542,.438,36.7%,46.7%,6.7%,35.6%,64.5%,89.8%,18.6%,21.9%,112.0
