Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Emory & Henry,Ky Gregoire,All,67,11,90.0,99.2,99.4,45.5%,13.3°,19.6°,54.5,0.0%,0,0.833,.437,0.969,.577,36.4%,18.2%,45.5%,31.3%,60.0%,94.4%,8.1%,9.5%,164.0
Westmont,Tanner Beltowski,All,54,9,97.2,104.3,105.4,66.7%,17.9°,23.5°,77.8,33.3%,3,0.667,.609,0.854,.844,11.1%,44.4%,44.4%,33.3%,71.4%,86.7%,9.1%,16.7%,176.0
CSU San Bernardino,Eddie Alfaro,All,62,11,89.4,99.2,100.3,36.4%,20.2°,18.0°,90.9,0.0%,0,0.636,.585,0.822,.680,9.1%,27.3%,63.6%,43.5%,68.0%,100.0%,27.0%,7.4%,128.0
Manhattan,Hunter Sute,All,45,11,85.0,98.9,102.2,18.2%,8.1°,18.7°,45.5,9.1%,1,0.667,.429,0.817,.484,45.5%,27.3%,27.3%,35.6%,58.3%,92.9%,9.5%,6.2%,113.0
Young Harris,Jackson Morgan,All,66,15,98.0,108.1,109.3,66.7%,14.2°,13.3°,53.3,26.7%,4,0.6,.411,0.812,.591,33.3%,26.7%,40.0%,45.5%,69.0%,100.0%,27.0%,10.0%,109.0
Florida A&M,Jackson McKenzie,All,84,14,93.9,103.7,104.4,64.3%,18.5°,21.3°,35.7,7.1%,1,0.611,.339,0.809,.500,21.4%,35.7%,35.7%,36.9%,57.9%,90.9%,19.6%,16.1%,112.0
UNC Pembroke,Daniel Stephens,All,44,8,92.5,100.6,101.1,62.5%,-3.9°,2.8°,25.0,0.0%,0,0.75,.510,0.792,.556,75.0%,0.0%,25.0%,34.1%,64.7%,90.9%,14.8%,6.7%,159.0
Wichita State,Max Kaufer,All,224,33,97.1,106.7,110.8,72.7%,23.5°,18.6°,69.7,30.3%,10,0.512,.477,0.789,.691,15.2%,33.3%,48.5%,32.1%,54.0%,91.5%,18.2%,22.2%,105.0
Young Harris,Carlos Martans,All,64,12,95.1,104.9,106.0,50.0%,19.3°,15.8°,58.3,8.3%,1,0.615,.481,0.751,.613,8.3%,25.0%,66.7%,29.7%,58.3%,100.0%,12.5%,10.5%,160.0
Pomona-Pitzer,Kai Gonzaga,All,178,28,89.7,102.8,103.7,32.1%,15.3°,10.5°,50.0,7.1%,2,0.5,.299,0.744,.504,32.1%,21.4%,32.1%,28.1%,46.3%,93.5%,17.1%,16.0%,148.0
Siena,Owen Pincince,All,32,5,88.5,93.9,95.4,20.0%,19.2°,16.8°,60.0,0.0%,0,0.6,.558,0.729,.622,20.0%,20.0%,60.0%,31.2%,50.0%,100.0%,7.1%,10.0%,85.0
Fairleigh Dickinson,Jeremy Delamota,All,72,12,88.6,102.2,105.3,33.3%,9.8°,17.3°,50.0,8.3%,1,0.467,.341,0.709,.441,33.3%,33.3%,33.3%,43.1%,71.4%,96.0%,16.2%,9.7%,107.0
Young Harris,Jack Enrico,All,58,18,86.0,99.4,102.0,33.3%,12.1°,11.2°,38.9,0.0%,0,0.611,.408,0.702,.465,44.4%,16.7%,33.3%,48.3%,70.0%,100.0%,36.8%,0.0%,40.0
Rhodes,Cooper Angilly,All,36,8,86.4,100.7,102.0,25.0%,3.3°,9.1°,50.0,0.0%,0,0.714,.350,0.698,.447,50.0%,12.5%,37.5%,33.3%,60.0%,100.0%,14.3%,8.3%,117.0
California Lutheran,Daniel Orozco,All,49,5,91.9,101.1,101.2,80.0%,-0.3°,7.8°,20.0,20.0%,1,0.5,.401,0.682,.579,60.0%,20.0%,20.0%,32.7%,52.9%,88.9%,21.9%,18.8%,93.0
Manhattan,Ryan Lordier,All,61,14,88.0,98.1,101.0,28.6%,8.0°,7.0°,57.1,0.0%,0,0.75,.432,0.662,.430,35.7%,14.3%,50.0%,42.6%,65.7%,100.0%,11.5%,3.8%,133.0
Coker,Luke Peterson,All,28,6,86.2,94.5,95.0,0.0%,-2.6°,-,33.3,0.0%,0,0.571,.398,0.662,.432,66.7%,0.0%,33.3%,35.7%,53.3%,87.5%,15.4%,20.0%,115.0
UMES,Julian Jimenez,All,73,16,91.1,97.9,102.0,43.8%,21.3°,23.4°,37.5,0.0%,0,0.421,.290,0.657,.509,25.0%,43.8%,18.8%,39.7%,65.8%,96.0%,11.4%,3.4%,88.0
UT Dallas,Kole Kinnison,All,39,6,87.0,93.5,94.5,0.0%,11.9°,-,33.3,0.0%,0,0.667,.328,0.656,.449,50.0%,16.7%,33.3%,41.0%,82.4%,100.0%,9.1%,0.0%,182.0
High Point,Caleb Hammond,All,124,22,86.8,99.8,101.3,22.7%,17.5°,12.3°,36.4,0.0%,0,0.607,.294,0.654,.367,31.8%,36.4%,31.8%,41.1%,67.8%,77.5%,16.9%,19.6%,128.0
Youngstown State,Jack Messmore,All,39,7,80.9,104.6,106.6,42.9%,1.2°,17.6°,42.9,14.3%,1,0.5,.419,0.653,.551,57.1%,28.6%,14.3%,41.0%,76.5%,84.6%,13.6%,12.5%,93.0
Missouri Baptist,Max Shabestari,All,63,5,88.7,100.4,100.6,60.0%,10.3°,15.3°,80.0,0.0%,0,0.429,.294,0.646,.516,20.0%,0.0%,80.0%,36.5%,62.1%,88.9%,14.7%,17.4%,128.0
Oklahoma,Myles Davis,All,36,6,88.8,100.7,101.3,33.3%,17.3°,22.1°,50.0,0.0%,0,0.429,.236,0.643,.411,16.7%,16.7%,50.0%,38.9%,71.4%,70.0%,18.2%,28.6%,171.0
Bryan,Brodie Genter,All,48,6,87.1,100.5,102.0,33.3%,13.8°,10.6°,16.7,0.0%,0,0.429,.278,0.625,.436,50.0%,16.7%,33.3%,50.0%,82.4%,92.9%,32.3%,12.5%,121.0
Young Harris,Drew Bray,All,73,18,87.7,104.5,104.7,38.9%,5.1°,11.2°,33.3,0.0%,0,0.474,.383,0.625,.463,55.6%,16.7%,27.8%,35.6%,71.0%,100.0%,9.5%,3.8%,134.0
Hendrix,Austin Rabago,All,75,19,83.7,97.7,99.3,26.3%,-1.8°,5.3°,26.3,0.0%,0,0.55,.364,0.624,.416,68.4%,10.5%,21.1%,42.7%,77.8%,95.2%,22.9%,15.6%,116.0
Cumberland (TN),Caleb Royer,All,69,7,92.2,99.3,99.7,42.9%,13.0°,15.3°,28.6,0.0%,0,0.333,.246,0.623,.543,42.9%,28.6%,14.3%,36.2%,70.4%,73.7%,14.3%,36.0%,128.0
William Carey,Roth John,All,41,6,90.0,97.4,98.7,50.0%,8.5°,13.3°,66.7,0.0%,0,0.714,.507,0.619,.561,33.3%,0.0%,66.7%,41.5%,63.6%,92.9%,15.8%,11.8%,120.0
Taylor,Brennan Frickel,All,96,16,83.9,97.4,105.0,31.2%,18.1°,22.8°,31.2,6.2%,1,0.444,.294,0.617,.444,43.8%,37.5%,18.8%,37.5%,74.4%,87.5%,7.5%,16.7%,144.0
Mount Olive,Malachi Gales,All,117,20,90.3,106.7,108.4,55.0%,19.2°,20.2°,50.0,40.0%,8,0.407,.335,0.615,.585,35.0%,55.0%,5.0%,47.9%,70.0%,71.4%,31.3%,35.7%,36.0
Emory & Henry,Jadden Rodriguez,All,117,16,81.3,96.2,96.6,18.8%,-0.9°,9.4°,25.0,0.0%,0,0.474,.220,0.611,.375,68.8%,18.8%,12.5%,27.4%,55.3%,90.5%,13.9%,18.8%,144.0
Gardner-Webb,Joe Stanzione,All,39,5,87.4,102.5,103.2,40.0%,21.6°,21.0°,40.0,20.0%,1,0.333,.238,0.606,.458,20.0%,60.0%,20.0%,35.9%,64.3%,88.9%,20.0%,21.4%,102.0
Emory & Henry,Rhett Barker,All,91,21,80.3,92.5,100.3,9.5%,23.7°,7.4°,38.1,0.0%,0,0.5,.310,0.603,.385,23.8%,52.4%,23.8%,58.2%,82.2%,86.5%,34.8%,22.6%,101.0
Johnson (TN),Travis Hobbensiefken,All,107,25,88.9,99.4,101.4,40.0%,11.9°,7.2°,40.0,4.0%,1,0.56,.402,0.603,.473,48.0%,16.0%,32.0%,43.9%,60.5%,95.7%,34.8%,12.8%,86.0
Duke,Cider Canon,All,222,37,92.6,108.0,109.8,45.9%,18.5°,13.9°,45.9,13.5%,5,0.452,.350,0.603,.530,24.3%,18.9%,32.4%,41.0%,79.3%,88.4%,16.3%,15.4%,125.0
Iowa Central,Ben Jones,All,61,7,89.4,107.1,111.2,42.9%,2.2°,18.3°,42.9,14.3%,1,0.444,.438,0.602,.630,42.9%,28.6%,28.6%,36.1%,70.6%,83.3%,22.7%,27.3%,151.0
Florida State,Myles Bailey,All,435,48,99.1,114.3,116.7,64.6%,16.7°,23.3°,39.6,29.2%,14,0.368,.354,0.598,.584,29.2%,39.6%,22.9%,34.3%,61.5%,75.9%,14.6%,36.2%,113.0
Pomona-Pitzer,Jack Gold,All,158,27,84.1,98.1,100.1,25.9%,9.1°,12.1°,29.6,0.0%,0,0.433,.274,0.597,.510,48.1%,18.5%,22.2%,36.1%,63.2%,88.4%,15.6%,19.3%,146.0
Manhattan,Josiah Brown,All,44,5,94.5,104.0,105.6,40.0%,16.2°,17.4°,80.0,20.0%,1,0.333,.530,0.595,.715,0.0%,40.0%,60.0%,25.0%,50.0%,100.0%,10.7%,9.1%,156.0
Fairleigh Dickinson,Hunter Ray,All,81,13,85.6,103.2,103.9,46.2%,15.5°,15.5°,23.1,0.0%,0,0.444,.287,0.595,.417,53.8%,23.1%,15.4%,48.1%,75.0%,81.0%,34.0%,30.8%,82.0
Erskine,Jacob Platt,All,48,9,88.5,98.6,99.6,33.3%,17.1°,12.7°,55.6,0.0%,0,0.571,.317,0.592,.329,33.3%,22.2%,44.4%,45.8%,78.3%,77.8%,16.0%,18.2%,140.0
UMBC,Zachary Hampton,All,80,5,93.5,100.9,102.6,40.0%,15.2°,22.5°,80.0,20.0%,1,0.364,.232,0.591,.409,20.0%,20.0%,60.0%,36.2%,56.8%,61.9%,18.6%,34.5%,91.0
Columbus State,Warrick Wilmot,All,56,12,84.6,100.6,100.9,25.0%,6.4°,25.8°,41.7,8.3%,1,0.462,.387,0.589,.477,41.7%,33.3%,25.0%,44.6%,67.9%,94.7%,21.4%,12.0%,126.0
Rider,Peter Crespo,All,221,27,85.5,105.2,107.8,48.1%,6.2°,21.6°,51.9,11.1%,3,0.389,.346,0.589,.528,37.0%,18.5%,44.4%,34.4%,61.9%,78.8%,17.5%,34.2%,128.0
Southern Wesleyan,Luke Taylor,All,58,15,82.9,100.2,102.6,33.3%,11.5°,5.1°,26.7,0.0%,0,0.533,.324,0.588,.369,46.7%,20.0%,26.7%,41.4%,76.2%,93.8%,21.6%,12.5%,94.0
Texas A&M,Ben Royo,All,119,24,89.4,101.5,108.6,33.3%,21.6°,19.6°,37.5,8.3%,2,0.5,.309,0.588,.410,37.5%,25.0%,25.0%,49.6%,68.3%,85.4%,30.5%,25.4%,76.0
Mars Hill,Alejandro Aguilar,All,33,5,88.3,99.6,101.1,40.0%,17.0°,16.6°,40.0,0.0%,0,0.5,.229,0.588,.307,40.0%,20.0%,40.0%,60.6%,73.7%,71.4%,42.9%,40.0%,120.0
Saint Joseph's,Blake Primrose,All,828,129,94.6,107.4,112.1,62.0%,26.0°,28.8°,50.4,27.9%,36,0.402,.372,0.587,.606,14.0%,53.5%,28.7%,39.1%,69.6%,86.6%,15.1%,18.2%,140.0
UVa Wise,Tanner Jones,All,74,12,70.5,92.2,98.2,8.3%,4.6°,14.5°,25.0,0.0%,0,0.462,.258,0.587,.342,66.7%,8.3%,16.7%,35.1%,60.0%,76.2%,12.8%,23.1%,130.0
Saint Mary's (CA),Brayden Gutierrez,All,89,13,95.8,102.6,103.3,61.5%,22.9°,20.3°,69.2,15.4%,2,0.333,.359,0.586,.590,7.7%,46.2%,38.5%,36.0%,69.7%,65.2%,16.1%,34.4%,157.0
Middle Georgia State,Teonis Pimentel,All,66,12,86.1,102.0,103.6,41.7%,5.2°,19.8°,50.0,16.7%,2,0.357,.378,0.586,.493,41.7%,25.0%,33.3%,30.3%,55.6%,73.3%,12.8%,25.0%,153.0
Arizona State,Landon Hairston,All,901,182,94.5,108.4,111.5,55.5%,9.4°,13.2°,34.6,17.0%,31,0.407,.387,0.584,.545,44.5%,28.6%,23.1%,43.7%,67.6%,90.7%,26.3%,15.5%,96.0
UVa Wise,Jake Smith,All,127,17,90.3,104.1,107.3,47.1%,17.2°,19.9°,47.1,35.3%,6,0.37,.275,0.58,.449,29.4%,47.1%,17.6%,35.4%,61.5%,84.4%,17.3%,20.0%,118.0
Trevecca Nazarene,Jacob Lester,All,62,11,86.9,106.5,106.7,45.5%,12.3°,20.2°,36.4,18.2%,2,0.4,.310,0.579,.474,27.3%,36.4%,27.3%,37.1%,65.5%,84.2%,12.1%,21.7%,122.0
UTSA,Broc Parmer,All,54,6,94.5,104.1,105.0,66.7%,22.0°,23.2°,50.0,16.7%,1,0.4,.302,0.579,.456,16.7%,33.3%,50.0%,44.4%,75.0%,83.3%,20.0%,25.0%,106.0
UVa Wise,Carter Babb,All,76,10,81.5,100.3,104.7,30.0%,13.1°,33.0°,30.0,10.0%,1,0.417,.238,0.578,.431,20.0%,50.0%,20.0%,43.4%,72.7%,87.5%,20.9%,18.2%,119.0
Georgia Southwestern,Evan Wainman,All,189,27,90.4,102.8,105.6,48.1%,13.1°,17.2°,37.0,7.4%,2,0.455,.389,0.576,.488,37.0%,25.9%,37.0%,43.4%,67.1%,87.8%,28.4%,20.7%,107.0
Pacific (OR),Trevor Kazahaya,All,65,6,88.3,101.5,101.8,33.3%,28.3°,19.9°,33.3,16.7%,1,0.333,.257,0.574,.481,16.7%,66.7%,16.7%,30.8%,61.9%,92.3%,15.9%,20.0%,128.0
Lenoir-Rhyne,Seth Christmas,All,193,28,89.9,101.3,105.9,39.3%,21.7°,14.8°,39.3,7.1%,2,0.394,.269,0.572,.429,32.1%,32.1%,28.6%,38.3%,67.1%,74.5%,19.7%,35.1%,114.0
Lenoir-Rhyne,Drew Beard,All,118,21,88.7,99.1,104.3,38.1%,8.9°,9.1°,33.3,0.0%,0,0.538,.285,0.57,.364,52.4%,14.3%,28.6%,44.1%,71.1%,90.6%,27.4%,19.2%,66.0
Millersville,Matthew Williams,All,88,10,86.9,104.9,106.6,40.0%,2.7°,6.8°,40.0,20.0%,2,0.429,.368,0.569,.543,50.0%,10.0%,40.0%,25.0%,43.9%,88.9%,8.5%,18.2%,85.0
Biola,Jonny Tewinkle,All,107,19,93.5,105.9,110.1,47.4%,-2.1°,5.6°,36.8,5.3%,1,0.45,.423,0.569,.534,52.6%,10.5%,36.8%,39.3%,71.1%,93.8%,16.1%,11.9%,125.0
Angelo State,Austin Beck,All,44,7,83.3,104.2,105.5,57.1%,8.8°,-,57.1,14.3%,1,0.375,-,0.568,-,28.6%,28.6%,42.9%,38.6%,77.8%,85.7%,11.5%,11.8%,
Hendrix,Shaun Pope,All,114,12,89.5,101.6,102.0,33.3%,9.5°,20.0°,58.3,8.3%,1,0.429,.310,0.568,.531,33.3%,16.7%,41.7%,25.4%,48.8%,75.0%,12.3%,31.0%,125.0
Georgia Tech,Vahn Lackey,All,996,168,93.1,108.9,111.9,60.1%,7.0°,11.8°,36.3,14.3%,24,0.416,.364,0.564,.510,48.2%,25.6%,25.0%,35.9%,56.1%,89.5%,18.9%,16.8%,101.0
Westminster (MO),Caleb Warren,All,39,6,92.0,106.2,106.8,66.7%,-2.6°,7.7°,33.3,0.0%,0,0.571,.386,0.562,.444,50.0%,0.0%,33.3%,41.0%,77.8%,85.7%,9.5%,18.8%,95.0
Georgia,Daniel Jackson,All,993,165,92.4,108.1,112.1,52.7%,15.9°,13.5°,38.2,17.6%,29,0.402,.345,0.562,.494,35.8%,35.2%,23.6%,38.8%,64.0%,81.4%,17.5%,26.0%,119.0
Georgia Tech,Nathanael Coupet,All,55,9,89.7,107.5,108.3,44.4%,8.9°,21.0°,33.3,11.1%,1,0.538,.274,0.559,.381,55.6%,22.2%,22.2%,50.9%,75.0%,66.7%,32.3%,32.1%,99.0
Mississippi College,Alex Johnson,All,118,26,89.7,99.8,102.6,42.3%,17.4°,16.2°,42.3,0.0%,0,0.424,.301,0.558,.391,26.9%,30.8%,34.6%,53.4%,73.9%,88.2%,40.3%,27.0%,75.0
UT Tyler,Luke Smith,All,93,20,80.9,95.7,96.9,15.0%,18.4°,8.4°,25.0,0.0%,0,0.5,.404,0.557,.472,45.0%,30.0%,15.0%,47.3%,78.4%,93.1%,26.8%,13.6%,158.0
Southern Wesleyan,Samuel Simonds,All,52,8,88.4,102.4,102.8,37.5%,9.6°,33.0°,25.0,12.5%,1,0.333,.277,0.557,.467,37.5%,50.0%,12.5%,38.5%,68.2%,93.3%,16.7%,10.0%,143.0
Lee,Isaiah French,All,162,21,92.3,104.3,107.9,47.6%,3.8°,15.4°,47.6,14.3%,3,0.348,.362,0.557,.535,47.6%,9.5%,38.1%,22.8%,43.1%,100.0%,11.5%,10.8%,107.0
Tennessee Tech,Jorsixt Jimenez,All,735,139,89.0,104.3,109.7,42.4%,14.2°,17.6°,44.6,12.9%,18,0.414,.352,0.557,.470,38.1%,30.2%,29.5%,55.4%,85.2%,84.5%,33.6%,21.9%,94.0
Georgia College,James Beaver,All,29,5,86.9,88.7,89.9,0.0%,10.6°,-,20.0,0.0%,0,0.429,.312,0.556,.298,40.0%,40.0%,20.0%,37.9%,64.3%,88.9%,13.3%,9.1%,158.0
Cumberlands (KY),Ronald Almanzar,All,324,69,89.9,108.3,114.5,44.9%,8.3°,13.0°,29.0,13.0%,9,0.377,.364,0.555,.507,43.5%,27.5%,23.2%,50.6%,78.3%,84.4%,35.4%,19.5%,58.0
UVa Wise,Jaden Ruehling,All,91,19,80.8,95.4,96.3,10.5%,11.4°,22.5°,47.4,0.0%,0,0.455,.317,0.555,.416,36.8%,21.1%,36.8%,40.7%,65.6%,90.5%,27.1%,27.0%,122.0
Taylor,Brayden Manning,All,146,29,88.0,104.3,105.1,31.0%,11.3°,7.0°,31.0,0.0%,0,0.5,.323,0.553,.387,51.7%,17.2%,27.6%,38.4%,59.0%,94.4%,23.5%,17.9%,109.0
Middle Tennessee,Layne Akers,All,228,49,89.6,105.4,107.5,34.7%,3.5°,9.7°,28.6,2.0%,1,0.459,.299,0.55,.361,57.1%,18.4%,24.5%,45.2%,67.0%,87.7%,25.2%,18.4%,105.0
Mount St. Mary's,Cameron Biller,All,201,32,90.8,100.9,103.9,37.5%,13.0°,6.2°,28.1,3.1%,1,0.457,.336,0.549,.432,43.8%,21.9%,25.0%,37.8%,71.6%,84.5%,15.0%,17.1%,125.0
UVa Wise,Luke Johnson,All,147,14,84.7,98.5,104.4,7.1%,-2.5°,26.6°,50.0,7.1%,1,0.353,.367,0.548,.546,50.0%,7.1%,35.7%,22.4%,51.1%,75.0%,9.0%,21.2%,171.0
Maryland,Franklin Pichardo,All,77,10,94.7,105.8,107.7,50.0%,20.8°,11.3°,40.0,20.0%,2,0.412,.330,0.548,.432,40.0%,40.0%,20.0%,33.8%,51.6%,81.2%,21.7%,34.6%,11.0
Notre Dame,Caleb Ricks,All,51,5,99.0,103.6,104.2,80.0%,18.4°,15.0°,100.0,0.0%,0,0.4,.312,0.547,.389,0.0%,20.0%,80.0%,52.9%,79.2%,73.7%,29.6%,29.6%,87.0
Oklahoma State,Kollin Ritchie,All,991,142,93.3,108.3,110.8,58.5%,23.7°,21.1°,42.3,19.7%,28,0.35,.295,0.545,.476,23.9%,41.5%,27.5%,42.9%,66.0%,82.2%,22.2%,27.3%,112.0
Southeastern Louisiana,Rhett Centanni,All,74,20,91.4,103.6,104.3,40.0%,18.7°,11.4°,60.0,5.0%,1,0.391,.368,0.544,.447,25.0%,30.0%,45.0%,41.9%,56.8%,95.2%,27.0%,12.9%,105.0
Winthrop,Noah Berge,All,55,5,89.2,100.7,102.5,40.0%,-25.5°,-31.3°,20.0,0.0%,0,0.455,.162,0.543,.224,80.0%,0.0%,20.0%,32.7%,50.0%,71.4%,14.8%,38.9%,109.0
Whitworth,Nate Gray Jr.,All,44,6,78.3,95.1,95.6,16.7%,-1.3°,9.0°,50.0,0.0%,0,0.375,.244,0.543,.514,16.7%,0.0%,50.0%,38.6%,69.2%,88.9%,25.8%,41.2%,143.0
Anderson (SC),Braeden Harrison,All,251,36,88.1,103.3,105.6,36.1%,20.0°,17.9°,27.8,13.9%,5,0.386,.273,0.539,.438,38.9%,44.4%,8.3%,36.3%,63.3%,89.5%,21.1%,20.9%,113.0
Fairleigh Dickinson,Johnathan Gomez,All,89,11,91.5,104.2,106.4,45.5%,17.0°,19.0°,54.5,18.2%,2,0.438,.319,0.538,.503,18.2%,45.5%,36.4%,36.0%,75.0%,74.1%,9.4%,25.0%,137.0
Fairleigh Dickinson,Travis Stroh,All,63,13,88.6,97.9,105.7,30.8%,22.0°,20.1°,46.2,0.0%,0,0.467,.320,0.538,.418,30.8%,23.1%,38.5%,42.9%,75.0%,85.7%,17.1%,11.1%,139.0
Pomona-Pitzer,Tanner DeGrazia,All,184,33,81.1,98.7,99.7,27.3%,7.8°,11.6°,48.5,0.0%,0,0.441,.302,0.535,.433,36.4%,18.2%,39.4%,38.6%,66.7%,97.7%,22.9%,9.9%,122.0
New Haven,Bobby Herzman,All,67,8,93.4,101.4,103.3,37.5%,3.0°,10.1°,50.0,12.5%,1,0.364,.309,0.534,.464,50.0%,12.5%,37.5%,38.8%,60.6%,95.0%,17.6%,15.4%,113.0
Southeastern Louisiana,Connor Cuff,All,263,46,88.5,102.9,103.6,45.7%,0.2°,14.2°,30.4,8.7%,4,0.387,.269,0.533,.407,54.3%,17.4%,19.6%,51.0%,70.4%,80.7%,33.3%,26.9%,62.0
Prairie View,Ryland Duson,All,141,26,89.2,100.3,104.1,34.6%,13.7°,11.1°,42.3,3.8%,1,0.424,.334,0.533,.449,26.9%,23.1%,38.5%,40.4%,67.2%,90.7%,18.2%,17.5%,106.0
William Carey,Barron Frazer,All,51,8,89.1,102.7,103.0,50.0%,12.5°,17.0°,75.0,12.5%,1,0.375,.469,0.532,.637,25.0%,25.0%,50.0%,35.3%,63.2%,83.3%,18.8%,27.8%,154.0
CSU Bakersfield,Taison Miller,All,81,8,84.8,79.7,80.0,12.5%,0.6°,-4.2°,37.5,0.0%,0,0.462,.202,0.531,.384,62.5%,0.0%,25.0%,32.1%,66.7%,77.8%,14.8%,23.1%,130.0
Bellarmine,AJ Swader,All,272,75,92.4,105.9,109.8,54.7%,9.6°,13.2°,44.0,8.0%,6,0.457,.376,0.53,.482,37.3%,20.0%,33.3%,53.3%,75.2%,88.6%,36.8%,16.6%,80.0
Pittsburgh,Lorenzo Carrier,All,911,115,97.7,111.8,116.1,67.0%,14.4°,12.5°,27.8,17.4%,20,0.373,.312,0.53,.487,40.0%,30.4%,22.6%,41.1%,68.4%,82.3%,21.5%,29.7%,102.0
Southern,Brant Stewart,All,41,8,88.7,101.3,101.8,37.5%,-1.5°,5.0°,50.0,0.0%,0,0.444,.384,0.529,.433,50.0%,0.0%,50.0%,41.5%,70.6%,91.7%,20.8%,11.8%,90.0
Mercer,Chris Katz,All,1014,183,91.0,107.5,114.6,44.8%,20.2°,16.7°,40.4,14.2%,26,0.368,.347,0.528,.516,27.9%,38.3%,26.8%,37.1%,65.8%,92.9%,17.9%,13.8%,140.0
Texas Tech,Logan Hughes,All,919,163,95.3,108.4,113.4,63.8%,8.5°,13.1°,25.8,12.3%,20,0.38,.351,0.527,.510,46.6%,27.0%,20.2%,42.4%,68.0%,86.0%,21.8%,19.0%,116.0
Baylor,Tyce Armstrong,All,881,139,92.1,108.6,114.8,55.4%,19.2°,18.1°,41.7,20.1%,28,0.352,.342,0.527,.508,30.9%,36.0%,26.6%,42.1%,63.8%,83.9%,25.0%,26.4%,90.0
Texas,Carson Tinney,All,995,122,96.0,112.8,116.4,57.4%,17.9°,18.6°,41.8,24.6%,30,0.347,.336,0.527,.534,30.3%,33.6%,27.9%,35.1%,55.1%,81.9%,19.7%,27.8%,101.0
Alabama A&M,Tervell Johnson,All,105,19,87.2,102.9,108.9,36.8%,14.9°,14.7°,42.1,10.5%,2,0.391,.324,0.526,.453,36.8%,26.3%,31.6%,41.9%,64.3%,81.5%,27.0%,25.0%,125.0
Louisville,Tague Davis,All,1003,160,93.5,110.4,115.1,55.0%,16.2°,17.8°,37.5,23.1%,37,0.351,.314,0.524,.479,34.4%,33.8%,22.5%,54.8%,80.9%,72.6%,35.8%,37.1%,62.0
San Diego State,Gage Adams,All,129,16,87.2,99.9,104.5,43.8%,22.7°,10.1°,37.5,6.2%,1,0.423,.265,0.524,.347,37.5%,31.2%,25.0%,36.4%,55.4%,86.1%,17.2%,21.3%,79.0
Pikeville,Joe Gagnon,All,82,15,84.4,102.6,105.4,20.0%,21.4°,23.3°,33.3,6.7%,1,0.353,.344,0.524,.474,40.0%,40.0%,13.3%,36.6%,76.2%,93.8%,23.0%,23.3%,132.0
George Washington,Tyler Jones,All,85,12,84.3,97.1,100.3,25.0%,7.5°,3.8°,50.0,0.0%,0,0.412,.246,0.523,.305,33.3%,41.7%,16.7%,48.2%,73.3%,90.9%,34.5%,22.0%,70.0
Mercer,Eli Stephens,All,838,116,92.6,106.4,109.1,56.9%,13.4°,20.3°,50.9,16.4%,19,0.358,.337,0.522,.503,31.0%,33.6%,32.8%,39.9%,65.3%,79.2%,21.3%,30.8%,102.0
California Lutheran,Kai Caranto,All,32,5,87.8,96.5,97.1,40.0%,32.7°,20.0°,40.0,0.0%,0,0.333,.188,0.521,.358,20.0%,20.0%,40.0%,25.0%,40.0%,100.0%,11.8%,0.0%,165.0
Abilene Christian,Diego Cardenas,All,887,117,96.9,108.2,113.0,62.4%,20.3°,19.3°,51.3,23.1%,27,0.341,.339,0.52,.526,25.6%,32.5%,29.9%,45.4%,70.4%,78.1%,25.9%,33.3%,98.0
Texas A&M,Caden Sorrell,All,945,151,94.2,107.9,114.5,58.3%,16.3°,13.5°,40.4,16.6%,25,0.35,.344,0.519,.482,32.5%,31.8%,29.1%,49.1%,75.9%,77.1%,28.1%,30.2%,93.0
Connecticut,Jackson Marshall,All,753,151,91.9,108.5,113.9,52.3%,12.4°,17.3°,39.7,17.9%,27,0.395,.392,0.519,.549,39.1%,30.5%,29.1%,47.1%,76.8%,91.7%,27.7%,18.0%,88.0
Western Michigan,Tanner Mally,All,325,71,82.8,97.6,101.7,12.7%,2.4°,7.0°,39.4,0.0%,0,0.486,.361,0.519,.427,56.3%,11.3%,29.6%,42.5%,67.2%,91.3%,24.5%,10.1%,114.0
Dallas Baptist,Jake Bennett,All,786,118,98.0,113.3,118.9,61.9%,6.9°,14.6°,34.7,22.9%,27,0.344,.349,0.518,.518,44.1%,29.7%,22.9%,38.8%,61.9%,87.0%,23.7%,25.9%,93.0
Texas Tech,Jesse Rusinek,All,501,99,89.9,103.7,106.7,43.4%,5.9°,8.6°,40.4,4.0%,4,0.452,.376,0.518,.464,45.5%,15.2%,33.3%,40.5%,62.1%,91.0%,21.9%,13.3%,105.0
Pomona-Pitzer,Cooper Berry,All,171,25,83.9,99.6,102.7,20.0%,19.4°,13.3°,48.0,4.0%,1,0.394,.294,0.518,.421,24.0%,20.0%,32.0%,29.2%,52.9%,86.5%,12.9%,18.0%,116.0
Penn State,Michael Anderson,All,657,138,94.9,110.4,113.3,52.2%,15.2°,14.7°,32.6,16.7%,23,0.375,.377,0.517,.522,39.9%,33.3%,21.0%,45.4%,71.6%,83.8%,25.3%,21.5%,86.0
