Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Murray State,Colby Ott,All,205,54,83.5,95.7,99.8,14.8%,13.5°,12.6°,42.6,0.0%,0,0.333,.305,0.346,.325,37.0%,31.5%,31.5%,60.0%,70.0%,92.9%,50.5%,19.5%,33.0
Oregon State,Nyan Hayes,All,256,30,82.0,100.6,104.5,26.7%,10.0°,9.0°,43.3,3.3%,1,0.265,.199,0.346,.300,43.3%,13.3%,33.3%,41.4%,67.6%,68.5%,22.3%,29.2%,92.0
Boston College,Colin Larson,All,714,71,90.2,107.2,112.3,47.9%,18.5°,13.3°,23.9,8.5%,6,0.226,.215,0.346,.352,39.4%,33.8%,23.9%,37.7%,58.6%,75.6%,21.9%,33.1%,96.0
Long Island,Cord Dobrinski,All,217,16,84.6,104.0,107.4,43.8%,27.2°,22.7°,31.2,6.2%,1,0.184,.125,0.346,.308,12.5%,18.8%,31.2%,36.9%,63.1%,69.8%,20.3%,37.5%,128.0
East Tennessee State,Joey Little,All,188,33,85.3,101.5,104.2,30.3%,15.9°,15.6°,33.3,6.1%,2,0.214,.263,0.346,.385,39.4%,27.3%,24.2%,42.6%,57.1%,79.2%,30.8%,35.0%,76.0
South Alabama,Paxton Bigby,All,518,89,88.0,102.2,106.0,38.2%,5.6°,5.5°,29.2,3.4%,3,0.282,.286,0.346,.363,51.7%,18.0%,23.6%,41.3%,64.8%,84.4%,23.0%,22.0%,106.0
Wright State,Zac Butler,All,449,79,89.1,103.2,107.5,39.2%,9.7°,6.2°,32.9,3.8%,3,0.284,.275,0.346,.369,45.6%,27.8%,22.8%,40.8%,59.2%,82.9%,23.4%,20.2%,94.0
Indiana,Will Moore,All,873,111,87.9,100.3,103.8,33.3%,-3.8°,3.2°,31.5,0.9%,1,0.258,.256,0.345,.344,64.9%,8.1%,23.4%,31.7%,54.3%,86.6%,10.1%,17.7%,119.0
Incarnate Word,Colin Cymbalista,All,543,111,87.3,102.3,107.4,36.0%,18.5°,14.8°,25.2,4.5%,5,0.278,.260,0.345,.337,37.8%,39.6%,18.0%,47.1%,68.6%,85.1%,26.9%,23.0%,105.0
New Mexico,Shane Miller,All,87,10,82.1,97.8,100.5,20.0%,3.5°,8.6°,30.0,10.0%,1,0.214,.192,0.345,.351,50.0%,30.0%,20.0%,40.2%,60.0%,87.5%,23.4%,17.1%,83.0
Purdue,Eli Anderson,All,774,160,82.3,95.1,101.4,11.2%,6.5°,5.3°,31.9,0.0%,0,0.319,.240,0.345,.310,48.8%,23.1%,21.9%,46.3%,60.6%,89.8%,33.0%,16.8%,69.0
Northeastern,AJ Aschettino,All,663,128,89.8,103.9,107.4,39.8%,10.1°,16.3°,39.1,4.7%,6,0.281,.315,0.345,.412,41.4%,24.2%,31.2%,48.1%,73.1%,86.2%,26.5%,21.9%,99.0
New Mexico,Anthony Diaz,All,352,81,83.5,97.7,101.6,18.5%,18.2°,11.7°,40.7,2.5%,2,0.289,.296,0.345,.367,34.6%,32.1%,28.4%,48.6%,72.0%,97.4%,28.8%,9.9%,116.0
Presbyterian,Amman Dewberry,All,451,65,89.0,109.0,113.6,41.5%,4.9°,6.5°,35.4,12.3%,8,0.26,.234,0.345,.323,52.3%,13.8%,24.6%,46.3%,70.2%,79.9%,28.8%,34.0%,76.0
Columbus State,Cole Eison,All,61,8,81.5,91.6,93.2,0.0%,5.7°,-,37.5,0.0%,0,0.333,.243,0.345,.240,50.0%,12.5%,37.5%,37.7%,79.2%,78.9%,10.8%,26.1%,114.0
Memphis,Jack Pitts,All,311,30,88.4,105.1,110.0,40.0%,13.1°,17.7°,43.3,10.0%,3,0.189,.223,0.345,.376,33.3%,30.0%,30.0%,32.8%,51.5%,74.6%,19.3%,34.3%,82.0
Sacred Heart,David Yorke,All,112,10,90.2,102.4,106.8,40.0%,15.4°,19.4°,30.0,20.0%,2,0.19,.132,0.345,.295,40.0%,50.0%,0.0%,41.1%,60.5%,69.2%,29.0%,39.1%,97.0
Kansas,Jordan Bach,All,942,141,88.0,104.1,107.1,39.7%,11.4°,16.0°,34.0,4.3%,6,0.251,.272,0.345,.390,44.7%,29.8%,22.0%,39.6%,61.8%,84.0%,21.4%,24.7%,111.0
Tusculum,Kolby Watson,All,94,17,86.5,96.6,98.0,11.8%,22.6°,16.9°,35.3,0.0%,0,0.211,.223,0.345,.366,17.6%,47.1%,17.6%,37.2%,64.5%,75.0%,23.8%,22.9%,121.0
Florida,Cole Stanford,All,436,68,87.4,105.4,106.8,39.7%,10.7°,13.3°,30.9,10.3%,7,0.202,.264,0.345,.401,42.6%,32.4%,19.1%,39.0%,58.7%,81.4%,22.1%,22.4%,86.0
San Francisco,Myles Kallinger,All,242,38,83.3,98.0,100.4,21.1%,10.9°,10.5°,31.6,0.0%,0,0.255,.219,0.345,.279,44.7%,28.9%,23.7%,43.0%,66.4%,89.6%,21.4%,20.2%,114.0
Charlotte,Adrian Jimenez,All,841,162,87.9,100.1,107.8,30.9%,7.3°,5.7°,31.5,1.9%,3,0.275,.295,0.345,.380,51.9%,19.1%,25.3%,42.7%,68.5%,93.8%,21.6%,16.2%,121.0
Tulane,Tye Wood,All,964,157,87.6,102.2,108.7,35.7%,5.7°,7.8°,29.9,2.5%,4,0.261,.264,0.345,.365,49.7%,23.6%,25.5%,36.6%,60.2%,90.2%,16.7%,15.0%,122.0
North Florida,Mitchell Collins,All,694,117,81.7,98.4,101.8,17.9%,-4.7°,10.1°,32.5,0.9%,1,0.292,.282,0.345,.349,60.7%,10.3%,28.2%,35.4%,56.6%,92.6%,15.8%,10.2%,105.0
BYU,Bryker Hurdsman,All,744,125,91.3,109.0,113.6,47.2%,8.3°,10.6°,39.2,12.0%,15,0.282,.297,0.345,.383,40.0%,27.2%,28.8%,50.9%,75.0%,77.8%,31.1%,35.6%,69.0
Bucknell,John Calabrese,All,524,91,84.8,98.3,102.4,25.3%,9.0°,15.1°,40.7,0.0%,0,0.279,.272,0.345,.360,36.3%,24.2%,36.3%,43.3%,63.0%,91.6%,28.3%,15.0%,75.0
Ball State,Brett Griffiths,All,286,53,81.0,100.3,101.2,28.3%,11.1°,14.1°,41.5,0.0%,0,0.242,.246,0.345,.325,41.5%,28.3%,28.3%,46.5%,69.6%,85.9%,31.6%,21.8%,53.0
Nebraska,Rhett Stokes,All,590,118,83.9,99.1,102.5,21.2%,7.0°,5.5°,30.5,1.7%,2,0.312,.286,0.344,.330,50.0%,20.3%,27.1%,45.1%,66.2%,89.6%,26.7%,18.0%,87.0
Michigan,Joonsung Park,All,215,29,88.2,106.1,107.5,37.9%,3.3°,14.5°,34.5,6.9%,2,0.239,.240,0.344,.348,48.3%,17.2%,27.6%,41.4%,69.8%,75.0%,22.5%,38.2%,106.0
Oregon State,Bryson Glassco,All,382,65,90.1,101.9,106.5,50.8%,7.5°,10.8°,29.2,3.1%,2,0.279,.283,0.344,.375,47.7%,21.5%,27.7%,44.2%,61.9%,87.2%,29.1%,23.1%,81.0
Villanova,Brayden Leonard,All,610,131,83.1,98.4,103.1,21.4%,7.1°,9.3°,37.4,0.0%,0,0.306,.299,0.344,.339,48.9%,19.8%,28.2%,42.1%,67.2%,91.8%,21.7%,15.6%,114.0
Loyola-New Orleans,Michael Latulas,All,52,6,74.5,94.8,102.9,16.7%,20.3°,-,33.3,0.0%,0,0.25,-,0.344,-,33.3%,0.0%,33.3%,36.5%,81.0%,64.7%,6.5%,36.8%,
Presbyterian,Emory Guilford,All,360,65,85.8,102.2,105.4,36.9%,12.3°,15.4°,44.6,1.5%,1,0.274,.254,0.344,.329,38.5%,21.5%,36.9%,53.1%,73.1%,72.4%,41.2%,39.3%,46.0
Morehead State,Caden Sheridan,All,680,123,84.8,100.0,106.7,27.6%,14.7°,20.1°,37.4,4.1%,5,0.234,.246,0.344,.357,36.6%,35.0%,26.0%,42.8%,70.3%,83.6%,19.3%,21.0%,130.0
Xavier,Jorge Valdes,All,714,121,85.4,95.8,99.0,12.4%,1.9°,-2.0°,33.1,0.0%,0,0.291,.309,0.344,.365,57.0%,11.6%,29.8%,31.2%,51.6%,93.1%,13.2%,11.2%,113.0
Milwaukee,John Hadley,All,406,52,88.7,104.5,110.8,34.6%,10.7°,15.4°,34.6,3.8%,2,0.25,.208,0.344,.283,42.3%,21.2%,28.8%,41.6%,63.3%,71.0%,21.4%,36.7%,99.0
Winthrop,Chazz Grossington,All,593,134,85.4,100.6,107.7,31.3%,10.7°,8.9°,34.3,2.2%,3,0.302,.275,0.344,.318,48.5%,22.4%,26.1%,51.3%,69.2%,84.7%,35.9%,21.7%,77.0
Texas State,Tanner Carson,All,312,38,86.9,102.7,111.1,28.9%,5.5°,9.3°,44.7,5.3%,2,0.254,.270,0.344,.362,36.8%,10.5%,42.1%,35.3%,57.9%,77.3%,22.2%,37.3%,89.0
Central Arkansas,Mark Ross II,All,436,60,88.0,104.8,105.6,36.7%,9.2°,12.3°,41.7,5.0%,3,0.232,.274,0.344,.388,41.7%,20.0%,35.0%,41.5%,69.2%,77.3%,21.1%,28.7%,105.0
College of Charleston,Ethan Plyler,All,779,155,85.8,101.7,103.5,32.3%,7.3°,9.8°,28.4,1.3%,2,0.295,.267,0.344,.329,45.2%,21.9%,27.7%,49.7%,73.4%,86.9%,30.0%,23.8%,91.0
Pacific,Grant MacArthur,All,673,120,88.5,104.0,109.5,35.0%,11.3°,12.6°,28.3,3.3%,4,0.262,.279,0.344,.379,43.3%,27.5%,24.2%,40.0%,64.2%,88.3%,21.3%,17.8%,115.0
Oral Roberts,Cooper Kelly,All,716,111,87.9,102.7,105.9,35.1%,8.5°,7.2°,29.7,1.8%,2,0.279,.271,0.344,.356,50.5%,10.8%,27.0%,41.6%,67.5%,85.4%,22.4%,24.2%,124.0
East Carolina,Walker Barron,All,730,128,84.3,102.4,105.9,31.2%,7.2°,12.1°,27.3,1.6%,2,0.277,.264,0.344,.340,47.7%,28.9%,19.5%,42.2%,58.0%,88.0%,30.0%,22.4%,69.0
UCF,Landon Moran,All,860,161,86.9,102.0,107.6,39.1%,7.3°,10.7°,44.7,5.0%,8,0.304,.338,0.344,.411,42.9%,20.5%,32.3%,42.1%,60.7%,94.9%,26.8%,13.8%,103.0
Maine,Albert De La Rosa,All,415,93,86.1,102.2,105.4,25.8%,11.8°,12.9°,35.5,2.2%,2,0.276,.294,0.344,.366,41.9%,26.9%,24.7%,46.0%,67.7%,91.5%,27.4%,15.7%,104.0
SIUE,Ethan Willoughby,All,463,112,85.9,99.1,102.3,24.1%,14.3°,4.0°,41.1,0.0%,0,0.311,.310,0.344,.350,40.2%,28.6%,28.6%,45.8%,71.2%,93.1%,29.0%,13.2%,87.0
Cal Poly,Gavin Spiridonoff,All,553,103,84.9,100.9,104.8,30.1%,14.5°,9.0°,32.0,3.9%,4,0.275,.241,0.344,.283,44.7%,28.2%,24.3%,49.9%,70.0%,81.8%,34.2%,26.1%,73.0
Northern Colorado,Easton Bryant,All,283,37,84.0,102.3,106.2,40.5%,9.2°,11.8°,35.1,2.7%,1,0.274,.245,0.344,.319,54.1%,24.3%,21.6%,47.0%,74.1%,72.0%,22.3%,39.8%,125.0
Holy Cross,Cayden Van Dolah,All,56,7,80.1,82.9,83.0,0.0%,-25.2°,-,28.6,0.0%,0,0.222,.278,0.344,.391,71.4%,0.0%,28.6%,39.3%,52.2%,91.7%,30.3%,13.6%,41.0
Washington State,Cam Macleod,All,155,17,85.3,99.2,101.2,29.4%,26.2°,17.5°,17.6,0.0%,0,0.172,.126,0.344,.250,29.4%,52.9%,11.8%,39.4%,68.4%,61.5%,22.4%,41.0%,115.0
Miami,Cian Copeland,All,154,25,85.2,103.9,106.1,28.0%,-1.1°,21.7°,36.0,8.0%,2,0.2,.307,0.344,.445,56.0%,16.0%,24.0%,39.6%,63.5%,77.5%,23.1%,23.0%,113.0
George Mason,Jackson Morse,All,516,84,79.8,96.3,101.7,9.5%,1.9°,3.2°,21.4,0.0%,0,0.287,.262,0.344,.336,66.7%,16.7%,15.5%,31.4%,53.1%,96.1%,12.6%,6.8%,127.0
South Carolina,Will Craddock,All,738,116,88.9,108.3,112.5,45.7%,13.2°,17.8°,37.9,9.5%,11,0.251,.253,0.343,.351,37.1%,31.9%,28.4%,49.3%,64.2%,74.6%,37.2%,38.5%,30.0
South Carolina,Patrick Evans,All,753,123,90.2,104.0,109.6,40.7%,20.3°,15.4°,35.8,4.9%,6,0.238,.250,0.343,.342,29.3%,39.0%,29.3%,48.5%,68.4%,84.6%,31.9%,27.1%,60.0
Northeastern,Charlie Criscola,All,528,80,82.7,97.2,100.4,13.8%,3.8°,9.3°,33.8,1.2%,1,0.252,.251,0.343,.358,52.5%,17.5%,26.2%,41.9%,65.6%,81.5%,19.5%,27.1%,114.0
Georgia Southern,John Davis,All,111,14,87.9,98.3,98.3,21.4%,8.5°,14.4°,42.9,7.1%,1,0.25,.152,0.343,.194,50.0%,28.6%,21.4%,39.6%,51.7%,87.1%,25.5%,25.0%,55.0
UT Martin,Terence Grines,All,300,75,87.3,104.4,108.8,33.3%,3.0°,6.0°,26.7,2.7%,2,0.287,.275,0.343,.320,56.0%,24.0%,17.3%,43.0%,64.5%,92.9%,20.9%,14.7%,89.0
Carson-Newman,Ian Hubbard,All,40,5,77.3,96.5,100.6,20.0%,28.2°,9.8°,20.0,0.0%,0,0.222,.126,0.343,.240,20.0%,40.0%,20.0%,47.5%,81.2%,46.2%,25.0%,63.2%,122.0
Iona,AJ Oden,All,214,40,84.0,97.4,105.5,25.0%,2.1°,11.3°,42.5,2.5%,1,0.3,.307,0.343,.360,55.0%,10.0%,32.5%,40.2%,64.9%,96.7%,20.8%,11.6%,114.0
Richmond,Grant Kennedy,All,311,46,86.4,99.5,102.8,28.3%,19.3°,17.4°,34.8,2.2%,1,0.269,.194,0.343,.291,34.8%,37.0%,21.7%,32.8%,53.1%,81.2%,18.2%,32.4%,76.0
NJIT,Ben Robinson,All,44,7,88.1,101.1,101.1,42.9%,22.4°,15.2°,85.7,0.0%,0,0.222,.343,0.343,.451,14.3%,14.3%,71.4%,40.9%,78.9%,80.0%,12.0%,27.8%,152.0
Delaware State,Rosnell Lewis,All,80,13,82.2,101.3,102.7,23.1%,12.0°,17.5°,23.1,0.0%,0,0.278,.222,0.343,.305,46.2%,30.8%,15.4%,38.8%,64.9%,91.7%,16.3%,12.9%,124.0
Sacramento State,Orlando Cobarrubias,All,166,24,86.6,100.0,101.3,29.2%,10.3°,7.2°,29.2,4.2%,1,0.273,.236,0.343,.325,41.7%,20.8%,29.2%,36.7%,56.2%,82.9%,21.5%,24.6%,107.0
Northwestern,Jay Slater,All,567,98,89.4,104.9,109.6,43.9%,10.8°,14.4°,29.6,6.1%,6,0.248,.261,0.343,.354,41.8%,28.6%,23.5%,40.0%,62.1%,91.4%,21.2%,15.4%,124.0
Northwestern,Logan De Groot,All,536,75,88.5,101.2,103.2,33.3%,10.7°,2.7°,32.0,1.3%,1,0.287,.240,0.343,.323,50.7%,17.3%,24.0%,38.8%,60.8%,80.5%,20.3%,28.8%,117.0
Portland,Cody Nitowitz,All,353,58,86.9,101.2,105.3,29.3%,10.9°,14.8°,27.6,1.7%,1,0.257,.285,0.343,.404,50.0%,25.9%,20.7%,29.7%,51.2%,96.3%,11.9%,11.4%,108.0
Western Carolina,Trey Spees,All,523,87,87.1,99.7,103.3,23.0%,15.8°,15.2°,32.2,2.3%,2,0.265,.234,0.343,.334,40.2%,26.4%,20.7%,43.6%,68.6%,79.6%,23.0%,26.3%,99.0
Texas A&M-Corpus Christi,Jackson Smith,All,178,28,86.8,102.9,103.8,39.3%,14.6°,12.9°,50.0,7.1%,2,0.265,.337,0.343,.445,25.0%,28.6%,46.4%,36.0%,60.3%,87.2%,17.0%,14.1%,117.0
St. Thomas (MN),Easton Fritcher,All,278,39,89.2,102.0,107.3,46.2%,13.1°,16.6°,28.2,5.1%,2,0.241,.245,0.343,.355,38.5%,28.2%,20.5%,43.2%,67.7%,82.1%,23.4%,24.2%,115.0
Delaware,LT Cockrill,All,786,116,85.7,101.7,105.5,40.5%,11.4°,15.5°,33.6,6.0%,7,0.242,.278,0.343,.385,44.8%,25.9%,25.9%,40.5%,62.9%,82.2%,23.3%,30.5%,87.0
Gonzaga,Tommy Eisenstat,All,614,126,89.0,102.0,105.7,38.1%,11.7°,10.0°,37.3,1.6%,2,0.275,.284,0.343,.367,43.7%,30.2%,23.0%,48.4%,80.0%,84.4%,28.1%,22.6%,96.0
Valparaiso,Cal Schembra,All,629,100,85.3,100.7,105.7,30.0%,11.7°,16.2°,35.0,3.0%,3,0.229,.219,0.343,.313,35.0%,32.0%,25.0%,42.1%,63.2%,78.5%,26.1%,26.8%,86.0
Holy Cross,Van Coughlin,All,239,55,85.9,101.9,105.6,29.1%,-1.0°,10.4°,32.7,3.6%,2,0.258,.277,0.343,.365,52.7%,20.0%,23.6%,42.3%,68.3%,91.5%,22.2%,15.8%,116.0
Pikeville,Cole Fowler,All,49,5,68.6,87.6,93.2,0.0%,11.1°,-,40.0,0.0%,0,0.222,.254,0.343,.420,40.0%,0.0%,40.0%,40.8%,57.1%,75.0%,34.3%,30.0%,14.0
FGCU,Cayden Hessemyer,All,584,130,86.3,96.7,100.3,16.9%,14.4°,15.4°,43.1,0.8%,1,0.313,.304,0.342,.359,39.2%,25.4%,30.8%,47.8%,67.5%,94.0%,30.7%,11.8%,91.0
Villanova,Joseph Montgomery,All,400,78,83.7,104.6,108.2,26.9%,1.1°,11.4°,35.9,5.1%,4,0.302,.269,0.342,.339,47.4%,21.8%,26.9%,44.2%,64.8%,89.7%,27.6%,23.2%,84.0
Southern Illinois,Henry Kufa,All,362,55,90.5,103.8,109.6,47.3%,10.9°,5.3°,27.3,1.8%,1,0.274,.275,0.342,.360,50.9%,23.6%,21.8%,36.5%,60.8%,86.0%,18.7%,24.2%,118.0
Quinnipiac,Chase Camac,All,335,69,84.6,100.0,104.8,26.1%,-0.4°,4.4°,30.4,0.0%,0,0.289,.271,0.342,.342,60.9%,13.0%,24.6%,37.6%,63.0%,85.9%,18.0%,19.8%,105.0
Houston,Blake Fields,All,773,138,88.7,100.9,105.5,38.4%,10.5°,10.0°,37.7,2.2%,3,0.259,.300,0.342,.393,45.7%,23.2%,26.1%,36.1%,61.3%,90.7%,13.3%,13.6%,115.0
Wofford,Brady Gold,All,558,95,85.0,101.9,105.0,30.5%,14.6°,12.7°,31.6,2.1%,2,0.25,.244,0.342,.327,41.1%,26.3%,23.2%,44.4%,65.9%,88.4%,25.6%,17.7%,100.0
South Dakota State,Nate Wachter,All,300,56,83.8,99.7,106.2,32.1%,8.8°,8.9°,28.6,0.0%,0,0.31,.257,0.342,.308,46.4%,21.4%,19.6%,42.3%,64.0%,87.4%,24.4%,19.7%,67.0
Long Beach State,Dylan Lina,All,693,115,87.6,102.4,106.4,35.7%,25.2°,19.0°,35.7,7.8%,9,0.243,.244,0.342,.356,26.1%,43.5%,20.9%,46.2%,72.9%,88.1%,29.5%,28.7%,92.0
Southern Indiana,Khi Holiday,All,900,153,82.3,97.4,101.5,17.6%,5.4°,10.3°,32.7,0.0%,0,0.278,.274,0.342,.369,49.7%,17.6%,26.8%,34.7%,55.6%,92.0%,17.7%,12.8%,113.0
Kennesaw State,Aaron Posey,All,434,45,90.4,107.4,109.3,51.1%,0.8°,10.7°,35.6,8.9%,4,0.227,.208,0.342,.315,55.6%,22.2%,20.0%,45.4%,66.8%,71.7%,28.7%,35.5%,68.0
Alabama,Justin Osterhouse,All,494,74,84.8,104.3,111.9,31.1%,7.0°,5.7°,23.0,1.4%,1,0.234,.236,0.342,.345,50.0%,24.3%,20.3%,46.4%,73.9%,89.8%,23.1%,21.0%,107.0
Oklahoma,Dayton Tockey,All,315,34,92.7,106.1,112.6,47.1%,12.8°,9.7°,17.6,5.9%,2,0.189,.192,0.342,.333,52.9%,26.5%,11.8%,32.7%,57.0%,71.6%,12.7%,33.0%,100.0
Memphis,Shane Cox,All,924,173,86.5,100.7,109.1,28.3%,15.1°,8.6°,32.4,1.2%,2,0.273,.265,0.342,.324,40.5%,31.2%,25.4%,42.0%,58.3%,89.0%,28.3%,20.1%,72.0
Cornell,Trent Lopez,All,208,30,88.8,102.3,104.8,36.7%,14.0°,18.4°,43.3,6.7%,2,0.22,.237,0.342,.321,36.7%,26.7%,26.7%,53.8%,76.1%,80.6%,37.5%,37.5%,51.0
Cal State Northridge,Colton Boardman,All,557,93,83.5,97.4,100.6,24.7%,14.7°,9.1°,44.1,0.0%,0,0.31,.295,0.342,.331,34.4%,26.9%,37.6%,43.8%,64.8%,85.4%,27.5%,23.4%,100.0
Cal Poly,Jake Downing,All,775,110,89.8,106.0,108.8,53.6%,4.3°,13.5°,38.2,9.1%,10,0.276,.264,0.342,.378,42.7%,20.9%,33.6%,44.0%,64.8%,84.2%,28.4%,26.4%,86.0
UMES,Jonathan Rodriguez,All,66,17,84.3,95.5,96.6,11.8%,13.6°,15.0°,29.4,0.0%,0,0.278,.278,0.342,.302,47.1%,23.5%,17.6%,48.5%,64.7%,95.5%,31.2%,15.6%,90.0
Purdue,Zachary Zychowski,All,309,59,87.5,100.4,101.9,32.2%,6.5°,5.9°,28.8,0.0%,0,0.27,.289,0.342,.375,55.9%,16.9%,23.7%,36.6%,59.4%,92.7%,18.1%,13.3%,122.0
Indiana,Cooper Malamazian,All,740,139,89.9,102.9,109.0,42.4%,7.8°,8.0°,29.5,2.2%,3,0.282,.304,0.341,.363,50.4%,17.3%,26.6%,44.1%,63.2%,85.9%,28.0%,27.6%,81.0
Ohio State,Maddix Simpson,All,762,130,88.4,101.9,105.7,34.6%,8.7°,9.0°,34.6,2.3%,3,0.292,.308,0.341,.367,49.2%,14.6%,30.8%,44.2%,62.7%,84.4%,27.8%,21.7%,102.0
Michigan State,CJ Deckinga,All,711,121,88.7,105.4,107.9,42.1%,10.9°,8.0°,35.5,5.8%,7,0.239,.279,0.341,.366,41.3%,28.1%,28.1%,38.4%,64.1%,83.7%,17.9%,26.4%,112.0
Richmond,Aidan O'Keefe,All,469,83,86.0,99.2,102.6,25.3%,7.5°,9.9°,30.1,0.0%,0,0.262,.278,0.341,.361,48.2%,21.7%,25.3%,38.2%,66.2%,90.2%,14.2%,15.6%,125.0
Elon,Gar Hindle,All,649,96,86.8,100.5,103.8,29.2%,10.2°,7.3°,32.3,1.0%,1,0.246,.275,0.341,.378,45.8%,24.0%,22.9%,33.0%,48.0%,91.0%,21.6%,15.9%,105.0
George Washington,Charlie Walsh,All,682,117,89.6,103.5,106.4,37.6%,7.7°,11.6°,33.3,6.0%,7,0.257,.264,0.341,.356,47.0%,21.4%,27.4%,41.8%,67.6%,89.9%,20.7%,19.6%,119.0
Coastal Carolina,Domenico Tozzi,All,430,58,88.9,105.7,110.0,39.7%,18.0°,19.6°,36.2,12.1%,7,0.205,.278,0.341,.418,36.2%,37.9%,24.1%,40.9%,65.0%,80.3%,23.6%,25.6%,100.0
South Carolina,KJ Scobey,All,852,154,90.8,105.6,111.6,50.6%,20.6°,16.8°,38.3,10.4%,16,0.249,.302,0.341,.402,31.8%,33.1%,27.9%,54.6%,78.9%,79.0%,35.6%,31.4%,69.0
Austin Peay,Derrick Mitchell,All,37,8,88.6,94.7,94.8,0.0%,-10.4°,-,37.5,0.0%,0,0.364,.264,0.341,.266,62.5%,0.0%,25.0%,54.1%,72.7%,81.2%,26.7%,20.0%,103.0
Duke,Bobby Marsh,All,419,58,89.7,103.2,105.2,34.5%,17.4°,16.3°,41.4,3.4%,2,0.25,.265,0.341,.364,27.6%,20.7%,36.2%,51.3%,77.6%,74.3%,28.3%,33.5%,95.0
Gonzaga,Bo Shinkle,All,578,93,82.5,96.3,99.7,12.9%,8.7°,5.1°,44.1,0.0%,0,0.294,.281,0.341,.346,43.0%,17.2%,36.6%,38.1%,55.4%,90.2%,24.1%,17.7%,101.0
Tarleton State,Kendyl Johnson,All,798,99,86.3,97.6,101.3,17.2%,15.9°,21.6°,36.4,1.0%,1,0.245,.190,0.341,.301,36.4%,29.3%,26.3%,37.0%,59.3%,86.0%,14.9%,21.0%,120.0
Richmond,Sean Scanlon,All,543,86,87.7,102.1,104.6,37.2%,19.5°,17.0°,37.2,3.5%,3,0.223,.260,0.341,.364,26.7%,34.9%,25.6%,44.9%,66.5%,87.4%,26.4%,22.1%,105.0
Xavier,Luke Hammond,All,679,169,87.2,104.5,107.6,36.1%,7.4°,8.8°,36.1,5.3%,9,0.292,.307,0.341,.360,48.5%,17.8%,29.6%,58.2%,77.9%,94.4%,42.6%,16.5%,31.0
UTRGV,Hank Warren,All,657,120,86.1,98.3,103.1,35.0%,7.6°,7.8°,35.8,1.7%,2,0.29,.297,0.341,.364,49.2%,18.3%,30.0%,40.6%,61.6%,91.1%,23.8%,16.1%,103.0
Northwestern,Shane Hofstadler,All,168,25,89.6,101.6,103.8,36.0%,17.6°,13.3°,32.0,0.0%,0,0.172,.272,0.341,.397,44.0%,28.0%,24.0%,30.4%,55.0%,97.0%,16.7%,11.8%,122.0
Stephen F. Austin,Coby DeJesus,All,323,56,83.4,96.9,98.8,14.3%,-5.3°,6.5°,26.8,0.0%,0,0.271,.346,0.341,.398,66.1%,7.1%,23.2%,40.9%,65.8%,86.0%,18.7%,15.9%,131.0
British Columbia,Kansai Sugimoto,All,71,19,83.7,94.0,98.0,15.8%,-8.6°,-6.9°,10.5,0.0%,0,0.3,.195,0.341,.267,68.4%,5.3%,10.5%,46.5%,65.8%,84.0%,24.2%,18.2%,101.0
Washington,Ethan Swidler,All,615,81,87.9,102.3,107.4,40.7%,12.7°,8.9°,39.5,6.2%,5,0.25,.268,0.341,.376,39.5%,30.9%,25.9%,35.9%,60.7%,90.0%,15.2%,17.2%,108.0
Gardner-Webb,Matthew Ilgenfritz,All,286,50,90.6,108.3,109.7,42.0%,13.2°,11.9°,26.0,10.0%,5,0.271,.240,0.341,.307,36.0%,24.0%,26.0%,56.6%,76.3%,80.0%,42.9%,30.2%,50.0
Nicholls,Matt Melancon,All,309,51,84.2,97.9,99.1,15.7%,13.4°,6.4°,33.3,0.0%,0,0.286,.251,0.341,.339,37.3%,27.5%,31.4%,43.7%,68.6%,93.6%,23.8%,15.6%,95.0
Illinois State,Eric Machej,All,445,88,86.2,101.3,103.4,31.8%,8.3°,5.8°,34.1,3.4%,3,0.3,.267,0.341,.332,45.5%,26.1%,22.7%,53.3%,75.0%,83.3%,35.5%,26.2%,51.0
UT Martin,Colten Payton,All,292,63,87.3,104.7,108.3,38.1%,7.4°,10.2°,31.7,3.2%,2,0.296,.288,0.341,.333,50.8%,15.9%,30.2%,45.2%,64.3%,81.5%,26.8%,28.0%,74.0
Creighton,Connor Capece,All,870,157,83.2,100.9,107.9,27.4%,10.0°,14.4°,39.5,3.2%,5,0.302,.283,0.34,.354,42.0%,24.8%,29.9%,42.8%,61.5%,86.2%,26.8%,18.0%,94.0
Rhode Island,Nick Toro,All,278,36,83.3,97.7,101.3,19.4%,20.5°,19.8°,36.1,2.8%,1,0.226,.206,0.34,.317,30.6%,36.1%,27.8%,33.8%,65.4%,82.4%,14.9%,30.9%,128.0
Radford,Alex Levesque,All,264,40,83.9,103.4,111.9,22.5%,13.9°,11.6°,35.0,5.0%,2,0.259,.220,0.34,.318,37.5%,27.5%,30.0%,42.0%,65.8%,84.4%,23.1%,22.5%,105.0
Richmond,Khris Morris,All,266,27,91.9,106.6,109.6,44.4%,33.3°,26.4°,29.6,3.7%,1,0.212,.158,0.34,.276,11.1%,51.9%,25.9%,47.0%,69.7%,73.9%,33.5%,41.6%,64.0
