Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
UNC Wilmington,Jake Bechtel,All,171,32,84.6,105.0,106.5,28.1%,20.7°,23.5°,34.4,15.6%,5,0.357,0.233,0.449,0.355,31.2%,37.5%,21.9%,53.8%,74.0%,83.3%,38.8%,23.9%,57
Navy,Jake Hooten,All,78,11,88.7,97.8,98.4,36.4%,21.0°,18.1°,54.5,0.0%,0,0.357,0.351,0.449,0.468,27.3%,36.4%,36.4%,43.6%,96.4%,85.2%,14.0%,14.7%,151
Cincinnati,Quinton Coats,All,202,29,95.3,113.4,115.3,58.6%,10.9°,21.4°,51.7,27.6%,8,0.302,0.364,0.449,0.537,34.5%,31.0%,34.5%,43.1%,75.3%,83.6%,17.7%,24.1%,146
Northern Kentucky,Jake Paulick,All,154,17,91.5,108.9,109.8,35.3%,9.9°,13.1°,41.2,11.8%,2,0.387,0.211,0.449,0.302,52.9%,11.8%,29.4%,43.5%,55.9%,76.3%,33.7%,37.3%,98
Little Rock,Trey Hill,All,52,9,93.0,99.1,104.8,44.4%,21.1°,12.5°,44.4,0.0%,0,0.417,0.265,0.449,0.338,22.2%,22.2%,44.4%,55.8%,87.0%,65.0%,31.0%,44.8%,143
Bryant,Cam Papetti,All,52,6,92.0,102.4,103.4,66.7%,10.8°,21.6°,16.7,0.0%,0,0.3,0.21,0.449,0.421,50.0%,33.3%,16.7%,32.7%,70.6%,50.0%,14.3%,47.1%,120
Santa Clara,Payton Lambert,All,158,25,87.3,103.6,104.8,44.0%,0.8°,3.2°,32.0,0.0%,0,0.375,0.249,0.448,0.342,52.0%,20.0%,24.0%,43.7%,64.9%,87.5%,25.0%,21.7%,93
Wichita State,Zeb Henry,All,77,11,80.6,93.5,94.2,0.0%,0.2°,-,36.4,0.0%,0,0.429,0.373,0.448,0.373,54.5%,0.0%,45.5%,41.6%,59.0%,87.0%,23.7%,21.9%,132
James Madison,Ike Schmidly,All,230,40,90.2,107.2,110.2,47.5%,9.8°,13.7°,47.5,7.5%,3,0.353,0.336,0.448,0.441,32.5%,20.0%,40.0%,52.2%,83.3%,77.6%,27.3%,29.2%,118
Louisiana,Rigoberto Hernandez,All,187,31,87.1,99.7,105.0,29.0%,14.7°,14.3°,29.0,6.5%,2,0.351,0.287,0.448,0.379,41.9%,29.0%,22.6%,45.5%,71.4%,80.0%,27.3%,34.1%,110
Oklahoma State,Garrett Shull,All,154,19,91.2,103.9,111.0,42.1%,27.7°,23.0°,21.1,10.5%,2,0.267,0.19,0.447,0.382,21.1%,52.6%,5.3%,47.4%,75.0%,70.8%,27.8%,38.4%,98
LSU,Mason Braun,All,184,20,86.5,106.4,107.7,35.0%,2.5°,10.7°,45.0,5.0%,1,0.379,0.287,0.447,0.402,50.0%,5.0%,45.0%,35.3%,56.8%,89.1%,18.4%,20.0%,91
Evansville,Harrison Taubert,All,164,14,86.9,104.1,104.2,28.6%,14.8°,16.8°,42.9,7.1%,1,0.273,0.25,0.447,0.433,21.4%,7.1%,42.9%,36.6%,63.0%,78.3%,15.4%,35.0%,130
Kansas State,AJ Evasco,All,111,32,88.2,104.1,109.6,50.0%,11.4°,12.8°,31.2,6.2%,2,0.4,0.359,0.447,0.426,40.6%,37.5%,21.9%,52.3%,84.0%,88.1%,26.2%,15.5%,102
Navy,Victor Izquierdo,All,73,18,90.0,109.9,111.0,50.0%,18.9°,5.7°,33.3,5.6%,1,0.421,0.381,0.447,0.437,38.9%,33.3%,27.8%,45.2%,82.8%,91.7%,20.5%,15.2%,134
Wagner,Diego Tavarez,All,72,9,86.1,94.1,99.0,22.2%,17.3°,2.5°,22.2,0.0%,0,0.333,0.243,0.447,0.367,44.4%,33.3%,22.2%,26.4%,50.0%,93.3%,9.5%,15.8%,109
Eastern Illinois,Quade Peters,All,115,17,83.1,96.4,97.1,29.4%,3.2°,-5.3°,17.6,0.0%,0,0.455,0.269,0.447,0.346,58.8%,17.6%,17.6%,39.1%,52.6%,90.0%,25.9%,17.8%,101
Cal State Northridge,Colton Boardman,All,138,26,84.7,95.7,97.1,19.2%,19.7°,5.2°,50.0,0.0%,0,0.455,0.339,0.447,0.375,26.9%,26.9%,46.2%,46.4%,72.7%,89.6%,22.2%,17.2%,108
Cal State Fullerton,Esteban Olazaba,All,91,19,84.7,98.3,98.6,21.1%,-5.2°,3.5°,10.5,0.0%,0,0.429,0.254,0.447,0.288,84.2%,10.5%,5.3%,41.8%,59.5%,100.0%,29.6%,7.9%,90
UNC Wilmington,JP Pennella,All,182,23,79.6,91.2,96.4,13.0%,-10.5°,-6.3°,21.7,0.0%,0,0.378,0.164,0.446,0.301,69.6%,8.7%,17.4%,39.0%,65.8%,79.2%,21.1%,26.8%,94
Milwaukee,Bradyn Horn,All,198,30,89.8,100.9,105.0,43.3%,16.1°,8.4°,26.7,3.3%,1,0.341,0.3,0.446,0.391,40.0%,30.0%,23.3%,43.9%,67.0%,90.8%,21.8%,19.5%,112
NC State,Rett Johnson,All,237,44,86.6,99.4,102.3,18.2%,-0.7°,1.1°,29.5,0.0%,0,0.417,0.287,0.446,0.372,56.8%,18.2%,25.0%,38.0%,66.7%,91.7%,14.0%,11.1%,142
Michigan,Gregory Pace Jr.,All,149,26,87.6,100.7,104.0,23.1%,9.1°,6.1°,34.6,3.8%,1,0.371,0.275,0.446,0.359,53.8%,23.1%,23.1%,43.6%,74.2%,80.4%,21.8%,20.0%,113
Fordham,Joey Donnelly,All,112,18,87.2,101.9,104.2,44.4%,5.4°,16.5°,55.6,16.7%,3,0.37,0.27,0.446,0.395,50.0%,22.2%,27.8%,46.4%,60.4%,81.2%,33.9%,19.2%,51
Oklahoma,Dasan Harris,All,120,27,87.1,102.3,103.2,37.0%,1.2°,6.0°,25.9,0.0%,0,0.419,0.316,0.446,0.412,63.0%,11.1%,22.2%,44.2%,62.3%,97.0%,29.9%,18.9%,92
South Alabama,Michael Young,All,269,51,91.3,103.4,107.9,37.3%,6.0°,9.4°,37.3,2.0%,1,0.361,0.334,0.446,0.395,47.1%,13.7%,33.3%,45.4%,75.0%,86.9%,24.2%,14.8%,106
Jackson State,Pierre Cabral,All,90,18,92.9,108.4,108.7,55.6%,5.8°,2.7°,33.3,0.0%,0,0.3,0.309,0.445,0.37,44.4%,16.7%,33.3%,46.7%,65.8%,88.0%,32.7%,21.4%,84
Milwaukee,Max Glusick,All,64,13,88.6,98.4,101.1,30.8%,10.3°,13.1°,46.2,0.0%,0,0.357,0.318,0.445,0.402,30.8%,23.1%,30.8%,42.2%,69.0%,95.0%,20.0%,14.8%,114
Kennesaw State,James McGee,All,172,25,83.8,103.8,106.7,28.0%,8.1°,8.3°,24.0,8.0%,2,0.233,0.28,0.445,0.459,56.0%,20.0%,16.0%,31.4%,55.6%,88.6%,17.4%,18.5%,102
Bucknell,Luke Nascimento,All,36,6,82.8,98.9,101.0,33.3%,24.1°,14.3°,83.3,0.0%,0,0.429,0.424,0.445,0.475,16.7%,0.0%,66.7%,41.7%,57.9%,81.8%,23.5%,20.0%,80
William Carey,Weston Wales,All,36,6,71.4,80.9,87.0,0.0%,22.1°,-,83.3,0.0%,0,0.429,0.217,0.445,0.34,33.3%,33.3%,33.3%,52.8%,83.3%,70.0%,37.5%,26.3%,-24
UAB,Brady Waugh,All,271,44,80.9,99.5,101.3,20.5%,11.1°,13.3°,29.5,2.3%,1,0.379,0.276,0.445,0.372,47.7%,27.3%,20.5%,37.3%,55.6%,90.7%,19.1%,17.8%,102
Baylor,JJ Kennett,All,103,18,86.6,99.6,101.0,44.4%,1.7°,8.2°,38.9,5.6%,1,0.348,0.347,0.445,0.403,55.6%,5.6%,38.9%,37.9%,56.6%,80.0%,18.0%,20.5%,105
Cal State Fullerton,Eli Lopez,All,105,14,91.1,97.8,98.5,35.7%,21.5°,3.1°,42.9,0.0%,0,0.391,0.238,0.445,0.32,28.6%,28.6%,35.7%,43.8%,66.7%,78.1%,24.6%,28.3%,89
Troy,Aaron Piasecki,All,388,73,85.5,99.4,104.4,27.4%,10.5°,8.6°,35.6,1.4%,1,0.373,0.297,0.445,0.373,41.1%,26.0%,27.4%,33.8%,50.8%,90.3%,18.5%,10.7%,85
New Mexico,Caleb Herd,All,27,5,88.6,98.5,100.2,20.0%,12.5°,5.2°,20.0,0.0%,0,0.333,0.276,0.445,0.284,60.0%,20.0%,20.0%,37.0%,63.6%,85.7%,18.8%,20.0%,145
Pikeville,Riley Paulino,All,44,7,92.2,95.2,96.4,42.9%,1.2°,3.5°,42.9,0.0%,0,0.4,0.255,0.445,0.312,57.1%,14.3%,28.6%,52.3%,85.0%,82.4%,25.0%,26.1%,106
Minnesota,Jack Spanier,All,165,33,87.4,100.9,104.2,24.2%,24.6°,13.1°,39.4,3.0%,1,0.297,0.245,0.445,0.364,24.2%,39.4%,24.2%,35.2%,57.7%,97.6%,18.1%,6.9%,131
NC State,Sherman Johnson II,All,190,37,93.2,103.8,110.4,54.1%,8.8°,7.0°,43.2,8.1%,3,0.325,0.378,0.445,0.487,40.5%,18.9%,37.8%,41.1%,56.6%,83.7%,30.7%,21.8%,94
Nevada,Noah Blythe,All,44,6,88.0,98.5,105.2,16.7%,35.7°,30.0°,33.3,16.7%,1,0.25,0.239,0.445,0.465,0.0%,83.3%,16.7%,52.3%,90.9%,75.0%,13.6%,30.4%,146
Miami,Max Galvin,All,143,28,85.5,101.7,103.2,39.3%,2.5°,-1.5°,28.6,0.0%,0,0.344,0.306,0.444,0.366,53.6%,17.9%,28.6%,40.6%,52.9%,91.9%,28.8%,13.8%,69
Northern Illinois,Gavin Baldwin,All,266,47,87.9,107.0,113.9,44.7%,20.3°,16.2°,42.6,12.8%,6,0.327,0.324,0.444,0.463,25.5%,36.2%,25.5%,48.9%,78.8%,80.6%,25.0%,26.2%,121
Longwood,Jon Howard,All,175,36,93.0,107.2,108.8,52.8%,18.2°,17.9°,30.6,19.4%,7,0.308,0.337,0.444,0.499,36.1%,38.9%,16.7%,42.9%,70.2%,89.8%,17.6%,16.0%,119
Lindenwood,Charlie Isom-McCall,All,120,18,80.8,96.0,100.2,16.7%,18.6°,4.2°,50.0,0.0%,0,0.407,0.233,0.444,0.323,27.8%,38.9%,33.3%,45.0%,64.9%,89.2%,27.0%,18.5%,120
Arizona State,P.J. Moutzouridis,All,240,34,91.8,101.0,104.3,47.1%,7.5°,11.3°,35.3,2.9%,1,0.325,0.33,0.444,0.447,50.0%,26.5%,23.5%,41.2%,76.0%,89.5%,16.4%,18.2%,135
VMI,Bradley Garner,All,200,24,85.8,96.8,101.3,25.0%,17.9°,16.1°,29.2,0.0%,0,0.323,0.193,0.444,0.359,37.5%,33.3%,20.8%,39.5%,69.6%,85.4%,23.7%,20.3%,123
Saint Louis,Ian Blazier,All,74,14,80.4,100.7,102.0,21.4%,1.7°,18.4°,35.7,7.1%,1,0.389,0.213,0.444,0.324,42.9%,35.7%,21.4%,44.6%,64.9%,95.8%,24.3%,15.2%,111
San Francisco,Jackson Nystrom,All,90,19,89.9,105.2,107.0,42.1%,13.3°,14.7°,26.3,0.0%,0,0.391,0.328,0.444,0.377,42.1%,26.3%,26.3%,52.2%,73.6%,87.2%,21.6%,23.4%,132
Lipscomb,Brady Miller,All,137,22,85.3,97.9,104.2,13.6%,17.3°,20.1°,50.0,4.5%,1,0.346,0.328,0.444,0.424,27.3%,31.8%,36.4%,38.0%,59.4%,78.9%,19.2%,28.8%,108
Virginia Tech,Hudson Lutterman,All,283,49,86.9,100.4,103.6,30.6%,22.1°,19.7°,40.8,4.1%,2,0.351,0.287,0.443,0.374,22.4%,36.7%,36.7%,48.4%,75.4%,92.6%,26.8%,13.9%,86
Lafayette,Boden Fernsler,All,51,6,101.0,107.3,107.9,50.0%,21.1°,25.5°,66.7,50.0%,3,0.273,0.311,0.443,0.522,16.7%,66.7%,0.0%,43.1%,62.5%,70.0%,34.3%,36.4%,107
VCU,Nick Flores,All,155,29,86.8,100.5,101.0,44.8%,13.7°,12.6°,34.5,0.0%,0,0.343,0.279,0.443,0.363,37.9%,27.6%,31.0%,45.2%,71.6%,87.5%,25.0%,15.7%,115
East Carolina,Jack Herring,All,245,46,90.2,102.7,106.0,39.1%,-1.8°,4.2°,21.7,0.0%,0,0.353,0.324,0.443,0.403,67.4%,13.0%,15.2%,33.5%,59.2%,95.8%,8.8%,9.8%,127
Nevada,Rominic Quiban,All,203,40,86.6,100.2,101.4,27.5%,1.5°,0.5°,25.0,0.0%,0,0.383,0.321,0.443,0.386,60.0%,12.5%,27.5%,39.4%,61.9%,86.7%,18.9%,16.2%,107
High Point,Frank Kelly,All,145,22,79.8,100.9,104.6,22.7%,14.7°,8.6°,13.6,4.5%,1,0.333,0.199,0.443,0.379,40.9%,27.3%,18.2%,37.9%,64.3%,80.6%,21.3%,21.8%,121
Rice,Zachary Daigre,All,144,17,82.4,93.1,99.2,11.8%,0.7°,-0.1°,41.2,0.0%,0,0.4,0.255,0.443,0.353,64.7%,11.8%,23.5%,31.2%,51.7%,96.8%,16.7%,11.1%,77
Nebraska,Rhett Stokes,All,100,21,85.4,96.8,100.9,19.0%,15.3°,10.8°,47.6,0.0%,0,0.4,0.333,0.442,0.414,28.6%,23.8%,42.9%,47.0%,68.9%,87.1%,29.1%,19.1%,113
Rutgers,Peyton Bonds,All,148,32,91.6,114.3,120.7,46.9%,19.4°,10.6°,40.6,15.6%,5,0.389,0.369,0.442,0.447,31.2%,34.4%,28.1%,56.8%,70.4%,92.0%,44.2%,15.5%,67
Morehead State,Brayton Coomer,All,96,21,84.8,103.7,105.7,33.3%,19.4°,12.3°,28.6,4.8%,1,0.385,0.284,0.442,0.357,33.3%,38.1%,23.8%,51.0%,73.9%,79.4%,30.0%,24.5%,102
West Virginia,Tyrus Hall,All,132,12,92.2,105.7,106.4,50.0%,4.5°,3.4°,41.7,8.3%,1,0.348,0.256,0.442,0.433,50.0%,33.3%,16.7%,35.6%,59.7%,81.1%,14.3%,34.0%,122
Kansas,Joshua Dykhoff,All,217,37,92.9,106.5,111.1,45.9%,21.7°,16.5°,29.7,13.5%,5,0.311,0.33,0.442,0.498,32.4%,43.2%,18.9%,47.0%,72.3%,77.9%,27.6%,27.5%,96
UC Irvine,Efren Ortega,All,90,19,87.5,100.1,101.5,26.3%,9.4°,3.2°,36.8,0.0%,0,0.35,0.249,0.442,0.366,52.6%,21.1%,26.3%,32.2%,54.5%,100.0%,10.9%,6.9%,95
Northern Illinois,Will Couchman,All,67,8,90.4,100.3,104.2,12.5%,13.6°,29.7°,25.0,12.5%,1,0.308,0.204,0.442,0.351,50.0%,37.5%,12.5%,26.9%,30.4%,100.0%,25.0%,22.2%,64
Tarleton State,Jake Tatom,All,147,28,87.1,102.2,104.5,35.7%,14.2°,10.2°,21.4,10.7%,3,0.333,0.277,0.441,0.331,57.1%,21.4%,10.7%,48.3%,72.6%,88.9%,30.6%,16.9%,74
William & Mary,Jamie Laskofski,All,106,21,81.7,100.2,102.0,33.3%,2.4°,17.1°,42.9,4.8%,1,0.346,0.287,0.441,0.416,52.4%,14.3%,28.6%,50.9%,74.4%,87.5%,34.9%,18.5%,67
Washington State,Alexandre Giguere,All,46,7,89.4,102.1,103.7,42.9%,21.1°,25.5°,42.9,14.3%,1,0.222,0.287,0.441,0.48,28.6%,42.9%,14.3%,41.3%,81.2%,84.6%,20.0%,15.8%,107
Eastern Illinois,Dylan Drumke,All,52,6,84.9,103.3,104.0,33.3%,5.3°,22.7°,50.0,33.3%,2,0.25,0.25,0.441,0.4,50.0%,16.7%,33.3%,50.0%,78.9%,80.0%,33.3%,23.1%,126
Missouri State,Brant Kragel,All,77,9,93.4,103.2,107.3,44.4%,8.9°,11.6°,44.4,11.1%,1,0.286,0.278,0.441,0.431,44.4%,22.2%,33.3%,42.9%,78.8%,84.6%,15.9%,21.2%,149
Wake Forest,Jimmy Keenan,All,162,14,91.5,106.2,106.9,50.0%,29.9°,27.2°,35.7,14.3%,2,0.259,0.199,0.441,0.398,21.4%,35.7%,28.6%,35.8%,62.7%,66.7%,16.8%,46.6%,95
Rhode Island,Danny Leikus,All,71,14,92.0,104.5,105.8,42.9%,23.2°,19.0°,64.3,7.1%,1,0.353,0.403,0.441,0.5,14.3%,42.9%,42.9%,60.6%,83.8%,83.9%,35.3%,25.6%,95
Texas A&M-Corpus Christi,Jarrett Flaggert,All,55,11,96.8,105.5,106.0,72.7%,17.4°,15.7°,63.6,9.1%,1,0.357,0.41,0.44,0.528,18.2%,36.4%,45.5%,60.0%,87.5%,85.7%,38.7%,21.2%,89
Alcorn State,Kanious Davis,All,38,5,94.8,101.0,101.6,60.0%,10.4°,14.7°,60.0,0.0%,0,0.375,0.264,0.44,0.372,40.0%,0.0%,60.0%,36.8%,62.5%,90.0%,18.2%,35.7%,197
Brown,Alex Benevento,All,137,23,90.5,102.3,105.5,47.8%,22.5°,19.2°,21.7,4.3%,1,0.296,0.309,0.44,0.46,43.5%,34.8%,17.4%,34.3%,63.8%,89.2%,12.7%,21.3%,131
Pepperdine,Julian Nunez,All,119,29,83.7,96.1,102.9,24.1%,10.9°,12.4°,51.7,0.0%,0,0.375,0.352,0.44,0.394,37.9%,17.2%,41.4%,41.2%,68.0%,97.1%,21.7%,12.2%,119
Virginia,Noah Jouras,All,62,10,87.8,103.0,103.6,30.0%,26.9°,19.2°,50.0,10.0%,1,0.308,0.256,0.44,0.413,10.0%,40.0%,40.0%,51.6%,69.7%,82.6%,31.0%,25.0%,110
Old Dominion,William Johnson,All,229,42,84.9,98.1,102.1,31.0%,8.1°,15.1°,50.0,4.8%,2,0.38,0.354,0.439,0.43,45.2%,16.7%,38.1%,51.1%,76.9%,91.1%,24.1%,13.7%,110
Nebraska,Jett Buck,All,193,28,91.1,102.8,103.7,53.6%,11.3°,14.1°,46.4,3.6%,1,0.366,0.315,0.439,0.38,39.3%,17.9%,39.3%,51.8%,72.9%,85.5%,35.2%,29.0%,85
UNLV,Marcos Rosales,All,162,34,86.6,101.1,104.3,52.9%,15.5°,14.4°,26.5,2.9%,1,0.333,0.252,0.439,0.354,38.2%,47.1%,14.7%,46.3%,80.6%,83.3%,22.1%,20.0%,143
Mercer,Brant Baughcum,All,235,54,89.1,103.3,105.4,37.0%,17.3°,17.5°,37.0,1.9%,1,0.328,0.307,0.439,0.393,33.3%,37.0%,29.6%,53.2%,81.6%,84.5%,31.1%,21.6%,124
NJIT,Cole Campbell,All,52,9,86.1,99.1,105.2,22.2%,10.7°,16.7°,44.4,11.1%,1,0.273,0.327,0.439,0.45,22.2%,33.3%,44.4%,53.8%,86.4%,89.5%,30.0%,14.3%,103
Dayton,Alejandro Sardinas,All,74,5,87.1,91.9,94.2,0.0%,12.0°,-,40.0,0.0%,0,0.308,0.193,0.439,0.346,40.0%,20.0%,40.0%,31.1%,54.5%,77.8%,12.2%,30.4%,104
William Carey,Tyler Ducksworth,All,53,11,93.9,103.4,103.4,72.7%,9.6°,10.6°,36.4,9.1%,1,0.385,0.457,0.439,0.55,54.5%,27.3%,18.2%,34.0%,66.7%,87.5%,6.9%,16.7%,167
Columbia,Anthony Temesvary,All,121,22,87.6,101.8,102.2,36.4%,8.5°,18.0°,45.5,9.1%,2,0.4,0.302,0.439,0.436,40.9%,27.3%,31.8%,50.4%,76.7%,82.6%,24.6%,19.7%,110
Miami (OH),Christopher Roa Calcano,All,56,7,99.2,104.0,104.1,85.7%,11.2°,10.5°,28.6,0.0%,0,0.273,0.341,0.439,0.465,57.1%,14.3%,14.3%,33.9%,63.6%,71.4%,14.7%,26.3%,135
William Carey,Franklin Hernandez,All,80,9,83.9,96.3,97.3,22.2%,9.5°,23.2°,66.7,0.0%,0,0.308,0.292,0.439,0.443,33.3%,11.1%,55.6%,30.0%,60.0%,88.9%,12.0%,25.0%,151
Northeastern,Matt Brinker,All,174,33,88.8,102.7,104.7,33.3%,7.2°,8.5°,24.2,3.0%,1,0.333,0.286,0.438,0.437,45.5%,18.2%,24.2%,41.4%,65.2%,87.9%,16.5%,15.3%,149
Notre Dame,Mason Barth,All,223,30,87.7,105.3,106.8,46.7%,8.5°,5.4°,36.7,0.0%,0,0.341,0.28,0.438,0.394,43.3%,16.7%,36.7%,37.7%,62.5%,85.0%,18.9%,26.2%,125
Akron,Brady Bowen,All,80,17,86.6,98.1,98.8,29.4%,-0.1°,1.1°,11.8,0.0%,0,0.412,0.272,0.438,0.338,76.5%,5.9%,11.8%,33.8%,56.4%,90.9%,12.2%,14.8%,110
Oral Roberts,Makani Tanaka,All,202,30,89.3,101.8,104.8,43.3%,16.5°,21.7°,36.7,3.3%,1,0.35,0.27,0.438,0.367,30.0%,36.7%,33.3%,47.5%,72.3%,85.0%,30.3%,30.2%,104
Ohio State,Dane Harvey,All,196,32,94.8,106.3,108.6,59.4%,14.1°,13.7°,46.9,12.5%,4,0.318,0.324,0.438,0.429,28.1%,21.9%,43.8%,39.8%,51.9%,81.0%,31.3%,29.5%,53
Boston College,Kyle Wolff,All,152,29,91.9,105.5,109.3,51.7%,9.1°,18.3°,31.0,17.2%,5,0.278,0.299,0.438,0.449,48.3%,34.5%,17.2%,52.0%,79.4%,83.3%,29.8%,24.1%,74
Florida Atlantic,Marshall Lipsey,All,184,37,85.3,99.2,104.4,21.6%,12.9°,22.6°,35.1,8.1%,3,0.34,0.262,0.438,0.385,40.5%,21.6%,32.4%,45.1%,70.9%,82.0%,22.4%,27.7%,94
Cal State Northridge,Matthew Pena,All,172,31,89.9,102.0,104.6,41.9%,8.7°,19.4°,25.8,6.5%,2,0.326,0.241,0.438,0.343,45.2%,29.0%,16.1%,49.4%,77.6%,83.1%,27.1%,35.3%,90
BYU,Patrick Graham,All,57,6,99.5,104.5,105.8,83.3%,17.6°,15.7°,50.0,0.0%,0,0.364,0.251,0.438,0.323,16.7%,16.7%,66.7%,49.1%,67.7%,85.7%,26.9%,32.1%,105
Southeast Missouri,Dakota Joggerst,All,140,27,80.8,98.8,101.4,29.6%,-0.4°,4.1°,37.0,0.0%,0,0.393,0.353,0.438,0.415,63.0%,0.0%,33.3%,42.1%,57.6%,92.1%,28.4%,13.6%,83
Florida State,Gabe Fraser,All,144,27,81.3,104.0,104.7,25.9%,-2.3°,-1.4°,22.2,0.0%,0,0.436,0.214,0.437,0.252,59.3%,18.5%,18.5%,47.9%,72.2%,76.9%,23.6%,26.1%,80
Arizona,Tony Lira,All,222,36,92.6,109.5,110.6,50.0%,16.1°,15.4°,38.9,13.9%,5,0.362,0.344,0.437,0.45,33.3%,27.8%,36.1%,52.3%,79.8%,78.5%,30.1%,32.8%,120
Northeastern,Eric Cha,All,27,5,90.4,93.3,94.8,0.0%,10.9°,-,60.0,0.0%,0,0.4,0.314,0.437,0.407,40.0%,20.0%,40.0%,48.1%,72.7%,87.5%,31.2%,23.1%,55
CSU Bakersfield,Kanoa Morisaki,All,130,18,82.1,102.1,103.1,38.9%,16.0°,14.5°,50.0,0.0%,0,0.308,0.297,0.437,0.4,27.8%,27.8%,38.9%,29.2%,40.4%,89.5%,22.9%,26.3%,100
Duke,Matthew Strand,All,230,35,92.6,104.2,108.6,51.4%,13.5°,17.1°,45.7,17.1%,6,0.314,0.303,0.437,0.449,37.1%,34.3%,22.9%,43.0%,64.7%,81.8%,25.8%,36.4%,76
Kentucky,Will Marcy,All,106,17,93.5,104.6,108.7,52.9%,22.6°,16.4°,64.7,11.8%,2,0.25,0.448,0.437,0.603,11.8%,23.5%,58.8%,48.1%,76.6%,75.0%,25.4%,33.3%,138
Oregon,Drew Smith,All,218,28,89.6,104.3,109.7,32.1%,19.6°,19.5°,28.6,10.7%,3,0.3,0.23,0.437,0.388,32.1%,42.9%,21.4%,36.7%,57.8%,89.8%,18.1%,20.0%,81
Bellarmine,Connor Pawlowski,All,56,9,86.3,94.3,94.7,22.2%,1.0°,-4.0°,22.2,0.0%,0,0.4,0.359,0.437,0.429,55.6%,11.1%,22.2%,41.1%,87.5%,92.9%,22.5%,17.4%,148
Gardner-Webb,Matthew Ilgenfritz,All,94,17,91.3,109.3,109.7,41.2%,13.4°,9.4°,29.4,11.8%,2,0.348,0.265,0.437,0.325,35.3%,29.4%,23.5%,59.6%,77.1%,81.5%,49.2%,35.7%,63
Elon,Brian Duroff,All,143,22,92.0,104.3,108.1,59.1%,16.1°,16.5°,45.5,0.0%,0,0.321,0.33,0.437,0.424,27.3%,27.3%,36.4%,45.5%,76.5%,84.6%,28.3%,20.0%,114
Arkansas State,Ashton Quiller,All,275,48,87.1,105.4,110.2,33.3%,11.7°,9.4°,29.2,6.2%,3,0.379,0.294,0.437,0.364,43.8%,35.4%,16.7%,53.8%,73.0%,84.5%,40.0%,20.9%,84
George Washington,Charlie Rogan,All,159,22,83.6,103.5,105.4,54.5%,2.3°,13.3°,36.4,13.6%,3,0.267,0.263,0.436,0.409,45.5%,31.8%,13.6%,46.5%,69.4%,83.7%,32.0%,18.9%,85
Northeastern,Tyler Harmony,All,90,13,82.5,93.8,97.3,15.4%,-16.7°,2.5°,0.0,0.0%,0,0.333,0.181,0.436,0.366,76.9%,7.7%,7.7%,31.1%,54.1%,95.0%,15.1%,10.7%,148
Illinois,JR Nelson,All,173,24,82.6,96.0,99.8,16.7%,10.3°,8.1°,37.5,0.0%,0,0.367,0.25,0.436,0.345,50.0%,29.2%,16.7%,38.2%,51.6%,75.0%,30.6%,16.7%,94
Miami (OH),Matthew Buffington,All,110,16,87.4,101.0,102.3,37.5%,12.1°,2.1°,31.2,12.5%,2,0.25,0.245,0.436,0.403,31.2%,25.0%,18.8%,36.4%,59.5%,81.8%,24.7%,17.5%,112
St. John's,Shaun McMillan,All,205,44,90.2,108.5,109.2,52.3%,8.5°,15.7°,38.6,18.2%,8,0.365,0.396,0.436,0.54,40.9%,31.8%,27.3%,49.3%,72.6%,81.2%,29.1%,26.7%,101
UCLA,Mulivai Levu,All,188,45,87.8,105.0,107.7,40.0%,8.1°,11.0°,33.3,4.4%,2,0.392,0.318,0.436,0.381,46.7%,13.3%,31.1%,44.7%,68.5%,84.1%,21.9%,19.0%,95
Northern Illinois,Caden Robertson,All,268,43,92.6,106.3,111.0,55.8%,14.4°,12.0°,27.9,4.7%,2,0.311,0.256,0.436,0.335,32.6%,32.6%,27.9%,46.3%,68.9%,78.6%,27.4%,30.6%,74
Milwaukee,Cade Palkowski,All,63,9,87.1,100.5,100.7,44.4%,11.9°,19.7°,22.2,0.0%,0,0.267,0.236,0.436,0.358,33.3%,55.6%,11.1%,44.4%,62.5%,80.0%,25.8%,28.6%,105
UTRGV,Diego Villescas,All,180,34,88.8,102.2,105.3,44.1%,10.3°,18.4°,32.4,5.9%,2,0.359,0.301,0.436,0.424,35.3%,44.1%,17.6%,45.6%,70.8%,90.2%,28.7%,22.0%,124
Alabama,Peyton Steele,All,163,24,92.6,106.2,106.9,41.7%,23.2°,13.8°,37.5,20.8%,5,0.29,0.364,0.436,0.548,25.0%,41.7%,25.0%,36.2%,67.2%,79.1%,16.2%,30.5%,135
Morehead State,Jaden Correa,All,149,26,88.1,99.5,106.5,53.8%,17.1°,13.1°,42.3,3.8%,1,0.297,0.271,0.436,0.399,34.6%,38.5%,23.1%,59.7%,83.6%,76.5%,43.2%,25.8%,88
Eastern Illinois,Luke Melton,All,76,7,89.8,95.3,98.8,14.3%,20.2°,16.1°,71.4,0.0%,0,0.273,0.246,0.436,0.391,14.3%,14.3%,71.4%,31.6%,51.4%,84.2%,12.8%,25.0%,111
