Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Illinois State,Louis Bussard,All,57,11,90.9,98.5,99.4,18.2%,3.6°,8.9°,45.5,0.0%,0,0.583,0.411,0.661,0.463,45.5%,9.1%,45.5%,36.8%,66.7%,91.7%,23.1%,14.3%,92
Cumberlands (KY),Clay Shelton,All,46,8,84.9,100.1,101.8,37.5%,-3.5°,3.5°,25.0,0.0%,0,0.545,0.22,0.654,0.27,62.5%,25.0%,12.5%,50.0%,71.4%,93.3%,32.0%,13.0%,151
Maine,Troy Carpenter,All,108,23,99.1,105.5,107.2,78.3%,18.4°,18.8°,39.1,26.1%,6,0.429,0.433,0.651,0.636,34.8%,43.5%,17.4%,46.3%,71.4%,85.0%,19.2%,26.0%,93
VMI,Cole Raile,All,157,24,93.4,109.8,110.6,58.3%,12.0°,8.4°,41.7,20.8%,5,0.438,0.315,0.647,0.444,41.7%,20.8%,29.2%,41.4%,74.5%,87.8%,23.5%,26.2%,121
Princeton,Will Robbins,All,99,16,92.1,105.5,108.9,56.2%,15.5°,18.2°,62.5,25.0%,4,0.368,0.42,0.647,0.606,25.0%,37.5%,31.2%,34.3%,48.7%,89.5%,25.0%,23.5%,80
St. Thomas (FL),Daytan Biegel,All,85,16,92.9,100.8,102.8,68.8%,9.0°,1.2°,31.2,0.0%,0,0.55,0.342,0.645,0.403,56.2%,25.0%,18.8%,58.8%,84.2%,84.4%,38.3%,24.0%,70
Southeastern Louisiana,Giovanni Licciardi,All,44,11,83.8,100.0,100.1,36.4%,-0.2°,10.2°,36.4,0.0%,0,0.545,0.423,0.645,0.466,54.5%,18.2%,27.3%,54.5%,72.0%,94.4%,31.6%,8.3%,94
Rider,Nick Shuhet,All,58,9,97.5,105.9,107.1,66.7%,15.3°,15.5°,66.7,0.0%,0,0.583,0.307,0.643,0.491,11.1%,11.1%,55.6%,51.7%,75.0%,44.4%,35.3%,50.0%,81
Old Dominion,Maverick Stallings,All,155,26,94.0,106.1,110.5,61.5%,13.9°,22.5°,46.2,23.1%,6,0.4,0.367,0.641,0.588,26.9%,42.3%,26.9%,51.0%,78.7%,81.2%,33.0%,27.8%,90
Notre Dame,Shane Miranda,All,81,10,89.5,101.9,102.6,50.0%,-1.1°,14.8°,50.0,10.0%,1,0.538,0.377,0.639,0.516,60.0%,0.0%,40.0%,27.2%,54.1%,85.0%,4.5%,22.7%,131
Georgia Southern,Brady Christman,All,152,19,92.4,111.0,115.1,63.2%,1.0°,15.5°,52.6,26.3%,5,0.467,0.376,0.639,0.571,47.4%,21.1%,31.6%,36.2%,56.7%,76.3%,20.0%,32.7%,124
Eastern Illinois,James Love,All,175,27,91.8,104.7,108.0,51.9%,16.0°,11.1°,40.7,11.1%,3,0.467,0.338,0.638,0.501,40.7%,37.0%,18.5%,33.1%,63.6%,93.9%,9.2%,6.9%,147
Akron,Gabe Mathison,All,40,8,92.8,104.7,106.2,37.5%,1.6°,4.8°,37.5,0.0%,0,0.667,0.405,0.637,0.454,50.0%,12.5%,37.5%,40.0%,60.0%,100.0%,20.0%,6.2%,85
College of Charleston,Dylan Johnson,All,204,36,87.7,100.7,102.1,41.7%,18.6°,17.6°,47.2,5.6%,2,0.475,0.362,0.637,0.506,27.8%,19.4%,41.7%,36.8%,70.0%,94.6%,15.3%,9.3%,136
Taylor,Brennan Frickel,All,36,5,78.3,90.0,97.1,20.0%,20.5°,0.1°,20.0,0.0%,0,0.6,0.253,0.633,0.43,60.0%,40.0%,0.0%,25.0%,72.7%,87.5%,4.0%,22.2%,187
Butler,Easton Moore,All,39,6,82.4,98.1,98.5,33.3%,20.7°,21.7°,50.0,16.7%,1,0.444,0.283,0.63,0.377,33.3%,16.7%,33.3%,41.0%,61.1%,81.8%,23.8%,25.0%,56
Southeast Missouri,Cal Sullivan,All,217,29,87.9,107.3,109.9,44.8%,18.1°,17.2°,44.8,13.8%,4,0.432,0.293,0.629,0.459,27.6%,31.0%,34.5%,32.3%,53.8%,90.7%,19.7%,17.1%,149
Troy,Caden Reeves,All,63,6,92.5,109.0,110.0,66.7%,15.2°,19.6°,50.0,16.7%,1,0.455,0.26,0.629,0.474,16.7%,33.3%,33.3%,33.3%,53.8%,78.6%,18.9%,23.8%,119
Southern Illinois,Jacob McKenzie,All,59,12,83.6,100.5,102.8,41.7%,7.7°,19.3°,58.3,16.7%,2,0.5,0.307,0.628,0.461,50.0%,25.0%,16.7%,45.8%,83.3%,80.0%,20.0%,22.2%,150
San Diego State,Tyce Peterson,All,202,30,97.1,109.2,112.2,70.0%,7.0°,11.7°,36.7,20.0%,6,0.432,0.372,0.628,0.575,43.3%,26.7%,23.3%,48.0%,81.7%,80.6%,25.0%,27.8%,124
Miami (OH),Tommy Harrison,All,255,39,90.5,106.3,109.4,53.8%,4.2°,11.9°,38.5,5.1%,2,0.5,0.331,0.626,0.465,53.8%,17.9%,25.6%,38.8%,57.9%,85.5%,25.0%,27.3%,102
Ball State,Kenskey Thomas,All,54,10,87.0,104.6,111.1,30.0%,-0.9°,11.5°,30.0,10.0%,1,0.5,0.364,0.623,0.492,70.0%,10.0%,20.0%,48.1%,85.7%,83.3%,24.2%,26.9%,119
St. Thomas (FL),Erick Ballenilla,All,105,19,85.7,101.9,104.3,21.1%,8.7°,16.6°,52.6,10.5%,2,0.52,0.347,0.622,0.43,42.1%,15.8%,36.8%,44.8%,61.1%,77.3%,36.2%,29.8%,86
Maryland,Jordan Crosland,All,186,31,91.2,107.8,111.0,48.4%,18.7°,14.8°,41.9,12.9%,4,0.472,0.366,0.622,0.543,32.3%,25.8%,38.7%,36.6%,61.7%,90.0%,17.1%,13.2%,107
Saint Mary's (CA),Makoa Sniffen,All,168,39,94.6,105.8,109.5,59.0%,20.3°,15.8°,48.7,12.8%,5,0.512,0.41,0.622,0.542,25.6%,38.5%,33.3%,50.6%,85.1%,93.0%,27.7%,15.3%,116
Tusculum,Ryan Ortega,All,29,6,88.0,91.6,92.0,0.0%,23.1°,-,50.0,0.0%,0,0.5,0.244,0.622,0.337,16.7%,50.0%,33.3%,41.4%,66.7%,100.0%,30.0%,16.7%,99
Holy Cross,Van Coughlin,All,38,7,86.2,104.0,105.6,28.6%,0.3°,22.3°,42.9,14.3%,1,0.375,0.253,0.618,0.475,28.6%,42.9%,14.3%,34.2%,68.8%,81.8%,9.1%,15.4%,147
Pomona-Pitzer,Greg Pierantoni,All,44,6,90.5,95.4,96.3,16.7%,11.1°,17.4°,50.0,0.0%,0,0.571,0.37,0.617,0.483,16.7%,16.7%,66.7%,29.5%,62.5%,90.0%,10.7%,15.4%,156
Long Island,Joe Durso,All,47,9,82.1,99.6,99.9,33.3%,6.1°,19.9°,11.1,0.0%,0,0.444,0.234,0.617,0.389,44.4%,33.3%,11.1%,36.2%,56.2%,100.0%,25.8%,11.8%,117
Young Harris,Drew Bray,All,37,10,84.2,100.6,102.7,30.0%,-3.1°,16.5°,30.0,0.0%,0,0.4,0.381,0.617,0.453,60.0%,10.0%,30.0%,40.5%,76.5%,100.0%,10.0%,0.0%,146
Delaware State,Justin Batts,All,31,8,85.2,100.4,101.2,37.5%,-7.5°,18.2°,50.0,12.5%,1,0.5,0.43,0.617,0.522,50.0%,25.0%,25.0%,48.4%,73.3%,100.0%,25.0%,6.7%,67
Ole Miss,Judd Utermark,All,305,45,95.9,107.4,112.2,62.2%,25.4°,25.5°,28.9,22.2%,10,0.41,0.334,0.615,0.532,24.4%,55.6%,17.8%,43.6%,72.0%,73.7%,22.0%,36.1%,109
Charleston Southern,Mason Reising,All,77,14,87.9,101.3,103.4,28.6%,8.2°,11.6°,50.0,0.0%,0,0.6,0.343,0.615,0.463,42.9%,14.3%,35.7%,39.0%,61.8%,76.2%,20.9%,30.0%,122
Georgia Tech,Parker Brosius,All,189,22,95.2,106.3,109.5,68.2%,17.3°,20.2°,36.4,36.4%,8,0.423,0.379,0.615,0.608,22.7%,36.4%,31.8%,37.6%,61.8%,89.1%,16.0%,14.1%,143
Cal State Fullerton,Bren Wilkinson,All,41,9,83.5,93.6,95.7,11.1%,18.2°,19.0°,33.3,0.0%,0,0.6,0.347,0.615,0.388,44.4%,0.0%,33.3%,43.9%,80.0%,83.3%,23.1%,27.8%,144
Georgia Tech,Vahn Lackey,All,309,47,92.1,108.1,110.8,61.7%,7.7°,9.2°,34.0,14.9%,7,0.462,0.371,0.614,0.558,44.7%,34.0%,21.3%,33.7%,57.9%,89.0%,16.9%,14.4%,116
Long Island,Noah Sorensen,All,37,6,87.5,92.2,93.7,16.7%,10.6°,-3.0°,66.7,0.0%,0,0.571,0.45,0.613,0.554,33.3%,16.7%,50.0%,35.1%,66.7%,90.0%,13.6%,7.7%,114
LSU,Omar Serna,All,192,34,89.0,108.0,110.8,44.1%,19.8°,14.0°,38.2,11.8%,4,0.476,0.313,0.613,0.417,29.4%,23.5%,35.3%,45.8%,67.4%,89.7%,28.3%,20.5%,76
Richmond,Khris Morris,All,59,5,101.5,108.8,109.6,80.0%,31.7°,30.1°,20.0,20.0%,1,0.333,0.241,0.613,0.499,20.0%,80.0%,0.0%,40.7%,75.0%,73.3%,23.1%,41.7%,125
Charleston Southern,Blake Edgmon,All,173,28,91.7,99.6,103.4,39.3%,8.5°,5.8°,42.9,0.0%,0,0.531,0.397,0.613,0.472,42.9%,21.4%,35.7%,43.9%,70.7%,89.7%,19.8%,14.5%,104
Tennessee Tech,Jorsixt Jimenez,All,141,26,89.7,103.9,107.4,42.3%,13.6°,19.2°,57.7,3.8%,1,0.484,0.404,0.613,0.529,30.8%,30.8%,38.5%,53.9%,80.4%,88.9%,36.5%,17.1%,94
Fairfield,Matthew Bucciero,All,32,6,88.9,106.9,107.6,50.0%,-18.0°,-1.6°,0.0,0.0%,0,0.571,0.28,0.612,0.333,83.3%,0.0%,0.0%,40.6%,90.9%,60.0%,14.3%,38.5%,186
UT Tyler,Luke Smith,All,38,7,81.6,94.7,96.7,14.3%,21.3°,12.8°,57.1,0.0%,0,0.571,0.484,0.612,0.517,42.9%,28.6%,28.6%,57.9%,87.5%,92.9%,36.4%,9.1%,148
San Diego,Andrew Gauna,All,182,28,91.1,105.1,106.4,46.4%,13.4°,13.8°,50.0,10.7%,3,0.531,0.366,0.609,0.479,32.1%,25.0%,39.3%,44.0%,73.1%,87.8%,27.0%,16.2%,98
Texas A&M,Chris Hacopian,All,179,32,90.7,107.2,113.8,46.9%,16.0°,11.5°,50.0,9.4%,3,0.459,0.389,0.609,0.514,28.1%,28.1%,43.8%,34.1%,57.1%,89.6%,13.7%,13.1%,112
Cincinnati,Jack Natili,All,190,30,97.2,108.6,111.4,66.7%,19.5°,14.0°,40.0,20.0%,6,0.444,0.391,0.608,0.59,33.3%,43.3%,16.7%,34.7%,63.5%,89.4%,16.4%,16.7%,137
Southern Indiana,Patrick McLellan,All,171,32,90.5,105.2,106.3,46.9%,17.5°,9.9°,43.8,3.1%,1,0.5,0.356,0.605,0.467,34.4%,21.9%,34.4%,35.1%,58.9%,90.7%,17.3%,15.0%,138
Le Moyne,Michael Whelehan,All,47,12,84.0,92.1,92.4,0.0%,-9.0°,-,41.7,0.0%,0,0.583,0.414,0.604,0.454,66.7%,0.0%,25.0%,38.3%,61.1%,81.8%,24.1%,11.1%,102
Rider,Kyle Neri,All,58,12,85.2,99.0,101.4,41.7%,-1.9°,9.2°,41.7,0.0%,0,0.583,0.409,0.604,0.467,41.7%,8.3%,41.7%,53.4%,84.0%,81.0%,30.3%,25.8%,130
High Point,Caleb Hammond,All,46,5,84.0,94.2,94.4,0.0%,-3.2°,-,20.0,0.0%,0,0.5,0.201,0.604,0.324,60.0%,20.0%,20.0%,45.7%,70.8%,70.6%,18.2%,23.8%,121
Texas A&M,Gavin Grahovac,All,227,35,97.7,108.8,111.3,65.7%,12.0°,14.6°,40.0,25.7%,9,0.395,0.383,0.603,0.562,42.9%,25.7%,25.7%,40.1%,62.9%,85.2%,23.1%,24.2%,98
Middle Tennessee,Layne Akers,All,85,17,87.6,100.5,102.1,29.4%,3.6°,11.5°,35.3,0.0%,0,0.476,0.298,0.603,0.381,47.1%,23.5%,29.4%,51.8%,78.4%,82.8%,31.2%,20.5%,123
North Georgia,Schley Gordy,All,71,10,84.4,96.5,101.3,20.0%,6.7°,5.5°,30.0,0.0%,0,0.583,0.341,0.6,0.45,60.0%,10.0%,30.0%,35.2%,68.0%,94.1%,17.4%,8.0%,109
Georgia,Ryan Wynn,All,95,25,96.6,106.4,107.9,68.0%,18.1°,11.0°,36.0,16.0%,4,0.433,0.378,0.598,0.54,36.0%,32.0%,28.0%,49.5%,73.9%,97.1%,26.5%,12.8%,113
Lander,Brody Winter,All,36,7,88.3,104.6,105.8,42.9%,3.5°,12.8°,57.1,14.3%,1,0.556,0.381,0.598,0.49,42.9%,14.3%,42.9%,44.4%,66.7%,100.0%,28.6%,25.0%,123
Cal State Northridge,Matthew Thomas,All,180,36,94.7,109.5,111.7,61.1%,15.4°,17.4°,47.2,25.0%,9,0.405,0.389,0.596,0.605,25.0%,25.0%,38.9%,48.9%,64.9%,88.0%,36.9%,23.9%,59
Southeastern Louisiana,Justin Williams,All,85,17,89.3,105.7,109.8,47.1%,-2.9°,2.9°,29.4,11.8%,2,0.474,0.358,0.595,0.453,58.8%,17.6%,23.5%,52.9%,75.6%,91.2%,27.5%,11.1%,56
Air Force,Walker Zapp,All,158,30,87.2,105.0,106.8,40.0%,18.5°,17.0°,46.7,10.0%,3,0.486,0.329,0.595,0.437,30.0%,30.0%,40.0%,46.2%,75.4%,89.8%,25.8%,28.8%,121
Richmond,Dylan Winebrenner,All,181,32,93.6,105.8,107.8,59.4%,19.4°,14.1°,34.4,15.6%,5,0.447,0.337,0.595,0.508,37.5%,43.8%,15.6%,43.6%,76.0%,82.5%,20.8%,24.1%,115
Sacred Heart,Kyle Cincinnati,All,39,7,88.6,94.7,96.9,42.9%,4.0°,5.5°,42.9,0.0%,0,0.375,0.271,0.594,0.436,57.1%,14.3%,28.6%,38.5%,75.0%,100.0%,22.2%,13.3%,147
Nicholls,Logan Terry,All,84,12,95.1,101.8,104.1,50.0%,14.7°,18.7°,58.3,8.3%,1,0.471,0.381,0.593,0.527,25.0%,25.0%,50.0%,40.5%,65.2%,76.7%,10.5%,29.4%,167
Illinois-Chicago,James Hackett,All,44,7,93.9,106.0,107.4,71.4%,18.0°,9.0°,57.1,14.3%,1,0.5,0.45,0.592,0.562,14.3%,28.6%,57.1%,38.6%,57.1%,91.7%,21.7%,35.3%,92
Appalachian State,Jalen Seward,All,228,38,88.7,104.6,107.8,39.5%,15.1°,12.7°,44.7,0.0%,0,0.488,0.353,0.591,0.483,31.6%,18.4%,36.8%,42.1%,72.5%,83.8%,17.5%,15.6%,148
Notre Dame,Drew Berkland,All,324,49,92.3,105.5,108.3,44.9%,19.6°,20.6°,44.9,16.3%,8,0.406,0.327,0.59,0.468,24.5%,34.7%,32.7%,44.4%,72.5%,77.7%,22.5%,26.4%,136
Baylor,Travis Sanders,All,195,32,89.8,108.1,112.6,50.0%,9.8°,18.0°,37.5,15.6%,5,0.432,0.305,0.589,0.448,40.6%,28.1%,25.0%,44.1%,72.6%,78.3%,17.0%,27.9%,112
TCU,Chase Brunson,All,210,28,96.7,108.5,111.5,57.1%,12.4°,20.0°,71.4,25.0%,7,0.4,0.37,0.589,0.585,25.0%,35.7%,39.3%,39.5%,65.9%,79.6%,22.7%,26.5%,114
Michigan,Colby Turner,All,187,48,93.3,106.4,110.7,54.2%,20.6°,15.9°,35.4,8.3%,4,0.469,0.354,0.588,0.484,33.3%,33.3%,20.8%,46.5%,75.7%,88.7%,29.1%,18.4%,113
Saint Peter's,Alexander Manent,All,35,6,88.8,98.9,100.3,16.7%,4.9°,31.2°,16.7,16.7%,1,0.6,0.324,0.588,0.499,66.7%,16.7%,0.0%,31.4%,53.8%,85.7%,18.2%,9.1%,154
William & Mary,Louis Bartletti,All,98,14,86.8,100.3,102.8,35.7%,15.8°,6.2°,28.6,0.0%,0,0.55,0.282,0.588,0.366,35.7%,7.1%,35.7%,35.7%,50.0%,65.0%,25.9%,31.4%,54
Delaware,Evan Bouldin,All,163,37,91.8,104.5,109.9,56.8%,9.8°,12.8°,40.5,8.1%,3,0.447,0.413,0.587,0.511,43.2%,27.0%,29.7%,39.3%,61.1%,88.6%,22.0%,12.5%,112
Dayton,Dyrenson Wouters,All,164,38,88.8,101.8,102.4,39.5%,12.0°,10.9°,50.0,2.6%,1,0.488,0.367,0.586,0.446,34.2%,15.8%,39.5%,38.4%,46.8%,88.9%,31.0%,9.5%,33
Richmond,Ryan Recio,All,141,26,93.3,105.5,107.2,46.2%,17.7°,14.0°,46.2,19.2%,5,0.407,0.344,0.586,0.542,26.9%,46.2%,26.9%,33.3%,62.9%,87.2%,10.1%,19.1%,135
Lehigh,Raff Rogers,All,32,7,93.5,99.3,101.1,28.6%,-2.3°,8.9°,42.9,0.0%,0,0.625,0.489,0.586,0.515,57.1%,0.0%,42.9%,46.9%,55.6%,70.0%,35.7%,46.7%,66
Utah Tech,Kyle McDaniel,All,172,26,86.2,99.6,106.2,30.8%,10.6°,1.4°,53.8,7.7%,2,0.486,0.343,0.585,0.447,42.3%,15.4%,42.3%,36.6%,55.0%,93.2%,20.7%,9.5%,102
Middle Tennessee,Nathan Brewer,All,87,15,84.9,109.5,112.3,53.3%,-3.9°,15.2°,40.0,26.7%,4,0.4,0.37,0.585,0.521,46.7%,20.0%,33.3%,60.9%,92.1%,80.0%,36.7%,32.1%,65
Lenoir-Rhyne,Seth Christmas,All,33,7,91.7,99.4,101.2,42.9%,18.8°,12.1°,57.1,0.0%,0,0.444,0.323,0.585,0.365,28.6%,14.3%,57.1%,51.5%,72.7%,50.0%,40.9%,47.1%,95
Texas State,Justin Vossos,All,63,11,91.4,99.2,103.8,45.5%,31.3°,14.1°,45.5,9.1%,1,0.4,0.304,0.583,0.38,18.2%,36.4%,27.3%,41.3%,68.0%,94.1%,23.7%,15.4%,100
Jacksonville State,Samuel Richardson,All,120,19,99.3,106.8,108.9,78.9%,23.0°,19.0°,47.4,26.3%,5,0.346,0.374,0.582,0.578,10.5%,42.1%,36.8%,51.7%,83.3%,85.0%,30.6%,25.8%,85
Dallas Baptist,Jake Bennett,All,207,28,99.4,113.4,118.6,64.3%,15.7°,15.8°,46.4,32.1%,9,0.351,0.373,0.582,0.57,25.0%,42.9%,32.1%,39.1%,63.2%,87.5%,25.2%,24.7%,124
Wake Forest,Luke Costello,All,264,44,95.8,105.8,106.7,59.1%,20.1°,20.6°,50.0,18.2%,8,0.393,0.335,0.581,0.532,20.5%,47.7%,29.5%,39.0%,69.7%,80.0%,12.7%,23.3%,142
Stephen F. Austin,Julian Swift,All,79,25,88.0,98.2,101.7,28.0%,4.2°,10.8°,32.0,0.0%,0,0.481,0.351,0.581,0.387,64.0%,8.0%,20.0%,59.5%,78.9%,100.0%,41.5%,8.5%,90
Florida A&M,Jay Campbell,All,44,7,80.5,100.6,103.4,28.6%,12.1°,10.4°,28.6,0.0%,0,0.5,0.35,0.581,0.46,42.9%,28.6%,28.6%,34.1%,68.4%,92.3%,8.0%,13.3%,103
West Georgia,Patrick McCullough,All,123,36,91.4,105.0,106.3,52.8%,2.8°,-0.1°,30.6,0.0%,0,0.513,0.362,0.58,0.381,47.2%,19.4%,27.8%,57.7%,74.6%,81.8%,42.2%,25.4%,33
