Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Cincinnati,Kerrington Cross,All,285,39,92.6,102.9,108.5,43.6%,15.2°,7.7°,43.6,2.6%,1,0.278,.273,0.368,.421,25.6%,17.9%,38.5%,38.9%,73.5%,79.5%,16.3%,27.0%,137.0
California,Rodney Green Jr.,All,185,22,92.7,106.3,107.9,50.0%,17.9°,10.0°,22.7,0.0%,0,0.257,.227,0.368,.333,36.4%,13.6%,22.7%,30.8%,50.0%,78.4%,18.0%,33.3%,94.0
Nevada,Michael Ball,All,133,33,88.8,104.6,109.9,42.4%,17.8°,15.3°,45.5,3.0%,1,0.265,.367,0.368,.476,24.2%,24.2%,39.4%,45.1%,69.8%,97.3%,28.7%,11.7%,96.0
Louisiana Tech,Michael Ballard,All,232,44,87.9,102.2,105.3,29.5%,13.5°,15.4°,38.6,6.8%,3,0.283,.281,0.368,.368,31.8%,18.2%,31.8%,40.1%,59.3%,91.0%,21.8%,16.1%,103.0
UC Santa Barbara,Ivan Brethowr,All,167,27,92.6,104.8,109.6,55.6%,23.1°,14.5°,44.4,18.5%,5,0.237,.296,0.367,.432,18.5%,40.7%,22.2%,49.1%,72.3%,83.0%,34.3%,28.0%,68.0
Florida State,Daniel Cantu,All,253,27,92.7,101.9,105.9,40.7%,8.8°,6.0°,29.6,3.7%,1,0.256,.211,0.367,.353,37.0%,14.8%,25.9%,45.1%,72.7%,80.6%,27.3%,31.6%,81.0
Nebraska,Dylan Carey,All,220,43,89.6,102.7,105.0,44.2%,16.0°,17.1°,39.5,7.0%,3,0.34,.301,0.367,.367,25.6%,14.0%,34.9%,52.7%,77.5%,82.3%,31.4%,25.0%,104.0
Florida State,Max Williams,All,171,30,84.7,110.0,112.7,36.7%,-0.2°,13.3°,26.7,6.7%,2,0.286,.228,0.366,.312,46.7%,13.3%,23.3%,59.1%,84.6%,78.8%,37.6%,29.7%,23.0
Virginia,Griff O'Ferrall,All,299,71,87.5,100.0,102.0,33.8%,16.7°,15.3°,43.7,0.0%,0,0.325,.341,0.366,.431,28.2%,15.5%,39.4%,50.2%,67.5%,94.0%,38.1%,8.0%,79.0
Utah,TJ Clarkson,All,119,21,84.2,103.6,105.4,19.0%,11.9°,17.1°,28.6,4.8%,1,0.259,.203,0.366,.361,28.6%,14.3%,33.3%,42.9%,65.3%,90.6%,27.1%,27.5%,120.0
Oklahoma,Kendall Pettis,All,235,40,87.4,98.2,107.4,27.5%,14.6°,8.4°,35.0,0.0%,0,0.28,.289,0.366,.363,37.5%,30.0%,25.0%,32.8%,50.9%,89.1%,17.3%,11.7%,123.0
Miami,Jack Scanlon,All,141,23,85.3,104.0,104.5,34.8%,6.8°,16.6°,30.4,8.7%,2,0.281,.226,0.366,.358,30.4%,17.4%,17.4%,42.6%,62.3%,78.9%,27.5%,30.0%,43.0
UAB,Peyton Puckett,All,100,22,92.2,103.6,104.4,54.5%,1.4°,2.5°,22.7,0.0%,0,0.28,.316,0.366,.405,54.5%,13.6%,22.7%,50.0%,75.6%,97.1%,29.1%,12.0%,80.0
Seattle,Cole Kleckner,All,90,21,80.1,94.6,97.3,4.8%,-1.5°,13.7°,23.8,0.0%,0,0.36,.240,0.366,.282,52.4%,14.3%,19.0%,42.2%,54.0%,92.6%,27.5%,5.3%,77.0
Louisville,Gavin Kilen,All,202,60,89.7,102.7,104.9,41.7%,5.7°,6.2°,41.7,3.3%,2,0.333,.376,0.366,.424,45.0%,11.7%,35.0%,57.4%,80.6%,93.7%,35.6%,14.7%,63.0
Notre Dame,Carson Tinney,All,90,20,87.6,110.4,114.0,35.0%,5.9°,18.6°,35.0,15.0%,3,0.28,.259,0.366,.439,35.0%,25.0%,15.0%,48.9%,69.6%,78.1%,27.3%,34.1%,63.0
Gonzaga,Tommy Eisenstat,All,149,29,86.1,100.4,103.4,31.0%,4.0°,6.9°,37.9,3.4%,1,0.297,.330,0.366,.392,44.8%,10.3%,44.8%,46.3%,73.3%,88.6%,28.1%,23.2%,84.0
Utah Tech,Aaron Perez,All,111,20,90.1,102.7,105.4,50.0%,4.5°,9.5°,35.0,5.0%,1,0.333,.227,0.366,.303,45.0%,20.0%,20.0%,42.3%,62.2%,82.1%,28.8%,25.5%,59.0
Villanova,Michael Whooley,All,90,12,89.7,98.9,103.2,41.7%,26.9°,11.0°,41.7,0.0%,0,0.263,.233,0.365,.324,25.0%,25.0%,41.7%,40.0%,58.5%,83.3%,24.5%,25.0%,116.0
High Point,Miggy Echazarreta,All,121,19,82.5,97.2,98.3,15.8%,13.6°,11.9°,36.8,0.0%,0,0.36,.230,0.365,.351,36.8%,21.1%,26.3%,33.1%,51.6%,93.9%,12.3%,12.5%,94.0
Western Kentucky,Ethan Lizama,All,160,32,91.4,101.2,106.8,46.9%,21.5°,10.9°,40.6,6.2%,2,0.333,.238,0.365,.338,25.0%,28.1%,31.2%,52.5%,73.6%,81.1%,35.2%,29.8%,87.0
Cal State Fullerton,Waldier Perez,All,111,14,86.7,98.7,103.6,28.6%,22.8°,26.5°,35.7,7.1%,1,0.238,.188,0.365,.303,28.6%,50.0%,7.1%,34.2%,52.8%,75.0%,17.2%,28.9%,121.0
UCF,Matthew Prevesk,All,161,25,86.1,99.2,104.9,28.0%,20.0°,16.9°,40.0,8.0%,2,0.263,.204,0.364,.291,24.0%,24.0%,28.0%,50.3%,71.9%,84.8%,36.1%,30.9%,54.0
Penn State,Bobby Marsh,All,194,38,89.8,104.4,108.9,31.6%,20.5°,19.0°,34.2,5.3%,2,0.304,.281,0.364,.382,26.3%,34.2%,21.1%,51.5%,76.1%,82.9%,29.4%,22.0%,83.0
Louisville,Lucas Moore,All,96,11,85.6,94.7,95.4,9.1%,-2.2°,3.5°,18.2,0.0%,0,0.318,.175,0.364,.275,72.7%,0.0%,18.2%,39.6%,53.7%,81.8%,29.1%,26.3%,58.0
Middle Tennessee,Luke Vinson,All,93,14,84.1,97.8,99.1,14.3%,9.1°,16.4°,28.6,0.0%,0,0.263,.233,0.364,.292,50.0%,21.4%,21.4%,45.2%,67.4%,96.6%,26.0%,19.0%,67.0
Louisiana Tech,Dalton Davis,All,241,43,89.4,103.1,105.0,34.9%,31.9°,19.2°,23.3,11.6%,5,0.204,.206,0.364,.375,20.9%,41.9%,9.3%,39.0%,70.4%,97.4%,13.5%,8.5%,142.0
Eastern Kentucky,Max Williams,All,136,32,85.8,101.4,103.1,21.9%,19.9°,3.9°,25.0,0.0%,0,0.286,.216,0.364,.292,34.4%,37.5%,15.6%,47.8%,82.5%,91.5%,22.8%,18.5%,138.0
San Diego,Dustin Allen,All,225,33,86.0,100.7,102.4,33.3%,6.4°,9.4°,39.4,0.0%,0,0.326,.293,0.364,.363,42.4%,15.2%,39.4%,37.3%,62.6%,91.2%,20.1%,16.7%,91.0
Louisiana Tech,Grant Comeaux,All,151,31,91.4,101.1,105.0,48.4%,13.7°,11.7°,25.8,3.2%,1,0.333,.264,0.364,.338,45.2%,16.1%,25.8%,55.6%,78.1%,88.0%,39.1%,19.0%,80.0
College of Charleston,Dylan Johnson,All,88,21,80.5,95.9,97.3,19.0%,-1.5°,8.0°,38.1,0.0%,0,0.375,.315,0.364,.316,57.1%,14.3%,19.0%,40.9%,54.2%,73.1%,25.0%,22.2%,92.0
UT Arlington,Ryan Ellis,All,182,28,85.9,97.8,99.3,28.6%,19.8°,15.4°,46.4,3.6%,1,0.27,.257,0.363,.362,21.4%,32.1%,35.7%,47.3%,68.7%,89.5%,29.3%,25.6%,88.0
Miami,Lorenzo Carrier,All,230,32,93.3,110.9,113.6,53.1%,4.0°,2.9°,25.0,12.5%,4,0.255,.249,0.363,.352,46.9%,6.2%,28.1%,47.0%,68.2%,66.7%,33.8%,43.5%,56.0
Iowa,Connor Hennings,All,95,14,91.4,104.7,107.3,57.1%,5.4°,8.3°,50.0,7.1%,1,0.318,.316,0.363,.383,57.1%,14.3%,28.6%,49.5%,67.4%,86.2%,34.6%,25.5%,96.0
UT Arlington,Ryan Ellis,All,182,28,85.9,97.8,99.3,29.6%,19.8°,15.4°,48.1,3.6%,1,0.27,.243,0.363,.362,24.0%,36.0%,40.0%,47.3%,68.9%,87.1%,26.1%,25.6%,93.0
San Diego,Jack Gurevitch,All,189,24,92.5,105.5,110.1,54.2%,11.6°,12.1°,20.8,8.3%,2,0.256,.243,0.363,.384,45.8%,37.5%,8.3%,46.6%,70.1%,83.3%,30.4%,23.9%,73.0
Chapman,Josh Phillips,All,66,11,90.8,100.5,102.9,45.5%,11.1°,10.2°,27.3,0.0%,0,0.294,.248,0.363,.317,45.5%,27.3%,27.3%,47.0%,80.8%,85.7%,25.0%,25.8%,127.0
VMI,Owen Prince,All,202,19,81.2,96.0,96.9,10.5%,-11.5°,7.0°,15.8,0.0%,0,0.235,.166,0.363,.304,68.4%,0.0%,21.1%,33.2%,59.4%,87.8%,19.5%,25.4%,91.0
McNeese,Chase Keeton,All,86,13,94.9,100.9,106.8,61.5%,22.6°,17.7°,30.8,7.7%,1,0.188,.271,0.362,.440,23.1%,30.8%,30.8%,33.7%,51.3%,75.0%,19.1%,27.6%,75.0
Cal State Fullerton,Colby Wallace,All,136,20,82.8,100.7,103.7,30.0%,16.0°,18.5°,40.0,0.0%,0,0.333,.291,0.362,.331,35.0%,30.0%,25.0%,41.9%,77.8%,81.0%,18.3%,31.6%,98.0
Maryland,Eddie Hacopian,All,217,43,89.2,104.5,107.3,34.9%,10.0°,12.4°,30.2,4.7%,2,0.294,.285,0.362,.365,46.5%,23.3%,23.3%,43.3%,62.9%,87.5%,29.7%,16.0%,108.0
Western Kentucky,Jaylin Rae,All,104,11,77.6,95.6,100.1,9.1%,8.0°,10.3°,45.5,0.0%,0,0.294,.208,0.362,.322,36.4%,9.1%,27.3%,38.5%,62.2%,95.7%,25.4%,22.5%,118.0
Western Carolina,Kyle Riesselmann,All,110,27,88.2,107.2,107.4,29.6%,1.7°,15.0°,22.2,3.7%,1,0.294,.233,0.362,.338,48.1%,22.2%,11.1%,51.8%,67.4%,80.6%,40.6%,24.6%,53.0
Florida,Dale Thomas,All,69,18,95.2,105.5,107.1,55.6%,13.8°,9.5°,11.1,5.6%,1,0.333,.255,0.362,.330,33.3%,22.2%,16.7%,50.7%,65.8%,92.0%,32.3%,8.6%,41.0
Sacramento State,Jorge Bojorquez,All,204,36,86.1,98.7,103.5,27.8%,13.8°,12.0°,41.7,0.0%,0,0.277,.276,0.362,.351,36.1%,33.3%,25.0%,41.7%,68.1%,95.3%,19.1%,17.6%,133.0
California,Jarren Advincula,All,144,32,72.5,95.3,97.8,9.4%,9.1°,6.2°,18.8,0.0%,0,0.294,.151,0.362,.311,37.5%,12.5%,9.4%,38.2%,54.8%,94.1%,25.6%,7.3%,69.0
Oregon State,Tyce Peterson,All,97,6,99.0,108.3,110.5,50.0%,17.6°,12.0°,33.3,16.7%,1,0.188,.152,0.362,.311,16.7%,16.7%,33.3%,35.1%,68.4%,73.1%,13.6%,41.2%,119.0
Oregon,Bryce Boettcher,All,172,30,83.9,103.3,107.9,36.7%,21.7°,12.7°,30.0,3.3%,1,0.278,.269,0.362,.394,30.0%,20.0%,30.0%,48.3%,72.7%,95.3%,22.6%,9.6%,89.0
Oklahoma State,Carson Benge,All,385,51,91.2,105.3,111.5,43.1%,9.1°,17.0°,37.3,7.8%,4,0.211,.248,0.362,.405,37.3%,31.4%,21.6%,40.0%,64.4%,86.2%,18.5%,20.1%,117.0
Louisville,Matt Klein,All,130,21,95.1,104.6,106.2,57.1%,6.0°,8.9°,33.3,4.8%,1,0.276,.310,0.362,.398,42.9%,14.3%,23.8%,46.2%,67.8%,85.0%,28.2%,25.0%,72.0
Sam Houston State,Hunter Autrey,All,145,22,86.2,99.8,104.2,27.3%,16.8°,15.9°,18.2,0.0%,0,0.276,.197,0.362,.276,40.9%,22.7%,13.6%,43.4%,70.2%,80.0%,26.1%,23.8%,107.0
Missouri,Jedier Hernandez,All,149,32,87.4,103.1,108.0,37.5%,-6.4°,-3.0°,31.2,0.0%,0,0.282,.321,0.362,.361,59.4%,9.4%,25.0%,49.7%,70.3%,80.0%,34.1%,20.3%,80.0
Arkansas State,Cross Jumper,All,108,10,85.1,102.1,103.5,30.0%,11.7°,18.0°,50.0,20.0%,2,0.188,.288,0.362,.420,50.0%,20.0%,30.0%,33.3%,67.6%,88.0%,15.5%,22.2%,148.0
Dayton,Ryan MacDougall,All,100,13,82.3,95.1,96.1,15.4%,31.1°,24.3°,30.8,0.0%,0,0.25,.177,0.362,.239,7.7%,46.2%,30.8%,34.0%,62.2%,67.9%,10.9%,35.3%,143.0
Rider,Matthew Leahy,All,66,13,76.0,94.0,94.1,0.0%,3.0°,-,30.8,0.0%,0,0.294,.199,0.362,.340,46.2%,7.7%,30.8%,48.5%,68.0%,82.4%,36.6%,25.0%,57.0
Appalachian State,Xavier Moronta,All,74,14,89.0,100.2,102.9,42.9%,29.4°,15.8°,57.1,0.0%,0,0.312,.291,0.361,.401,7.1%,35.7%,42.9%,37.8%,71.0%,90.9%,14.0%,17.9%,191.0
Alabama,Mac Guscette,All,196,43,85.5,97.2,98.9,18.6%,18.9°,11.0°,37.2,0.0%,0,0.319,.280,0.361,.322,27.9%,14.0%,34.9%,47.4%,67.4%,95.0%,30.8%,9.7%,77.0
Miami,JD Urso,All,167,22,88.7,99.1,101.7,27.3%,7.0°,9.6°,27.3,4.5%,1,0.267,.214,0.361,.336,45.5%,31.8%,9.1%,38.9%,66.2%,86.3%,15.6%,16.9%,117.0
Portland,Jake Holcroft,All,82,15,90.6,98.2,99.1,20.0%,7.3°,13.6°,33.3,6.7%,1,0.294,.259,0.361,.433,40.0%,20.0%,26.7%,45.1%,69.4%,88.0%,26.1%,21.6%,95.0
Georgia Tech,Mike Becchetti,All,209,32,88.8,103.1,107.0,37.5%,13.8°,8.1°,43.8,3.1%,1,0.256,.236,0.361,.370,34.4%,18.8%,34.4%,35.4%,56.6%,92.9%,16.4%,17.6%,115.0
Nevada,Nolan Wilson,All,122,27,93.2,102.0,105.6,37.0%,17.0°,15.6°,33.3,7.4%,2,0.289,.176,0.361,.252,25.9%,22.2%,25.9%,54.1%,71.1%,93.8%,44.2%,25.8%,25.0
Minnesota,Jack Spanier,All,86,11,87.2,95.8,97.9,36.4%,9.4°,4.2°,18.2,0.0%,0,0.214,.296,0.361,.408,45.5%,27.3%,27.3%,37.2%,65.7%,87.0%,17.6%,18.8%,127.0
USF,John Montes,All,178,35,85.3,102.9,107.1,22.9%,13.1°,9.5°,45.7,0.0%,0,0.317,.327,0.36,.377,25.7%,14.3%,45.7%,54.5%,80.3%,92.5%,39.3%,21.6%,63.0
Alvin,Damian Carreon,All,44,5,85.8,90.4,92.8,0.0%,18.7°,-,40.0,0.0%,0,0.3,.178,0.36,.320,20.0%,20.0%,40.0%,36.4%,61.9%,61.5%,13.0%,37.5%,124.0
VMI,Kazuya Jordan,All,132,18,87.4,99.2,99.9,27.8%,14.3°,12.1°,55.6,0.0%,0,0.296,.275,0.36,.342,27.8%,22.2%,38.9%,43.2%,71.4%,67.5%,22.4%,38.6%,123.0
Alvin,Christopher Chavez,All,45,7,78.8,91.4,92.0,0.0%,33.8°,-,28.6,0.0%,0,0.3,.153,0.36,.299,14.3%,28.6%,28.6%,44.4%,50.0%,100.0%,40.0%,25.0%,29.0
South Carolina,Cole Messina,All,275,42,93.3,110.1,112.9,50.0%,17.3°,17.6°,35.7,19.0%,8,0.295,.299,0.36,.436,31.0%,26.2%,28.6%,40.4%,61.5%,84.0%,23.5%,28.8%,122.0
Illinois-Chicago,Jackson Bessette,All,95,11,89.9,101.1,101.2,54.5%,5.7°,7.1°,18.2,0.0%,0,0.312,.318,0.36,.367,63.6%,9.1%,18.2%,43.2%,71.1%,77.8%,24.6%,26.8%,105.0
Virginia,Ethan Anderson,All,280,65,92.7,105.7,107.0,52.3%,9.3°,4.9°,27.7,0.0%,0,0.304,.316,0.36,.405,46.2%,18.5%,23.1%,43.9%,75.7%,94.3%,21.8%,10.6%,126.0
William & Mary,Joe Delossantos,All,137,26,92.4,111.7,116.1,46.2%,18.2°,18.5°,34.6,19.2%,5,0.258,.300,0.36,.477,26.9%,34.6%,19.2%,37.2%,61.5%,90.0%,15.3%,13.7%,120.0
William & Mary,Luca Trigiani,All,125,24,88.2,98.6,101.6,33.3%,20.5°,22.7°,58.3,0.0%,0,0.296,.381,0.36,.475,16.7%,37.5%,45.8%,32.0%,45.6%,100.0%,20.6%,15.0%,122.0
Alvin,Justin Lopez,All,35,7,78.0,93.2,94.1,0.0%,13.5°,-,42.9,0.0%,0,0.3,.233,0.36,.284,14.3%,14.3%,42.9%,37.1%,58.8%,100.0%,16.7%,7.7%,96.0
Xavier,Garrett Schultz,All,70,6,84.8,98.6,101.8,50.0%,-4.3°,-0.7°,33.3,16.7%,1,0.25,.193,0.359,.334,50.0%,33.3%,0.0%,44.3%,73.3%,77.3%,22.5%,29.0%,97.0
Arkansas,Ross Lovich,All,59,10,79.1,98.5,100.0,30.0%,10.0°,22.6°,70.0,0.0%,0,0.357,.371,0.359,.428,20.0%,30.0%,50.0%,47.5%,62.2%,69.6%,22.7%,32.1%,67.0
Nebraska,Cayden Brumbaugh,All,204,35,86.2,99.8,105.5,31.4%,7.8°,12.2°,51.4,5.7%,2,0.311,.303,0.359,.368,28.6%,17.1%,45.7%,42.6%,54.9%,85.7%,30.4%,20.7%,84.0
Arizona,Blake McDonald,All,59,9,90.3,102.8,103.9,33.3%,19.5°,13.9°,33.3,0.0%,0,0.25,.173,0.359,.392,22.2%,22.2%,22.2%,44.1%,66.7%,66.7%,34.1%,23.1%,165.0
Louisiana,Bryan Broussard,All,101,15,91.1,107.1,111.4,46.7%,8.4°,14.8°,26.7,13.3%,2,0.348,.268,0.359,.394,33.3%,26.7%,20.0%,51.5%,76.9%,75.0%,24.5%,30.8%,99.0
Stanford,Temo Becerra,All,181,36,85.0,97.6,106.4,27.8%,7.2°,2.6°,25.0,0.0%,0,0.357,.313,0.359,.352,44.4%,25.0%,27.8%,45.9%,79.5%,89.7%,23.1%,20.5%,134.0
Siena,Austin Rachiele,All,66,8,92.1,102.5,102.5,37.5%,27.2°,20.3°,62.5,12.5%,1,0.214,.204,0.359,.377,12.5%,50.0%,25.0%,42.4%,59.4%,73.7%,26.5%,35.7%,115.0
Ohio State,Henry Kaczmar,All,284,48,87.8,101.6,104.7,37.5%,7.9°,9.7°,27.1,2.1%,1,0.302,.285,0.359,.391,39.6%,16.7%,27.1%,38.4%,59.5%,84.0%,21.5%,18.3%,106.0
Memphis,Jake Curtis,All,191,26,91.6,102.1,102.6,30.8%,13.3°,14.4°,34.6,3.8%,1,0.25,.228,0.359,.342,38.5%,30.8%,19.2%,36.1%,56.0%,87.2%,20.6%,15.9%,106.0
Western Michigan,CJ Richmond,All,57,7,98.0,111.5,111.9,57.1%,10.7°,13.4°,57.1,28.6%,2,0.214,.319,0.358,.451,28.6%,28.6%,28.6%,59.6%,80.0%,90.0%,43.8%,41.2%,38.0
Marshall,Tre Hondras,All,102,19,85.1,97.7,98.7,26.3%,12.0°,9.8°,31.6,0.0%,0,0.333,.305,0.358,.334,36.8%,10.5%,36.8%,48.0%,72.7%,75.0%,29.3%,30.6%,146.0
Vanderbilt,Alan Espinal,All,266,31,92.1,108.7,112.9,48.4%,5.7°,14.3°,35.5,12.9%,4,0.236,.196,0.358,.320,35.5%,19.4%,29.0%,45.9%,62.2%,70.3%,32.7%,40.2%,89.0
Appalachian State,Braxton Church,All,108,19,78.9,100.4,103.9,10.5%,7.0°,5.9°,42.1,0.0%,0,0.32,.276,0.358,.357,42.1%,21.1%,26.3%,35.2%,61.4%,96.3%,17.2%,13.2%,129.0
TCU,Anthony Silva,All,210,37,87.5,98.8,101.8,32.4%,13.7°,11.7°,43.2,0.0%,0,0.267,.288,0.358,.391,29.7%,21.6%,37.8%,42.9%,72.5%,86.4%,20.2%,20.0%,135.0
The Citadel,Sawyer Reeves,All,104,22,92.8,103.3,105.3,63.2%,0.4°,6.2°,42.1,0.0%,0,0.32,.319,0.358,.443,57.9%,5.3%,36.8%,41.3%,66.0%,90.9%,18.5%,9.3%,111.0
Wichita State,Derek Williams,All,47,9,96.1,105.6,106.1,44.4%,16.3°,19.1°,44.4,22.2%,2,0.273,.317,0.358,.507,22.2%,22.2%,33.3%,53.2%,72.4%,81.0%,22.2%,24.0%,115.0
Richmond,Jack Arcamone,All,120,14,84.9,102.2,103.2,42.9%,17.9°,10.3°,28.6,7.1%,1,0.182,.205,0.358,.352,35.7%,28.6%,14.3%,34.2%,59.6%,87.1%,14.7%,29.3%,97.0
Indiana State,Dominic Listi,All,73,10,84.9,104.0,104.3,30.0%,17.0°,11.0°,20.0,0.0%,0,0.25,.223,0.358,.360,30.0%,20.0%,20.0%,31.5%,50.0%,81.2%,17.1%,34.8%,102.0
Cincinnati,Christian Mitchelle,All,172,30,88.6,97.6,104.2,36.7%,11.2°,2.3°,33.3,3.3%,1,0.282,.259,0.357,.353,40.0%,26.7%,26.7%,36.6%,62.3%,90.7%,19.4%,15.9%,132.0
Xavier,Matt McCormick,All,217,31,87.7,102.9,106.1,38.7%,9.9°,19.2°,45.2,6.5%,2,0.233,.273,0.357,.386,38.7%,9.7%,38.7%,43.3%,74.2%,68.1%,20.2%,33.0%,98.0
NC State,Noah Soles,All,237,39,84.5,99.6,104.3,28.2%,4.8°,9.1°,28.2,0.0%,0,0.238,.260,0.357,.358,51.3%,15.4%,20.5%,33.8%,61.5%,90.6%,12.0%,11.2%,120.0
New Orleans,Victor Castillo,All,195,20,85.7,99.1,101.9,30.0%,21.9°,13.0°,35.0,0.0%,0,0.226,.195,0.357,.329,30.0%,35.0%,30.0%,37.9%,67.9%,71.7%,17.9%,31.1%,93.0
Arkansas,Kendall Diggs,All,249,30,86.0,101.4,103.9,26.7%,12.0°,15.5°,33.3,3.3%,1,0.233,.200,0.357,.339,43.3%,10.0%,23.3%,27.3%,41.4%,84.8%,15.9%,20.6%,77.0
Clemson,Alden Mathes,All,292,47,88.5,105.4,109.6,40.4%,13.4°,13.9°,34.0,4.3%,2,0.277,.238,0.357,.360,27.7%,17.0%,25.5%,43.8%,67.7%,84.1%,24.7%,27.3%,74.0
UMass,Kevin Skagerlind,All,90,19,94.0,99.3,104.3,52.6%,14.1°,11.5°,42.1,5.3%,1,0.19,.324,0.357,.457,31.6%,26.3%,31.6%,33.3%,55.3%,100.0%,17.3%,6.7%,113.0
Ole Miss,Andrew Fischer,All,315,45,91.5,106.5,108.2,35.6%,17.5°,12.1°,31.1,11.1%,5,0.262,.252,0.357,.360,31.1%,26.7%,24.4%,39.7%,60.9%,80.8%,25.1%,32.0%,92.0
Wright State,Patrick Fultz,All,78,12,90.3,104.5,106.6,58.3%,22.0°,14.3°,58.3,16.7%,2,0.3,.293,0.357,.369,16.7%,25.0%,50.0%,47.4%,65.6%,66.7%,34.8%,37.8%,47.0
Miami,Lucas Costello,All,200,32,85.5,100.4,105.8,28.1%,10.6°,6.5°,37.5,3.1%,1,0.286,.262,0.356,.361,34.4%,21.9%,31.2%,38.0%,59.1%,94.2%,21.4%,21.1%,81.0
Georgia Tech,Carson Kerce,All,170,27,91.5,100.8,101.5,51.9%,9.2°,5.5°,48.1,0.0%,0,0.35,.278,0.356,.341,37.0%,22.2%,40.7%,42.9%,58.5%,83.3%,28.4%,24.7%,86.0
USF,Rafael Betancourt Jr,All,97,24,83.6,96.1,100.4,12.5%,10.9°,7.3°,45.8,0.0%,0,0.355,.290,0.356,.354,29.2%,12.5%,41.7%,69.1%,84.1%,83.8%,56.6%,29.9%,34.0
UAB,Logan Braunschweig,All,194,28,81.0,96.9,102.6,21.4%,1.2°,3.1°,35.7,0.0%,0,0.326,.245,0.356,.275,53.6%,17.9%,25.0%,38.7%,59.1%,87.3%,19.8%,14.7%,98.0
Duke,Kyle Johnson,All,114,11,96.9,104.0,105.5,54.5%,23.4°,17.3°,36.4,9.1%,1,0.235,.207,0.356,.364,0.0%,9.1%,36.4%,37.7%,63.3%,64.5%,18.5%,44.2%,137.0
Hawaii,Austin Machado,All,53,10,72.8,88.6,90.0,0.0%,9.7°,-,30.0,0.0%,0,0.3,.217,0.356,.344,20.0%,0.0%,50.0%,39.6%,61.9%,84.6%,25.0%,14.3%,81.0
Nevada,Taylor Holder,All,150,22,93.8,105.3,111.9,50.0%,18.4°,15.8°,31.8,9.1%,2,0.2,.258,0.356,.382,27.3%,22.7%,22.7%,46.0%,68.2%,66.7%,28.6%,37.7%,84.0
UMass,Nolan Tichy,All,56,7,87.5,95.7,99.3,28.6%,32.1°,11.7°,14.3,14.3%,1,0.25,.129,0.356,.208,28.6%,57.1%,0.0%,42.9%,65.4%,76.5%,23.3%,29.2%,56.0
Kentucky,Grant Smith,All,164,25,88.0,101.8,103.2,48.0%,11.8°,24.0°,48.0,8.0%,2,0.333,.283,0.356,.372,40.0%,24.0%,32.0%,48.8%,72.9%,86.3%,30.9%,23.8%,96.0
VCU,William Bean,All,177,31,88.3,103.4,105.7,25.8%,19.6°,23.0°,32.3,3.2%,1,0.3,.247,0.356,.333,25.8%,25.8%,25.8%,39.5%,55.4%,85.4%,28.2%,25.7%,97.0
East Carolina,Chaz Myers,All,59,7,88.0,102.4,104.5,28.6%,21.0°,11.8°,28.6,14.3%,1,0.25,.244,0.356,.325,42.9%,42.9%,0.0%,49.2%,64.3%,88.9%,35.5%,20.7%,110.0
Bellarmine,Will Aubel,All,64,9,91.1,95.5,96.9,22.2%,19.2°,3.6°,33.3,0.0%,0,0.273,.249,0.356,.436,11.1%,22.2%,33.3%,46.9%,79.2%,89.5%,27.5%,20.0%,89.0
Arizona,Mason White,All,241,29,92.3,103.5,106.4,44.8%,17.7°,21.5°,34.5,3.4%,1,0.25,.187,0.356,.270,27.6%,37.9%,20.7%,43.6%,63.3%,75.4%,31.8%,37.1%,66.0
Akron,Michael Sprockett,All,39,7,84.6,96.6,97.9,28.6%,30.8°,16.2°,57.1,0.0%,0,0.3,.305,0.356,.352,0.0%,0.0%,57.1%,35.9%,47.4%,77.8%,25.0%,21.4%,-12.0
Michigan,Cole Caruso,All,243,39,86.4,101.8,104.3,38.5%,6.8°,5.2°,30.8,2.6%,1,0.224,.251,0.356,.369,46.2%,17.9%,25.6%,42.4%,63.0%,95.6%,25.9%,11.7%,106.0
St. Thomas (MN),Joe Vos,All,45,6,94.5,100.8,101.0,50.0%,2.4°,9.2°,33.3,0.0%,0,0.3,.213,0.356,.307,33.3%,16.7%,16.7%,40.0%,56.0%,64.3%,20.0%,27.8%,133.0
Elon,Tanner Holliman,All,55,5,83.1,95.5,100.7,20.0%,11.5°,12.7°,40.0,0.0%,0,0.125,.271,0.355,.428,40.0%,20.0%,40.0%,40.0%,64.3%,55.6%,31.7%,50.0%,109.0
Texas,Will Gasparino,All,231,40,92.4,107.3,112.7,45.0%,20.6°,19.8°,27.5,17.5%,7,0.267,.241,0.355,.344,30.0%,32.5%,15.0%,53.7%,73.3%,76.6%,37.3%,29.0%,62.0
Liberty,Camden Troyer,All,234,46,90.1,104.1,111.4,39.1%,11.2°,10.3°,30.4,4.3%,2,0.281,.275,0.355,.364,34.8%,26.1%,21.7%,41.5%,59.4%,94.7%,29.0%,19.6%,65.0
Oklahoma,Anthony MacKenzie,All,241,45,94.0,106.6,107.1,51.1%,14.2°,9.5°,37.8,4.4%,2,0.267,.299,0.355,.396,35.6%,31.1%,22.2%,44.4%,68.1%,83.5%,22.4%,18.7%,94.0
