Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Albany,Luke Myers,All,137,19,84.3,95.7,96.9,26.3%,4.2°,-3.4°,26.3,0.0%,0,0.226,.213,0.262,.313,57.9%,15.8%,21.1%,35.0%,47.3%,82.9%,20.6%,25.0%,66.0
Kent State,Bo Shinkle,All,76,15,74.0,93.4,97.1,6.7%,-11.6°,18.6°,26.7,0.0%,0,0.188,.264,0.262,.340,73.3%,6.7%,13.3%,39.5%,60.0%,90.5%,22.0%,6.7%,106.0
Prairie View,Jayden Williams,All,81,11,73.5,95.4,96.2,9.1%,-16.0°,15.2°,27.3,0.0%,0,0.188,.163,0.262,.253,63.6%,0.0%,27.3%,29.6%,46.9%,73.3%,18.4%,37.5%,149.0
McNeese,Conner Westenburg,All,192,24,85.6,99.7,102.2,29.2%,12.7°,6.3°,20.8,0.0%,0,0.195,.183,0.262,.294,54.2%,29.2%,8.3%,48.4%,72.2%,80.7%,31.9%,30.1%,89.0
South Dakota State,Cade Stuff,All,291,57,81.9,99.8,102.6,28.1%,4.2°,8.1°,22.8,0.0%,0,0.218,.209,0.262,.241,54.4%,19.3%,19.3%,53.6%,79.2%,86.3%,35.7%,28.8%,89.0
Georgia State,Colin Hynek,All,303,50,85.9,103.0,108.0,34.0%,22.2°,19.0°,24.0,8.0%,4,0.141,.218,0.262,.325,34.0%,34.0%,18.0%,36.3%,64.8%,86.7%,15.4%,20.0%,111.0
Coppin State,Sam Nieves,All,92,12,81.2,99.9,100.1,16.7%,-9.0°,3.3°,16.7,0.0%,0,0.188,.194,0.262,.277,58.3%,0.0%,8.3%,28.3%,50.0%,78.9%,13.0%,23.1%,128.0
Davidson,Chris Schuchart,All,78,12,88.0,97.8,100.6,41.7%,22.4°,14.8°,41.7,0.0%,0,0.211,.231,0.262,.274,25.0%,16.7%,41.7%,44.9%,61.5%,75.0%,36.5%,42.9%,59.0
Southeastern (FL),Gary Lora,All,40,8,75.0,92.1,97.2,12.5%,20.2°,11.6°,62.5,0.0%,0,0.222,.321,0.262,.363,12.5%,12.5%,62.5%,60.0%,80.0%,87.5%,40.0%,20.8%,82.0
Santa Clara,Caden Thompson,All,59,11,85.9,96.6,97.2,36.4%,20.8°,12.8°,36.4,0.0%,0,0.214,.251,0.261,.344,18.2%,27.3%,36.4%,40.7%,70.4%,78.9%,15.6%,25.0%,141.0
UC Davis,Braydon Wooldridge,All,80,24,85.4,96.2,102.9,12.5%,17.4°,10.7°,20.8,0.0%,0,0.24,.280,0.261,.357,29.2%,37.5%,20.8%,53.8%,75.0%,96.7%,32.5%,14.0%,87.0
East Carolina,Nathan Chrismon,All,62,5,80.8,86.6,88.7,0.0%,42.0°,-,40.0,0.0%,0,0.143,.033,0.261,.292,0.0%,60.0%,0.0%,27.4%,47.1%,62.5%,3.6%,41.2%,107.0
Bradley,Jack Lincoln,All,58,12,79.5,96.8,106.2,8.3%,5.3°,5.5°,33.3,0.0%,0,0.214,.313,0.261,.338,50.0%,8.3%,33.3%,56.9%,64.3%,88.9%,50.0%,24.2%,33.0
North Georgia,Joshua Sosa,All,182,23,83.7,95.7,104.7,17.4%,24.4°,19.2°,21.7,4.3%,1,0.139,.145,0.261,.272,30.0%,60.0%,10.0%,43.4%,68.4%,71.2%,25.5%,32.9%,79.0
St. Thomas (MN),Zan von Schlegell,All,147,19,80.2,96.0,96.5,15.8%,4.3°,11.1°,36.8,0.0%,0,0.194,.206,0.261,.264,47.4%,26.3%,26.3%,51.7%,77.1%,81.5%,28.6%,26.3%,102.0
Saint Joseph's,Luke Zimmerman,All,161,26,81.0,97.1,101.5,19.2%,10.7°,10.0°,15.4,3.8%,1,0.189,.165,0.261,.251,50.0%,30.8%,7.7%,52.8%,85.9%,76.4%,30.9%,29.4%,101.0
Southeastern Louisiana,Cole Stromboe,All,103,19,84.7,103.5,104.1,31.6%,-0.1°,2.6°,10.5,5.3%,1,0.192,.144,0.261,.199,47.4%,0.0%,15.8%,39.8%,60.0%,92.6%,24.1%,14.6%,113.0
Saint Louis,Ethan Sitzman,All,165,36,88.7,99.7,102.3,19.4%,14.2°,3.4°,22.2,2.8%,1,0.225,.240,0.261,.303,30.6%,25.0%,25.0%,38.2%,53.2%,93.9%,29.1%,9.5%,118.0
NJIT,Andrew Eppinger,All,79,11,86.3,94.2,94.8,27.3%,-6.5°,-10.9°,27.3,0.0%,0,0.25,.185,0.261,.222,72.7%,9.1%,9.1%,55.7%,75.0%,77.8%,47.3%,25.0%,61.0
UT Permian Basin,Ethan Flodstrom,All,48,15,83.7,94.6,97.8,20.0%,5.2°,3.7°,60.0,0.0%,0,0.267,.395,0.261,.442,33.3%,13.3%,46.7%,43.8%,64.0%,100.0%,21.7%,9.5%,120.0
TCU,Ryder Robinson,All,623,104,83.8,100.7,107.9,23.1%,10.5°,9.9°,26.9,1.0%,1,0.198,.191,0.261,.263,38.5%,31.7%,19.2%,44.3%,68.6%,88.4%,29.2%,23.2%,97.0
George Fox,Evan Balingit,All,175,37,79.7,96.5,96.6,12.1%,4.6°,11.7°,36.4,0.0%,0,0.25,.199,0.261,.289,58.1%,6.5%,35.5%,46.9%,68.7%,91.2%,27.2%,12.2%,109.0
UAB,Austin Young,All,148,20,78.0,98.6,101.3,15.0%,3.6°,13.2°,25.0,0.0%,0,0.179,.155,0.261,.250,50.0%,10.0%,25.0%,41.2%,60.6%,90.0%,25.6%,16.4%,81.0
Fairfield,TJ Schmalzle,All,124,16,87.4,101.6,103.1,43.8%,13.8°,14.6°,68.8,0.0%,0,0.217,.275,0.261,.373,31.2%,6.2%,56.2%,35.5%,59.3%,90.6%,17.1%,11.4%,129.0
Incarnate Word,Grant Randall,All,202,47,84.4,99.3,102.9,17.0%,8.3°,7.8°,23.4,0.0%,0,0.193,.209,0.261,.296,48.9%,21.3%,17.0%,46.5%,62.8%,92.6%,34.5%,23.4%,84.0
Eastern Illinois,Danny Infante,All,60,6,86.8,97.9,98.6,33.3%,29.2°,9.2°,33.3,0.0%,0,0.111,.199,0.261,.337,0.0%,16.7%,33.3%,31.7%,54.2%,100.0%,16.7%,21.1%,135.0
Alvin,Justin Lopez,All,112,19,77.0,91.9,94.1,0.0%,8.1°,-,36.8,0.0%,0,0.185,.197,0.261,.272,42.1%,21.1%,26.3%,39.3%,58.2%,90.6%,21.1%,15.9%,108.0
Middle Tennessee,Brady Halloway,All,63,11,89.7,103.6,104.2,18.2%,18.0°,5.9°,18.2,0.0%,0,0.214,.213,0.261,.260,36.4%,36.4%,18.2%,38.1%,53.8%,78.6%,27.0%,29.2%,107.0
San Diego,Ryan Ward,All,153,16,86.1,101.3,102.3,31.2%,-3.0°,25.2°,37.5,0.0%,0,0.133,.152,0.26,.286,43.8%,31.2%,18.8%,41.2%,57.4%,74.3%,30.4%,36.5%,74.0
Kansas State,Mason Schwalbach,All,61,8,96.1,103.6,104.4,62.5%,19.8°,18.0°,62.5,0.0%,0,0.2,.226,0.26,.263,25.0%,25.0%,50.0%,49.2%,73.3%,63.6%,25.8%,43.3%,94.0
Sacred Heart,Timothy McGuire,All,90,19,84.5,93.6,96.4,10.5%,4.3°,2.9°,36.8,0.0%,0,0.28,.313,0.26,.312,52.6%,10.5%,31.6%,44.4%,61.4%,85.2%,28.3%,22.5%,76.0
George Mason,Evan Blanchard,All,295,48,82.6,94.7,97.3,8.3%,10.9°,6.3°,37.5,0.0%,0,0.217,.238,0.26,.276,43.8%,18.8%,27.1%,42.7%,69.0%,87.2%,26.4%,26.2%,99.0
Navy,Hudson Lehnertz,All,154,32,88.0,102.5,105.2,31.2%,18.3°,9.2°,37.5,0.0%,0,0.243,.255,0.26,.347,25.0%,28.1%,25.0%,47.4%,63.6%,98.0%,31.2%,11.0%,87.0
Saint Mary's (CA),Chris Esquivel,All,150,21,80.2,100.3,104.3,28.6%,1.0°,22.8°,28.6,4.8%,1,0.214,.169,0.26,.241,52.4%,14.3%,23.8%,43.3%,65.0%,84.6%,28.9%,35.4%,96.0
Milwaukee,Justin Hausser,All,324,66,87.2,103.6,108.7,31.8%,4.4°,5.7°,31.8,1.5%,1,0.218,.292,0.26,.347,53.0%,13.6%,27.3%,44.1%,67.1%,89.4%,26.6%,18.2%,85.0
Texas State,Davis Powell,All,221,34,84.4,101.5,105.1,26.5%,10.6°,11.3°,29.4,2.9%,1,0.205,.268,0.26,.340,47.1%,11.8%,20.6%,41.6%,67.7%,91.0%,20.5%,17.4%,104.0
Lenoir-Rhyne,Cole Nelson,All,134,18,83.8,98.2,100.5,20.0%,13.1°,8.7°,33.3,0.0%,0,0.233,.188,0.26,.244,40.0%,26.7%,33.3%,45.5%,66.7%,78.9%,29.9%,24.6%,69.0
Holy Cross,Van Coughlin,All,95,12,87.9,102.2,102.5,33.3%,10.0°,12.5°,41.7,0.0%,0,0.19,.192,0.26,.258,41.7%,16.7%,25.0%,35.8%,57.5%,82.6%,20.0%,29.4%,122.0
Ball State,Nick Husovsky,All,102,11,84.2,96.0,96.3,27.3%,10.3°,13.7°,27.3,0.0%,0,0.167,.160,0.26,.320,36.4%,9.1%,18.2%,40.2%,62.8%,88.9%,23.7%,17.1%,85.0
Monmouth,Matt Scrivanic,All,71,14,86.7,100.5,101.7,21.4%,19.5°,17.4°,35.7,7.1%,1,0.118,.250,0.259,.363,28.6%,42.9%,21.4%,45.1%,68.8%,90.9%,25.6%,21.9%,125.0
Akron,Nicky Sackett,All,123,12,78.5,90.6,93.5,0.0%,17.9°,-,41.7,0.0%,0,0.231,.173,0.259,.258,33.3%,25.0%,25.0%,39.0%,56.0%,92.9%,27.4%,25.0%,69.0
The Citadel,Tyler Christmas,All,140,16,85.9,99.5,100.4,31.2%,5.0°,13.0°,43.8,0.0%,0,0.154,.199,0.259,.298,43.8%,6.2%,43.8%,30.7%,47.5%,78.6%,18.5%,32.6%,94.0
Penn State,Derek Cease,All,38,6,80.0,93.9,94.2,0.0%,23.4°,-,50.0,0.0%,0,0.222,.213,0.259,.267,16.7%,16.7%,33.3%,39.5%,52.2%,91.7%,20.0%,13.3%,38.0
VMI,Jed Barrett,All,186,21,85.7,100.2,105.3,23.8%,18.5°,26.5°,19.0,0.0%,0,0.15,.138,0.259,.233,33.3%,33.3%,19.0%,43.0%,65.5%,78.9%,23.2%,33.8%,81.0
The Citadel,Antonio Colon,All,34,6,78.6,90.6,95.1,16.7%,36.0°,15.6°,16.7,0.0%,0,0.222,.107,0.259,.286,16.7%,33.3%,16.7%,41.2%,62.5%,90.0%,22.2%,21.4%,91.0
Princeton,Jake Kernodle,All,289,48,88.1,103.9,106.7,31.2%,4.2°,9.4°,27.1,4.2%,2,0.213,.204,0.259,.280,50.0%,12.5%,16.7%,47.8%,66.1%,79.8%,33.3%,29.7%,68.0
Fairleigh Dickinson,Joan Sosa,All,115,19,85.6,95.4,101.2,15.8%,11.2°,11.8°,31.6,0.0%,0,0.217,.225,0.259,.293,47.4%,15.8%,21.1%,44.3%,80.0%,88.9%,21.4%,15.7%,140.0
Georgia Southern,Daniel Haab,All,234,39,87.3,101.8,106.1,30.8%,14.7°,8.3°,35.9,0.0%,0,0.211,.223,0.259,.319,38.5%,17.9%,28.2%,44.9%,67.5%,86.4%,21.1%,18.1%,102.0
Binghamton,Sam Haney,All,109,23,82.4,97.5,99.6,30.4%,2.8°,14.7°,17.4,0.0%,0,0.172,.216,0.259,.276,60.9%,30.4%,8.7%,42.2%,63.8%,86.7%,25.8%,26.1%,61.0
Southeast Missouri,Caleb Corbin,All,48,8,82.5,91.9,92.1,12.5%,12.7°,-3.5°,37.5,0.0%,0,0.222,.280,0.259,.326,50.0%,12.5%,25.0%,33.3%,33.3%,83.3%,33.3%,12.5%,92.0
UVa Wise,Jeb Hurst,All,42,6,81.5,97.9,100.0,16.7%,1.8°,11.3°,50.0,0.0%,0,0.222,.261,0.259,.315,66.7%,16.7%,16.7%,47.6%,80.0%,66.7%,29.6%,40.0%,118.0
Seattle,Brandon Stinnett,All,174,29,81.9,96.9,100.7,20.7%,12.6°,4.0°,24.1,0.0%,0,0.19,.241,0.258,.302,48.3%,24.1%,17.2%,47.1%,72.2%,78.8%,29.4%,35.4%,99.0
West Virginia,Ellis Garcia,All,419,99,83.9,96.7,102.4,18.2%,16.9°,6.1°,33.3,3.0%,3,0.234,.252,0.258,.302,40.4%,26.3%,23.2%,47.5%,68.9%,91.0%,29.2%,16.6%,92.0
California Baptist,Garrett Ostrander,All,105,17,87.3,95.9,104.6,23.5%,7.6°,-1.9°,35.3,0.0%,0,0.158,.315,0.258,.393,41.2%,5.9%,35.3%,39.0%,67.4%,96.8%,16.9%,4.9%,145.0
Utah,Bruer Webster,All,293,49,82.7,93.3,98.9,2.0%,7.8°,4.3°,22.4,0.0%,0,0.207,.234,0.258,.287,51.0%,20.4%,18.4%,44.4%,69.1%,92.9%,26.5%,10.0%,101.0
Davidson,Landon Reeves,All,64,5,83.5,92.6,93.3,0.0%,21.8°,-,20.0,0.0%,0,0.091,.130,0.258,.289,40.0%,0.0%,20.0%,43.8%,69.7%,60.9%,16.1%,42.9%,140.0
Prairie View,Trenton Bush,All,101,17,79.4,100.0,100.1,29.4%,0.2°,5.7°,23.5,0.0%,0,0.259,.243,0.258,.259,64.7%,0.0%,23.5%,47.5%,70.0%,82.1%,32.8%,41.7%,87.0
Siena,Gavin Thorburn,All,139,28,88.0,102.6,104.1,35.7%,11.3°,10.0°,28.6,0.0%,0,0.226,.319,0.258,.360,35.7%,14.3%,28.6%,43.2%,64.5%,90.0%,26.0%,18.3%,106.0
Lindenwood,Jack Meyer,All,151,33,79.3,94.8,98.9,9.1%,1.4°,0.3°,21.2,0.0%,0,0.2,.284,0.258,.337,51.5%,9.1%,24.2%,43.7%,68.1%,93.6%,23.2%,15.2%,96.0
Belmont,Pete Daniel,All,592,118,87.0,100.6,105.0,28.0%,-0.4°,6.9°,29.7,2.5%,3,0.208,.255,0.257,.322,55.1%,11.0%,21.2%,46.5%,69.5%,87.7%,30.1%,24.4%,82.0
CSU Bakersfield,Kyler Stancato,All,126,28,84.7,99.2,102.3,25.0%,10.0°,-0.1°,35.7,0.0%,0,0.219,.278,0.257,.316,42.9%,21.4%,21.4%,47.6%,63.0%,91.2%,36.1%,16.7%,91.0
Kansas State,Cayden Phillips,All,168,30,90.8,103.1,106.1,43.3%,10.8°,12.6°,40.0,6.7%,2,0.233,.270,0.257,.322,33.3%,23.3%,33.3%,53.0%,70.5%,85.5%,37.8%,27.0%,65.0
Illinois State,Noah Smith,All,92,15,92.5,103.8,104.9,26.7%,1.3°,-1.0°,26.7,0.0%,0,0.2,.255,0.257,.366,60.0%,13.3%,26.7%,41.3%,55.3%,81.0%,31.5%,28.9%,76.0
Miami,Jake Kulikowski,All,259,32,91.4,102.4,105.5,34.4%,16.8°,6.0°,21.9,0.0%,0,0.173,.201,0.257,.280,37.5%,28.1%,18.8%,43.2%,67.3%,78.6%,27.1%,38.4%,95.0
UNC Asheville,Dylan Bacot,All,281,44,85.1,97.5,106.1,25.0%,23.8°,8.5°,29.5,0.0%,0,0.157,.199,0.257,.312,25.0%,29.5%,25.0%,36.7%,61.0%,91.7%,19.0%,19.4%,119.0
Arkansas State,Brayden Caskey,All,336,43,83.0,98.1,100.3,14.0%,17.0°,15.8°,23.3,2.3%,1,0.171,.166,0.257,.250,39.5%,32.6%,11.6%,37.2%,56.3%,85.4%,20.2%,23.2%,82.0
Houston,Thomas Lyssy,All,166,31,87.3,98.1,102.9,19.4%,21.5°,13.0°,12.9,0.0%,0,0.171,.177,0.257,.288,29.0%,32.3%,9.7%,38.0%,66.7%,90.9%,19.0%,15.9%,122.0
St. Bonaventure,Ryan Davis,All,87,17,84.7,95.6,98.1,11.8%,16.5°,30.2°,35.3,0.0%,0,0.227,.230,0.257,.284,29.4%,41.2%,23.5%,54.0%,81.1%,83.3%,34.0%,23.4%,82.0
Clemson,Cooper Blauser,All,150,20,92.2,100.3,103.6,35.0%,16.9°,17.8°,30.0,5.0%,1,0.111,.208,0.256,.349,35.0%,40.0%,15.0%,34.0%,60.0%,82.1%,14.1%,25.5%,142.0
Louisiana Tech,Karson Evans,All,102,23,85.4,96.7,102.6,21.7%,21.4°,4.1°,26.1,4.3%,1,0.154,.238,0.256,.322,34.8%,34.8%,17.4%,44.1%,69.2%,86.1%,18.0%,22.2%,119.0
Fairleigh Dickinson,Luke Russo,All,63,7,76.6,94.3,96.9,14.3%,-1.1°,4.3°,28.6,0.0%,0,0.182,.177,0.256,.262,71.4%,0.0%,28.6%,36.5%,53.8%,71.4%,24.3%,30.4%,118.0
UT Arlington,Jackson Hill,All,197,29,85.2,97.0,99.8,24.1%,10.0°,14.1°,44.8,3.4%,1,0.211,.231,0.256,.318,37.9%,20.7%,31.0%,42.6%,61.2%,82.7%,28.6%,27.4%,95.0
Long Beach State,Jack Hammond,All,506,86,81.2,98.4,100.1,15.1%,17.2°,16.4°,31.4,0.0%,0,0.173,.224,0.256,.300,36.0%,19.8%,25.6%,41.7%,62.3%,89.2%,25.4%,18.0%,100.0
Florida Atlantic,Mike La Rocca,All,45,9,81.9,94.7,101.5,22.2%,19.5°,-5.9°,0.0,0.0%,0,0.182,.109,0.256,.201,44.4%,22.2%,0.0%,53.3%,84.2%,81.2%,30.8%,29.2%,45.0
California Baptist,Michael Carpentier Jr.,All,98,25,86.7,99.6,104.9,24.0%,16.7°,23.4°,36.0,0.0%,0,0.233,.210,0.256,.235,24.0%,28.0%,32.0%,60.2%,82.1%,81.2%,45.8%,28.8%,56.0
Wagner,Chris Conniff,All,136,21,87.8,97.6,102.4,19.0%,17.2°,19.3°,47.6,4.8%,1,0.179,.271,0.256,.387,23.8%,23.8%,38.1%,41.2%,70.8%,88.2%,25.0%,28.6%,115.0
UVa Wise,Nick Badgett,All,45,9,84.6,99.4,99.6,44.4%,-17.0°,0.5°,11.1,0.0%,0,0.182,.206,0.256,.361,55.6%,0.0%,11.1%,42.2%,76.5%,76.9%,21.4%,21.1%,175.0
Northern Kentucky,Zack Minton,All,55,8,83.7,92.2,96.4,12.5%,31.1°,9.4°,37.5,0.0%,0,0.2,.193,0.256,.276,25.0%,62.5%,12.5%,34.5%,53.6%,73.3%,14.8%,31.6%,81.0
Delaware State,Krew Bouldin,All,74,16,87.2,102.2,103.0,37.5%,2.2°,9.7°,37.5,0.0%,0,0.167,.286,0.256,.434,43.8%,12.5%,37.5%,43.2%,66.7%,83.3%,21.1%,25.0%,82.0
Missouri,Tucker Moore,All,290,37,82.8,98.3,107.0,16.2%,14.3°,6.1°,21.6,0.0%,0,0.18,.125,0.256,.234,40.5%,24.3%,16.2%,39.3%,58.8%,73.8%,22.1%,32.5%,97.0
Sacramento State,Ryan Christiansen,All,398,50,89.4,108.0,112.1,40.0%,13.3°,12.5°,26.0,6.0%,3,0.17,.181,0.256,.270,42.0%,24.0%,16.0%,48.7%,71.6%,71.9%,31.9%,39.7%,67.0
Queens (NC),Connor Manco,All,93,17,86.8,97.8,101.5,35.3%,18.8°,14.3°,17.6,5.9%,1,0.16,.160,0.256,.217,41.2%,23.5%,5.9%,54.8%,79.5%,74.3%,32.7%,33.3%,100.0
Trinity (TX),Kai Tinker,All,31,9,80.6,95.1,96.0,11.1%,11.1°,0.7°,33.3,0.0%,0,0.273,.294,0.256,.295,44.4%,11.1%,22.2%,51.6%,66.7%,100.0%,42.1%,6.2%,20.0
Wingate,Ricky Clark,All,65,13,87.0,100.5,103.0,23.1%,17.6°,20.1°,23.1,7.7%,1,0.235,.267,0.255,.364,58.3%,41.7%,0.0%,56.9%,85.7%,83.3%,35.1%,18.9%,87.0
Arkansas-Pine Bluff,Brandon Simon,All,32,5,68.9,97.9,105.4,20.0%,-1.5°,29.1°,40.0,20.0%,1,0.125,.168,0.255,.269,60.0%,40.0%,0.0%,43.8%,62.5%,70.0%,25.0%,35.7%,77.0
FGCU,Trevor Kole,All,272,52,89.0,102.8,107.9,36.5%,4.1°,4.4°,21.2,1.9%,1,0.232,.271,0.255,.307,51.9%,17.3%,23.1%,49.6%,72.8%,81.3%,29.9%,25.9%,81.0
Mercer,Antonio Brown,All,156,32,80.0,99.6,101.3,21.9%,15.5°,18.7°,28.1,0.0%,0,0.231,.221,0.255,.288,43.8%,31.2%,15.6%,38.5%,59.2%,95.2%,21.2%,10.0%,97.0
Nicholls,Cade Crosby,All,59,15,82.0,87.3,89.9,6.7%,12.9°,-8.7°,20.0,0.0%,0,0.222,.196,0.255,.274,40.0%,26.7%,13.3%,64.4%,86.4%,84.2%,51.4%,28.9%,35.0
Abilene Christian,Cade McGarrh,All,82,7,91.2,97.4,98.1,42.9%,-1.6°,6.7°,42.9,0.0%,0,0.235,.196,0.255,.230,71.4%,0.0%,28.6%,39.0%,59.5%,68.0%,17.5%,40.6%,75.0
Towson,Casey Bishop,All,207,35,79.8,94.6,97.1,8.6%,8.0°,7.6°,40.0,0.0%,0,0.26,.239,0.255,.316,31.4%,17.1%,34.3%,44.9%,58.1%,87.0%,34.2%,19.4%,69.0
Abilene Christian,Caden Matlon,All,190,30,83.9,96.3,99.1,13.3%,15.6°,10.9°,33.3,0.0%,0,0.195,.199,0.255,.287,43.3%,23.3%,16.7%,38.4%,61.1%,83.6%,18.0%,23.3%,105.0
Wright State,Andrew Patrick,All,205,30,88.8,103.7,106.2,36.7%,30.8°,29.9°,33.3,13.3%,4,0.149,.185,0.254,.321,20.0%,43.3%,10.0%,49.8%,83.1%,71.6%,24.1%,38.2%,104.0
Army,Carter Hewitt,All,164,21,83.7,96.7,103.0,14.3%,16.5°,-2.5°,42.9,0.0%,0,0.206,.224,0.254,.275,33.3%,33.3%,28.6%,50.0%,75.0%,83.3%,34.0%,28.0%,94.0
Stony Brook,Chris Carson,All,115,17,75.4,91.7,101.7,11.8%,10.7°,6.9°,11.8,0.0%,0,0.143,.109,0.254,.205,41.2%,23.5%,5.9%,37.4%,56.6%,90.0%,21.0%,11.6%,91.0
Bradley,Mason Breidenbach,All,47,5,92.4,99.0,99.3,80.0%,-1.9°,6.5°,40.0,20.0%,1,0.111,.252,0.254,.382,60.0%,20.0%,20.0%,36.2%,57.9%,54.5%,21.4%,41.2%,105.0
Dartmouth,Nathan Cmeyla,All,150,35,90.4,100.1,105.7,28.6%,16.0°,12.0°,45.7,0.0%,0,0.205,.285,0.254,.356,28.6%,17.1%,42.9%,49.3%,76.9%,90.0%,28.2%,18.9%,139.0
Villanova,Cameron Hassert,All,355,53,86.1,103.1,105.6,34.0%,15.1°,15.1°,28.3,1.9%,1,0.176,.214,0.254,.317,37.7%,26.4%,22.6%,35.5%,58.5%,91.9%,19.2%,19.8%,105.0
Gonzaga,Tyler Griggs,All,171,28,82.7,96.7,100.0,25.0%,10.5°,10.7°,39.3,3.6%,1,0.206,.236,0.254,.325,42.9%,28.6%,25.0%,39.8%,72.0%,81.5%,14.6%,22.1%,150.0
Akron,Austin Lafferty,All,111,16,81.2,102.9,107.2,18.8%,13.3°,32.7°,31.2,18.8%,3,0.167,.209,0.254,.304,31.2%,25.0%,18.8%,32.4%,53.7%,86.2%,12.3%,25.0%,120.0
Iowa,Cade Moss,All,274,39,79.9,93.2,96.4,7.7%,7.5°,6.6°,23.1,0.0%,0,0.192,.202,0.254,.276,48.7%,12.8%,23.1%,33.6%,46.3%,96.5%,23.2%,12.0%,91.0
Murray State,Preston Shelton,All,77,16,77.9,97.2,102.3,18.8%,4.7°,16.7°,25.0,0.0%,0,0.2,.207,0.254,.279,50.0%,12.5%,25.0%,48.1%,61.3%,94.7%,39.1%,10.8%,62.0
Akron,Fisher Pyatt,All,198,25,90.2,99.4,100.2,40.0%,21.4°,16.0°,44.0,0.0%,0,0.184,.204,0.254,.284,32.0%,16.0%,32.0%,37.4%,51.9%,79.6%,21.3%,28.4%,93.0
Cal Poly,Casey Murray,All,248,32,84.2,103.3,105.6,37.5%,13.0°,11.4°,34.4,6.2%,2,0.16,.231,0.254,.328,46.9%,34.4%,18.8%,39.5%,62.3%,72.7%,22.5%,31.6%,101.0
Belmont,Jeff Clarke,All,318,43,84.8,98.7,103.2,30.2%,21.8°,23.1°,44.2,0.0%,0,0.179,.201,0.254,.274,25.6%,32.6%,27.9%,39.9%,64.1%,79.1%,20.5%,31.5%,98.0
Marist,Bayram Hot,All,347,54,84.0,104.0,104.6,25.9%,-7.7°,4.9°,20.4,0.0%,0,0.158,.208,0.254,.294,57.4%,9.3%,18.5%,42.9%,67.8%,85.4%,23.6%,22.1%,96.0
Florida International,Samuel Fischer,All,311,41,89.4,101.9,107.7,19.5%,12.1°,5.0°,29.3,0.0%,0,0.213,.210,0.254,.273,31.7%,14.6%,26.8%,39.2%,52.6%,81.4%,29.2%,20.5%,68.0
Vanderbilt,Logan Poteet,All,115,19,86.9,104.0,104.6,36.8%,16.6°,24.1°,31.6,21.1%,4,0.179,.209,0.253,.340,31.6%,36.8%,10.5%,57.4%,85.1%,65.0%,38.2%,37.9%,63.0
Little Rock,Ben Harmon,All,91,21,81.5,94.5,95.4,14.3%,7.8°,1.3°,42.9,0.0%,0,0.222,.208,0.253,.215,42.9%,9.5%,38.1%,53.8%,75.7%,78.6%,38.9%,34.7%,67.0
South Alabama,Ty Brooks,All,55,7,81.4,98.1,99.4,28.6%,2.7°,10.6°,57.1,0.0%,0,0.273,.289,0.253,.299,42.9%,0.0%,57.1%,43.6%,63.0%,76.5%,25.0%,25.0%,157.0
Long Beach State,Nick Marinconz,All,455,84,81.3,97.3,102.0,15.5%,25.3°,16.6°,27.4,0.0%,0,0.204,.206,0.253,.278,26.2%,33.3%,17.9%,48.6%,67.9%,92.2%,34.7%,21.7%,80.0
Boston College,Vince Cimini,All,785,109,86.9,101.1,105.7,31.2%,12.4°,9.8°,36.7,1.8%,2,0.193,.257,0.253,.357,42.2%,23.9%,26.6%,41.0%,61.6%,81.4%,24.5%,23.6%,93.0
Lindenwood,James Jett,All,145,21,88.4,102.9,106.6,33.3%,20.1°,14.4°,19.0,4.8%,1,0.235,.170,0.253,.266,33.3%,28.6%,14.3%,44.8%,66.7%,69.0%,28.0%,41.5%,65.0
Queens (NC),Mason Kelly,All,156,29,88.4,96.0,101.1,24.1%,16.0°,0.3°,34.5,0.0%,0,0.238,.219,0.253,.273,41.4%,13.8%,20.7%,57.1%,76.9%,78.0%,42.9%,39.3%,68.0
Baylor,Kade Fletcher,All,280,32,88.8,107.3,110.4,37.5%,11.7°,7.3°,25.0,6.2%,2,0.193,.184,0.253,.269,46.9%,15.6%,18.8%,37.5%,51.1%,83.6%,25.5%,24.8%,72.0
San Diego State,Xavier Gonzalez,All,95,10,81.9,93.4,97.2,10.0%,33.9°,14.2°,20.0,0.0%,0,0.143,.125,0.253,.264,10.0%,30.0%,20.0%,43.2%,78.8%,76.9%,24.2%,34.1%,121.0
Long Island,Carlton Harper,All,196,32,86.4,101.5,103.0,28.1%,12.4°,2.0°,31.2,0.0%,0,0.205,.232,0.253,.313,43.8%,21.9%,21.9%,46.9%,65.3%,83.9%,29.7%,28.3%,79.0
Manhattan,Frankie Marinelli,All,121,19,94.5,99.3,104.0,42.1%,10.2°,3.3°,36.8,0.0%,0,0.217,.262,0.253,.334,36.8%,5.3%,36.8%,36.4%,58.2%,81.2%,18.2%,20.5%,111.0
VCU,Devan Zirwas,All,200,33,88.7,101.8,105.7,42.4%,19.1°,17.7°,27.3,3.0%,1,0.227,.252,0.253,.328,36.4%,33.3%,12.1%,44.0%,51.7%,80.4%,37.8%,31.8%,52.0
