Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Eastern Illinois,Quade Peters,All,51,8,91.6,97.8,98.7,50.0%,6.0°,0.1°,25.0,0.0%,0,0.4,.335,0.37,.368,62.5%,12.5%,25.0%,31.4%,53.8%,92.9%,8.0%,12.5%,108.0
Omaha,Cardel Dick,All,293,51,87.4,100.1,102.6,31.4%,20.7°,19.7°,37.3,5.9%,3,0.279,.227,0.37,.321,21.6%,33.3%,23.5%,39.6%,63.6%,85.3%,23.4%,24.1%,106.0
East Tennessee State,Blake Jacklin,All,52,7,93.7,100.7,100.8,57.1%,6.4°,11.5°,42.9,14.3%,1,0.2,.348,0.37,.469,57.1%,14.3%,28.6%,36.5%,63.2%,100.0%,21.2%,21.1%,133.0
Wright State,Patrick Fultz,All,258,30,93.9,104.5,107.3,50.0%,9.4°,9.5°,23.3,3.3%,1,0.261,.247,0.37,.398,46.7%,13.3%,20.0%,34.5%,65.3%,87.1%,16.6%,22.5%,135.0
Seton Hall,Casey Cumiskey,All,78,17,82.5,97.0,97.6,17.6%,1.2°,22.0°,23.5,0.0%,0,0.3,.198,0.37,.320,47.1%,11.8%,23.5%,52.6%,83.3%,73.3%,26.2%,31.7%,135.0
UNC Asheville,Ty Kaufman,All,208,39,85.6,98.3,101.2,25.6%,4.2°,5.1°,30.8,0.0%,0,0.356,.288,0.37,.389,48.7%,15.4%,25.6%,37.5%,62.0%,89.5%,18.1%,11.5%,115.0
UNLV,Paul Myro,All,255,38,86.6,104.1,106.9,36.8%,5.2°,11.7°,31.6,7.9%,3,0.268,.219,0.369,.340,47.4%,23.7%,26.3%,32.5%,54.8%,84.1%,14.3%,25.3%,118.0
Evansville,Harrison Taubert,All,652,101,87.3,102.6,106.2,35.6%,17.1°,19.8°,32.7,5.9%,6,0.264,.222,0.369,.340,34.7%,27.7%,18.8%,44.2%,75.4%,80.8%,21.3%,28.8%,127.0
Richmond,Aidan O'Keefe,All,321,57,80.0,98.9,100.9,21.1%,6.0°,15.8°,24.6,0.0%,0,0.321,.189,0.369,.280,45.6%,28.1%,19.3%,40.8%,66.0%,82.2%,17.9%,22.1%,107.0
William & Mary,Josiah Seguin,All,320,43,87.4,104.2,104.6,32.6%,8.6°,13.1°,32.6,9.3%,4,0.288,.249,0.369,.337,44.2%,25.6%,20.9%,41.9%,65.4%,85.9%,25.8%,29.1%,110.0
Sacramento State,Jacob Cortez,All,243,45,84.3,97.0,99.2,26.7%,12.7°,14.6°,48.9,2.2%,1,0.333,.269,0.369,.346,31.1%,22.2%,37.8%,48.1%,70.8%,86.2%,28.5%,19.7%,77.0
New Mexico,Sean Stephens,All,226,41,83.0,101.6,102.6,29.3%,-5.3°,1.6°,22.0,0.0%,0,0.294,.240,0.369,.311,65.9%,4.9%,19.5%,38.1%,64.0%,85.5%,22.1%,20.9%,99.0
Florida,Tyler Shelnut,All,242,37,95.7,107.0,111.7,62.2%,21.8°,20.7°,51.4,18.9%,7,0.25,.311,0.369,.468,21.6%,24.3%,32.4%,38.8%,56.8%,90.7%,27.2%,20.2%,77.0
Saint Louis,Patrick Clohisy,All,68,12,90.5,103.4,104.7,41.7%,-0.4°,13.4°,33.3,25.0%,3,0.125,.293,0.369,.493,66.7%,16.7%,16.7%,36.8%,58.8%,100.0%,29.4%,32.0%,96.0
Stetson,Yohann Dessureault,All,493,87,92.4,105.0,112.1,43.7%,17.6°,15.6°,36.8,11.5%,10,0.259,.297,0.369,.425,31.0%,24.1%,21.8%,47.5%,68.8%,79.4%,32.3%,29.5%,68.0
Vanderbilt,Matthew Polk,All,426,92,91.1,102.8,108.3,45.7%,11.9°,9.2°,26.1,3.3%,3,0.312,.286,0.369,.380,43.5%,16.3%,18.5%,59.9%,83.9%,90.4%,41.2%,22.7%,62.0
Arkansas,Ross Lovich,All,319,47,88.8,102.1,104.9,38.3%,23.1°,17.1°,42.6,2.1%,1,0.284,.238,0.369,.365,19.1%,25.5%,29.8%,41.7%,58.9%,87.2%,27.2%,22.6%,78.0
UNLV,Paul Myro,All,255,38,86.6,104.1,106.9,36.8%,5.2°,11.7°,31.6,7.9%,3,0.268,.232,0.369,.362,48.6%,24.3%,27.0%,32.5%,51.6%,83.1%,14.0%,25.3%,116.0
Nebraska,Ben Columbus,All,359,58,87.9,103.2,107.0,27.6%,17.0°,19.6°,43.1,6.9%,4,0.284,.224,0.369,.379,20.7%,22.4%,39.7%,42.9%,68.5%,83.3%,24.8%,26.6%,114.0
St. John's,Jackson Tucker,All,450,83,80.5,98.6,102.3,15.7%,11.0°,12.6°,31.3,1.2%,1,0.3,.226,0.369,.333,37.3%,26.5%,21.7%,38.7%,64.0%,88.2%,20.8%,14.4%,109.0
Vanderbilt,Jayden Davis,All,433,95,90.5,103.5,105.7,44.2%,6.1°,6.8°,23.2,1.1%,1,0.33,.310,0.369,.372,51.6%,13.7%,20.0%,43.4%,68.9%,91.6%,23.5%,15.4%,106.0
Pacific,Jakob Guardado,All,28,7,87.3,94.5,94.7,14.3%,-15.3°,-36.4°,28.6,0.0%,0,0.286,.336,0.369,.422,57.1%,0.0%,28.6%,42.9%,57.1%,87.5%,28.6%,25.0%,127.0
Elon,Adam Berry,All,53,5,89.9,101.4,103.7,40.0%,11.3°,22.4°,80.0,0.0%,0,0.182,.173,0.369,.334,20.0%,40.0%,40.0%,52.8%,75.0%,73.3%,39.4%,50.0%,112.0
Cal State Northridge,Bren Wilkinson,All,78,10,89.8,99.7,101.6,40.0%,7.8°,11.2°,30.0,0.0%,0,0.154,.198,0.369,.397,50.0%,30.0%,10.0%,30.8%,63.0%,100.0%,13.7%,4.2%,142.0
Charleston Southern,John Emandorfer,All,59,7,79.8,96.0,98.4,14.3%,11.8°,21.1°,71.4,0.0%,0,0.222,.327,0.369,.460,28.6%,0.0%,57.1%,37.3%,73.7%,92.9%,20.0%,27.3%,96.0
TCU,Chase Brunson,All,437,84,89.5,104.1,110.5,32.1%,12.1°,7.0°,29.8,3.6%,3,0.297,.262,0.369,.362,40.5%,16.7%,25.0%,42.1%,64.8%,88.8%,24.2%,16.8%,98.0
Texas Tech,Landon Stripling,All,236,48,86.0,100.3,105.0,31.2%,12.7°,12.6°,41.7,2.1%,1,0.278,.317,0.368,.430,37.5%,33.3%,22.9%,47.0%,70.5%,88.6%,25.8%,14.4%,112.0
Ole Miss,Luke Hill,All,534,104,88.9,103.9,107.5,37.5%,8.2°,10.5°,26.9,4.8%,5,0.281,.277,0.368,.426,43.3%,24.0%,19.2%,40.8%,73.8%,88.0%,18.8%,20.2%,139.0
Kansas State,Nick English,All,628,106,85.6,102.4,107.1,33.0%,21.3°,11.2°,38.7,2.8%,3,0.282,.280,0.368,.364,27.4%,28.3%,31.1%,38.1%,61.2%,90.2%,20.8%,15.5%,98.0
USF,Rafael Betancourt Jr,All,345,72,89.7,99.6,101.8,29.2%,14.6°,13.2°,44.4,2.8%,2,0.302,.326,0.368,.401,31.9%,27.8%,34.7%,52.8%,78.1%,88.6%,34.2%,19.8%,86.0
UNC Wilmington,Bromley Thornton,All,85,7,67.0,77.7,79.3,14.3%,13.4°,-3.1°,42.9,0.0%,0,0.167,.125,0.368,.348,57.1%,28.6%,14.3%,30.6%,54.3%,84.2%,14.0%,15.4%,123.0
San Francisco,Michael Campagna,All,446,70,90.0,103.0,106.0,44.3%,15.0°,16.7°,38.6,2.9%,2,0.266,.284,0.368,.387,37.1%,22.9%,30.0%,41.9%,69.3%,87.2%,21.3%,25.1%,119.0
Stanford,Charlie Saum,All,262,44,89.0,101.8,105.2,31.8%,12.2°,16.2°,36.4,2.3%,1,0.274,.241,0.368,.327,43.2%,25.0%,20.5%,48.9%,68.2%,88.0%,34.9%,29.7%,59.0
Florida State,Daniel Cantu,All,555,99,91.3,109.0,111.9,43.4%,13.7°,9.8°,31.3,7.1%,7,0.28,.289,0.368,.377,33.3%,14.1%,27.3%,53.7%,80.2%,78.2%,37.3%,25.5%,78.0
Auburn,Bobby Peirce,All,229,28,92.6,108.5,110.8,46.4%,3.8°,6.8°,25.0,10.7%,3,0.205,.223,0.368,.349,53.6%,10.7%,17.9%,39.3%,55.8%,75.0%,29.4%,37.8%,78.0
Oregon,Bennett Thompson,All,444,81,88.2,101.4,106.9,37.0%,15.2°,9.0°,34.6,1.2%,1,0.289,.299,0.368,.388,34.6%,17.3%,30.9%,40.3%,67.2%,88.4%,19.8%,11.7%,115.0
Washington State,Nate Swarts,All,154,24,90.5,111.0,116.8,41.7%,4.5°,10.2°,37.5,12.5%,3,0.282,.234,0.368,.346,45.8%,20.8%,25.0%,55.2%,79.4%,78.0%,38.5%,41.2%,40.0
Stony Brook,Johnny Pilla,All,184,31,90.7,100.0,103.4,32.3%,16.5°,15.1°,35.5,0.0%,0,0.225,.264,0.368,.381,38.7%,22.6%,22.6%,44.0%,76.0%,82.5%,22.0%,21.0%,130.0
Cal State Northridge,Kamau Neighbors,All,511,101,83.9,96.1,103.9,12.9%,12.9°,8.4°,37.6,0.0%,0,0.306,.292,0.368,.378,39.6%,22.8%,27.7%,35.6%,63.8%,96.2%,16.4%,7.1%,130.0
Virginia,Griff O'Ferrall,All,520,124,88.7,100.2,105.1,33.1%,18.2°,16.1°,42.7,0.8%,1,0.358,.305,0.367,.382,25.8%,26.6%,33.9%,46.9%,66.3%,96.3%,30.0%,10.7%,86.0
South Alabama,Jacob Haley,All,143,14,91.0,105.4,110.1,42.9%,6.4°,13.6°,28.6,14.3%,2,0.233,.160,0.367,.249,42.9%,28.6%,21.4%,35.0%,52.5%,71.9%,22.0%,38.0%,72.0
Memphis,Austin Baskin,All,639,117,85.6,101.3,104.7,30.8%,10.9°,4.0°,32.5,2.6%,3,0.263,.248,0.367,.347,39.3%,21.4%,22.2%,36.5%,58.3%,88.4%,20.9%,19.3%,101.0
New Orleans,Maika Niu,All,286,45,90.4,106.1,109.6,53.3%,5.7°,8.4°,33.3,4.4%,2,0.29,.255,0.367,.351,48.9%,20.0%,24.4%,44.8%,66.9%,78.8%,27.0%,28.9%,112.0
Saint Mary's (CA),Nathan Chong,All,461,78,89.8,106.0,109.9,44.9%,14.0°,17.3°,39.7,14.1%,11,0.295,.286,0.367,.394,38.5%,19.2%,28.2%,54.0%,79.5%,78.0%,34.5%,32.5%,80.0
Butler,Billy Wurch,All,201,30,85.5,101.2,101.3,30.0%,24.9°,19.1°,36.7,3.3%,1,0.25,.205,0.367,.328,20.0%,23.3%,30.0%,48.3%,73.8%,80.6%,29.9%,29.9%,82.0
Alabama,Evan Sleight,All,486,78,92.9,106.1,110.0,52.6%,14.9°,16.2°,34.6,7.7%,6,0.284,.279,0.367,.399,30.8%,26.9%,26.9%,52.1%,73.2%,80.1%,34.6%,29.6%,71.0
Vanderbilt,Jacob Humphrey,All,146,16,90.8,104.0,105.9,56.2%,24.4°,17.9°,37.5,12.5%,2,0.259,.221,0.367,.384,25.0%,37.5%,25.0%,43.2%,69.2%,84.4%,22.2%,20.6%,119.0
Young Harris,Steven Spell,All,191,46,85.4,96.0,98.2,26.8%,7.1°,0.6°,26.8,0.0%,0,0.326,.297,0.367,.385,56.4%,23.1%,20.5%,34.0%,55.4%,92.7%,20.5%,12.3%,118.0
USC,KaiKea Harrison,All,141,20,89.3,99.8,102.3,25.0%,9.3°,14.2°,40.0,0.0%,0,0.31,.270,0.367,.312,35.0%,10.0%,40.0%,45.4%,62.5%,80.0%,34.1%,32.8%,58.0
North Dakota State,Davis Hamilton,All,171,25,83.1,100.1,103.1,24.0%,11.0°,19.6°,32.0,4.0%,1,0.265,.229,0.367,.314,36.0%,20.0%,24.0%,38.0%,54.4%,86.0%,23.9%,18.5%,75.0
Arkansas State,Blake Burris,All,516,84,87.3,99.8,103.5,31.0%,23.0°,19.0°,38.1,2.4%,2,0.279,.256,0.367,.360,23.8%,31.0%,27.4%,41.9%,69.0%,83.9%,22.3%,23.6%,124.0
Lindenwood,Anthony Stellato,All,104,19,87.3,101.9,104.5,36.8%,14.1°,15.4°,57.9,5.3%,1,0.333,.305,0.367,.359,26.3%,5.3%,47.4%,54.8%,74.5%,80.0%,38.6%,24.6%,96.0
Tennessee,Bradke Lohry,All,117,12,94.0,100.9,107.5,41.7%,30.2°,17.5°,25.0,0.0%,0,0.25,.148,0.366,.298,25.0%,41.7%,16.7%,35.0%,65.3%,68.8%,13.2%,36.6%,150.0
Air Force,Christopher Stallings,All,72,16,88.8,105.9,107.9,50.0%,21.0°,16.7°,37.5,18.8%,3,0.333,.258,0.366,.389,25.0%,18.8%,31.2%,50.0%,75.0%,87.5%,30.0%,16.7%,117.0
FGCU,Javier Gorostola,All,221,48,88.8,101.4,103.2,35.4%,16.2°,13.7°,41.7,6.2%,3,0.316,.297,0.366,.399,22.9%,25.0%,35.4%,47.1%,69.0%,89.9%,28.9%,20.2%,80.0
Oakland,Aidan Orr,All,107,17,85.3,101.7,104.9,35.3%,0.6°,7.3°,5.9,0.0%,0,0.318,.192,0.366,.275,64.7%,23.5%,0.0%,44.9%,72.1%,80.6%,26.6%,29.2%,89.0
South Alabama,Lucas Ismaili,All,440,82,90.5,102.7,124.7,37.8%,13.4°,13.9°,34.1,6.1%,5,0.277,.279,0.366,.378,34.1%,13.4%,30.5%,42.5%,74.9%,92.4%,21.1%,16.6%,114.0
Long Beach State,Cole Santander,All,416,75,88.3,107.4,111.7,29.3%,9.2°,9.3°,32.0,8.0%,6,0.302,.234,0.366,.343,41.3%,10.7%,29.3%,51.4%,74.7%,80.0%,34.7%,36.9%,55.0
Baylor,Ty Johnson,All,483,102,89.6,103.6,106.2,37.3%,6.5°,5.4°,31.4,2.0%,2,0.331,.311,0.366,.368,48.0%,13.7%,29.4%,41.6%,59.7%,90.9%,26.3%,19.9%,96.0
Vanderbilt,RJ Austin,All,651,121,90.2,104.6,106.6,38.8%,12.7°,11.2°,35.5,4.1%,5,0.31,.276,0.366,.385,34.7%,16.5%,27.3%,44.7%,66.9%,87.8%,27.8%,19.2%,96.0
San Diego,Dustin Allen,All,593,107,86.8,100.8,104.8,24.3%,11.2°,9.5°,32.7,0.9%,1,0.301,.267,0.366,.354,41.1%,15.9%,28.0%,39.3%,62.9%,89.4%,21.4%,16.3%,107.0
SIUE,Zack Floyd,All,149,23,89.5,100.4,102.1,39.1%,10.8°,14.3°,34.8,4.3%,1,0.29,.284,0.366,.352,39.1%,26.1%,21.7%,35.6%,65.5%,75.0%,18.1%,24.5%,94.0
Murray State,Ethan Krizen,All,199,25,90.1,98.8,101.6,32.0%,16.2°,13.2°,40.0,0.0%,0,0.29,.250,0.366,.344,36.0%,20.0%,32.0%,33.2%,47.4%,89.2%,24.0%,16.7%,100.0
Lehigh,Aidan Quinn,All,177,28,84.5,101.9,103.8,28.6%,11.1°,9.8°,28.6,0.0%,0,0.314,.236,0.366,.347,39.3%,14.3%,14.3%,32.2%,54.4%,97.3%,18.3%,7.0%,100.0
Southeastern Louisiana,Parker Coley,All,135,30,91.5,109.0,110.5,36.7%,6.5°,3.7°,16.7,6.7%,2,0.282,.241,0.366,.335,46.7%,10.0%,10.0%,46.7%,76.7%,80.4%,22.7%,22.2%,87.0
Louisiana Tech,Will Safford,All,407,58,87.2,100.5,104.5,31.0%,23.0°,19.6°,34.5,12.1%,7,0.241,.221,0.365,.349,22.4%,37.9%,13.8%,42.8%,69.6%,71.8%,23.8%,31.0%,131.0
Brown,Gunner Boree,All,289,36,88.6,104.1,110.0,27.8%,13.3°,19.0°,25.0,2.8%,1,0.235,.223,0.365,.386,44.4%,19.4%,19.4%,31.8%,58.1%,74.7%,10.6%,28.3%,138.0
Delaware,Bryce Greenly,All,431,77,89.2,107.6,112.8,39.0%,12.9°,9.3°,35.1,3.9%,3,0.267,.297,0.365,.375,37.7%,20.8%,27.3%,38.5%,58.8%,89.1%,23.0%,18.7%,90.0
Lipscomb,Parks Bouck,All,372,65,86.4,101.9,104.1,32.3%,12.2°,11.8°,38.5,3.1%,2,0.284,.287,0.365,.377,33.8%,24.6%,29.2%,42.7%,63.9%,84.0%,25.7%,22.6%,74.0
Jacksonville,Tyrell Brewer,All,125,23,87.8,99.9,100.0,39.1%,-5.1°,7.5°,26.1,0.0%,0,0.269,.296,0.365,.386,60.9%,4.3%,21.7%,40.0%,73.1%,86.8%,16.4%,16.0%,113.0
Maryland,Alex Calarco,All,304,37,95.1,109.4,113.3,48.6%,17.5°,21.4°,40.5,16.2%,6,0.254,.243,0.365,.405,21.6%,29.7%,29.7%,41.1%,68.1%,73.9%,19.5%,37.6%,118.0
UL Monroe,Colby Lunsford,All,529,87,86.8,102.4,108.3,34.5%,4.7°,5.0°,20.7,4.6%,4,0.308,.236,0.365,.358,46.0%,16.1%,17.2%,38.0%,65.2%,78.0%,17.1%,23.9%,115.0
Northern Kentucky,John Odom,All,128,13,86.4,98.2,100.9,30.8%,-0.2°,-10.5°,7.7,0.0%,0,0.35,.157,0.365,.274,61.5%,23.1%,0.0%,35.9%,57.1%,84.4%,19.4%,21.7%,115.0
Georgia State,Henry Koehler,All,136,20,87.1,104.1,105.9,45.0%,-11.6°,1.6°,15.0,5.0%,1,0.31,.205,0.365,.309,70.0%,5.0%,15.0%,39.7%,58.5%,77.4%,27.7%,37.0%,75.0
UC Irvine,Abraham Garcia-Pacheco,All,104,18,88.0,96.1,103.1,22.2%,10.1°,18.8°,50.0,0.0%,0,0.304,.309,0.365,.381,38.9%,22.2%,33.3%,34.6%,54.3%,96.0%,19.0%,11.1%,78.0
South Dakota State,Jordan Sagedahl,All,132,23,90.8,106.6,110.7,43.5%,24.2°,15.9°,21.7,13.0%,3,0.219,.201,0.365,.332,30.4%,21.7%,17.4%,47.0%,66.1%,92.3%,31.5%,21.0%,118.0
Utah,Landon Frei,All,111,18,87.5,103.4,104.3,16.7%,11.3°,9.5°,22.2,5.6%,1,0.292,.230,0.365,.434,38.9%,27.8%,16.7%,41.4%,68.0%,85.3%,19.7%,23.9%,135.0
Cal State Fullerton,Nico Regino,All,339,40,89.4,101.9,104.8,35.0%,18.9°,17.3°,45.0,10.0%,4,0.268,.210,0.365,.316,27.5%,22.5%,30.0%,36.6%,49.0%,78.1%,26.8%,37.9%,84.0
UC Irvine,Chase Call,All,220,28,91.8,104.5,108.1,39.3%,15.4°,12.5°,25.0,0.0%,0,0.279,.231,0.365,.333,42.9%,17.9%,17.9%,43.2%,70.5%,82.3%,25.0%,28.4%,108.0
Samford,Hayden Perry,All,180,37,86.9,100.9,103.5,32.4%,7.6°,2.3°,21.6,0.0%,0,0.353,.240,0.365,.285,56.8%,16.2%,16.2%,53.3%,72.2%,86.0%,38.6%,30.2%,76.0
UC Davis,Jason Hanson,All,98,18,80.8,101.0,104.7,16.7%,10.9°,6.2°,33.3,0.0%,0,0.304,.236,0.365,.311,38.9%,16.7%,33.3%,43.9%,66.7%,79.2%,30.6%,30.2%,143.0
Cal Poly,Cameron Hoiland,All,246,33,91.0,101.6,103.8,33.3%,24.9°,26.8°,39.4,9.1%,3,0.275,.178,0.365,.323,15.2%,42.4%,24.2%,44.3%,71.2%,79.7%,24.6%,29.4%,109.0
Jacksonville State,Logan Walters,All,444,61,88.4,105.3,107.6,34.4%,15.1°,17.5°,32.8,6.6%,4,0.277,.214,0.365,.314,32.8%,21.3%,27.9%,40.8%,61.9%,78.6%,26.2%,32.0%,83.0
Houston,Ace Reese,All,517,86,94.3,105.9,110.7,50.0%,19.2°,18.1°,32.6,10.5%,9,0.24,.293,0.364,.442,27.9%,31.4%,20.9%,46.6%,76.7%,88.5%,28.7%,22.0%,113.0
Princeton,Kaden Kram,All,115,8,91.8,102.7,103.6,37.5%,18.6°,28.8°,25.0,0.0%,0,0.238,.137,0.364,.310,25.0%,37.5%,25.0%,40.9%,62.7%,81.2%,23.4%,31.9%,77.0
Illinois,Vytas Valincius,All,636,98,92.8,110.1,113.6,50.0%,12.4°,9.8°,26.5,9.2%,9,0.239,.272,0.364,.409,40.8%,21.4%,19.4%,43.1%,68.7%,75.6%,22.8%,29.9%,104.0
Minnesota,Sam Hunt,All,227,24,90.3,102.9,104.4,50.0%,17.5°,13.8°,45.8,8.3%,2,0.273,.233,0.364,.353,25.0%,29.2%,33.3%,41.0%,63.8%,78.3%,24.8%,35.5%,88.0
Georgia Tech,Bobby Zmarzlak,All,358,44,93.9,108.5,111.9,50.0%,12.9°,11.7°,29.5,11.4%,5,0.243,.245,0.364,.375,38.6%,11.4%,27.3%,39.4%,65.5%,72.2%,21.0%,34.0%,93.0
George Washington,Steve Ditomaso,All,500,129,85.2,100.0,105.5,27.9%,7.3°,3.1°,25.6,0.0%,0,0.329,.254,0.364,.322,49.6%,14.0%,18.6%,49.2%,74.9%,94.1%,31.6%,11.4%,55.0
Northern Colorado,Craig Kenny,All,115,17,85.3,103.8,106.2,29.4%,6.2°,3.3°,35.3,0.0%,0,0.318,.315,0.364,.370,58.8%,5.9%,29.4%,34.8%,49.0%,91.7%,24.2%,10.0%,78.0
Western Kentucky,Caleb Marmo,All,217,26,90.0,101.5,102.7,34.6%,14.5°,17.2°,26.9,7.7%,2,0.25,.179,0.364,.335,34.6%,34.6%,11.5%,40.6%,65.5%,80.7%,23.8%,35.2%,127.0
California,Max Handron,All,506,82,90.4,104.8,108.3,48.8%,12.1°,11.0°,29.3,3.7%,3,0.279,.295,0.364,.378,35.4%,22.0%,25.6%,44.9%,77.4%,87.0%,22.1%,20.7%,123.0
Southeastern Louisiana,Jake Haze,All,238,37,90.2,101.5,103.0,45.9%,8.1°,8.7°,37.8,0.0%,0,0.311,.363,0.364,.426,51.4%,13.5%,29.7%,35.3%,51.9%,92.7%,22.0%,9.5%,64.0
Southern Miss,Billy Butler,All,305,44,90.8,106.6,109.5,47.7%,12.2°,15.6°,27.3,11.4%,5,0.262,.267,0.364,.385,45.5%,25.0%,18.2%,53.1%,82.6%,70.6%,30.6%,40.1%,93.0
Utah,Karson Bodily,All,389,78,89.7,102.2,103.8,38.5%,14.7°,8.6°,33.3,2.6%,2,0.312,.271,0.364,.350,38.5%,29.5%,20.5%,47.3%,72.0%,81.7%,27.1%,18.5%,101.0
Illinois-Chicago,Ryan Nagelbach,All,455,95,90.1,103.6,107.8,47.4%,18.0°,14.2°,37.9,8.4%,8,0.265,.282,0.364,.412,28.4%,31.6%,26.3%,42.2%,59.9%,93.2%,28.7%,17.2%,94.0
West Virginia,Logan Sauve,All,490,103,91.0,103.7,109.2,49.5%,13.8°,14.2°,33.0,4.9%,5,0.294,.310,0.364,.404,40.8%,24.3%,21.4%,40.8%,62.0%,95.5%,24.1%,16.0%,87.0
South Alabama,Joseph Sullivan,All,320,50,92.9,109.2,112.2,44.0%,17.4°,8.5°,18.0,10.0%,5,0.231,.272,0.364,.442,34.0%,32.0%,12.0%,40.6%,66.7%,81.5%,20.9%,22.3%,125.0
Rice,Eric Correa,All,271,35,90.0,100.9,104.2,40.0%,13.9°,15.7°,42.9,2.9%,1,0.273,.264,0.364,.382,37.1%,17.1%,37.1%,42.8%,71.2%,78.4%,25.1%,31.9%,110.0
Chapman,Trent Turquand,All,163,33,83.5,99.3,103.4,30.3%,20.8°,17.6°,48.5,3.0%,1,0.3,.290,0.364,.355,21.2%,27.3%,36.4%,45.4%,69.6%,89.7%,32.7%,25.7%,74.0
Tusculum,Kayl Ratliff,All,109,19,80.7,99.1,100.8,15.8%,5.6°,3.6°,26.3,0.0%,0,0.304,.277,0.363,.370,64.7%,11.8%,23.5%,37.6%,59.6%,87.1%,17.5%,14.6%,125.0
Oakland,Trent Rice,All,184,32,86.7,98.2,99.1,28.1%,6.6°,14.5°,43.8,0.0%,0,0.256,.246,0.363,.307,34.4%,12.5%,37.5%,38.6%,55.1%,86.0%,26.4%,18.3%,92.0
USC,Ethan Hedges,All,399,71,88.9,103.2,108.6,39.4%,18.6°,12.1°,45.1,4.2%,3,0.323,.279,0.363,.340,28.2%,19.7%,31.0%,40.4%,59.4%,87.5%,25.4%,26.7%,93.0
Xavier,Jared Cushing,All,417,69,90.3,103.4,105.8,37.7%,14.0°,14.0°,33.3,5.8%,4,0.298,.262,0.363,.346,36.2%,24.6%,24.6%,51.3%,76.9%,82.9%,31.5%,27.1%,70.0
Fordham,Steven Luttazi,All,403,50,87.7,100.7,106.1,36.0%,11.0°,13.1°,36.0,4.0%,2,0.244,.211,0.363,.340,40.0%,18.0%,24.0%,46.2%,73.4%,83.9%,26.5%,26.3%,84.0
The Citadel,Sawyer Reeves,All,489,99,88.6,102.6,107.2,37.4%,9.5°,10.8°,34.3,1.0%,1,0.31,.309,0.363,.376,39.4%,13.1%,31.3%,37.2%,60.9%,94.2%,21.2%,11.5%,91.0
Northern Illinois,Andre Demetral,All,191,28,83.9,97.7,100.2,21.4%,3.5°,7.5°,42.9,0.0%,0,0.286,.242,0.363,.366,42.9%,10.7%,32.1%,25.7%,42.3%,87.9%,14.2%,18.4%,99.0
NC State,Chase Nixon,All,280,55,87.5,101.4,105.2,30.9%,19.2°,9.2°,30.9,1.8%,1,0.298,.317,0.363,.419,34.5%,18.2%,27.3%,36.4%,61.5%,88.1%,20.5%,16.7%,131.0
BYU,Easton Jones,All,592,87,93.0,105.0,109.4,49.4%,19.5°,17.6°,41.4,11.5%,10,0.26,.281,0.363,.398,27.6%,20.7%,34.5%,48.3%,76.8%,80.0%,26.9%,29.0%,107.0
Arkansas,Wehiwa Aloy,All,687,132,87.3,107.6,113.9,34.8%,16.0°,15.6°,33.3,9.8%,13,0.286,.282,0.363,.390,34.1%,25.0%,20.5%,52.0%,72.5%,79.6%,37.5%,27.7%,62.0
Utah Valley,Luke Iverson,All,245,51,87.7,105.2,109.3,35.3%,12.2°,7.7°,37.3,0.0%,0,0.303,.265,0.362,.363,39.2%,11.8%,29.4%,52.7%,82.2%,75.9%,31.9%,31.8%,89.0
Louisiana,Caleb Stelly,All,397,67,84.9,101.2,105.2,35.8%,8.2°,14.2°,35.8,1.5%,1,0.306,.253,0.362,.350,41.8%,17.9%,28.4%,40.1%,60.2%,90.0%,25.5%,20.1%,95.0
Texas Tech,TJ Pompey,All,493,66,92.0,106.7,109.9,51.5%,10.6°,10.6°,36.4,6.1%,4,0.24,.256,0.362,.392,39.4%,22.7%,27.3%,41.8%,66.0%,77.9%,24.4%,34.0%,98.0
Stanford,Owen Cobb,All,578,109,84.5,100.3,105.1,20.2%,16.1°,9.6°,30.3,0.9%,1,0.308,.235,0.362,.313,29.4%,25.7%,26.6%,50.2%,63.6%,88.7%,40.9%,23.4%,16.0
Stetson,Brandon Hylton,All,239,37,89.6,107.2,107.8,32.4%,3.9°,14.7°,32.4,13.5%,5,0.268,.233,0.362,.384,35.1%,16.2%,21.6%,44.8%,67.7%,75.4%,29.4%,35.5%,76.0
Mississippi State,Connor Hujsak,All,405,79,92.1,108.2,110.1,48.1%,18.0°,11.8°,30.4,7.6%,6,0.277,.301,0.362,.389,39.2%,25.3%,16.5%,48.1%,66.7%,85.5%,32.4%,25.6%,88.0
Marist,Danny Moshier,All,137,20,81.5,95.7,96.8,10.0%,9.1°,9.3°,40.0,0.0%,0,0.323,.237,0.362,.297,40.0%,5.0%,40.0%,48.2%,75.4%,83.7%,28.7%,22.7%,91.0
Texas State,Augutst Ramirez,All,144,21,94.1,106.5,109.8,52.4%,14.5°,13.3°,38.1,4.8%,1,0.303,.242,0.362,.313,42.9%,14.3%,23.8%,47.2%,77.3%,82.4%,21.8%,30.9%,132.0
