Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Tufts,Malachi Pena,All,25,5,93.8,100.5,103.2,20.0%,20.3°,32.2°,20.0,20.0%,1,0.571,.243,0.848,.268,20.0%,40.0%,20.0%,44.0%,60.0%,66.7%,33.3%,36.4%,88.0
Limestone,Winston Parke,All,62,6,87.7,95.0,96.6,16.7%,14.4°,14.0°,83.3,0.0%,0,0.625,.361,0.846,.516,0.0%,33.3%,50.0%,29.0%,45.0%,77.8%,21.4%,27.8%,118.0
Lincoln Memorial,Ryan Kurth,All,31,10,99.9,106.6,107.2,70.0%,21.3°,13.7°,50.0,10.0%,1,0.7,.541,0.84,.678,20.0%,20.0%,50.0%,54.8%,86.7%,92.3%,25.0%,17.6%,179.0
California Baptist,Ryan Kim,All,49,11,95.4,102.3,102.8,54.5%,19.2°,16.3°,54.5,9.1%,1,0.583,.417,0.819,.539,9.1%,27.3%,36.4%,46.9%,68.0%,88.2%,25.0%,13.0%,113.0
Toledo,Garret Pike,All,90,21,90.4,104.4,107.0,47.6%,23.2°,27.4°,47.6,19.0%,4,0.542,.395,0.785,.585,19.0%,47.6%,28.6%,56.7%,83.3%,82.5%,26.2%,25.5%,108.0
Lincoln Memorial,Cameron Bowen,All,57,9,100.4,109.8,110.0,66.7%,11.5°,8.8°,33.3,11.1%,1,0.667,.428,0.77,.563,44.4%,22.2%,22.2%,29.8%,63.6%,92.9%,8.6%,5.9%,212.0
Wichita State,Josh Livingston,All,38,5,86.0,107.4,109.0,60.0%,22.2°,24.9°,40.0,40.0%,2,0.429,.266,0.767,.457,20.0%,40.0%,20.0%,47.4%,81.2%,84.6%,22.7%,27.8%,103.0
Queens (NC),Andrew McDermott,All,86,12,92.4,102.7,102.8,41.7%,29.3°,25.8°,58.3,25.0%,3,0.467,.299,0.751,.573,8.3%,41.7%,16.7%,36.0%,69.8%,83.3%,2.3%,19.4%,165.0
Georgia College,Rand Bestermann,All,52,10,89.5,101.6,105.0,20.0%,27.9°,29.4°,20.0,10.0%,1,0.545,.270,0.74,.520,22.2%,66.7%,11.1%,46.2%,95.0%,84.2%,15.6%,16.7%,163.0
Lincoln Memorial,Collin Goda,All,41,7,86.4,100.2,103.7,14.3%,13.9°,25.4°,42.9,14.3%,1,0.5,.417,0.74,.588,28.6%,42.9%,28.6%,36.6%,68.8%,90.9%,16.0%,13.3%,149.0
Tennessee Southern,Gabe Sibert,All,29,5,78.5,88.9,91.9,0.0%,21.5°,-,0.0,0.0%,0,0.6,.122,0.715,.135,40.0%,60.0%,0.0%,51.7%,83.3%,80.0%,29.4%,33.3%,70.0
Arizona State,Eamonn Lance,All,50,8,91.3,103.5,103.9,62.5%,16.8°,12.7°,37.5,12.5%,1,0.4,.274,0.71,.523,37.5%,50.0%,0.0%,32.0%,45.0%,77.8%,23.3%,31.2%,39.0
Georgia,Charlie Condon,All,698,117,99.1,112.7,118.2,67.5%,12.5°,15.5°,48.7,29.1%,34,0.486,.453,0.703,.665,31.6%,26.5%,32.5%,38.1%,65.2%,89.1%,21.3%,21.1%,103.0
California Lutheran,Sebastian Smith,All,28,7,88.2,94.2,94.9,0.0%,18.5°,-,57.1,0.0%,0,0.5,.283,0.702,.315,14.3%,28.6%,42.9%,60.7%,92.3%,100.0%,33.3%,17.6%,113.0
George Fox,Noah Meffert,All,182,43,91.7,103.6,107.2,56.1%,10.2°,10.6°,46.3,2.3%,1,0.628,.393,0.7,.486,38.5%,17.9%,43.6%,45.6%,66.3%,89.8%,25.8%,9.6%,105.0
Southwestern (TX),Owen Stevenson,All,29,6,94.0,106.9,112.6,50.0%,14.6°,-3.8°,16.7,16.7%,1,0.667,.289,0.699,.509,33.3%,33.3%,16.7%,48.3%,75.0%,75.0%,15.4%,28.6%,134.0
Morehead State,Kyle Bartman,All,35,7,80.9,92.5,93.1,0.0%,16.7°,-,71.4,0.0%,0,0.625,.415,0.69,.482,28.6%,14.3%,57.1%,42.9%,75.0%,91.7%,15.8%,13.3%,155.0
Tennessee,Colby Backus,All,98,15,93.2,102.7,107.3,66.7%,11.3°,14.7°,46.7,13.3%,2,0.435,.298,0.686,.424,40.0%,33.3%,26.7%,41.8%,65.3%,71.9%,18.4%,31.7%,100.0
UT Permian Basin,Caleb Boswell,All,28,6,87.2,102.2,103.3,33.3%,17.2°,9.2°,50.0,0.0%,0,0.667,.505,0.685,.521,33.3%,16.7%,33.3%,42.9%,75.0%,100.0%,18.8%,0.0%,142.0
UVa Wise,DJ Dickson,All,56,7,85.7,95.3,99.4,14.3%,12.8°,11.7°,42.9,0.0%,0,0.625,.477,0.67,.559,28.6%,28.6%,28.6%,33.9%,80.0%,91.7%,17.1%,10.5%,175.0
Delaware,Tyler August,All,27,5,91.9,102.5,103.0,40.0%,20.4°,21.6°,20.0,20.0%,1,0.5,.344,0.661,.486,40.0%,20.0%,20.0%,33.3%,77.8%,85.7%,11.1%,22.2%,88.0
Merrimack,Hayden Bond,All,33,6,83.8,98.1,99.4,50.0%,-2.0°,11.0°,50.0,0.0%,0,0.571,.396,0.655,.472,50.0%,0.0%,50.0%,48.5%,75.0%,91.7%,23.5%,25.0%,122.0
Cal State Fullerton,Cam Burdick,All,43,8,73.1,96.7,102.2,12.5%,-11.5°,13.6°,50.0,0.0%,0,0.6,.295,0.653,.371,37.5%,0.0%,50.0%,46.5%,63.6%,85.7%,28.6%,20.0%,65.0
Alvin,JJ Olivarez,All,59,10,92.9,101.1,101.6,60.0%,18.6°,20.3°,80.0,0.0%,0,0.636,.457,0.651,.552,10.0%,20.0%,70.0%,54.2%,78.3%,88.9%,38.9%,15.6%,69.0
Nicholls,Edgar Alvarez,All,182,25,91.3,107.4,110.2,44.0%,8.8°,11.0°,40.0,8.0%,2,0.516,.357,0.647,.516,40.0%,12.0%,36.0%,47.3%,70.4%,94.7%,28.7%,16.3%,85.0
Canisius,Jackson Strong,All,146,22,93.4,104.1,106.9,50.0%,11.9°,16.1°,40.9,4.5%,1,0.48,.360,0.641,.539,36.4%,22.7%,31.8%,34.9%,61.5%,90.6%,20.2%,15.7%,106.0
Florida State,James Tibbs III,All,587,103,95.3,109.3,111.4,56.3%,13.7°,17.3°,45.6,21.4%,22,0.435,.423,0.638,.639,31.1%,23.3%,29.1%,41.4%,75.7%,83.4%,17.8%,21.0%,123.0
Southwestern (TX),James Vaquero,All,36,8,86.8,91.2,92.9,0.0%,4.4°,-,25.0,0.0%,0,0.625,.455,0.635,.565,50.0%,0.0%,25.0%,61.1%,69.2%,100.0%,56.5%,0.0%,86.0
UT Permian Basin,Brent Rigtrup,All,34,8,96.9,100.0,100.6,62.5%,3.5°,-2.8°,12.5,0.0%,0,0.75,.382,0.63,.368,75.0%,0.0%,12.5%,47.1%,83.3%,90.0%,27.3%,12.5%,106.0
Reinhardt,Tucker Zdunich,All,57,10,91.4,103.6,105.1,70.0%,8.2°,15.0°,70.0,0.0%,0,0.538,.420,0.63,.563,11.1%,0.0%,88.9%,50.9%,80.0%,93.8%,35.1%,20.7%,67.0
Whitman,Beck Maguire,All,46,6,92.5,101.8,102.1,50.0%,7.2°,13.4°,33.3,16.7%,1,0.5,.423,0.629,.544,66.7%,16.7%,16.7%,37.0%,65.0%,100.0%,15.4%,5.9%,113.0
Coker,Ick Cirino,All,45,7,79.9,96.5,96.7,28.6%,11.5°,23.4°,42.9,0.0%,0,0.375,.176,0.625,.315,28.6%,0.0%,42.9%,40.0%,70.6%,83.3%,21.4%,16.7%,118.0
Eastern Michigan,Brendan Kleiman,All,63,14,85.2,101.6,105.0,28.6%,9.6°,4.7°,42.9,7.1%,1,0.6,.370,0.624,.443,28.6%,21.4%,42.9%,38.1%,71.4%,90.0%,11.4%,8.3%,141.0
Oakland,Brandon Heidal,All,220,40,90.7,101.9,104.3,45.0%,12.7°,14.5°,35.0,7.5%,3,0.462,.283,0.623,.391,40.0%,22.5%,22.5%,40.5%,67.7%,79.4%,20.5%,23.6%,118.0
Whittier,Teige Barrett,All,48,11,87.6,101.2,104.6,63.6%,10.2°,26.4°,54.5,18.2%,2,0.417,.398,0.623,.587,27.3%,36.4%,36.4%,45.8%,73.7%,78.6%,27.6%,27.3%,178.0
Morehead State,Ryley Preece,All,491,63,91.3,103.2,104.4,42.9%,24.0°,18.2°,36.5,6.3%,4,0.437,.248,0.621,.407,22.2%,39.7%,25.4%,36.3%,64.5%,78.7%,17.3%,24.7%,132.0
Virginia Tech,Garrett Michel,All,107,14,97.1,113.3,116.8,64.3%,9.7°,21.9°,64.3,42.9%,6,0.409,.358,0.619,.590,28.6%,42.9%,28.6%,49.5%,74.0%,73.0%,28.1%,34.0%,80.0
Illinois-Chicago,Kendal Ewell,All,529,82,98.5,109.7,114.3,67.1%,16.1°,19.5°,41.5,20.7%,17,0.427,.366,0.617,.589,29.3%,36.6%,24.4%,40.8%,69.7%,83.2%,18.5%,28.7%,120.0
Lenoir-Rhyne,Khi Holiday,All,29,5,82.6,94.0,97.1,20.0%,0.3°,27.0°,60.0,0.0%,0,0.4,.265,0.617,.402,40.0%,20.0%,40.0%,31.0%,69.2%,77.8%,0.0%,22.2%,155.0
Coker,Donavan Frayer,All,31,8,88.5,102.2,103.8,50.0%,7.9°,8.7°,25.0,0.0%,0,0.5,.507,0.617,.537,62.5%,0.0%,25.0%,38.7%,42.9%,100.0%,35.3%,8.3%,109.0
Charleston Southern,Sam Manwarren,All,45,9,84.8,101.8,103.2,22.2%,6.6°,7.3°,33.3,0.0%,0,0.556,.410,0.617,.441,33.3%,0.0%,33.3%,53.3%,80.0%,93.8%,32.0%,12.5%,99.0
Harvard,Dominic Brancel,All,41,6,84.8,96.7,98.8,16.7%,24.3°,36.8°,50.0,0.0%,0,0.5,.175,0.617,.381,0.0%,16.7%,50.0%,39.0%,62.5%,90.0%,24.0%,25.0%,88.0
UC Irvine,Myles Smith,All,272,40,91.9,107.2,108.6,50.0%,7.0°,6.9°,35.0,7.5%,3,0.479,.344,0.614,.496,42.5%,15.0%,27.5%,29.4%,50.8%,86.7%,13.0%,15.0%,111.0
Lenoir-Rhyne,Sal Carricato,All,40,9,93.7,106.2,106.2,55.6%,14.9°,23.7°,44.4,33.3%,3,0.417,.295,0.612,.408,44.4%,33.3%,11.1%,50.0%,72.2%,84.6%,31.8%,25.0%,150.0
Lincoln Memorial,Carson Boles,All,43,8,93.2,98.0,99.8,50.0%,9.6°,-1.8°,25.0,0.0%,0,0.714,.348,0.611,.435,62.5%,25.0%,12.5%,41.9%,75.0%,100.0%,13.0%,5.6%,135.0
Norfolk State,Justin Journette,All,72,8,93.0,111.0,113.6,62.5%,10.8°,11.2°,37.5,25.0%,2,0.429,.260,0.611,.476,25.0%,25.0%,37.5%,50.0%,82.4%,64.3%,21.1%,41.7%,141.0
South Dakota State,Thatcher Kozal,All,81,10,94.4,102.5,109.1,70.0%,33.2°,24.5°,40.0,10.0%,1,0.389,.256,0.611,.459,0.0%,50.0%,30.0%,43.2%,60.6%,75.0%,31.2%,28.6%,93.0
North Dakota State,Colten Becker,All,70,14,86.5,102.2,105.6,42.9%,19.4°,22.0°,50.0,7.1%,1,0.429,.401,0.611,.628,21.4%,35.7%,35.7%,40.0%,70.0%,81.0%,17.5%,25.0%,124.0
Panola,Luke Paxton,All,37,10,85.7,98.5,99.6,40.0%,-8.9°,0.7°,20.0,0.0%,0,0.6,.369,0.609,.405,90.0%,0.0%,10.0%,45.9%,72.2%,84.6%,21.1%,17.6%,174.0
South Carolina,Tyler Causey,All,150,18,100.9,109.7,110.5,72.2%,16.5°,12.2°,50.0,22.2%,4,0.478,.415,0.609,.605,33.3%,16.7%,38.9%,42.0%,82.5%,75.8%,27.3%,36.5%,105.0
Young Harris,Jeremy Begora,All,217,36,91.8,105.7,107.1,44.1%,16.6°,8.4°,41.2,8.3%,3,0.442,.361,0.608,.511,30.0%,33.3%,36.7%,39.2%,71.6%,92.1%,17.1%,17.6%,113.0
High Point,Peyton Carr,All,232,50,95.0,106.1,109.4,60.0%,22.7°,17.3°,40.0,18.0%,9,0.446,.361,0.608,.565,22.0%,38.0%,22.0%,40.1%,70.4%,89.9%,17.9%,14.0%,109.0
Arizona State,Kien Vu,All,229,30,88.7,107.3,108.2,56.7%,11.5°,17.6°,46.7,10.0%,3,0.444,.263,0.607,.412,30.0%,33.3%,26.7%,47.6%,70.3%,84.4%,32.6%,31.2%,85.0
Coppin State,Damon Gaither,All,88,11,86.9,107.2,110.3,45.5%,16.3°,23.8°,36.4,9.1%,1,0.385,.310,0.606,.568,27.3%,45.5%,18.2%,35.2%,60.6%,70.0%,20.0%,22.6%,119.0
UTSA,Tye Odom,All,34,7,93.4,95.6,97.4,42.9%,18.9°,7.0°,0.0,0.0%,0,0.556,.148,0.603,.387,28.6%,28.6%,0.0%,58.8%,66.7%,92.9%,46.2%,20.0%,65.0
Coppin State,Angel Colon,All,31,8,83.9,91.6,91.9,12.5%,7.4°,-11.2°,12.5,0.0%,0,0.5,.207,0.603,.210,50.0%,25.0%,25.0%,48.4%,81.8%,100.0%,30.0%,20.0%,145.0
Campbell,Grant Knipp,All,370,42,97.6,110.7,111.8,61.9%,24.1°,23.7°,50.0,35.7%,15,0.403,.336,0.602,.567,14.3%,35.7%,33.3%,40.8%,65.9%,75.3%,28.3%,33.1%,97.0
Georgia,Corey Collins,All,625,86,92.2,109.1,111.6,52.3%,25.7°,22.8°,47.7,24.4%,21,0.404,.378,0.598,.594,17.4%,36.0%,33.7%,35.7%,64.3%,89.6%,19.7%,16.1%,125.0
Limestone,Davis Turner,All,41,7,94.9,100.7,100.8,42.9%,29.8°,12.6°,28.6,0.0%,0,0.5,.263,0.597,.381,28.6%,28.6%,28.6%,43.9%,57.9%,90.9%,31.8%,22.2%,51.0
Appalachian State,Banks Tolley,All,371,78,93.3,110.4,113.6,52.6%,16.9°,13.1°,38.5,17.9%,14,0.446,.370,0.596,.520,34.6%,23.1%,24.4%,42.9%,68.2%,84.5%,25.5%,18.2%,109.0
Rider,Matt Shepherd,All,55,12,88.9,98.6,101.4,25.0%,22.4°,20.8°,50.0,0.0%,0,0.462,.339,0.596,.443,33.3%,25.0%,33.3%,45.5%,72.4%,95.2%,15.4%,16.0%,93.0
California Lutheran,Alec Garcia,All,34,8,83.8,93.4,93.8,0.0%,16.6°,-,37.5,0.0%,0,0.6,.254,0.596,.276,37.5%,12.5%,50.0%,47.1%,61.5%,87.5%,38.1%,12.5%,5.0
Eastern Michigan,Giano Zuccaro,All,130,25,84.4,101.3,104.9,36.0%,12.5°,10.9°,24.0,0.0%,0,0.483,.369,0.594,.422,48.0%,32.0%,20.0%,32.3%,49.1%,92.9%,19.2%,11.9%,93.0
Arkansas State,Dylan DeButy,All,122,10,93.1,97.6,99.3,50.0%,26.7°,25.6°,30.0,0.0%,0,0.333,.167,0.594,.370,20.0%,60.0%,20.0%,27.0%,49.0%,70.8%,12.3%,30.3%,139.0
Texas A&M-Corpus Christi,Chance Reisdorph,All,101,16,83.9,98.5,99.0,31.2%,13.4°,25.8°,43.8,0.0%,0,0.412,.227,0.592,.353,18.8%,37.5%,25.0%,46.5%,75.8%,88.0%,32.4%,19.1%,96.0
McNeese,Braley Hollins,All,72,13,91.4,98.1,101.1,46.2%,6.2°,12.4°,30.8,0.0%,0,0.5,.296,0.591,.368,46.2%,30.8%,15.4%,36.1%,59.4%,94.7%,17.5%,19.2%,97.0
Queens (NC),JJ Sousa,All,77,18,89.1,101.3,103.3,33.3%,12.9°,29.5°,38.9,5.6%,1,0.429,.312,0.588,.414,22.2%,22.2%,33.3%,50.6%,73.3%,72.7%,36.2%,20.5%,122.0
Jacksonville,Chandler Brent Howard,All,108,18,89.4,103.5,107.2,55.6%,18.8°,15.8°,44.4,0.0%,0,0.474,.413,0.587,.526,27.8%,27.8%,38.9%,34.3%,66.7%,96.2%,15.9%,10.8%,144.0
East Carolina,Carter Cunningham,All,523,97,95.1,104.8,108.1,64.9%,15.2°,15.7°,49.5,8.2%,8,0.436,.398,0.587,.547,27.8%,27.8%,34.0%,43.0%,69.9%,92.5%,25.2%,16.4%,109.0
Tennessee Tech,Hayden Gilliland,All,119,19,90.0,106.4,107.5,42.1%,20.3°,21.5°,26.3,15.8%,3,0.4,.388,0.583,.587,26.3%,36.8%,21.1%,35.3%,67.5%,85.2%,19.0%,19.0%,154.0
Oklahoma State,Nolan Schubart,All,421,49,96.8,111.8,114.7,65.3%,21.6°,20.8°,44.9,28.6%,14,0.387,.344,0.579,.552,20.4%,26.5%,36.7%,39.7%,66.1%,72.6%,20.5%,36.5%,113.0
Loyola Marymount,Khadim Diaw,All,169,38,88.0,105.0,107.8,42.1%,17.4°,18.8°,57.9,5.3%,2,0.467,.327,0.579,.397,18.4%,23.7%,44.7%,49.7%,69.0%,87.8%,35.7%,22.6%,70.0
Iona,Matt Wessels,All,32,5,80.2,102.6,104.6,40.0%,-19.3°,2.8°,20.0,20.0%,1,0.4,.350,0.577,.567,80.0%,0.0%,20.0%,25.0%,54.5%,100.0%,9.5%,0.0%,135.0
Queens (NC),Tyler Cotto,All,180,21,95.8,108.1,108.7,57.1%,25.0°,18.1°,47.6,28.6%,6,0.406,.264,0.576,.451,23.8%,19.0%,38.1%,37.8%,68.1%,69.4%,17.6%,36.8%,133.0
Coppin State,Victor Alongi,All,30,7,81.8,95.2,95.2,28.6%,5.0°,10.6°,14.3,0.0%,0,0.571,.264,0.576,.473,28.6%,14.3%,28.6%,36.7%,60.0%,88.9%,13.3%,9.1%,153.0
Campbell,Lawson Harrill,All,686,90,93.5,106.6,111.7,55.6%,20.7°,20.1°,46.7,20.0%,18,0.39,.338,0.575,.527,26.7%,30.0%,31.1%,38.9%,68.4%,78.7%,17.6%,28.8%,115.0
New Mexico,Reed Spenrath,All,532,84,95.8,109.5,113.6,59.5%,12.6°,15.5°,38.1,16.7%,14,0.413,.366,0.573,.532,31.0%,28.6%,27.4%,40.4%,67.4%,85.0%,21.7%,24.2%,118.0
Harvard,Ben Rounds,All,474,79,94.4,107.4,112.4,51.9%,0.1°,10.9°,31.6,11.4%,9,0.436,.327,0.572,.491,48.1%,13.9%,24.1%,39.5%,68.4%,87.5%,20.6%,22.5%,129.0
Georgetown,Blake Schaaf,All,62,10,82.9,96.3,97.7,10.0%,2.1°,14.0°,40.0,0.0%,0,0.5,.226,0.571,.391,50.0%,10.0%,30.0%,37.1%,60.0%,83.3%,15.6%,21.7%,109.0
Lindenwood,Dawson Hokuf,All,199,47,88.0,102.4,104.9,40.4%,15.9°,15.6°,38.3,4.3%,2,0.431,.350,0.571,.462,34.0%,19.1%,31.9%,46.7%,77.1%,90.6%,25.0%,15.1%,144.0
Morehead State,Roman Kuntz,All,371,76,91.5,103.6,111.0,39.5%,26.8°,21.5°,26.3,10.5%,8,0.39,.282,0.57,.458,22.4%,38.2%,18.4%,46.6%,78.5%,91.5%,28.4%,15.6%,115.0
Niagara,Eric Rataczak,All,169,35,97.0,108.1,112.3,71.4%,13.3°,15.0°,40.0,8.6%,3,0.436,.395,0.567,.539,37.1%,31.4%,22.9%,39.1%,72.6%,93.3%,19.6%,12.1%,116.0
Richmond,Aaron Whitley,All,351,71,88.2,101.8,104.9,33.8%,10.4°,14.2°,33.8,5.6%,4,0.459,.279,0.566,.409,45.1%,19.7%,23.9%,38.2%,62.2%,89.1%,20.7%,17.2%,91.0
Ave Maria,Michael Kelly,All,28,6,89.7,92.3,93.3,0.0%,17.3°,-,66.7,0.0%,0,0.5,.358,0.565,.431,16.7%,16.7%,66.7%,50.0%,100.0%,100.0%,36.4%,7.1%,147.0
Oregon State,Travis Bazzana,All,630,94,97.5,107.6,111.9,62.8%,15.4°,15.8°,45.7,17.0%,16,0.395,.392,0.564,.591,26.6%,24.5%,35.1%,35.4%,63.4%,87.2%,17.4%,14.8%,119.0
Wake Forest,Nick Kurtz,All,611,83,95.6,111.0,114.6,54.2%,23.1°,19.7°,33.7,18.1%,15,0.356,.359,0.563,.555,24.1%,31.3%,24.1%,33.6%,58.7%,85.5%,19.1%,21.5%,123.0
Indiana State,Parker Stinson,All,293,39,95.3,109.1,110.4,61.5%,22.1°,23.2°,41.0,25.6%,10,0.333,.296,0.563,.495,23.1%,30.8%,33.3%,45.7%,76.4%,72.2%,22.3%,32.1%,122.0
Nebraska,Gabe Swansen,All,201,40,87.2,105.4,107.1,52.5%,13.5°,18.7°,42.5,12.5%,5,0.438,.336,0.562,.482,30.0%,35.0%,25.0%,46.8%,67.9%,85.5%,32.5%,22.3%,109.0
Emmanuel (GA),Brody Campbell,All,111,17,93.1,101.9,102.7,41.2%,20.1°,15.0°,35.3,5.9%,1,0.421,.413,0.562,.530,40.0%,26.7%,33.3%,36.0%,66.7%,85.7%,17.4%,17.5%,134.0
Air Force,Jay Thomason,All,406,66,92.9,109.6,114.1,59.1%,20.0°,23.6°,39.4,19.7%,13,0.402,.277,0.561,.436,18.2%,37.9%,30.3%,53.4%,79.7%,78.8%,38.4%,28.1%,85.0
Norfolk State,Jalan Jones,All,55,10,95.9,98.7,100.3,50.0%,7.5°,6.2°,30.0,10.0%,1,0.467,.276,0.56,.321,60.0%,10.0%,20.0%,49.1%,76.5%,92.3%,36.8%,25.9%,82.0
Baylor,Hunter Simmons,All,51,10,96.6,103.8,106.6,70.0%,9.9°,6.7°,40.0,20.0%,2,0.385,.407,0.56,.546,60.0%,30.0%,10.0%,41.2%,60.7%,88.2%,17.4%,23.8%,94.0
Delaware State,Chris Amparo,All,44,9,87.0,103.7,103.7,44.4%,31.0°,23.3°,33.3,11.1%,1,0.333,.316,0.56,.509,11.1%,44.4%,33.3%,36.4%,50.0%,72.7%,22.7%,18.8%,74.0
Florida State,Jordan Williams,All,78,10,85.5,97.3,99.5,30.0%,10.2°,13.5°,40.0,0.0%,0,0.417,.321,0.559,.551,30.0%,10.0%,40.0%,33.3%,65.2%,93.3%,20.0%,19.2%,112.0
UNC Greensboro,Caleb Cozart,All,345,51,95.3,110.3,112.7,56.9%,15.6°,17.8°,37.3,23.5%,12,0.343,.348,0.559,.564,25.5%,25.5%,25.5%,38.6%,63.8%,90.1%,23.9%,25.6%,88.0
Lamar,Logan Hamm,All,61,8,83.0,93.7,97.7,12.5%,16.7°,21.3°,50.0,0.0%,0,0.364,.228,0.558,.355,25.0%,37.5%,37.5%,37.7%,68.0%,70.6%,16.7%,34.8%,130.0
UT Tyler,Connor Clark,All,52,10,83.8,98.4,99.6,20.0%,18.3°,9.5°,40.0,0.0%,0,0.462,.271,0.558,.318,30.0%,30.0%,30.0%,48.1%,82.4%,92.9%,31.4%,24.0%,103.0
Xavier,Tyler DeMartino,All,97,14,88.6,104.4,107.7,28.6%,9.1°,8.6°,42.9,0.0%,0,0.444,.338,0.558,.431,28.6%,14.3%,50.0%,35.1%,65.9%,82.8%,9.4%,17.6%,139.0
Pacific,Jarryd Wood,All,45,8,84.3,98.1,100.4,25.0%,12.0°,28.7°,50.0,0.0%,0,0.4,.249,0.557,.370,25.0%,12.5%,50.0%,51.1%,81.0%,82.4%,25.0%,26.1%,133.0
Tennessee Southern,Landon Rogers,All,25,5,89.0,84.2,84.2,40.0%,-9.4°,-4.6°,0.0,0.0%,0,0.6,.246,0.557,.237,80.0%,20.0%,0.0%,44.0%,60.0%,100.0%,33.3%,18.2%,110.0
Norfolk State,Brendan Burke,All,46,7,94.7,106.0,106.8,42.9%,27.3°,26.0°,42.9,28.6%,2,0.364,.291,0.556,.455,0.0%,42.9%,28.6%,41.3%,73.3%,72.7%,25.8%,31.6%,142.0
Virginia,Antonio Perrotta,All,26,6,90.7,100.1,100.4,33.3%,12.2°,17.0°,50.0,0.0%,0,0.429,.466,0.556,.546,50.0%,16.7%,33.3%,53.8%,83.3%,90.0%,28.6%,7.1%,80.0
Oregon State,Tyce Peterson,All,77,11,93.3,104.2,108.3,54.5%,10.7°,-9.6°,27.3,0.0%,0,0.462,.268,0.556,.410,27.3%,9.1%,27.3%,32.5%,58.3%,76.2%,9.8%,28.0%,119.0
Miami,AJ Goytia,All,31,6,92.1,101.5,101.7,33.3%,5.8°,4.0°,33.3,0.0%,0,0.571,.377,0.556,.413,83.3%,0.0%,0.0%,41.9%,63.2%,100.0%,8.3%,0.0%,130.0
Coker,Ian Miller,All,29,5,82.1,88.9,90.6,0.0%,18.8°,-,40.0,0.0%,0,0.571,.325,0.556,.485,20.0%,20.0%,40.0%,41.4%,57.1%,75.0%,26.7%,33.3%,133.0
Stetson,Nelphie Lopez,All,47,5,77.7,94.5,98.1,20.0%,8.5°,16.9°,60.0,0.0%,0,0.556,.299,0.555,.376,40.0%,20.0%,40.0%,38.3%,60.0%,58.3%,22.2%,44.4%,100.0
New Orleans,Mitchell Sanford,All,337,72,94.0,106.5,109.8,55.6%,16.7°,16.7°,43.1,15.3%,11,0.412,.403,0.555,.561,33.3%,23.6%,33.3%,50.1%,80.4%,87.4%,26.5%,21.3%,125.0
Louisiana Tech,Cole McConnell,All,608,110,95.4,107.4,110.2,66.4%,11.2°,13.6°,41.8,12.7%,14,0.46,.377,0.555,.503,36.4%,21.8%,34.5%,49.3%,77.0%,87.1%,28.5%,20.7%,97.0
Oklahoma State,Carson Benge,All,522,95,93.8,107.0,110.5,50.5%,7.2°,14.2°,38.9,11.6%,11,0.409,.355,0.555,.507,33.7%,25.3%,32.6%,38.9%,65.5%,90.5%,18.6%,15.8%,118.0
Murray State,Parker Estes,All,92,13,86.7,103.3,103.5,23.1%,15.3°,23.0°,69.2,15.4%,2,0.412,.373,0.555,.511,23.1%,15.4%,53.8%,37.0%,53.8%,85.7%,24.5%,26.5%,119.0
Campbell,Jackson Thompson,All,30,5,91.4,96.7,99.9,20.0%,32.3°,31.6°,40.0,0.0%,0,0.333,.216,0.554,.423,20.0%,40.0%,20.0%,30.0%,70.0%,71.4%,10.0%,22.2%,187.0
Bryant,Gavin Noriega,All,181,26,96.9,107.6,111.6,65.4%,19.2°,18.8°,50.0,19.2%,5,0.412,.368,0.554,.538,23.1%,23.1%,38.5%,40.3%,64.3%,86.7%,25.2%,17.8%,108.0
Vanderbilt,JD Rogers,All,51,6,76.9,106.9,110.5,16.7%,-1.8°,18.4°,33.3,16.7%,1,0.375,.273,0.554,.444,50.0%,16.7%,33.3%,41.2%,52.2%,75.0%,32.1%,19.0%,69.0
Tennessee Tech,Preston Steele,All,45,7,87.2,101.1,101.4,57.1%,15.7°,13.8°,42.9,0.0%,0,0.375,.427,0.554,.547,28.6%,28.6%,42.9%,31.1%,57.1%,75.0%,19.4%,28.6%,122.0
High Point,Matthew Martinez II,All,31,6,82.2,93.2,94.8,0.0%,7.4°,-,16.7,0.0%,0,0.4,.204,0.554,.359,50.0%,33.3%,16.7%,41.9%,72.7%,100.0%,25.0%,15.4%,112.0
Toledo,Luke Walton,All,106,19,85.2,100.6,106.1,31.6%,14.6°,17.8°,42.1,5.3%,1,0.458,.310,0.553,.400,26.3%,31.6%,36.8%,40.6%,58.0%,89.7%,25.0%,16.3%,78.0
New Orleans,Victor Castillo,All,383,61,89.4,104.3,109.2,36.1%,7.1°,12.9°,32.8,8.2%,5,0.375,.330,0.552,.501,44.3%,24.6%,23.0%,41.5%,66.0%,89.7%,23.5%,17.6%,115.0
Georgia State,Brennan Hudson,All,345,52,94.9,106.0,108.0,51.9%,22.5°,23.5°,42.3,7.7%,4,0.381,.323,0.55,.508,13.5%,34.6%,30.8%,34.5%,61.6%,92.2%,14.6%,13.4%,134.0
