Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Indiana,Cooper Malamazian,All,175,31,90.9,104.1,108.5,45.2%,5.9°,9.8°,45.2,12.9%,4,0.279,0.29,0.373,0.377,41.9%,19.4%,32.3%,42.9%,59.5%,86.4%,30.7%,24.0%,72
Auburn,Bub Terrell,All,269,52,91.4,104.2,112.2,44.2%,12.9°,9.7°,30.8,3.8%,2,0.277,0.252,0.373,0.353,38.5%,25.0%,25.0%,47.6%,61.4%,85.2%,34.3%,21.1%,34
California,Max Handron,All,179,26,87.4,100.7,106.1,46.2%,5.6°,12.3°,30.8,3.8%,1,0.3,0.288,0.373,0.347,46.2%,19.2%,26.9%,45.3%,64.6%,77.4%,28.9%,37.0%,63
Manhattan,Tyler Galletti,All,45,9,86.3,96.2,96.6,22.2%,13.8°,22.8°,33.3,0.0%,0,0.333,0.278,0.373,0.317,44.4%,22.2%,33.3%,46.7%,78.9%,86.7%,23.1%,23.8%,149
Pepperdine,Nick Upstill,All,82,15,89.7,96.4,97.9,40.0%,15.4°,11.3°,40.0,0.0%,0,0.333,0.374,0.373,0.432,46.7%,13.3%,26.7%,48.8%,84.2%,96.9%,18.2%,5.0%,134
San Jose State,Jake Maroney,All,46,8,81.0,92.4,93.5,0.0%,25.2°,-,50.0,0.0%,0,0.364,0.308,0.373,0.346,12.5%,25.0%,50.0%,47.8%,66.7%,78.6%,32.0%,22.7%,70
Texas,Jalin Flores,All,243,31,91.3,103.3,105.3,45.2%,21.6°,19.6°,45.2,12.9%,4,0.245,0.246,0.373,0.371,25.8%,35.5%,29.0%,50.6%,68.5%,79.7%,36.3%,27.6%,66
Houston,Coby DeJesus,All,95,18,84.4,94.6,95.6,5.6%,2.0°,10.1°,44.4,0.0%,0,0.364,0.284,0.373,0.31,44.4%,11.1%,44.4%,52.6%,66.7%,92.9%,41.5%,22.0%,64
Georgia College,JD Coleman,All,51,15,80.7,97.3,100.7,13.3%,8.5°,11.2°,20.0,0.0%,0,0.4,0.295,0.373,0.306,53.3%,26.7%,20.0%,56.9%,95.8%,87.0%,22.2%,17.2%,137
Oregon State,AJ Singer,All,272,56,88.8,100.2,104.2,28.6%,8.1°,8.0°,39.3,3.6%,2,0.311,0.318,0.373,0.409,44.6%,25.0%,30.4%,39.0%,61.5%,93.8%,18.3%,12.3%,78
Stanford,Brady Reynolds,All,192,28,86.2,101.8,107.0,32.1%,14.0°,11.1°,53.6,3.6%,1,0.273,0.27,0.373,0.371,35.7%,21.4%,39.3%,44.3%,72.9%,74.2%,21.5%,35.3%,99
Youngstown State,Cole Smith,All,181,23,84.0,101.9,102.9,26.1%,14.9°,22.1°,30.4,4.3%,1,0.258,0.211,0.373,0.313,34.8%,43.5%,13.0%,41.4%,67.7%,92.9%,27.7%,24.0%,133
Westmont,Grant Yzermans,All,52,13,89.7,98.1,103.3,30.8%,30.7°,15.8°,69.2,0.0%,0,0.375,0.34,0.373,0.373,0.0%,30.8%,53.8%,53.8%,85.0%,94.1%,34.4%,7.1%,173
Louisville,Tagger Tyson,All,124,24,84.7,101.6,104.7,41.7%,16.3°,12.9°,37.5,0.0%,0,0.3,0.26,0.372,0.3,37.5%,29.2%,29.2%,50.0%,69.0%,90.0%,33.3%,12.9%,61
LSU,Derek Curiel,All,475,65,86.4,101.7,105.2,40.0%,6.6°,7.8°,27.7,4.6%,3,0.247,0.241,0.372,0.375,47.7%,24.6%,18.5%,31.4%,44.3%,91.5%,20.9%,18.8%,75
Alabama State,Quentin Jenkins,All,40,6,80.1,94.3,94.5,0.0%,8.0°,-,16.7,0.0%,0,0.333,0.21,0.372,0.348,33.3%,50.0%,16.7%,42.5%,61.5%,100.0%,33.3%,0.0%,112
TCU,Colton Griffin,All,97,15,84.7,99.7,104.3,20.0%,10.1°,28.2°,40.0,0.0%,0,0.333,0.304,0.372,0.363,46.7%,20.0%,33.3%,29.9%,41.2%,100.0%,17.4%,10.3%,75
Illinois,Jack Zebig,All,209,33,83.9,100.4,103.9,39.4%,-0.6°,6.8°,21.2,0.0%,0,0.286,0.242,0.372,0.323,60.6%,18.2%,21.2%,28.2%,50.6%,88.1%,13.5%,23.7%,113
Carson-Newman,Trey Miller,All,78,12,78.5,94.2,96.8,8.3%,2.6°,2.3°,41.7,0.0%,0,0.353,0.235,0.372,0.327,50.0%,0.0%,33.3%,43.6%,61.8%,90.5%,29.5%,23.5%,115
Lafayette,Liam Ebbs,All,89,11,81.9,97.8,100.1,27.3%,-0.2°,8.6°,54.5,0.0%,0,0.25,0.339,0.372,0.42,45.5%,0.0%,54.5%,46.1%,68.4%,69.2%,29.4%,39.0%,74
Sacred Heart,Alex Ungar,All,35,7,98.5,108.9,110.8,71.4%,22.8°,19.9°,57.1,14.3%,1,0.25,0.412,0.372,0.538,14.3%,28.6%,57.1%,37.1%,75.0%,100.0%,17.4%,7.7%,139
Valparaiso,Liam Patton,All,186,31,90.0,102.8,104.3,41.9%,17.8°,14.1°,45.2,3.2%,1,0.256,0.302,0.372,0.402,29.0%,35.5%,32.3%,41.4%,67.1%,92.7%,21.2%,18.2%,116
Valparaiso,Aidan Thaxton,All,89,25,88.4,101.6,102.5,32.0%,3.1°,7.9°,28.0,0.0%,0,0.385,0.358,0.372,0.359,40.0%,8.0%,40.0%,61.8%,81.1%,86.7%,48.1%,16.4%,89
Nevada,Jacob Doyle,All,108,14,94.1,104.9,105.6,57.1%,21.1°,34.2°,42.9,21.4%,3,0.231,0.203,0.372,0.366,28.6%,50.0%,21.4%,46.3%,71.8%,67.9%,31.9%,44.0%,68
Northern Kentucky,Josh Williams,All,108,15,90.3,102.8,103.4,46.7%,8.7°,12.9°,60.0,6.7%,1,0.32,0.279,0.372,0.346,40.0%,13.3%,46.7%,47.2%,62.3%,87.9%,32.7%,21.6%,10
Long Island,Jarod Wade,All,43,7,82.8,91.0,91.6,0.0%,32.3°,-,28.6,0.0%,0,0.25,0.288,0.372,0.388,14.3%,57.1%,14.3%,32.6%,47.1%,87.5%,23.1%,21.4%,114
Florida State,Jaxson West,All,181,35,86.6,102.3,104.2,42.9%,2.5°,1.8°,25.7,2.9%,1,0.308,0.297,0.372,0.361,62.9%,14.3%,17.1%,37.0%,56.8%,93.5%,21.0%,11.9%,103
Northern Kentucky,Brennan Rowe,All,115,14,95.1,105.1,105.1,50.0%,9.5°,4.8°,42.9,7.1%,1,0.286,0.294,0.372,0.377,50.0%,14.3%,35.7%,38.3%,65.4%,91.2%,15.9%,22.7%,116
Illinois-Chicago,James Harris,All,155,27,88.0,100.8,106.3,37.0%,7.1°,6.3°,25.9,3.7%,1,0.375,0.218,0.372,0.282,51.9%,33.3%,11.1%,41.3%,66.2%,89.8%,18.5%,21.9%,119
Tulane,Michael Lombardi,All,149,24,87.2,99.2,99.8,25.0%,6.5°,3.8°,20.8,0.0%,0,0.222,0.233,0.372,0.368,54.2%,25.0%,16.7%,36.9%,58.3%,94.3%,22.5%,5.5%,90
NJIT,Cole Campbell,All,65,15,86.6,97.6,99.5,46.7%,6.3°,-4.7°,26.7,0.0%,0,0.333,0.291,0.372,0.336,46.7%,20.0%,26.7%,50.8%,74.2%,91.3%,29.4%,12.1%,153
Pittsburgh,Caden Dulin,All,237,44,83.4,101.9,104.3,38.6%,10.3°,10.9°,34.1,0.0%,0,0.314,0.292,0.372,0.357,43.2%,22.7%,29.5%,47.7%,68.4%,88.8%,27.5%,14.2%,76
Charleston Southern,Nathan Martinez,All,132,23,85.5,98.6,100.9,26.1%,21.9°,15.6°,30.4,4.3%,1,0.286,0.24,0.372,0.332,21.7%,39.1%,30.4%,47.0%,66.1%,83.8%,32.9%,24.2%,114
Pittsburgh,David Pedanou,All,156,25,87.5,106.3,108.0,40.0%,-6.4°,6.6°,48.0,0.0%,0,0.35,0.275,0.372,0.338,44.0%,0.0%,52.0%,52.6%,74.0%,78.9%,31.6%,29.3%,74
Penn,Connor Chavez,All,130,23,80.9,96.1,102.9,17.4%,12.0°,9.9°,34.8,0.0%,0,0.286,0.248,0.372,0.334,43.5%,26.1%,26.1%,38.5%,64.6%,88.1%,12.3%,16.0%,127
Cal State Fullerton,Matthew Bardowell,All,172,32,88.6,107.7,109.8,28.1%,17.2°,11.6°,34.4,3.1%,1,0.333,0.237,0.372,0.303,31.2%,21.9%,34.4%,43.6%,72.2%,90.4%,23.0%,21.3%,87
North Dakota State,Davis Hamilton,All,115,17,80.4,97.0,99.6,29.4%,0.8°,2.7°,29.4,0.0%,0,0.333,0.237,0.372,0.291,64.7%,11.8%,23.5%,31.3%,51.0%,84.6%,15.6%,19.4%,60
Saint Mary's (CA),Ian Armstrong,All,116,22,85.4,102.2,103.6,27.3%,0.2°,12.0°,27.3,0.0%,0,0.296,0.3,0.372,0.39,54.5%,18.2%,27.3%,45.7%,64.4%,82.8%,33.8%,20.8%,89
Lipscomb,Aaron Stelogeannis,All,95,13,90.5,99.4,103.6,38.5%,10.4°,9.9°,38.5,0.0%,0,0.381,0.239,0.372,0.265,46.2%,23.1%,23.1%,50.5%,73.8%,83.9%,32.1%,25.0%,101
Georgia,Kolby Branch,All,305,40,93.3,105.1,107.2,62.5%,17.5°,15.1°,20.0,12.5%,5,0.239,0.222,0.371,0.335,40.0%,32.5%,15.0%,45.2%,66.2%,74.0%,26.2%,36.2%,75
Mississippi State,Gatlin Sanders,All,193,25,83.7,95.7,97.0,24.0%,3.9°,-11.1°,40.0,0.0%,0,0.359,0.278,0.371,0.326,60.0%,16.0%,24.0%,37.8%,50.6%,93.2%,27.4%,20.5%,64
Southern Indiana,Parker Martin,All,126,26,83.6,95.0,96.4,23.1%,7.6°,-1.6°,38.5,0.0%,0,0.387,0.328,0.371,0.347,46.2%,15.4%,34.6%,55.6%,81.0%,89.4%,33.8%,21.4%,98
Fordham,Tommy Markey,All,95,10,88.3,99.0,101.1,40.0%,5.1°,11.0°,40.0,0.0%,0,0.316,0.24,0.371,0.3,60.0%,30.0%,10.0%,35.8%,55.6%,65.0%,23.7%,41.2%,70
Illinois Wesleyan,Gage Wolfe,All,36,9,83.8,94.1,94.9,0.0%,10.4°,-,44.4,0.0%,0,0.4,0.374,0.371,0.471,33.3%,11.1%,44.4%,55.6%,87.5%,92.9%,30.0%,30.0%,127
Campbell,Lukas Schramm,All,84,8,89.0,105.3,106.6,50.0%,16.9°,17.0°,25.0,0.0%,0,0.286,0.249,0.371,0.365,37.5%,25.0%,25.0%,44.0%,64.1%,80.0%,26.7%,27.0%,72
Kentucky,James McCoy,All,173,24,95.7,106.2,112.0,50.0%,11.9°,15.2°,29.2,12.5%,3,0.276,0.323,0.371,0.453,41.7%,25.0%,29.2%,43.4%,71.4%,80.0%,16.9%,25.3%,95
VMI,Ryan Peterson,All,165,30,84.0,100.2,101.8,20.0%,5.8°,1.8°,23.3,3.3%,1,0.3,0.23,0.371,0.309,63.3%,23.3%,10.0%,43.0%,62.3%,88.4%,29.2%,22.5%,103
Stonehill,Sean McGee,All,61,7,90.2,100.9,101.7,28.6%,32.6°,11.9°,57.1,0.0%,0,0.308,0.241,0.371,0.405,0.0%,14.3%,57.1%,47.5%,58.6%,76.5%,37.5%,37.9%,77
Xavier,Connor Misch,All,221,29,88.0,105.4,108.4,41.4%,3.4°,12.6°,24.1,13.8%,4,0.244,0.281,0.371,0.439,58.6%,20.7%,20.7%,38.0%,68.1%,82.3%,16.9%,21.4%,147
Manhattan,Hunter Sute,All,80,11,84.7,100.6,100.7,45.5%,20.5°,8.0°,45.5,0.0%,0,0.316,0.189,0.371,0.242,27.3%,27.3%,36.4%,42.5%,52.6%,65.0%,33.3%,47.1%,32
San Diego,Connor Meidroth,All,130,23,85.6,99.6,102.6,26.1%,9.6°,18.1°,30.4,4.3%,1,0.296,0.323,0.371,0.408,47.8%,30.4%,21.7%,40.8%,60.0%,82.1%,21.5%,18.9%,133
Jacksonville,Jaden Bastain,All,88,17,93.2,106.9,107.3,47.1%,3.2°,10.1°,35.3,17.6%,3,0.222,0.394,0.371,0.53,52.9%,5.9%,29.4%,35.2%,56.1%,82.6%,17.0%,19.4%,104
High Point,Miggy Echazarreta,All,144,14,88.2,99.3,102.4,35.7%,3.6°,15.7°,50.0,0.0%,0,0.231,0.252,0.371,0.42,42.9%,14.3%,35.7%,26.4%,41.7%,80.0%,11.1%,26.3%,85
Monmouth,Casey Caufield,All,128,22,85.0,96.5,98.7,22.7%,7.1°,0.8°,36.4,0.0%,0,0.308,0.339,0.371,0.407,45.5%,31.8%,22.7%,25.8%,51.7%,86.7%,4.3%,12.1%,105
Virginia Tech,Henry Cooke,All,250,49,90.6,105.8,108.7,49.0%,12.1°,5.9°,32.7,2.0%,1,0.295,0.296,0.371,0.382,46.9%,14.3%,30.6%,43.6%,62.9%,79.5%,26.9%,25.7%,103
NC State,Tyler Head,All,316,48,80.1,96.1,101.7,16.7%,15.7°,9.2°,25.0,2.1%,1,0.295,0.214,0.371,0.343,35.4%,43.8%,16.7%,34.2%,51.4%,93.2%,19.8%,13.9%,72
Pacific,Rylan Evans,All,30,9,83.9,92.4,95.9,22.2%,21.0°,-1.8°,44.4,0.0%,0,0.4,0.338,0.371,0.332,33.3%,44.4%,22.2%,53.3%,71.4%,90.0%,37.5%,18.8%,78
Toledo,Kaleb Herbert,All,125,24,84.2,95.3,99.2,12.5%,17.3°,1.0°,25.0,0.0%,0,0.37,0.258,0.371,0.302,41.7%,37.5%,16.7%,48.0%,81.5%,95.5%,22.5%,13.3%,112
North Dakota State,Colten Becker,All,112,14,84.3,105.7,106.9,28.6%,22.2°,13.6°,64.3,0.0%,0,0.3,0.305,0.371,0.433,21.4%,7.1%,57.1%,41.1%,68.6%,85.7%,18.0%,26.1%,100
USC Upstate,Tyler Lang,All,29,6,85.0,99.1,99.8,33.3%,-5.8°,17.4°,16.7,0.0%,0,0.25,0.194,0.371,0.229,66.7%,33.3%,0.0%,51.7%,76.9%,100.0%,31.2%,13.3%,97
UTSA,Lorenzo Moressi,All,48,14,86.3,101.5,104.5,35.7%,1.7°,4.4°,28.6,0.0%,0,0.375,0.292,0.371,0.322,57.1%,14.3%,28.6%,50.0%,69.6%,93.8%,32.0%,16.7%,63
Saint Louis,Kamaehu Sanchez,All,113,11,85.4,98.3,101.3,27.3%,7.5°,24.2°,54.5,0.0%,0,0.211,0.164,0.371,0.358,27.3%,45.5%,27.3%,40.7%,67.3%,82.9%,18.0%,26.1%,155
Florida A&M,Jay Campbell,All,38,6,83.3,100.0,101.5,50.0%,11.8°,14.8°,50.0,16.7%,1,0.25,0.333,0.371,0.421,66.7%,16.7%,16.7%,39.5%,57.1%,91.7%,17.6%,6.7%,167
Illinois Wesleyan,Matt Hudik,All,33,6,80.6,88.9,89.0,0.0%,3.1°,-,33.3,0.0%,0,0.444,0.256,0.371,0.345,66.7%,16.7%,16.7%,48.5%,61.1%,90.9%,33.3%,6.2%,63
Louisiana Tech,Brody Drost,All,97,10,90.9,102.1,105.0,50.0%,20.0°,14.6°,40.0,10.0%,1,0.286,0.168,0.37,0.272,30.0%,20.0%,30.0%,34.0%,51.1%,73.9%,19.2%,30.3%,73
Baylor,Travis Sanders,All,170,24,91.1,105.2,107.0,45.8%,6.6°,8.4°,45.8,4.2%,1,0.343,0.283,0.37,0.365,50.0%,20.8%,29.2%,44.7%,65.0%,75.0%,26.7%,36.8%,103
Memphis,Justin Fogel,All,102,19,80.4,100.2,103.1,21.1%,1.3°,7.2°,31.6,0.0%,0,0.348,0.354,0.37,0.399,57.9%,10.5%,31.6%,38.2%,52.7%,93.1%,21.3%,15.4%,69
Gonzaga,Rece Schuerman,All,87,14,81.5,101.8,101.9,21.4%,-13.4°,18.3°,21.4,7.1%,1,0.211,0.192,0.37,0.303,71.4%,14.3%,14.3%,43.7%,71.8%,64.3%,20.8%,42.1%,112
Georgia Tech,Carson Kerce,All,293,52,89.4,100.6,101.3,44.2%,14.2°,9.3°,42.3,3.8%,2,0.309,0.286,0.37,0.384,38.5%,28.8%,25.0%,40.6%,58.2%,86.5%,21.4%,16.0%,94
Kansas State,Nick English,All,84,7,91.9,105.6,107.6,42.9%,4.0°,15.7°,57.1,0.0%,0,0.182,0.208,0.37,0.386,42.9%,0.0%,57.1%,33.3%,55.6%,95.0%,16.7%,21.4%,108
UTSA,Caden Miller,All,233,20,87.1,102.6,103.2,50.0%,14.4°,22.3°,30.0,0.0%,0,0.222,0.216,0.37,0.383,40.0%,30.0%,25.0%,31.8%,53.4%,80.0%,14.6%,27.0%,96
UNC Greensboro,Zach Walsh,All,66,9,93.7,99.9,101.8,55.6%,15.2°,14.8°,66.7,0.0%,0,0.267,0.281,0.37,0.38,22.2%,11.1%,66.7%,34.8%,56.7%,88.2%,16.7%,21.7%,119
Miami,Tanner Smith,All,162,20,90.8,102.5,106.9,40.0%,19.7°,12.9°,30.0,5.0%,1,0.267,0.228,0.37,0.37,35.0%,40.0%,25.0%,43.2%,65.0%,71.2%,22.0%,32.9%,79
Auburn Montgomery,Giuseppe Seidita,All,27,5,84.8,92.9,93.8,0.0%,16.2°,-,60.0,0.0%,0,0.333,0.461,0.37,0.498,20.0%,40.0%,40.0%,29.6%,50.0%,100.0%,21.1%,12.5%,144
Villanova,Jake McElroy,All,92,14,85.7,99.1,99.2,28.6%,4.3°,11.9°,28.6,7.1%,1,0.235,0.243,0.37,0.391,50.0%,21.4%,21.4%,37.0%,61.0%,84.0%,17.6%,17.6%,107
Nicholls,Andrew Miller,All,33,10,90.2,99.4,99.7,50.0%,6.9°,7.6°,40.0,0.0%,0,0.364,0.398,0.37,0.454,50.0%,0.0%,50.0%,54.5%,81.0%,94.1%,8.3%,11.1%,138
Lebanon Valley,Kenny Palmieri,All,26,5,77.4,93.6,98.0,20.0%,13.5°,11.9°,40.0,0.0%,0,0.333,0.295,0.37,0.363,40.0%,20.0%,40.0%,34.6%,40.0%,100.0%,33.3%,0.0%,80
Georgia Southwestern,Evan Wainman,All,37,10,95.3,103.9,107.1,40.0%,22.7°,8.6°,50.0,0.0%,0,0.364,0.325,0.37,0.402,10.0%,50.0%,30.0%,51.4%,70.6%,100.0%,35.0%,10.5%,123
Fresno State,Murf Gray,All,195,51,90.8,107.2,115.3,47.1%,15.5°,16.1°,33.3,9.8%,5,0.293,0.303,0.37,0.392,35.3%,33.3%,23.5%,54.4%,73.4%,88.4%,36.6%,17.0%,57
SIUE,Ethan Willoughby,All,72,12,80.0,97.6,98.0,16.7%,2.4°,12.3°,50.0,0.0%,0,0.333,0.331,0.37,0.413,33.3%,8.3%,50.0%,44.4%,70.0%,100.0%,26.2%,0.0%,130
Lee,Brock Sisson,All,58,9,85.1,98.0,103.8,11.1%,3.2°,5.8°,44.4,0.0%,0,0.333,0.382,0.37,0.435,55.6%,0.0%,44.4%,41.4%,60.0%,86.7%,27.3%,12.5%,102
Navy,Mason Ceccarelli,All,88,5,86.5,93.6,94.2,0.0%,8.8°,-,40.0,0.0%,0,0.167,0.111,0.37,0.324,60.0%,0.0%,40.0%,28.4%,51.7%,66.7%,16.9%,44.0%,137
Marist,Lewis Rodriguez,All,60,9,82.8,91.0,94.2,11.1%,3.6°,-2.5°,22.2,0.0%,0,0.286,0.116,0.37,0.229,55.6%,11.1%,11.1%,45.0%,65.4%,94.1%,29.4%,14.8%,93
California,Carl Schmidt,All,238,31,90.9,103.9,111.7,51.6%,6.0°,10.7°,32.3,6.5%,2,0.26,0.27,0.369,0.366,45.2%,22.6%,29.0%,42.4%,66.4%,79.5%,21.9%,27.7%,102
VMI,Kazuya Jordan,All,138,23,83.9,96.8,103.9,13.0%,21.1°,7.2°,8.7,0.0%,0,0.324,0.142,0.369,0.226,43.5%,26.1%,8.7%,47.8%,66.7%,91.7%,27.3%,16.7%,101
Louisiana Tech,Garrison Berkley,All,197,37,85.7,99.9,104.4,24.3%,8.3°,14.6°,45.9,0.0%,0,0.302,0.301,0.369,0.376,43.2%,27.0%,29.7%,39.6%,61.8%,90.9%,21.3%,15.4%,111
Virginia,Henry Godbout,All,215,52,92.6,105.4,108.3,42.3%,11.2°,8.5°,38.5,1.9%,1,0.327,0.403,0.369,0.465,36.5%,26.9%,34.6%,38.1%,63.9%,96.8%,16.9%,7.3%,116
Lamar,Tab Tracy,All,161,28,77.5,94.1,95.6,14.3%,-5.7°,-14.3°,32.1,0.0%,0,0.333,0.195,0.369,0.226,53.6%,14.3%,25.0%,51.6%,76.8%,92.5%,32.6%,15.7%,89
Taylor,Kaleb Kolpien,All,35,6,90.8,96.4,97.3,33.3%,9.5°,1.9°,16.7,0.0%,0,0.286,0.276,0.369,0.411,66.7%,33.3%,0.0%,34.3%,76.9%,90.0%,9.1%,8.3%,160
Lipscomb,Ryan Austin,All,58,5,100.3,108.4,109.0,60.0%,20.5°,19.4°,100.0,40.0%,2,0.182,0.288,0.369,0.499,0.0%,40.0%,60.0%,31.0%,44.4%,41.7%,19.4%,55.6%,80
Illinois State,Judah Morris,All,205,22,84.6,107.4,110.2,27.3%,11.3°,11.6°,31.8,9.1%,2,0.194,0.213,0.369,0.373,50.0%,27.3%,18.2%,38.0%,65.8%,86.0%,21.7%,23.1%,124
Stony Brook,Chanz Doughty,All,53,6,85.4,103.8,107.3,33.3%,-7.4°,0.3°,16.7,0.0%,0,0.25,0.215,0.369,0.359,66.7%,16.7%,16.7%,37.7%,65.0%,76.9%,21.2%,30.0%,127
Stanford,Rintaro Sasaki,All,253,44,89.2,105.8,108.7,50.0%,13.3°,17.1°,25.0,15.9%,7,0.293,0.304,0.368,0.439,38.6%,34.1%,22.7%,43.1%,65.5%,82.9%,24.1%,22.9%,51
South Carolina,Beau Hollins,All,184,30,89.5,102.4,108.2,33.3%,13.0°,6.5°,36.7,10.0%,3,0.268,0.268,0.368,0.349,40.0%,23.3%,26.7%,57.6%,78.3%,83.1%,40.6%,25.5%,64
BYU,Cooper Vest,All,215,37,86.2,103.7,109.1,35.1%,9.1°,11.8°,29.7,2.7%,1,0.255,0.26,0.368,0.316,51.4%,24.3%,16.2%,41.4%,58.8%,82.5%,27.1%,33.7%,101
Grand Canyon,Eddy Pelc,All,140,22,89.5,100.7,104.3,36.4%,22.0°,15.2°,31.8,9.1%,2,0.226,0.204,0.368,0.336,31.8%,36.4%,13.6%,37.1%,55.1%,97.4%,19.7%,15.4%,75
Southern Indiana,Cameron Boyd,All,114,26,92.8,106.7,108.7,61.5%,7.6°,14.6°,23.1,3.8%,1,0.31,0.318,0.368,0.408,50.0%,30.8%,15.4%,42.1%,63.0%,97.1%,23.3%,14.6%,108
Campbell,Dalen Thompson,All,204,30,90.8,109.3,111.7,50.0%,5.4°,16.6°,23.3,6.7%,2,0.357,0.263,0.368,0.345,43.3%,26.7%,26.7%,50.0%,72.3%,81.7%,34.7%,25.5%,75
VCU,Adrian Jimenez,All,103,29,89.7,102.5,103.2,34.5%,5.4°,5.2°,31.0,0.0%,0,0.344,0.356,0.368,0.39,44.8%,20.7%,34.5%,46.6%,66.7%,94.4%,24.5%,12.5%,86
USF,Ryan Pruitt,All,238,38,86.6,99.4,101.0,23.7%,8.7°,10.5°,34.2,2.6%,1,0.306,0.263,0.368,0.373,47.4%,23.7%,23.7%,32.8%,58.4%,91.5%,13.9%,20.5%,99
Rutgers,Brennan Hyde,All,232,46,88.9,100.9,104.6,32.6%,23.3°,12.2°,34.8,4.3%,2,0.25,0.252,0.368,0.356,28.3%,37.0%,21.7%,39.2%,65.3%,92.4%,19.1%,12.1%,118
Cal State Northridge,Jarren Sanderson,All,137,26,90.4,108.7,112.8,38.5%,14.5°,10.4°,23.1,3.8%,1,0.314,0.261,0.368,0.303,34.6%,34.6%,23.1%,49.6%,68.7%,71.7%,31.4%,33.8%,64
Alabama State,Isaiah Landry,All,111,24,83.7,97.2,99.4,20.8%,6.0°,-2.0°,12.5,0.0%,0,0.333,0.286,0.367,0.34,62.5%,20.8%,12.5%,44.1%,59.6%,100.0%,32.8%,0.0%,44
Southern Miss,Ozzie Pratt,All,232,49,83.0,98.6,101.2,32.7%,6.1°,11.1°,40.8,0.0%,0,0.309,0.277,0.367,0.361,42.9%,28.6%,26.5%,44.0%,72.4%,94.7%,20.5%,11.8%,145
Illinois,Coltin Quagliano,All,138,30,85.3,102.2,104.4,36.7%,7.4°,16.3°,26.7,0.0%,0,0.281,0.289,0.367,0.362,56.7%,16.7%,20.0%,47.1%,67.8%,95.0%,31.6%,12.3%,125
Georgia College,Gabriel Weurth,All,137,22,82.1,95.0,98.1,9.1%,11.9°,14.9°,45.5,0.0%,0,0.321,0.233,0.367,0.323,40.9%,18.2%,40.9%,47.4%,73.8%,84.4%,26.3%,23.1%,71
San Diego State,Drew Rutter,All,89,16,81.3,96.2,101.3,25.0%,9.1°,5.2°,43.8,0.0%,0,0.333,0.323,0.367,0.319,62.5%,18.8%,18.8%,41.6%,51.4%,88.9%,35.2%,32.4%,32
TCU,Isaac Cadena,All,230,25,88.8,99.9,106.3,40.0%,17.9°,10.5°,48.0,4.0%,1,0.25,0.231,0.367,0.362,24.0%,28.0%,36.0%,31.7%,52.5%,94.2%,16.0%,28.8%,99
Northern Illinois,Logan Gregorio,All,153,29,81.8,102.2,107.0,41.4%,7.9°,11.7°,27.6,6.9%,2,0.273,0.269,0.367,0.362,51.7%,24.1%,20.7%,41.2%,66.1%,91.9%,26.8%,22.2%,85
Florida State,Brody DeLamielleure,All,129,19,96.3,104.7,107.1,57.9%,13.3°,13.3°,42.1,15.8%,3,0.265,0.21,0.366,0.298,36.8%,31.6%,21.1%,52.7%,63.1%,87.8%,42.2%,32.4%,43
Hofstra,Sean Lane,All,105,21,90.7,104.4,106.8,33.3%,25.5°,15.4°,47.6,14.3%,3,0.259,0.252,0.366,0.355,14.3%,38.1%,33.3%,49.5%,72.5%,78.4%,27.8%,28.8%,111
UC Irvine,Jacob McCombs,All,104,29,80.9,101.5,106.2,27.6%,4.7°,7.5°,37.9,3.4%,1,0.29,0.371,0.366,0.405,48.3%,24.1%,27.6%,50.0%,66.7%,97.1%,34.0%,9.6%,47
North Georgia,Kyle Robitzsch,All,117,28,88.9,97.6,98.1,17.9%,11.1°,7.1°,50.0,0.0%,0,0.31,0.364,0.366,0.42,35.7%,7.1%,46.4%,40.2%,65.4%,100.0%,20.0%,6.4%,139
Tennessee,Reese Chapman,All,338,43,92.3,106.4,108.6,51.2%,6.7°,11.9°,46.5,7.0%,3,0.28,0.253,0.366,0.346,39.5%,16.3%,39.5%,50.3%,71.0%,81.8%,32.8%,31.8%,89
Texas State,Chase Mora,All,220,40,89.3,105.7,107.5,40.0%,4.1°,11.2°,32.5,5.0%,2,0.28,0.269,0.366,0.341,50.0%,17.5%,27.5%,51.8%,73.7%,84.3%,35.2%,26.3%,91
William & Mary,Ben Parker,All,206,42,88.0,105.8,110.1,38.1%,6.3°,15.3°,42.9,16.7%,7,0.28,0.332,0.366,0.456,40.5%,21.4%,35.7%,47.1%,76.4%,83.8%,24.8%,18.6%,110
UNLV,Gunnar Myro,All,99,16,85.7,99.8,102.9,31.2%,3.6°,6.8°,31.2,6.2%,1,0.333,0.303,0.366,0.349,50.0%,25.0%,25.0%,39.4%,61.8%,100.0%,27.7%,17.9%,117
Brown,Mika Petersen,All,113,21,79.1,94.9,102.1,23.8%,-3.5°,-7.6°,23.8,0.0%,0,0.346,0.262,0.366,0.321,61.9%,9.5%,23.8%,50.4%,65.9%,96.6%,40.6%,15.8%,30
