Team,Player,Pitch Type,Pitches,BBE,EV,EV 90,Max EV,HH%,LA,HH LA,SwSpot%,Barrel%,Barrels,BA,xBA,wOBA,xwOBA,GB%,FB%,LD%,Swing%,Z-Swing%,Z-Contact%,Chase%,Whiff%,SD+
Emmanuel (GA),Landon Mokris,All,35,7,101.0,104.1,107.0,85.7%,17.7°,19.1°,100.0,14.3%,1,0.778,0.521,1.101,0.698,0.0%,28.6%,71.4%,48.6%,66.7%,83.3%,42.3%,17.6%,202
Stony Brook,Nico Azpilcueta,All,53,6,102.8,108.8,109.4,66.7%,12.2°,16.0°,50.0,33.3%,2,0.625,0.438,0.913,0.889,33.3%,33.3%,16.7%,47.2%,75.0%,73.3%,30.3%,24.0%,142
Saint Francis (IN),Callan Stauffer,All,30,5,77.0,95.0,95.2,20.0%,-8.6°,10.3°,40.0,0.0%,0,0.8,0.494,0.899,0.841,40.0%,0.0%,40.0%,40.0%,66.7%,80.0%,13.3%,25.0%,193
Southern Illinois,Johnny Lemm,All,42,8,93.4,107.3,109.4,62.5%,8.2°,2.7°,25.0,12.5%,1,0.625,0.486,0.897,0.579,62.5%,12.5%,25.0%,35.7%,70.6%,91.7%,12.0%,6.7%,139
Centre,Ayden Lohr,All,36,7,86.8,101.0,103.2,42.9%,12.1°,18.4°,71.4,14.3%,1,0.857,0.496,0.868,0.644,28.6%,28.6%,42.9%,50.0%,82.4%,85.7%,21.1%,27.8%,125
Austin Peay,John Bay,All,109,21,101.6,111.6,113.8,76.2%,17.0°,17.8°,52.4,28.6%,6,0.714,0.624,0.852,0.815,23.8%,28.6%,42.9%,35.8%,73.7%,92.9%,15.5%,10.3%,150
Kansas State,Max Martin,All,48,11,100.8,110.5,112.2,72.7%,8.6°,13.9°,18.2,27.3%,3,0.714,0.474,0.85,0.673,54.5%,27.3%,9.1%,54.2%,71.4%,86.7%,40.7%,26.9%,48
Stonehill,Grayson Sparr,All,35,10,92.5,106.8,108.8,70.0%,4.0°,12.4°,40.0,20.0%,2,0.545,0.396,0.809,0.563,40.0%,40.0%,20.0%,54.3%,92.9%,100.0%,28.6%,10.5%,105
NJIT,Mason Wolf,All,60,13,91.1,101.6,104.4,46.2%,2.3°,11.2°,30.8,7.7%,1,0.571,0.33,0.809,0.541,46.2%,30.8%,15.4%,40.0%,72.2%,84.6%,26.2%,16.7%,153
Shenandoah,Jaime Padilla,All,25,9,89.8,103.7,104.6,55.6%,-6.1°,12.8°,55.6,0.0%,0,0.7,0.463,0.8,0.53,33.3%,11.1%,55.6%,44.0%,64.3%,88.9%,18.2%,18.2%,102
Centre,Ben Prather,All,37,6,91.7,93.0,93.2,0.0%,11.0°,-,66.7,0.0%,0,0.571,0.27,0.782,0.43,33.3%,50.0%,16.7%,35.1%,77.8%,85.7%,21.4%,15.4%,99
Gardner-Webb,Dale Francis,All,53,10,97.4,107.0,107.3,70.0%,3.1°,8.8°,30.0,10.0%,1,0.636,0.524,0.761,0.605,70.0%,10.0%,20.0%,47.2%,82.4%,92.9%,30.6%,20.0%,123
New Mexico,Ethan Ott,All,90,19,93.3,109.1,110.2,52.6%,19.4°,18.5°,36.8,26.3%,5,0.545,0.357,0.76,0.625,31.6%,36.8%,26.3%,38.9%,64.9%,91.7%,20.8%,22.9%,173
UT Martin,Jonah Katsaboulas,All,26,5,88.2,99.2,102.1,40.0%,0.3°,-1.8°,40.0,0.0%,0,0.667,0.369,0.751,0.375,60.0%,0.0%,40.0%,46.2%,84.6%,90.9%,7.7%,16.7%,134
Norfolk State,Jayden Israel,All,25,5,78.8,88.6,89.1,0.0%,19.3°,-,40.0,0.0%,0,0.667,0.43,0.75,0.432,40.0%,20.0%,40.0%,44.0%,76.9%,90.0%,8.3%,9.1%,126
St. Thomas (MN),Max Moris,All,57,13,91.6,101.2,101.6,30.8%,4.7°,14.8°,30.8,0.0%,0,0.714,0.364,0.746,0.404,61.5%,7.7%,30.8%,35.1%,71.4%,86.7%,13.9%,10.0%,170
Fairfield,Billy Sullivan,All,52,7,87.1,96.4,98.8,14.3%,31.5°,27.2°,71.4,14.3%,1,0.556,0.334,0.729,0.482,0.0%,28.6%,57.1%,40.4%,63.6%,85.7%,23.3%,28.6%,88
Coppin State,Anthony Divittorio,All,40,5,74.6,93.2,95.0,20.0%,-0.9°,11.8°,60.0,0.0%,0,0.714,0.301,0.72,0.3,60.0%,0.0%,40.0%,37.5%,61.9%,92.3%,10.5%,13.3%,112
Illinois-Chicago,Thomas Curry,All,73,13,97.4,107.9,108.8,69.2%,19.5°,13.3°,53.8,30.8%,4,0.529,0.432,0.713,0.606,30.8%,30.8%,38.5%,52.1%,67.6%,91.3%,38.5%,15.8%,73
Western Michigan,Chris Akers,All,37,9,92.5,104.3,104.4,44.4%,5.8°,5.2°,44.4,11.1%,1,0.6,0.463,0.71,0.545,44.4%,22.2%,33.3%,56.8%,78.6%,90.9%,43.5%,19.0%,76
Ohio,Ben Slanker,All,54,7,96.3,106.1,106.6,42.9%,23.3°,26.0°,42.9,28.6%,2,0.571,0.367,0.709,0.604,14.3%,57.1%,28.6%,50.0%,80.0%,95.0%,24.1%,29.6%,80
Columbus State,Cayden Evans,All,35,11,86.9,98.6,100.4,45.5%,0.8°,7.1°,54.5,0.0%,0,0.583,0.416,0.707,0.424,45.5%,9.1%,45.5%,51.4%,75.0%,86.7%,20.0%,16.7%,75
USC Upstate,Kai Tullos,All,44,6,87.2,96.2,98.7,16.7%,21.2°,12.9°,66.7,0.0%,0,0.556,0.377,0.697,0.425,16.7%,16.7%,66.7%,43.2%,65.0%,76.9%,25.0%,21.1%,131
San Francisco,Matteo Bellisimo,All,29,5,91.8,100.7,100.7,60.0%,20.4°,14.2°,60.0,20.0%,1,0.571,0.298,0.695,0.447,40.0%,40.0%,20.0%,51.7%,83.3%,70.0%,29.4%,46.7%,126
Long Beach State,Dylan Lina,All,42,5,84.1,103.9,104.8,40.0%,20.6°,17.6°,60.0,20.0%,1,0.571,0.534,0.695,0.638,20.0%,40.0%,40.0%,38.1%,52.9%,100.0%,28.0%,18.8%,60
Villanova,Josue Valdez,All,105,9,97.8,105.1,106.6,66.7%,27.5°,17.9°,66.7,22.2%,2,0.5,0.282,0.693,0.47,0.0%,33.3%,55.6%,29.5%,56.2%,63.0%,7.0%,38.7%,162
San Diego State,Xavier Farnum,All,56,10,80.7,97.4,100.6,20.0%,24.4°,17.5°,60.0,0.0%,0,0.545,0.36,0.691,0.459,20.0%,10.0%,50.0%,37.5%,62.5%,93.3%,18.8%,14.3%,81
UMass,Jack Beverly,All,46,6,96.8,100.3,103.0,66.7%,30.5°,29.8°,66.7,16.7%,1,0.375,0.25,0.69,0.5,0.0%,100.0%,0.0%,45.7%,73.7%,71.4%,25.9%,33.3%,118
William Carey,Rigoberto Hernandez,All,41,9,87.0,109.3,111.7,55.6%,-2.3°,11.5°,22.2,11.1%,1,0.5,0.337,0.69,0.463,55.6%,22.2%,22.2%,46.3%,76.5%,92.3%,25.0%,15.8%,220
Norfolk State,Justin Journette,All,25,6,96.1,109.7,113.0,50.0%,28.9°,12.7°,50.0,16.7%,1,0.571,0.389,0.689,0.553,16.7%,66.7%,16.7%,64.0%,100.0%,83.3%,30.8%,37.5%,112
Youngstown State,Kyle Fossum,All,164,22,93.9,108.2,109.0,54.5%,12.7°,21.9°,45.5,31.8%,7,0.438,0.393,0.686,0.624,36.4%,31.8%,18.2%,41.5%,62.9%,66.7%,28.4%,30.9%,108
Bryant,Drew Wyers,All,97,24,88.8,103.9,108.0,50.0%,17.8°,23.4°,25.0,12.5%,3,0.542,0.389,0.684,0.5,33.3%,41.7%,25.0%,46.4%,66.7%,89.3%,30.9%,17.8%,118
Emory & Henry,Jared Foley,All,39,7,83.6,93.1,95.2,14.3%,13.2°,5.2°,42.9,0.0%,0,0.667,0.346,0.681,0.451,42.9%,28.6%,28.6%,43.6%,75.0%,100.0%,29.6%,29.4%,102
British Columbia,Trent Lenihan,All,37,5,90.5,101.5,102.5,40.0%,2.9°,20.4°,40.0,20.0%,1,0.5,0.354,0.678,0.66,40.0%,20.0%,20.0%,35.1%,88.9%,75.0%,17.9%,30.8%,181
West Georgia,Carter Dierdorf,All,32,6,97.2,99.8,100.7,83.3%,27.6°,23.6°,50.0,16.7%,1,0.375,0.309,0.676,0.531,16.7%,83.3%,0.0%,28.1%,46.7%,100.0%,11.8%,11.1%,80
College of Charleston,Brent Gibbs,All,68,15,90.1,102.6,102.9,40.0%,7.8°,9.8°,20.0,6.7%,1,0.562,0.357,0.676,0.509,60.0%,13.3%,13.3%,38.2%,74.1%,85.0%,14.6%,23.1%,135
Illinois,Greg LaChance,All,100,11,90.8,105.1,107.6,45.5%,12.6°,14.0°,27.3,18.2%,2,0.5,0.276,0.673,0.452,45.5%,36.4%,18.2%,46.0%,78.6%,72.7%,22.4%,23.9%,157
Utah Valley,Jayden Smith,All,108,23,86.7,100.3,100.6,43.5%,6.3°,8.9°,39.1,0.0%,0,0.615,0.351,0.666,0.417,47.8%,8.7%,39.1%,48.1%,70.6%,83.3%,28.1%,25.0%,96
Belmont,Landon Godsey,All,130,25,91.9,101.2,101.4,36.0%,29.0°,21.4°,40.0,8.0%,2,0.483,0.231,0.66,0.389,20.0%,56.0%,12.0%,42.3%,81.5%,84.1%,14.5%,23.6%,147
Northern Colorado,Jake King,All,50,8,90.3,93.5,95.5,12.5%,10.2°,1.2°,62.5,0.0%,0,0.6,0.435,0.659,0.509,37.5%,0.0%,62.5%,32.0%,70.0%,78.6%,6.7%,25.0%,188
Cornell,Max Jensen,All,31,8,100.2,109.5,111.4,75.0%,12.9°,9.1°,50.0,12.5%,1,0.455,0.385,0.659,0.464,12.5%,12.5%,75.0%,71.0%,90.0%,83.3%,36.4%,27.3%,105
California Baptist,Nick Dumesnil,All,184,30,92.3,106.3,107.8,50.0%,7.7°,7.7°,36.7,13.3%,4,0.528,0.374,0.659,0.507,50.0%,30.0%,20.0%,48.9%,78.7%,88.1%,28.4%,20.0%,162
High Point,Brayden Simpson,All,181,28,93.6,110.4,113.1,46.4%,14.9°,21.8°,46.4,25.0%,7,0.5,0.404,0.657,0.586,28.6%,32.1%,39.3%,43.6%,74.3%,76.4%,22.4%,20.3%,140
Georgia College,Charlie Banks,All,25,5,92.4,98.2,98.2,40.0%,20.7°,36.4°,40.0,0.0%,0,0.6,0.305,0.653,0.416,40.0%,20.0%,40.0%,56.0%,81.8%,88.9%,35.7%,21.4%,98
St. Thomas (FL),Eddie Novoa,All,38,9,79.4,89.0,91.2,0.0%,-6.1°,-,33.3,0.0%,0,0.667,0.273,0.652,0.346,66.7%,0.0%,33.3%,47.4%,66.7%,85.7%,23.5%,16.7%,98
UC Davis,Mark Wolbert,All,45,5,87.4,95.6,96.0,20.0%,7.2°,15.8°,60.0,0.0%,0,0.625,0.337,0.651,0.419,40.0%,0.0%,60.0%,46.7%,73.7%,92.9%,26.9%,23.8%,90
Rhode Island,Anthony DePino,All,195,24,91.3,110.5,111.1,54.2%,13.0°,21.3°,50.0,25.0%,6,0.387,0.406,0.649,0.602,33.3%,20.8%,41.7%,33.3%,57.3%,90.7%,18.3%,20.0%,141
High Point,Konni Durschlag,All,144,26,94.8,107.7,108.9,61.5%,18.4°,10.0°,50.0,11.5%,3,0.519,0.434,0.648,0.571,26.9%,42.3%,30.8%,31.9%,60.7%,94.1%,13.6%,10.9%,137
San Jose State,Alex Fernandes,All,104,17,88.8,99.1,101.0,41.2%,16.9°,16.4°,52.9,0.0%,0,0.526,0.417,0.648,0.498,23.5%,29.4%,41.2%,35.6%,58.7%,88.9%,17.2%,13.5%,118
Eastern Kentucky,Julius Scearce,All,39,5,93.6,103.9,104.0,60.0%,2.9°,20.2°,60.0,40.0%,2,0.375,0.348,0.647,0.564,40.0%,40.0%,20.0%,43.6%,55.6%,80.0%,33.3%,29.4%,10
Northwestern State,Reese Lipoma,All,78,14,86.7,100.1,102.0,35.7%,2.5°,11.9°,50.0,0.0%,0,0.562,0.397,0.647,0.495,50.0%,14.3%,35.7%,30.8%,59.4%,84.2%,10.9%,25.0%,158
Rider,Joe Tiroly,All,70,10,99.4,109.7,110.9,70.0%,18.6°,17.0°,60.0,30.0%,3,0.385,0.375,0.647,0.602,20.0%,30.0%,40.0%,35.7%,65.4%,82.4%,18.2%,28.0%,154
UC Davis,Ryan Lee,All,57,11,78.8,98.9,99.0,18.2%,11.5°,20.4°,45.5,9.1%,1,0.571,0.31,0.644,0.372,45.5%,9.1%,45.5%,50.9%,72.0%,83.3%,34.4%,17.2%,85
Liberty,Nick Barone,All,216,43,90.0,105.9,108.2,55.8%,11.6°,20.8°,27.9,18.6%,8,0.471,0.323,0.642,0.47,44.2%,37.2%,14.0%,53.7%,83.5%,86.8%,32.0%,23.3%,102
Wake Forest,Ethan Conrad,All,66,8,92.6,107.1,109.1,37.5%,29.0°,21.5°,62.5,25.0%,2,0.444,0.437,0.642,0.683,0.0%,37.5%,50.0%,24.2%,37.5%,100.0%,16.7%,25.0%,68
Brown,Brandon Chang,All,41,7,85.1,101.6,102.7,42.9%,21.5°,12.6°,42.9,0.0%,0,0.444,0.232,0.642,0.342,28.6%,57.1%,14.3%,48.8%,72.2%,76.9%,30.4%,30.0%,139
Jackson State,Joseph Eichelberger,All,26,6,91.8,102.5,103.6,50.0%,-3.5°,13.6°,33.3,16.7%,1,0.625,0.337,0.641,0.556,50.0%,16.7%,16.7%,42.3%,85.7%,66.7%,26.3%,36.4%,116
Marist,Brady Steinert,All,37,5,90.3,95.7,96.5,20.0%,11.1°,30.3°,40.0,0.0%,0,0.429,0.217,0.64,0.368,40.0%,40.0%,20.0%,29.7%,57.1%,75.0%,13.0%,18.2%,162
New Orleans,Bryce Calloway,All,105,13,96.4,107.7,108.2,61.5%,11.9°,13.5°,38.5,15.4%,2,0.588,0.387,0.639,0.54,23.1%,15.4%,46.2%,33.3%,66.7%,85.7%,11.1%,22.9%,170
Grand Canyon,Michael Diaz,All,58,9,92.6,99.5,101.6,55.6%,20.9°,19.8°,55.6,11.1%,1,0.364,0.27,0.638,0.484,22.2%,44.4%,33.3%,41.4%,69.6%,87.5%,22.9%,29.2%,101
Akron,Blake Bowen,All,156,14,89.0,98.3,101.3,21.4%,8.4°,15.4°,57.1,7.1%,1,0.5,0.366,0.638,0.535,42.9%,21.4%,35.7%,29.5%,53.8%,82.9%,12.1%,21.7%,121
San Jose State,Neil Jansen,All,58,11,86.8,105.2,107.1,45.5%,11.1°,18.4°,18.2,0.0%,0,0.385,0.244,0.636,0.404,45.5%,45.5%,9.1%,37.9%,76.2%,75.0%,16.2%,31.8%,139
Coppin State,Pranav Sundar,All,27,5,74.9,98.8,102.7,20.0%,10.9°,8.8°,60.0,0.0%,0,0.6,0.423,0.636,0.425,20.0%,20.0%,60.0%,48.1%,69.2%,77.8%,28.6%,15.4%,96
Army,Chris Barr,All,126,27,88.1,95.8,100.2,11.1%,12.7°,23.3°,29.6,0.0%,0,0.529,0.265,0.633,0.305,40.7%,22.2%,33.3%,46.8%,72.7%,90.0%,26.8%,13.6%,124
Lindenwood,Sam Grunberg,All,40,8,90.9,105.5,105.8,50.0%,21.4°,24.3°,62.5,37.5%,3,0.4,0.415,0.633,0.637,25.0%,37.5%,37.5%,37.5%,53.8%,100.0%,29.6%,13.3%,84
Georgia College,Keegan Baxter,All,32,8,89.0,101.6,107.2,37.5%,2.8°,4.9°,50.0,0.0%,0,0.556,0.383,0.629,0.459,50.0%,0.0%,50.0%,34.4%,76.9%,100.0%,5.3%,0.0%,185
Ohio,Pauly Mancino,All,44,6,89.5,97.5,97.7,50.0%,19.9°,15.2°,50.0,0.0%,0,0.5,0.319,0.626,0.386,33.3%,16.7%,50.0%,38.6%,50.0%,62.5%,32.1%,29.4%,48
Lenoir-Rhyne,Nathan Keeter,All,42,9,84.1,97.4,98.8,33.3%,10.6°,15.5°,33.3,11.1%,1,0.538,0.315,0.624,0.389,44.4%,33.3%,11.1%,42.9%,45.0%,88.9%,40.9%,22.2%,56
Emory & Henry,Steven Smith,All,36,11,82.7,97.2,100.7,18.2%,11.6°,27.9°,54.5,9.1%,1,0.455,0.428,0.624,0.498,36.4%,36.4%,18.2%,63.9%,76.9%,90.0%,56.5%,17.4%,24
Lafayette,Teddy Cashman,All,28,5,92.9,104.6,105.7,40.0%,16.7°,28.2°,60.0,0.0%,0,0.444,0.325,0.623,0.394,20.0%,20.0%,60.0%,64.3%,83.3%,60.0%,30.0%,44.4%,135
Tennessee,Chris Newstrom,All,74,9,97.2,106.2,106.6,77.8%,18.5°,23.3°,44.4,22.2%,2,0.471,0.296,0.621,0.405,11.1%,33.3%,55.6%,55.4%,79.4%,81.5%,35.0%,34.1%,44
New Mexico,Tye Wood,All,102,19,89.1,102.8,107.1,42.1%,20.3°,18.2°,36.8,15.8%,3,0.478,0.301,0.62,0.426,31.6%,42.1%,21.1%,31.4%,58.1%,96.0%,11.9%,9.4%,147
Erskine,Jorge Pascual,All,30,5,91.7,105.0,105.1,60.0%,3.3°,12.0°,80.0,0.0%,0,0.571,0.356,0.62,0.462,20.0%,0.0%,80.0%,46.7%,71.4%,80.0%,25.0%,35.7%,109
Purdue,Logan Sutter,All,180,30,94.4,106.5,111.4,63.3%,17.7°,23.2°,50.0,23.3%,7,0.41,0.304,0.619,0.48,23.3%,40.0%,33.3%,47.8%,75.0%,86.0%,27.9%,29.1%,96
Carson-Newman,Seth Benner,All,46,7,87.8,93.7,94.2,0.0%,16.7°,-,28.6,0.0%,0,0.444,0.277,0.618,0.406,42.9%,42.9%,14.3%,28.3%,61.1%,90.9%,7.1%,15.4%,157
Binghamton,Evin Sullivan,All,120,23,97.3,104.7,106.4,60.9%,24.4°,16.0°,52.2,8.7%,2,0.444,0.396,0.618,0.52,21.7%,30.4%,34.8%,45.8%,72.9%,88.6%,27.8%,16.4%,95
UAB,Todd Clay,All,204,35,90.9,103.3,105.7,45.7%,14.5°,15.7°,54.3,5.7%,2,0.5,0.366,0.618,0.492,25.7%,25.7%,45.7%,38.7%,62.0%,89.8%,24.0%,11.4%,100
New Mexico,Karsen Waslefsky,All,76,15,90.7,100.9,106.2,46.7%,11.0°,7.5°,33.3,13.3%,2,0.5,0.409,0.617,0.514,46.7%,33.3%,20.0%,44.7%,78.1%,76.0%,20.5%,26.5%,140
Washington,Carson Applegate,All,66,14,88.6,102.4,103.9,50.0%,18.6°,19.4°,50.0,14.3%,2,0.412,0.285,0.616,0.446,28.6%,28.6%,28.6%,43.9%,76.5%,80.8%,9.4%,20.7%,119
USC Upstate,Jake Armsey,All,126,27,87.6,101.1,102.4,44.4%,0.8°,12.8°,40.7,7.4%,2,0.467,0.371,0.616,0.462,59.3%,3.7%,33.3%,41.3%,74.1%,95.0%,16.7%,13.5%,143
Embry-Riddle (AZ),Konner Nelson,All,26,5,87.6,97.8,99.7,20.0%,5.5°,7.7°,20.0,0.0%,0,0.5,0.418,0.616,0.459,60.0%,0.0%,40.0%,50.0%,63.6%,100.0%,40.0%,7.7%,51
Westmont,Colin Callahan,All,44,14,85.8,98.9,102.0,14.3%,-0.7°,25.2°,28.6,0.0%,0,0.467,0.283,0.616,0.362,71.4%,7.1%,21.4%,45.5%,60.0%,100.0%,33.3%,10.0%,98
FGCU,Javier Gorostola,All,65,12,87.0,102.3,103.9,16.7%,5.0°,6.9°,33.3,0.0%,0,0.5,0.309,0.615,0.395,50.0%,8.3%,33.3%,43.1%,50.0%,100.0%,39.5%,21.4%,70
West Virginia,Jace Rinehart,All,168,32,92.6,108.7,111.1,46.9%,4.4°,7.7°,31.2,9.4%,3,0.486,0.361,0.609,0.486,46.9%,18.8%,31.2%,51.8%,74.3%,83.6%,34.0%,20.7%,88
St. Thomas (FL),Bryan Pazos,All,46,7,88.7,102.8,104.2,42.9%,6.2°,18.3°,42.9,14.3%,1,0.455,0.278,0.607,0.399,42.9%,28.6%,28.6%,54.3%,68.4%,92.3%,44.4%,16.0%,104
Duke,Noah Murray,All,95,16,91.3,102.5,103.4,43.8%,22.5°,18.9°,37.5,18.8%,3,0.429,0.287,0.606,0.428,31.2%,31.2%,18.8%,37.9%,58.3%,85.7%,17.0%,22.2%,109
Georgia State,Michael Maginnis,All,145,41,95.5,108.9,111.7,61.0%,15.3°,15.6°,39.0,12.2%,5,0.477,0.41,0.603,0.547,36.6%,29.3%,29.3%,50.3%,85.5%,88.1%,18.4%,13.7%,111
Shenandoah,Noah Cornwell,All,37,6,93.2,104.7,106.0,66.7%,12.9°,14.8°,33.3,16.7%,1,0.375,0.296,0.602,0.429,33.3%,50.0%,16.7%,40.5%,70.6%,83.3%,15.0%,26.7%,72
Oklahoma State,Kollin Ritchie,All,162,30,90.0,108.4,111.2,53.3%,16.3°,21.5°,30.0,23.3%,7,0.389,0.351,0.601,0.524,36.7%,43.3%,20.0%,46.9%,70.5%,98.2%,25.0%,10.5%,105
Saint Mary's (CA),Aiden Taurek,All,154,44,95.4,104.2,110.7,56.8%,20.0°,14.4°,52.3,9.1%,4,0.447,0.424,0.599,0.528,18.2%,38.6%,43.2%,49.4%,84.1%,88.7%,25.3%,15.8%,113
Delaware,LT Cockrill,All,100,13,90.4,105.1,108.9,38.5%,28.2°,19.1°,69.2,15.4%,2,0.421,0.315,0.599,0.459,7.7%,23.1%,53.8%,41.0%,58.3%,96.4%,25.0%,17.1%,51
Butler,Connor Sackett,All,37,9,86.7,100.7,102.2,44.4%,1.6°,14.3°,33.3,0.0%,0,0.6,0.353,0.598,0.483,55.6%,11.1%,33.3%,45.9%,70.6%,83.3%,25.0%,29.4%,90
Florida International,Andrew Ildefonso,All,110,20,92.8,105.5,106.8,50.0%,9.1°,12.6°,45.0,15.0%,3,0.423,0.367,0.598,0.499,40.0%,25.0%,35.0%,45.5%,63.0%,82.8%,32.8%,28.0%,107
UCLA,Roch Cholowsky,All,352,66,94.5,107.3,112.1,56.1%,8.9°,10.9°,45.5,13.6%,9,0.455,0.404,0.597,0.548,37.9%,24.2%,36.4%,44.0%,71.1%,87.7%,24.1%,19.4%,119
Georgia Tech,Drew Burress,All,342,63,91.5,107.1,110.8,55.6%,21.7°,13.9°,31.7,12.7%,8,0.4,0.337,0.596,0.502,31.7%,38.1%,17.5%,38.6%,60.3%,85.4%,24.3%,17.4%,113
Air Force,Walker Zapp,All,72,15,86.6,98.9,102.8,33.3%,9.3°,19.0°,33.3,0.0%,0,0.529,0.329,0.594,0.404,46.7%,26.7%,26.7%,34.7%,68.0%,100.0%,17.0%,8.0%,120
Fordham,Anthony Grabau,All,81,15,79.1,97.4,99.8,20.0%,14.1°,25.4°,33.3,0.0%,0,0.389,0.235,0.592,0.353,40.0%,26.7%,26.7%,35.8%,57.1%,100.0%,24.5%,17.2%,113
Bradley,Timmy O'Brien,All,155,18,94.1,105.8,111.0,72.2%,17.0°,24.6°,33.3,33.3%,6,0.333,0.274,0.592,0.488,33.3%,55.6%,11.1%,50.3%,77.6%,84.6%,29.5%,30.8%,85
Union,Carson Chavies,All,59,8,89.0,99.6,99.7,50.0%,23.0°,9.0°,50.0,0.0%,0,0.545,0.451,0.591,0.475,12.5%,25.0%,62.5%,28.8%,65.0%,100.0%,10.3%,5.9%,141
Lenoir-Rhyne,Cole Stanford,All,53,6,85.3,100.5,103.3,33.3%,18.1°,11.6°,33.3,0.0%,0,0.571,0.397,0.591,0.494,16.7%,50.0%,33.3%,26.4%,43.8%,100.0%,18.9%,0.0%,156
UNLV,Dean Toigo,All,194,40,88.6,106.2,108.2,45.0%,14.0°,18.5°,35.0,12.5%,5,0.457,0.328,0.591,0.453,40.0%,35.0%,22.5%,44.3%,62.4%,86.2%,27.7%,17.4%,78
UTRGV,Thomas Williams,All,66,10,95.2,100.5,101.2,50.0%,4.9°,12.3°,30.0,0.0%,0,0.467,0.307,0.591,0.373,50.0%,10.0%,30.0%,42.4%,64.5%,80.0%,22.9%,25.0%,58
Bradley,Bobby Atkinson,All,163,30,88.7,99.5,107.1,40.0%,17.2°,18.5°,40.0,10.0%,3,0.472,0.309,0.59,0.447,36.7%,36.7%,26.7%,43.6%,71.2%,93.6%,24.7%,14.1%,86
UMBC,Leewood Molessa,All,37,8,97.0,104.9,106.1,50.0%,22.6°,24.3°,50.0,12.5%,1,0.375,0.335,0.589,0.535,12.5%,62.5%,25.0%,29.7%,72.7%,100.0%,11.5%,18.2%,174
New Mexico,Will Asby,All,96,27,90.6,102.7,104.1,48.1%,6.3°,11.1°,37.0,3.7%,1,0.483,0.291,0.589,0.417,40.7%,25.9%,29.6%,53.1%,69.6%,96.9%,38.0%,11.8%,68
Dallas Baptist,Chayton Krauss,All,231,40,94.1,107.4,109.9,62.5%,18.3°,20.4°,35.0,7.5%,3,0.415,0.356,0.589,0.495,27.5%,35.0%,35.0%,47.6%,75.6%,77.9%,29.8%,32.7%,94
Florida Atlantic,John Schroeder,All,85,18,97.3,108.5,108.9,66.7%,13.6°,12.7°,50.0,16.7%,3,0.409,0.442,0.588,0.563,38.9%,33.3%,27.8%,57.6%,86.1%,77.4%,36.7%,26.5%,89
Mississippi State,Reed Stallman,All,99,11,96.2,106.1,108.5,63.6%,21.2°,25.1°,54.5,27.3%,3,0.375,0.355,0.588,0.516,18.2%,36.4%,45.5%,32.3%,59.5%,72.7%,16.1%,28.1%,111
UMass,Matt Travisano,All,26,7,84.6,97.6,98.0,28.6%,9.2°,7.2°,42.9,0.0%,0,0.571,0.344,0.587,0.356,28.6%,0.0%,57.1%,42.3%,70.0%,85.7%,25.0%,18.2%,169
Washington State,Willis Cresswell,All,67,18,93.7,105.2,106.1,44.4%,14.4°,10.5°,33.3,5.6%,1,0.5,0.399,0.587,0.467,33.3%,22.2%,33.3%,43.3%,62.5%,95.0%,25.7%,6.9%,74
Carson-Newman,Logan Floyd,All,86,26,90.0,98.7,99.6,34.6%,14.3°,13.8°,38.5,0.0%,0,0.519,0.369,0.587,0.414,34.6%,26.9%,34.6%,50.0%,76.6%,97.2%,17.9%,7.0%,141
Southeastern (FL),Connor Hicks,All,108,18,84.2,101.8,105.0,16.7%,19.7°,12.5°,33.3,0.0%,0,0.476,0.294,0.586,0.505,16.7%,27.8%,33.3%,43.5%,77.5%,83.9%,23.5%,31.9%,132
Angelo State,Ethan Flodstrom,All,29,5,85.2,86.8,88.3,0.0%,10.7°,-,60.0,0.0%,0,0.6,0.666,0.586,0.656,40.0%,20.0%,40.0%,31.0%,50.0%,100.0%,7.7%,0.0%,137
Alabama,Kade Snell,All,235,51,91.4,105.3,107.1,51.0%,12.1°,13.6°,43.1,7.8%,4,0.491,0.401,0.586,0.509,41.2%,21.6%,33.3%,41.7%,72.0%,88.9%,19.3%,15.3%,96
Loyola Marymount,Beau Ankeney,All,206,38,92.6,109.9,115.0,55.3%,13.8°,21.7°,39.5,21.1%,8,0.409,0.327,0.585,0.535,23.7%,34.2%,28.9%,41.3%,66.2%,82.4%,26.4%,20.0%,117
Oral Roberts,Martell Davis,All,42,11,91.9,104.1,107.0,45.5%,15.1°,13.5°,45.5,18.2%,2,0.429,0.314,0.585,0.447,36.4%,27.3%,27.3%,61.9%,80.0%,93.8%,45.5%,26.9%,84
Murray State,Dominic Decker,All,104,14,89.9,95.6,96.4,35.7%,6.7°,4.8°,50.0,0.0%,0,0.562,0.426,0.584,0.491,50.0%,7.1%,42.9%,41.3%,74.1%,97.5%,6.0%,4.7%,157
Louisiana,Luke Yuhasz,All,128,21,92.0,110.0,110.3,57.1%,7.0°,6.2°,33.3,4.8%,1,0.444,0.342,0.582,0.444,38.1%,23.8%,38.1%,50.8%,80.7%,80.4%,26.8%,27.7%,83
